Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2097,DROUGHT: Medium Severity [Type],1328.448301,Normal,Iteration and Timestep,664.2241505
2098,DROUGHT: Medium Severity [Type],670.8881476,Normal,Iteration and Timestep,335.4440738
2099,DROUGHT: Medium Severity [Type],222.7657254,Normal,Iteration and Timestep,111.3828627
2100,DROUGHT: Medium Severity [Type],25.70436382,Normal,Iteration and Timestep,12.85218191
2017,DROUGHT: Low Severity [Type],5306.662584,Normal,Iteration and Timestep,2653.331292
2018,DROUGHT: Low Severity [Type],7589.590526,Normal,Iteration and Timestep,3794.795263
2019,DROUGHT: Low Severity [Type],12179.95574,Normal,Iteration and Timestep,6089.97787
2020,DROUGHT: Low Severity [Type],14328.97219,Normal,Iteration and Timestep,7164.486095
2021,DROUGHT: Low Severity [Type],10971.25549,Normal,Iteration and Timestep,5485.627745
2022,DROUGHT: Low Severity [Type],6610.832091,Normal,Iteration and Timestep,3305.416045
2023,DROUGHT: Low Severity [Type],8478.647853,Normal,Iteration and Timestep,4239.323927
2024,DROUGHT: Low Severity [Type],5782.082294,Normal,Iteration and Timestep,2891.041147
2025,DROUGHT: Low Severity [Type],5901.190104,Normal,Iteration and Timestep,2950.595052
2026,DROUGHT: Low Severity [Type],6127.410157,Normal,Iteration and Timestep,3063.705078
2027,DROUGHT: Low Severity [Type],6930.800553,Normal,Iteration and Timestep,3465.400276
2028,DROUGHT: Low Severity [Type],6693.300184,Normal,Iteration and Timestep,3346.650092
2029,DROUGHT: Low Severity [Type],6629.36415,Normal,Iteration and Timestep,3314.682075
2030,DROUGHT: Low Severity [Type],4683.794466,Normal,Iteration and Timestep,2341.897233
2031,DROUGHT: Low Severity [Type],4899.754709,Normal,Iteration and Timestep,2449.877355
2032,DROUGHT: Low Severity [Type],5142.457584,Normal,Iteration and Timestep,2571.228792
2033,DROUGHT: Low Severity [Type],4068.961536,Normal,Iteration and Timestep,2034.480768
2034,DROUGHT: Low Severity [Type],4012.48472,Normal,Iteration and Timestep,2006.24236
2035,DROUGHT: Low Severity [Type],4837.190388,Normal,Iteration and Timestep,2418.595194
2036,DROUGHT: Low Severity [Type],4633.275399,Normal,Iteration and Timestep,2316.6377
2037,DROUGHT: Low Severity [Type],4760.544519,Normal,Iteration and Timestep,2380.27226
2038,DROUGHT: Low Severity [Type],7553.115585,Normal,Iteration and Timestep,3776.557792
2039,DROUGHT: Low Severity [Type],8302.172958,Normal,Iteration and Timestep,4151.086479
2040,DROUGHT: Low Severity [Type],6745.816875,Normal,Iteration and Timestep,3372.908437
2041,DROUGHT: Low Severity [Type],7302.661902,Normal,Iteration and Timestep,3651.330951
2042,DROUGHT: Low Severity [Type],7220.572599,Normal,Iteration and Timestep,3610.2863
2043,DROUGHT: Low Severity [Type],4249.204735,Normal,Iteration and Timestep,2124.602368
