Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2023,DROUGHT: Medium Severity [Type],99.19895706,Normal,Iteration and Timestep,49.59947853
2024,DROUGHT: Medium Severity [Type],171.7356093,Normal,Iteration and Timestep,85.86780466
2025,DROUGHT: Medium Severity [Type],459.8394139,Normal,Iteration and Timestep,229.919707
2026,DROUGHT: Medium Severity [Type],488.5787456,Normal,Iteration and Timestep,244.2893728
2027,DROUGHT: Medium Severity [Type],3707.315283,Normal,Iteration and Timestep,1853.657642
2028,DROUGHT: Medium Severity [Type],2360.889253,Normal,Iteration and Timestep,1180.444626
2029,DROUGHT: Medium Severity [Type],583.2786188,Normal,Iteration and Timestep,291.6393094
2030,DROUGHT: Medium Severity [Type],701.8593896,Normal,Iteration and Timestep,350.9296948
2031,DROUGHT: Medium Severity [Type],486.9280892,Normal,Iteration and Timestep,243.4640446
2032,DROUGHT: Medium Severity [Type],56.02507453,Normal,Iteration and Timestep,28.01253726
2033,DROUGHT: Medium Severity [Type],54.0870081,Normal,Iteration and Timestep,27.04350405
2034,DROUGHT: Medium Severity [Type],257.4167379,Normal,Iteration and Timestep,128.708369
2035,DROUGHT: Medium Severity [Type],358.8653914,Normal,Iteration and Timestep,179.4326957
2036,DROUGHT: Medium Severity [Type],299.8101908,Normal,Iteration and Timestep,149.9050954
2037,DROUGHT: Medium Severity [Type],711.7211198,Normal,Iteration and Timestep,355.8605599
2038,DROUGHT: Medium Severity [Type],1151.572711,Normal,Iteration and Timestep,575.7863553
2039,DROUGHT: Medium Severity [Type],410.8671365,Normal,Iteration and Timestep,205.4335682
2040,DROUGHT: Medium Severity [Type],707.0545748,Normal,Iteration and Timestep,353.5272874
2041,DROUGHT: Medium Severity [Type],937.8175558,Normal,Iteration and Timestep,468.9087779
2042,DROUGHT: Medium Severity [Type],1219.446272,Normal,Iteration and Timestep,609.7231358
2043,DROUGHT: Medium Severity [Type],423.9900083,Normal,Iteration and Timestep,211.9950041
2044,DROUGHT: Medium Severity [Type],831.3455384,Normal,Iteration and Timestep,415.6727692
2045,DROUGHT: Medium Severity [Type],193.3996227,Normal,Iteration and Timestep,96.69981136
2046,DROUGHT: Medium Severity [Type],33.94956056,Normal,Iteration and Timestep,16.97478028
2047,DROUGHT: Medium Severity [Type],43.06587521,Normal,Iteration and Timestep,21.5329376
2048,DROUGHT: Medium Severity [Type],168.1088597,Normal,Iteration and Timestep,84.05442987
2049,DROUGHT: Medium Severity [Type],100.8043026,Normal,Iteration and Timestep,50.4021513
2050,DROUGHT: Medium Severity [Type],51.73097264,Normal,Iteration and Timestep,25.86548632
2051,DROUGHT: Medium Severity [Type],249.121009,Normal,Iteration and Timestep,124.5605045
2052,DROUGHT: Medium Severity [Type],80.28186014,Normal,Iteration and Timestep,40.14093007
2053,DROUGHT: Medium Severity [Type],33.81926602,Normal,Iteration and Timestep,16.90963301
2054,DROUGHT: Medium Severity [Type],44.51342718,Normal,Iteration and Timestep,22.25671359
2055,DROUGHT: Medium Severity [Type],53.32306583,Normal,Iteration and Timestep,26.66153291
2056,DROUGHT: Medium Severity [Type],67.35133663,Normal,Iteration and Timestep,33.67566831
2057,DROUGHT: Medium Severity [Type],170.2950659,Normal,Iteration and Timestep,85.14753294
2058,DROUGHT: Medium Severity [Type],729.3112706,Normal,Iteration and Timestep,364.6556353
2059,DROUGHT: Medium Severity [Type],1047.570307,Normal,Iteration and Timestep,523.7851533
2060,DROUGHT: Medium Severity [Type],1155.370891,Normal,Iteration and Timestep,577.6854456
2061,DROUGHT: Medium Severity [Type],1136.549963,Normal,Iteration and Timestep,568.2749814
2062,DROUGHT: Medium Severity [Type],1781.313699,Normal,Iteration and Timestep,890.6568495
2063,DROUGHT: Medium Severity [Type],735.9128698,Normal,Iteration and Timestep,367.9564349
2064,DROUGHT: Medium Severity [Type],384.4444061,Normal,Iteration and Timestep,192.222203
2065,DROUGHT: Medium Severity [Type],296.9114972,Normal,Iteration and Timestep,148.4557486
2066,DROUGHT: Medium Severity [Type],231.3577478,Normal,Iteration and Timestep,115.6788739
2067,DROUGHT: Medium Severity [Type],227.7550598,Normal,Iteration and Timestep,113.8775299
2068,DROUGHT: Medium Severity [Type],239.8911141,Normal,Iteration and Timestep,119.945557
2069,DROUGHT: Medium Severity [Type],118.6610166,Normal,Iteration and Timestep,59.33050832
2070,DROUGHT: Medium Severity [Type],115.5060012,Normal,Iteration and Timestep,57.75300059
2071,DROUGHT: Medium Severity [Type],283.2237307,Normal,Iteration and Timestep,141.6118653
2072,DROUGHT: Medium Severity [Type],294.8059745,Normal,Iteration and Timestep,147.4029873
2073,DROUGHT: Medium Severity [Type],471.6169031,Normal,Iteration and Timestep,235.8084516
2074,DROUGHT: Medium Severity [Type],80.22211455,Normal,Iteration and Timestep,40.11105728
