GCM,RCP,CFE,Source,Timestep,Mean,Lower,Upper,Mean2,Mean10
CanESM2,rcp45,Medium,LUCAS CFE,2069,96.92138266713904,96.22442426927235,97.55532356476633,0.6875283161445073,169.12759061492116
CanESM2,rcp45,Medium,LUCAS CFE,2070,204.7683410028063,203.11690364959517,206.2725075258454,1.452559061944709,171.7857099590923
CanESM2,rcp45,Medium,LUCAS CFE,2071,185.00338329470668,183.5832063651588,186.059016261848,1.3123529720420684,168.6408406516272
CanESM2,rcp45,Medium,LUCAS CFE,2072,109.67236982032559,108.96442218881911,110.12368892570107,0.7779796127043004,169.01132531189896
CanESM2,rcp45,Medium,LUCAS CFE,2073,144.54379563130834,143.6620403934566,145.45165316106625,1.0253460039961135,174.0125111526348
CanESM2,rcp45,Medium,LUCAS CFE,2074,173.33661286515385,172.47659680203384,174.46851799989903,1.229592751257532,185.0204619936807
CanESM2,rcp45,Medium,LUCAS CFE,2075,210.03570792419902,208.8975307512693,211.4926182535536,1.4899240252822397,176.87077672268055
CanESM2,rcp45,Medium,LUCAS CFE,2076,180.21343549693927,179.1085672794722,181.2640947932034,1.2783746624761683,176.83608506976515
CanESM2,rcp45,Medium,LUCAS CFE,2077,186.48451069575322,184.58706167057963,188.48972990611063,1.3228596012297087,189.17050553686605
CanESM2,rcp45,Medium,LUCAS CFE,2078,249.1455721280166,246.8914648484889,251.48225778326093,1.7673565003536846,186.63283070150277
CanESM2,rcp45,Medium,LUCAS CFE,2079,207.00089107759794,204.94904671864344,208.74435717400786,1.4683960357000392,185.4761575600114
CanESM2,rcp45,Medium,LUCAS CFE,2080,123.27148829280495,122.20606545598137,124.27506287853976,0.8744472730609806,186.30384188553924
CanESM2,rcp45,Medium,LUCAS CFE,2081,184.65646676555272,183.3766192181729,186.03118855645403,1.309892060625327,184.47196461749442
CanESM2,rcp45,Medium,LUCAS CFE,2082,233.0165744913344,231.539233408323,234.62532807377403,1.6529427117645275,189.91345760347576
CanESM2,rcp45,Medium,LUCAS CFE,2083,119.16704727767552,118.30059772049158,120.38387010224787,0.8453317224756385,183.33515796713283
CanESM2,rcp45,Medium,LUCAS CFE,2084,161.7698814502402,160.49631893076923,162.96607809856232,1.1475421742419027,178.43438549950463
CanESM2,rcp45,Medium,LUCAS CFE,2085,218.31255117947737,216.5769897128534,219.80956055689506,1.5486372209641137,176.162123310845
CanESM2,rcp45,Medium,LUCAS CFE,2086,161.89466281649115,160.74054446885884,163.26068899188942,1.1484273320911191,170.68204425698974
CanESM2,rcp45,Medium,LUCAS CFE,2087,240.89944055556674,239.50559048657334,242.5315930007496,1.7088611632186035,167.7772854432719
CanESM2,rcp45,Medium,LUCAS CFE,2088,183.362575764587,182.24937048891144,184.58103699548013,1.3007136246941804,175.72651740378325
CanESM2,rcp45,Medium,LUCAS CFE,2089,157.99316640131616,156.9886186094195,159.1129013370844,1.1207514035503416,175.8189525091212
CanESM2,rcp45,Medium,LUCAS CFE,2090,100.54886640620876,99.78992237957277,101.4234174243541,0.7132604891524947,165.879319860461
CanESM2,rcp45,Medium,LUCAS CFE,2091,129.85567622700006,128.97498391473488,130.8978651099892,0.9211533302694582,161.91679953443276
CanESM2,rcp45,Medium,LUCAS CFE,2092,203.96898635415582,203.00276807529588,205.04112879164646,1.4468887037588751,155.76293051176162
CanESM2,rcp45,Medium,LUCAS CFE,2093,198.65936688278916,197.6613617644123,199.92107382729495,1.4092240147701314,158.984470143825
CanESM2,rcp45,Medium,LUCAS CFE,2094,162.6942325036197,161.92152114673382,163.77925620909156,1.1540992156889793,157.77794286877446
CanESM2,rcp45,Medium,LUCAS CFE,2095,118.91622469287539,118.03119526488345,119.47413251380374,0.8435524698006029,164.11202881031366
CanESM2,rcp45,Medium,LUCAS CFE,2096,122.2694595562085,121.55183019663423,122.78848792656217,0.8673392117535335,NA
CanESM2,rcp45,Medium,LUCAS CFE,2097,179.3607503288557,178.38107016643096,180.14518708043673,1.2723259951781865,NA
CanESM2,rcp45,Medium,LUCAS CFE,2098,215.57797208522072,214.2416257313785,216.73743067717044,1.5292390189543967,NA
CanESM2,rcp45,Medium,LUCAS CFE,2099,145.92789365081052,144.88031838743004,146.66920958335555,1.035164338759201,NA
CanESM2,rcp45,Medium,LUCAS CFE,2100,163.8897258216008,162.61025693025283,164.63436006451303,1.1625796509165325,NA
CanESM2,rcp85,Medium,LUCAS CFE,2006,170.61314078793643,170.49426378836728,170.75155857632325,1.2103119172432388,NA
CanESM2,rcp85,Medium,LUCAS CFE,2007,109.84225500069647,109.79097894250694,109.91188926716768,0.7792095593003334,NA
CanESM2,rcp85,Medium,LUCAS CFE,2008,140.88908345487295,140.8004905697556,140.99538400030053,0.9994525388103455,NA
CanESM2,rcp85,Medium,LUCAS CFE,2009,135.38219031707453,135.27475737336596,135.5087244601051,0.9603872103082064,NA
CanESM2,rcp85,Medium,LUCAS CFE,2010,214.3637683000702,214.22714118976532,214.53080532525797,1.5206743290730638,140.9662570096366
CanESM2,rcp85,Medium,LUCAS CFE,2011,148.15331595334115,148.0284967030319,148.32320934523875,1.0509842503884688,134.93540844675601
CanESM2,rcp85,Medium,LUCAS CFE,2012,160.21216382496584,160.05108414025418,160.38948058648245,1.13652846591517,134.5874150661544
CanESM2,rcp85,Medium,LUCAS CFE,2013,65.63463528813932,65.58410287460543,65.70180375652285,0.4656052922200557,137.71895452425835
CanESM2,rcp85,Medium,LUCAS CFE,2014,147.17799179104495,147.05678432027685,147.3408067753967,1.0440654019847013,144.93811131258275
CanESM2,rcp85,Medium,LUCAS CFE,2015,117.39402537822414,117.29764813576475,117.50425914600812,0.8327810347564167,146.69232578452198
CanESM2,rcp85,Medium,LUCAS CFE,2016,110.30465515913072,110.19153441659988,110.46394268100428,0.782489778043764,143.32797172470066
CanESM2,rcp85,Medium,LUCAS CFE,2017,106.36232119468016,106.20787166859088,106.60009368357001,0.7545232699723958,136.27754252035407
CanESM2,rcp85,Medium,LUCAS CFE,2018,172.20447803591253,171.77049464886443,172.65162136173157,1.2216006985568217,146.6496406945811
CanESM2,rcp85,Medium,LUCAS CFE,2019,207.5737582003184,207.0403602422269,208.00489985960078,1.4725067019842093,155.16500979937743
CanESM2,rcp85,Medium,LUCAS CFE,2020,231.9059130194625,231.2553819626523,232.38963116212645,1.6451164834688714,162.7526162575628
CanESM2,rcp85,Medium,LUCAS CFE,2021,114.50977535512806,114.26755964399291,114.80574734017004,0.8123204643739675,169.25115175082522
CanESM2,rcp85,Medium,LUCAS CFE,2022,89.70787178149999,88.12545502369397,91.24712475856346,0.6363783339680181,167.61843001578717
CanESM2,rcp85,Medium,LUCAS CFE,2023,169.35561703040966,167.54938435988453,171.38708000353063,1.2013911741930718,165.1894364721719
CanESM2,rcp85,Medium,LUCAS CFE,2024,232.33168283900827,230.22943535602874,234.82045814831287,1.6481368503891385,157.89763348657252
CanESM2,rcp85,Medium,LUCAS CFE,2025,193.27008996007774,191.47491527463168,195.4792612850005,1.3710379636941457,146.1510602174915
CanESM2,rcp85,Medium,LUCAS CFE,2026,175.29001009175497,172.91350512972565,177.4443936048508,1.2434891427937393,147.4405385599626
CanESM2,rcp85,Medium,LUCAS CFE,2027,90.03510384429954,87.91119171925075,91.42557240347577,0.6386996842666018,157.765046640634
CanESM2,rcp85,Medium,LUCAS CFE,2028,147.91454259976007,144.9650149294022,149.67860803623788,1.0492904169942492,155.56607754922152
CanESM2,rcp85,Medium,LUCAS CFE,2029,134.65572834432444,132.48116889672102,136.00334989396328,0.9552337644541363,149.0922069031215
CanESM2,rcp85,Medium,LUCAS CFE,2030,114.44018032865222,111.98204542709064,115.96105602264717,0.8118267644776082,145.57631572931518
CanESM2,rcp85,Medium,LUCAS CFE,2031,127.40455877983918,125.35394007421291,128.8869724911745,0.9037947199742253,146.89747047154725
CanESM2,rcp85,Medium,LUCAS CFE,2032,192.95295258821386,190.4443302110146,194.84727281928568,1.3687882240855938,147.44089663967918
CanESM2,rcp85,Medium,LUCAS CFE,2033,147.36592611628507,145.0653583719399,148.98098980476948,1.0453985885871324,148.69200172648507
CanESM2,rcp85,Medium,LUCAS CFE,2034,167.592976378008,165.62885412367677,169.03507586291764,1.188887184303625,152.8389722868813
CanESM2,rcp85,Medium,LUCAS CFE,2035,158.11117822201447,156.4406108420771,159.57343721589467,1.1216242920545576,164.39484033966272
CanESM2,rcp85,Medium,LUCAS CFE,2036,188.50155751407573,186.97150089113194,189.98738339384005,1.3372104893243322,168.5052767518195
CanESM2,rcp85,Medium,LUCAS CFE,2037,95.46936552561884,94.30706336807913,96.4780314506703,0.6772497727530103,164.96929424645745
CanESM2,rcp85,Medium,LUCAS CFE,2038,160.42559346781889,159.23531769027977,161.53061891538138,1.1380425136552503,174.12123416619977
CanESM2,rcp85,Medium,LUCAS CFE,2039,176.125433948287,174.95140970193395,177.36697292178343,1.2494155529450348,174.0727628218297
CanESM2,rcp85,Medium,LUCAS CFE,2040,229.99886085646637,228.99351577111153,230.86764225860856,1.6315880533079872,180.20244102132602
CanESM2,rcp85,Medium,LUCAS CFE,2041,168.50892290140712,167.6117146305857,169.49828798012476,1.1953848138983196,175.81828078882606
CanESM2,rcp85,Medium,LUCAS CFE,2042,157.59312753459324,156.80425365515654,158.34139229130312,1.1179492942330165,183.11935878930308
CanESM2,rcp85,Medium,LUCAS CFE,2043,238.88532531370814,237.51525244508025,240.43337909109678,1.694627710072331,182.69726258711415
CanESM2,rcp85,Medium,LUCAS CFE,2044,167.1082629343072,165.83574020203923,168.76601876533465,1.1854486774298298,179.43150275458862
CanESM2,rcp85,Medium,LUCAS CFE,2045,219.4079602169779,218.01417680908077,221.1352669337191,1.5564573031259457,178.51215730710206
CanESM2,rcp85,Medium,LUCAS CFE,2046,144.65995518907607,142.64853623705608,146.48879435471576,1.0262027116119496,181.89246481791423
CanESM2,rcp85,Medium,LUCAS CFE,2047,168.4801455303889,166.29467340044687,170.73150751018542,1.1951806702143721,180.5889908835534
CanESM2,rcp85,Medium,LUCAS CFE,2048,156.2046314459296,154.23255513857185,158.3214191544555,1.1080994470559808,176.25028940074105
CanESM2,rcp85,Medium,LUCAS CFE,2049,143.46783562303193,141.52471812118478,145.5425305383559,1.0177459391095582,182.06664643444486
CanESM2,rcp85,Medium,LUCAS CFE,2050,220.8054063816005,218.69097801413574,222.94896899289958,1.5663706412131382,183.67616649543703
CanESM2,rcp85,Medium,LUCAS CFE,2051,202.31199800952874,200.18313461024857,204.68074007861998,1.4351803211721688,194.08287236715336
CanESM2,rcp85,Medium,LUCAS CFE,2052,144.5583881909851,143.0289535977001,146.07101260718503,1.025482205866493,198.79838782388128
CanESM2,rcp85,Medium,LUCAS CFE,2053,195.4983104855846,193.05386727452844,197.46145851843937,1.3868447288929586,207.4080137256169
CanESM2,rcp85,Medium,LUCAS CFE,2054,225.27183327134543,223.10396195835042,227.65610165467888,1.5980550101145525,222.1644218792579
CanESM2,rcp85,Medium,LUCAS CFE,2055,235.5031608268995,233.2151730613613,237.98278519960076,1.6706349861499143,226.51624118929112
CanESM2,rcp85,Medium,LUCAS CFE,2056,248.72701390623922,246.4039689266051,251.21206835512828,1.7644436277345152,219.89148474131503
CanESM2,rcp85,Medium,LUCAS CFE,2057,215.63530009766822,213.40663316541986,218.70364332261323,1.5296944437059656,218.39309070724272
CanESM2,rcp85,Medium,LUCAS CFE,2058,242.30089046328598,239.8260156128503,245.73924824212776,1.718857374830645,208.93584297164625
CanESM2,rcp85,Medium,LUCAS CFE,2059,291.03191715944183,288.338084286509,295.30606014122503,2.064550221685652,207.6798654185117
CanESM2,rcp85,Medium,LUCAS CFE,2060,264.3235994819328,261.89941700196886,267.8997182211475,1.8750841874439736,213.64880039011555
CanESM2,rcp85,Medium,LUCAS CFE,2061,136.06443352976757,134.77869293015328,137.550761939643,0.9652269728667483,205.89702930564658
CanESM2,rcp85,Medium,LUCAS CFE,2062,129.57444785026206,128.05535512133378,130.95965253031687,0.9191876878833792,200.2625436449736
CanESM2,rcp85,Medium,LUCAS CFE,2063,100.92583312961999,100.15792602040796,102.07279069024523,0.715957387750748,204.44257405083937
CanESM2,rcp85,Medium,LUCAS CFE,2064,212.71205773999975,211.11453142634767,214.67198199381713,1.5089572657480617,197.6762406306955
CanESM2,rcp85,Medium,LUCAS CFE,2065,295.1925105429381,292.4497761321493,297.6483562089956,2.0940650394282545,192.4792639347826
CanESM2,rcp85,Medium,LUCAS CFE,2066,171.20930306154966,169.72239103590317,173.14261703522442,1.2145410305520534,200.71596765538362
CanESM2,rcp85,Medium,LUCAS CFE,2067,159.2904434909381,157.94982805781177,160.93966536672968,1.1299898775069896,207.2202503816769
CanESM2,rcp85,Medium,LUCAS CFE,2068,284.10119452194397,281.30256411994094,287.1100913312341,2.0153843944549266,212.66425475373757
CanESM2,rcp85,Medium,LUCAS CFE,2069,223.36858295800315,221.29634361139563,225.50428731283344,1.5845535498806176,207.87733694193236
CanESM2,rcp85,Medium,LUCAS CFE,2070,212.35383252280363,210.3949246308569,214.30640806652238,1.506416053228163,195.75605372512
CanESM2,rcp85,Medium,LUCAS CFE,2071,218.43147073577805,216.59734824593562,220.39420496103153,1.549530188070794,200.67551455110862
CanESM2,rcp85,Medium,LUCAS CFE,2072,194.61727511319464,193.06325184707634,195.96853467227152,1.3805947553810016,215.59578094623322
CanESM2,rcp85,Medium,LUCAS CFE,2073,155.3658768502268,154.4562180697202,156.28946076543215,1.102149408986619,212.87999768577055
CanESM2,rcp85,Medium,LUCAS CFE,2074,164.8428796219474,163.47321592253402,165.90635647524095,1.1693782832772426,207.4205028313291
CanESM2,rcp85,Medium,LUCAS CFE,2075,173.97967837481463,172.32332470313315,175.15961719243447,1.234193785559059,216.42817692891344
CanESM2,rcp85,Medium,LUCAS CFE,2076,220.4039113214359,217.90431786803748,221.68024544468318,1.5635224769170744,228.427877608501
CanESM2,rcp85,Medium,LUCAS CFE,2077,308.4931074421839,304.18036410375635,311.2500925456013,2.1884180937080213,236.86406721561397
CanESM2,rcp85,Medium,LUCAS CFE,2078,256.9433619173175,253.9573086779568,259.3538259677109,1.8227295479637555,235.98073875776618
CanESM2,rcp85,Medium,LUCAS CFE,2079,168.77363441358835,166.92421919285158,170.20616649534477,1.197262649898201,251.6295497328721
CanESM2,rcp85,Medium,LUCAS CFE,2080,302.4305734986475,299.37358993421583,304.8754435964471,2.145411106985504,261.8031648291825
CanESM2,rcp85,Medium,LUCAS CFE,2081,338.4284775316534,335.4203488590308,341.13276527562255,2.400776502908197,260.3027407638334
CanESM2,rcp85,Medium,LUCAS CFE,2082,278.97917118432423,276.06505060579764,281.7068896177194,1.979049292379615,243.61983490391586
CanESM2,rcp85,Medium,LUCAS CFE,2083,146.53259227174897,145.05729562211044,148.27907730486112,1.039487004764068,252.9428788417344
CanESM2,rcp85,Medium,LUCAS CFE,2084,321.3309893730068,318.7089552359909,324.45427733497445,2.279488696014964,267.3403605995421
CanESM2,rcp85,Medium,LUCAS CFE,2085,275.71582933791836,273.6288193695654,278.4784549750129,1.9558994839387,258.31449528598665
CanESM2,rcp85,Medium,LUCAS CFE,2086,205.39967066794506,203.89845642136657,207.42093628135922,1.457083950621628,246.96154365107427
CanESM2,rcp85,Medium,LUCAS CFE,2087,141.66404884300854,140.5351946862076,143.22568304887395,1.0049500628602506,251.67960715846863
CanESM2,rcp85,Medium,LUCAS CFE,2088,350.17380129550304,347.3507021684899,353.39550079827904,2.484096610946865,258.3886764793358
CanESM2,rcp85,Medium,LUCAS CFE,2089,312.74845199166504,310.5365383365416,315.1837612483962,2.218605066390358,247.7825441683382
CanESM2,rcp85,Medium,LUCAS CFE,2090,212.17192036309316,210.55401795889864,213.88428711894608,1.505125587243115,244.8245694849505
CanESM2,rcp85,Medium,LUCAS CFE,2091,224.89896118252943,223.23728930642295,226.5944980919325,1.595409894207201,236.74957027609338
CanESM2,rcp85,Medium,LUCAS CFE,2092,326.15980625826774,323.7433940546905,328.7333896054149,2.3137438219415243,244.3477875026063
CanESM2,rcp85,Medium,LUCAS CFE,2093,213.62328548042083,212.16003779036103,215.0786912192533,1.5154214207859498,237.98214557083975
CanESM2,rcp85,Medium,LUCAS CFE,2094,215.269666263031,213.65252465354425,216.5124943680877,1.5271006752226879,236.75329819981556
CanESM2,rcp85,Medium,LUCAS CFE,2095,246.13608250404127,244.46250584629524,247.569922970207,1.7460638292127963,246.79238450773437
CanESM2,rcp85,Medium,LUCAS CFE,2096,124.6496785793741,123.81811615668241,125.47651638489245,0.8842518856895869,NA
CanESM2,rcp85,Medium,LUCAS CFE,2097,217.64622110813718,216.23632622100664,219.13865416708495,1.5439597086929724,NA
CanESM2,rcp85,Medium,LUCAS CFE,2098,286.51738197783766,284.69943763243725,288.5278387204537,2.032524577553698,NA
CanESM2,rcp85,Medium,LUCAS CFE,2099,300.45997828142333,298.8256125515539,302.16304412045446,2.1314319089914093,NA
CanESM2,rcp85,Medium,LUCAS CFE,2100,312.5627834422813,310.81342782419176,314.41680262453065,2.2172879529667457,NA
CanESM2,rcp45,None,LUCAS,2006,168.6,168.5,168.8,1.2244897959183674,NA
CanESM2,rcp45,None,LUCAS,2007,108.3,108.1,108.3,0.786549495242937,NA
CanESM2,rcp45,None,LUCAS,2008,138.5,138.4,138.6,1.0058827801583268,NA
CanESM2,rcp45,None,LUCAS,2009,132.6,132.4,132.7,0.9630328999927373,NA
CanESM2,rcp45,None,LUCAS,2010,209.4,209.1,209.6,1.520807611300748,137.69
CanESM2,rcp45,None,LUCAS,2011,144.4,144.2,144.6,1.0487326603239162,138.73000000000002
CanESM2,rcp45,None,LUCAS,2012,155.9,155.7,156.1,1.132253613189048,137.06
CanESM2,rcp45,None,LUCAS,2013,63.7,63.6,63.8,0.4626334519572954,135.71
CanESM2,rcp45,None,LUCAS,2014,142.4,142,142.6,1.0342072772169366,140.52
CanESM2,rcp45,None,LUCAS,2015,113.1,112.9,113.4,0.8214104146996877,135.68
CanESM2,rcp45,None,LUCAS,2016,179,178.6,179.5,1.3000217880746605,137.86
CanESM2,rcp45,None,LUCAS,2017,91.6,91.3,92,0.6652625462996586,139.84
CanESM2,rcp45,None,LUCAS,2018,125,124.5,125.5,0.9078364441862155,148.1
CanESM2,rcp45,None,LUCAS,2019,180.7,180,181.3,1.312368363715593,146.28
CanESM2,rcp45,None,LUCAS,2020,161,160.4,161.6,1.1692933401118455,153.09
CanESM2,rcp45,None,LUCAS,2021,166.2,165.6,166.9,1.207059336189992,150.22
CanESM2,rcp45,None,LUCAS,2022,175.7,172.3,178.8,1.2760549059481443,152.22
CanESM2,rcp45,None,LUCAS,2023,146.3,143.3,149.1,1.0625317742755467,153.85
CanESM2,rcp45,None,LUCAS,2024,124.2,120.9,127,0.9020262909434237,151.92000000000002
CanESM2,rcp45,None,LUCAS,2025,181.2,176.5,185.1,1.315999709492338,152.32
CanESM2,rcp45,None,LUCAS,2026,150.3,145.6,153.9,1.0915825404895054,154.19
CanESM2,rcp45,None,LUCAS,2027,111.6,107.7,114.7,0.8105163773694531,146.89000000000001
CanESM2,rcp45,None,LUCAS,2028,141.3,137,145.5,1.026218316508098,144.14000000000001
