GCM,RCP,CFE,Source,Timestep,Mean,Lower,Upper,Mean2,Mean10
CanESM2,rcp45,None,LUCAS,2029,161.4,157.2,165.4,1.1721984167332413,148.14000000000001
CanESM2,rcp45,None,LUCAS,2030,165,160.5,169.4,1.1983441063258045,140.08
CanESM2,rcp45,None,LUCAS,2031,184.9,180.3,189,1.34287166824025,140.66000000000003
CanESM2,rcp45,None,LUCAS,2032,102.7,99.4,105.9,0.7458784225433946,139.93
CanESM2,rcp45,None,LUCAS,2033,118.8,115.9,121.6,0.8628077565545791,139.71
CanESM2,rcp45,None,LUCAS,2034,164.2,161,167.5,1.1925339530830126,139.4
CanESM2,rcp45,None,LUCAS,2035,100.6,98.2,103,0.7306267702810662,139.51000000000002
CanESM2,rcp45,None,LUCAS,2036,156.1,153.5,159,1.1337061514997457,141.7
CanESM2,rcp45,None,LUCAS,2037,104.3,102.7,106.2,0.7574987290289781,148.1
CanESM2,rcp45,None,LUCAS,2038,139.1,137,141.3,1.0102403950904204,153.57
CanESM2,rcp45,None,LUCAS,2039,158.3,155.9,160.7,1.1496840729174234,150.11
CanESM2,rcp45,None,LUCAS,2040,166.1,164,168.4,1.206333067034643,154.16000000000003
CanESM2,rcp45,None,LUCAS,2041,206.8,204.7,209.2,1.5019246132616748,150.12
CanESM2,rcp45,None,LUCAS,2042,166.7,164.8,168.5,1.210690681966737,155.34
CanESM2,rcp45,None,LUCAS,2043,173.5,171.7,175.8,1.260076984530467,154.26000000000002
CanESM2,rcp45,None,LUCAS,2044,129.6,126.5,132.3,0.9412448253322682,151.21
CanESM2,rcp45,None,LUCAS,2045,141.1,138.3,144.1,1.0247657781974,147.03000000000003
CanESM2,rcp45,None,LUCAS,2046,115.7,110.9,120.3,0.840293412738761,138.66000000000003
CanESM2,rcp45,None,LUCAS,2047,156.5,151.6,161.6,1.1366112281211418,136.23000000000002
CanESM2,rcp45,None,LUCAS,2048,128.3,123.9,133.2,0.9318033263127316,132.11
CanESM2,rcp45,None,LUCAS,2049,127.8,123.7,132.4,0.9281719805359866,134.03000000000003
CanESM2,rcp45,None,LUCAS,2050,124.3,120.6,128.6,0.9027525600987726,139.58
CanESM2,rcp45,None,LUCAS,2051,123.1,119.1,127.3,0.8940373302345849,147.89000000000001
CanESM2,rcp45,None,LUCAS,2052,142.4,138.3,146.5,1.0342072772169366,143.22
CanESM2,rcp45,None,LUCAS,2053,132.3,128.7,136.1,0.9608540925266905,147.5
CanESM2,rcp45,None,LUCAS,2054,148.8,144.8,152.6,1.080688503159271,144.79000000000002
CanESM2,rcp45,None,LUCAS,2055,196.6,192.1,200.6,1.4278451594160795,145.36
CanESM2,rcp45,None,LUCAS,2056,198.8,194.6,202.4,1.443823080833757,149.01000000000002
CanESM2,rcp45,None,LUCAS,2057,109.8,106.8,113,0.7974435325731716,148.97
CanESM2,rcp45,None,LUCAS,2058,171.1,166.5,175.6,1.2426465248020917,153.43
CanESM2,rcp45,None,LUCAS,2059,100.7,97.7,103.4,0.7313530394364152,158.01000000000002
CanESM2,rcp45,None,LUCAS,2060,130,126.3,133.2,0.944149901953664,154.56
CanESM2,rcp45,None,LUCAS,2061,159.6,155.5,162.9,1.1591255719369598,153.37
CanESM2,rcp45,None,LUCAS,2062,142,138.7,145.1,1.0313022005955408,158.51000000000002
CanESM2,rcp45,None,LUCAS,2063,176.9,173.2,180.3,1.284770135812332,158.95
CanESM2,rcp45,None,LUCAS,2064,194.6,190.8,198.1,1.4133197763091,157.4
CanESM2,rcp45,None,LUCAS,2065,162.1,158.8,164.6,1.177282300820684,162.41000000000003
CanESM2,rcp45,None,LUCAS,2066,186.9,183.3,189.8,1.3573970513472293,162.7
CanESM2,rcp45,None,LUCAS,2067,161.2,158,163.8,1.1707458784225433,158.11
CanESM2,rcp45,None,LUCAS,2068,175.5,172.2,178.3,1.2746023676374465,153.1
CanESM2,rcp45,None,LUCAS,2069,85.2,83.8,86.3,0.6187813203573245,148.83
CanESM2,rcp45,None,LUCAS,2070,180.1,177.4,182.3,1.308010748783499,151.03000000000003
CanESM2,rcp45,None,LUCAS,2071,162.5,160.6,164.2,1.1801873774420801,148.12
CanESM2,rcp45,None,LUCAS,2072,96.1,95,97.1,0.6979446582903623,148.34
CanESM2,rcp45,None,LUCAS,2073,126.8,125.6,128,0.9209092889824969,152.6
CanESM2,rcp45,None,LUCAS,2074,151.9,150.5,153.5,1.103202846975089,162.18
CanESM2,rcp45,None,LUCAS,2075,184.1,182.3,185.9,1.337061514997458,154.93
CanESM2,rcp45,None,LUCAS,2076,157.8,156,159.4,1.1460527271406784,154.81
CanESM2,rcp45,None,LUCAS,2077,163.4,160.9,165.7,1.186723799840221,165.56
CanESM2,rcp45,None,LUCAS,2078,218.1,215.2,220.9,1.5839930278161087,163.28000000000003
CanESM2,rcp45,None,LUCAS,2079,181,178.3,183.1,1.3145471711816399,162.18
CanESM2,rcp45,None,LUCAS,2080,107.6,106.1,108.9,0.7814656111554942,162.8
CanESM2,rcp45,None,LUCAS,2081,161.3,159.3,163.2,1.1714721475778924,161.11
CanESM2,rcp45,None,LUCAS,2082,203.6,201.2,205.9,1.4786840002905077,165.76000000000002
CanESM2,rcp45,None,LUCAS,2083,104,102.6,105.6,0.7553199215629313,159.92000000000002
CanESM2,rcp45,None,LUCAS,2084,140.9,138.9,142.9,1.023313239886702,155.57
CanESM2,rcp45,None,LUCAS,2085,190.3,187.8,192.7,1.3820902026290944,153.54000000000002
CanESM2,rcp45,None,LUCAS,2086,140.9,138.9,142.9,1.023313239886702,148.69
CanESM2,rcp45,None,LUCAS,2087,209.9,207.5,212.4,1.524438957077493,146.07
CanESM2,rcp45,None,LUCAS,2088,159.7,157.8,161.4,1.1598518410923087,152.92000000000002
CanESM2,rcp45,None,LUCAS,2089,137.5,136,139.1,0.998620088604837,152.93
CanESM2,rcp45,None,LUCAS,2090,87.3,86.2,88.4,0.6340329726196529,144.2
CanESM2,rcp45,None,LUCAS,2091,112.8,111.5,114,0.8192316072336407,140.7
CanESM2,rcp45,None,LUCAS,2092,177.4,175.9,178.7,1.288401481589077,135.25
CanESM2,rcp45,None,LUCAS,2093,172.5,170.9,173.9,1.2528142929769772,137.96
CanESM2,rcp45,None,LUCAS,2094,141,139.9,142.2,1.024039509042051,136.84
CanESM2,rcp45,None,LUCAS,2095,103,102.1,104.1,0.7480572300094415,142.29000000000002
CanESM2,rcp45,None,LUCAS,2096,105.9,104.8,107,0.7691190355145617,NA
CanESM2,rcp45,None,LUCAS,2097,155.4,153.9,157.1,1.128622267412303,NA
CanESM2,rcp45,None,LUCAS,2098,186.8,184.7,188.8,1.3566707821918804,NA
CanESM2,rcp45,None,LUCAS,2099,126.3,125,127.7,0.9172779432057521,NA
CanESM2,rcp45,None,LUCAS,2100,141.8,140.3,143.4,1.0298496622848428,NA
CanESM2,rcp85,None,LUCAS,2006,168.6,168.5,168.8,1.224400871459695,NA
CanESM2,rcp85,None,LUCAS,2007,108.3,108.2,108.4,0.7864923747276689,NA
CanESM2,rcp85,None,LUCAS,2008,138.5,138.4,138.7,1.0058097312999275,NA
CanESM2,rcp85,None,LUCAS,2009,132.6,132.4,132.7,0.962962962962963,NA
CanESM2,rcp85,None,LUCAS,2010,209.4,209.1,209.6,1.5206971677559915,137.7
CanESM2,rcp85,None,LUCAS,2011,144.4,144.2,144.6,1.048656499636892,131.43
CanESM2,rcp85,None,LUCAS,2012,156,155.7,156.1,1.132897603485839,130.79000000000002
CanESM2,rcp85,None,LUCAS,2013,63.7,63.6,63.8,0.46259985475671755,133.38
CanESM2,rcp85,None,LUCAS,2014,142.4,142.1,142.7,1.0341321713870735,139.88
CanESM2,rcp85,None,LUCAS,2015,113.1,112.9,113.3,0.8213507625272332,140.99
CanESM2,rcp85,None,LUCAS,2016,105.9,105.5,106.1,0.7690631808278868,137.37
CanESM2,rcp85,None,LUCAS,2017,101.9,101.5,102.2,0.7400145243282499,130.44
CanESM2,rcp85,None,LUCAS,2018,164.4,163.7,165,1.1938997821350763,140.23
CanESM2,rcp85,None,LUCAS,2019,197.6,196.7,198.4,1.4350036310820626,147.74
CanESM2,rcp85,None,LUCAS,2020,220.5,219.4,221.5,1.6013071895424837,153.84
CanESM2,rcp85,None,LUCAS,2021,108.2,107.5,108.8,0.785766158315178,158.89000000000001
CanESM2,rcp85,None,LUCAS,2022,86.7,86.2,87.2,0.6296296296296297,156.68
CanESM2,rcp85,None,LUCAS,2023,161.6,159.8,163.9,1.1735657225853304,153.5
CanESM2,rcp85,None,LUCAS,2024,217.5,212.2,223.5,1.5795206971677562,145.77
CanESM2,rcp85,None,LUCAS,2025,174.1,165.5,182.7,1.2643427741466957,133.98
CanESM2,rcp85,None,LUCAS,2026,156.4,148.7,164.9,1.1358024691358026,134.52
CanESM2,rcp85,None,LUCAS,2027,79.8,75.3,84.8,0.579520697167756,143.09
CanESM2,rcp85,None,LUCAS,2028,132.6,126.1,139.7,0.962962962962963,140.12
CanESM2,rcp85,None,LUCAS,2029,120.3,114.9,126.4,0.8736383442265796,133.32999999999998
CanESM2,rcp85,None,LUCAS,2030,102.6,97.5,108.2,0.7450980392156863,130.1
CanESM2,rcp85,None,LUCAS,2031,113.6,108.5,119.4,0.8249818445896877,131.34
CanESM2,rcp85,None,LUCAS,2032,172.4,165.5,179.9,1.2519970951343502,131.9
CanESM2,rcp85,None,LUCAS,2033,131.9,126.5,137.9,0.9578794480755266,132.17000000000002
CanESM2,rcp85,None,LUCAS,2034,149.6,144,155.6,1.0864197530864197,134.35
CanESM2,rcp85,None,LUCAS,2035,141.8,137,147.1,1.0297748729121279,142.7
CanESM2,rcp85,None,LUCAS,2036,168.8,163.8,174.8,1.225853304284677,144.75
CanESM2,rcp85,None,LUCAS,2037,85.4,82.3,89.1,0.6201888162672478,140.16
CanESM2,rcp85,None,LUCAS,2038,135.3,127.1,143,0.9825708061002181,146.60999999999999
CanESM2,rcp85,None,LUCAS,2039,142.1,132.4,153.4,1.0319535221496006,145.51
CanESM2,rcp85,None,LUCAS,2040,186.1,175.1,198.6,1.3514887436456064,149.60999999999999
CanESM2,rcp85,None,LUCAS,2041,134.1,125.6,144.1,0.9738562091503269,144.95999999999998
CanESM2,rcp85,None,LUCAS,2042,126.5,119.2,135.5,0.9186637618010168,150.60999999999999
CanESM2,rcp85,None,LUCAS,2043,196.4,186.9,207.6,1.4262890341321715,150.19
CanESM2,rcp85,None,LUCAS,2044,138.6,131.4,147.2,1.0065359477124183,148.04000000000002
CanESM2,rcp85,None,LUCAS,2045,182.8,174,192.9,1.3275236020334062,148
CanESM2,rcp85,None,LUCAS,2046,122.3,115.7,129.7,0.888162672476398,151.6
CanESM2,rcp85,None,LUCAS,2047,141.9,134.8,150.1,1.030501089324619,151.12
CanESM2,rcp85,None,LUCAS,2048,131.1,124.5,138.6,0.9520697167755992,148.01
CanESM2,rcp85,None,LUCAS,2049,120.6,115,127,0.8758169934640523,153.35
CanESM2,rcp85,None,LUCAS,2050,185.7,178.8,193.5,1.3485838779956427,155.27
CanESM2,rcp85,None,LUCAS,2051,170.1,163.9,177.1,1.2352941176470589,164.44
CanESM2,rcp85,None,LUCAS,2052,121.7,117.7,126,0.8838053740014525,169.24
CanESM2,rcp85,None,LUCAS,2053,165.3,160.4,170.5,1.2004357298474948,177.5
CanESM2,rcp85,None,LUCAS,2054,192,187.4,196.8,1.3943355119825709,191.09
CanESM2,rcp85,None,LUCAS,2055,202,198.2,206.2,1.4669571532316632,195.68
CanESM2,rcp85,None,LUCAS,2056,214,211.2,217.3,1.554103122730574,190.51
CanESM2,rcp85,None,LUCAS,2057,189.9,187.9,192,1.3790849673202616,189.53
CanESM2,rcp85,None,LUCAS,2058,213.7,211.8,215.4,1.551924473493101,181.59
CanESM2,rcp85,None,LUCAS,2059,256.5,254.4,258.5,1.8627450980392157,180.35999999999999
CanESM2,rcp85,None,LUCAS,2060,231.6,229.5,233.4,1.6819172113289762,184.87
CanESM2,rcp85,None,LUCAS,2061,118.4,117.4,119.4,0.8598402323892521,177.76
CanESM2,rcp85,None,LUCAS,2062,111.9,111,112.8,0.8126361655773422,172
CanESM2,rcp85,None,LUCAS,2063,85.9,85,86.5,0.6238198983297023,174.1
CanESM2,rcp85,None,LUCAS,2064,179.7,177.9,181,1.3050108932461875,166.76
CanESM2,rcp85,None,LUCAS,2065,247.1,244.8,249.1,1.794480755265069,160.75
CanESM2,rcp85,None,LUCAS,2066,142.9,141.7,144,1.037763253449528,166.24
CanESM2,rcp85,None,LUCAS,2067,132.3,131.3,133.3,0.9607843137254903,170.32999999999998
CanESM2,rcp85,None,LUCAS,2068,234.7,232.9,236.2,1.7044299201161948,173.81
CanESM2,rcp85,None,LUCAS,2069,183.1,181.8,184.4,1.3297022512708787,168.6
CanESM2,rcp85,None,LUCAS,2070,171.5,170.1,172.9,1.245461147421932,157.34
CanESM2,rcp85,None,LUCAS,2071,173.3,171.6,175.3,1.2585330428467685,160
CanESM2,rcp85,None,LUCAS,2072,152.8,151.3,154.6,1.1096586782861295,170.60999999999999
CanESM2,rcp85,None,LUCAS,2073,120.7,119.4,122,0.8765432098765433,166.79000000000002
CanESM2,rcp85,None,LUCAS,2074,127.6,126.2,128.9,0.9266521423384169,161.16
CanESM2,rcp85,None,LUCAS,2075,134.5,133.2,135.9,0.9767610748002906,166.6
CanESM2,rcp85,None,LUCAS,2076,169.5,167.9,171.2,1.2309368191721133,174.43
CanESM2,rcp85,None,LUCAS,2077,238.4,236.2,240.6,1.731299927378359,179.75
CanESM2,rcp85,None,LUCAS,2078,196.5,194.7,198.1,1.4270152505446625,178.45
CanESM2,rcp85,None,LUCAS,2079,126.8,125,129.1,0.9208424110384895,189.2
CanESM2,rcp85,None,LUCAS,2080,225.9,222.5,229.8,1.6405228758169936,195.84
CanESM2,rcp85,None,LUCAS,2081,251.6,247.9,255.4,1.8271604938271606,193.82
CanESM2,rcp85,None,LUCAS,2082,206,202.9,209.4,1.4960058097313,180.26
CanESM2,rcp85,None,LUCAS,2083,107.7,105.9,109.3,0.7821350762527234,185.7
CanESM2,rcp85,None,LUCAS,2084,235.1,231.8,238.5,1.7073347857661585,195.31
CanESM2,rcp85,None,LUCAS,2085,200.9,197.9,203.6,1.458968772694263,187.75
CanESM2,rcp85,None,LUCAS,2086,149.3,147.2,151.3,1.0842411038489472,178.42000000000002
CanESM2,rcp85,None,LUCAS,2087,102.8,101.4,104.1,0.7465504720406682,180.65
CanESM2,rcp85,None,LUCAS,2088,250.9,247.6,253.8,1.8220769789397242,184.81
CanESM2,rcp85,None,LUCAS,2089,222.9,220.3,225.2,1.618736383442266,176.23000000000002
CanESM2,rcp85,None,LUCAS,2090,150.3,148.6,152,1.0915032679738563,173.08
CanESM2,rcp85,None,LUCAS,2091,158.3,156.7,160,1.1496005809731302,166.7
CanESM2,rcp85,None,LUCAS,2092,228.3,226,230.6,1.6579520697167758,171.27
CanESM2,rcp85,None,LUCAS,2093,149.3,147.8,150.8,1.0842411038489472,165.7
CanESM2,rcp85,None,LUCAS,2094,149.3,147.9,150.7,1.0842411038489472,163.68
CanESM2,rcp85,None,LUCAS,2095,169.4,167.8,170.9,1.2302106027596225,169.53
CanESM2,rcp85,None,LUCAS,2096,85.5,84.8,86.5,0.6209150326797386,NA
CanESM2,rcp85,None,LUCAS,2097,148.5,147.1,150.2,1.0784313725490198,NA
CanESM2,rcp85,None,LUCAS,2098,195.2,193.4,197.1,1.4175744371822803,NA
CanESM2,rcp85,None,LUCAS,2099,202.7,200.2,204.7,1.4720406681190996,NA
CanESM2,rcp85,None,LUCAS,2100,208.8,206.3,211.3,1.516339869281046,NA
CanESM2,rcp45,NA,CanESM2,2006,184.6481616373914,NA,NA,1.0075800936575547,NA
CanESM2,rcp45,NA,CanESM2,2007,187.1825650788102,NA,NA,1.0214097166238831,NA
CanESM2,rcp45,NA,CanESM2,2008,156.0574046022583,NA,NA,0.8515672885705948,NA
CanESM2,rcp45,NA,CanESM2,2009,160.651514813259,NA,NA,0.8766362302574525,NA
CanESM2,rcp45,NA,CanESM2,2010,224.29081424795103,NA,NA,1.2239004040033528,183.25904094344645
CanESM2,rcp45,NA,CanESM2,2011,193.3774998807869,NA,NA,1.055213968627409,184.30900537129463
CanESM2,rcp45,NA,CanESM2,2012,144.01884390523196,NA,NA,0.7858757917961388,183.7380178498824
CanESM2,rcp45,NA,CanESM2,2013,174.69158763987843,NA,NA,0.9532494917606171,182.62736349259544
CanESM2,rcp45,NA,CanESM2,2014,192.95179080815126,NA,NA,1.0528909777919007,184.35633541487684
CanESM2,rcp45,NA,CanESM2,2015,214.7202268207458,NA,NA,1.1716760369110972,179.81048315631816
CanESM2,rcp45,NA,CanESM2,2016,195.1478059158734,NA,NA,1.0648740979502116,176.15982365859128
CanESM2,rcp45,NA,CanESM2,2017,181.47268986468762,NA,NA,0.9902523167775932,183.92163989070104
CanESM2,rcp45,NA,CanESM2,2018,144.95086102938888,NA,NA,0.7909615824854206,185.066950001797
CanESM2,rcp45,NA,CanESM2,2019,177.94123403607313,NA,NA,0.9709820215144837,182.56574888387658
CanESM2,rcp45,NA,CanESM2,2020,178.83229166236399,NA,NA,0.9758443061892453,178.9433532706367
CanESM2,rcp45,NA,CanESM2,2021,156.87090490351818,NA,NA,0.8560063617921497,179.18069589455672
CanESM2,rcp45,NA,CanESM2,2022,221.6370062263296,NA,NA,1.2094192192936695,182.6555691763889
CanESM2,rcp45,NA,CanESM2,2023,186.14468875083816,NA,NA,1.0157462780146396,186.04354874344216
CanESM2,rcp45,NA,CanESM2,2024,167.93977962894698,NA,NA,0.916406518141569,184.39759692695614
CanESM2,rcp45,NA,CanESM2,2025,178.496270688347,NA,NA,0.9740107214870277,183.43969090016537
CanESM2,rcp45,NA,CanESM2,2026,197.52123215507356,NA,NA,1.0778253074893502,190.65524629666479
CanESM2,rcp45,NA,CanESM2,2027,216.22142268300937,NA,NA,1.1798676974945814,193.47400479521653
CanESM2,rcp45,NA,CanESM2,2028,178.83065669992143,NA,NA,0.9758353845969783,197.1450470156096
CanESM2,rcp45,NA,CanESM2,2029,161.4817158712129,NA,NA,0.8811664354450378,198.52777261974433
CanESM2,rcp45,NA,CanESM2,2030,169.25323139445652,NA,NA,0.923573704866697,200.1255746525088
CanESM2,rcp45,NA,CanESM2,2031,229.02645886851232,NA,NA,1.2497416645282438,203.45143195309697
CanESM2,rcp45,NA,CanESM2,2032,249.824591211847,NA,NA,1.3632320125965445,205.16707646043847
CanESM2,rcp45,NA,CanESM2,2033,222.8551109547689,NA,NA,1.216066120435181,208.64436398014354
CanESM2,rcp45,NA,CanESM2,2034,181.76703567029435,NA,NA,0.9918584902252516,216.5457265175704
CanESM2,rcp45,NA,CanESM2,2035,194.47429101599153,NA,NA,1.0611988910059074,218.81572492518617
CanESM2,rcp45,NA,CanESM2,2036,230.77980516095533,NA,NA,1.2593092486617006,214.65553313270203
CanESM2,rcp45,NA,CanESM2,2037,233.3778677564242,NA,NA,1.2734862441435804,219.79089214759924
CanESM2,rcp45,NA,CanESM2,2038,213.60353189697247,NA,NA,1.165582504400917,223.44203696255732
CanESM2,rcp45,NA,CanESM2,2039,240.49534124548126,NA,NA,1.3123245653113393,230.064457565657
CanESM2,rcp45,NA,CanESM2,2040,191.95321547061405,NA,NA,1.0474419951256355,233.23343400810944
CanESM2,rcp45,NA,CanESM2,2041,187.42454094367093,NA,NA,1.0227301200463554,228.34112791682136
CanESM2,rcp45,NA,CanESM2,2042,301.1781813608195,NA,NA,1.6434560598500723,229.97909849788806
CanESM2,rcp45,NA,CanESM2,2043,259.3665591043496,NA,NA,1.415300209850983,227.21914892546692
CanESM2,rcp45,NA,CanESM2,2044,247.9912417012912,NA,NA,1.3532278703664125,228.3420909231862
CanESM2,rcp45,NA,CanESM2,2045,226.1640554405159,NA,NA,1.23412222543667,235.30302656270777
CanESM2,rcp45,NA,CanESM2,2046,181.85674424807436,NA,NA,0.9923480081083432,239.65112895421572
CanESM2,rcp45,NA,CanESM2,2047,249.75757356709119,NA,NA,1.3628663136143233,232.49651002296332
CanESM2,rcp45,NA,CanESM2,2048,186.00403617276092,NA,NA,1.0149787711164635,227.99548037420368
CanESM2,rcp45,NA,CanESM2,2049,251.72476122267418,NA,NA,1.3736007780394104,226.15162662771655
CanESM2,rcp45,NA,CanESM2,2050,261.56257186583,NA,NA,1.4272833172064237,228.77770234937483
CanESM2,rcp45,NA,CanESM2,2051,230.90556485874993,NA,NA,1.2599954887355718,231.54092553792307
CanESM2,rcp45,NA,CanESM2,2052,229.63199204829561,NA,NA,1.2530459117657384,229.87576205870363
CanESM2,rcp45,NA,CanESM2,2053,214.35626261675344,NA,NA,1.169689972801416,231.21845274690799
CanESM2,rcp45,NA,CanESM2,2054,229.55270423641988,NA,NA,1.2526132574668425,230.73861751496247
CanESM2,rcp45,NA,CanESM2,2055,252.42481265709895,NA,NA,1.3774207883964482,227.40694057794138
CanESM2,rcp45,NA,CanESM2,2056,209.48897613355652,NA,NA,1.143130374660231,227.4000820648583
CanESM2,rcp45,NA,CanESM2,2057,233.10593877489703,NA,NA,1.2720023938509715,226.27535766434653
CanESM2,rcp45,NA,CanESM2,2058,199.43094305480432,NA,NA,1.0882461352416906,223.17298209760384
CanESM2,rcp45,NA,CanESM2,2059,246.92640890321877,NA,NA,1.3474173368582674,219.52179646288232
CanESM2,rcp45,NA,CanESM2,2060,228.24580249561933,NA,NA,1.2454818126329483,216.08996391910387
CanESM2,rcp45,NA,CanESM2,2061,230.8369797279191,NA,NA,1.2596212363632044,214.6069839454864
CanESM2,rcp45,NA,CanESM2,2062,218.38474804317772,NA,NA,1.1916724376538184,210.08205041006227
CanESM2,rcp45,NA,CanESM2,2063,183.33250694932687,NA,NA,1.0004008861200093,215.7291522259649
CanESM2,rcp45,NA,CanESM2,2064,193.04084788920443,NA,NA,1.053376940615861,210.87055948465354
CanESM2,rcp45,NA,CanESM2,2065,218.1064872193144,NA,NA,1.1901540360381013,206.7190295310972
CanESM2,rcp45,NA,CanESM2,2066,194.65917639738188,NA,NA,1.062207765550042,204.45776715114374
CanESM2,rcp45,NA,CanESM2,2067,187.85660342065594,NA,NA,1.025087779863632,200.42239870781825
CanESM2,rcp45,NA,CanESM2,2068,255.90196121383016,NA,NA,1.396394742089703,209.64737665187158
CanESM2,rcp45,NA,CanESM2,2069,198.34048149010542,NA,NA,1.0822957517894745,220.55123662285578
CanESM2,rcp45,NA,CanESM2,2070,186.73050296005607,NA,NA,1.018942923627331,221.90686466119186
CanESM2,rcp45,NA,CanESM2,2071,208.22435592838445,NA,NA,1.1362296498792783,219.45629408785135
CanESM2,rcp45,NA,CanESM2,2072,178.03106360992274,NA,NA,0.9714721996436889,226.6611492340806
CanESM2,rcp45,NA,CanESM2,2073,275.58228638986026,NA,NA,1.503785488405479,228.43368860073423
CanESM2,rcp45,NA,CanESM2,2074,302.07944759904615,NA,NA,1.64837405043644,232.69414906098262
CanESM2,rcp45,NA,CanESM2,2075,231.66276760267542,NA,NA,1.264127359883796,237.18404126967502
CanESM2,rcp45,NA,CanESM2,2076,170.1534706639767,NA,NA,0.9284860915346922,241.42671215884283
CanESM2,rcp45,NA,CanESM2,2077,259.90515488294835,NA,NA,1.418239195975902,251.93665134446331
CanESM2,rcp45,NA,CanESM2,2078,273.62735488036674,NA,NA,1.493117902787715,250.45286882756295
CanESM2,rcp45,NA,CanESM2,2079,240.94508609258946,NA,NA,1.3147787135203055,243.18374548916637
CanESM2,rcp45,NA,CanESM2,2080,231.62942504697983,NA,NA,1.2639454176695188,239.23415278116607
CanESM2,rcp45,NA,CanESM2,2081,250.65106482006254,NA,NA,1.367741877997786,246.79106492423617
CanESM2,rcp45,NA,CanESM2,2082,283.1304554661278,NA,NA,1.5449740106055754,243.8792864372121
CanESM2,rcp45,NA,CanESM2,2083,260.74446122085635,NA,NA,1.4228190864609067,241.49976019875243
CanESM2,rcp45,NA,CanESM2,2084,229.3882142150803,NA,NA,1.251715675440369,238.50439992379674
CanESM2,rcp45,NA,CanESM2,2085,192.16684052267254,NA,NA,1.048607695060322,243.23709089759276
CanESM2,rcp45,NA,CanESM2,2086,245.72259209467748,NA,NA,1.340848401419427,241.13783505099136
CanESM2,rcp45,NA,CanESM2,2087,230.78737001270795,NA,NA,1.2593505282172066,234.734218718578
CanESM2,rcp45,NA,CanESM2,2088,249.83209249577004,NA,NA,1.3632729452778705,223.40648522370657
CanESM2,rcp45,NA,CanESM2,2089,210.99148334303248,NA,NA,1.151329190946406,220.224866547192
CanESM2,rcp45,NA,CanESM2,2090,278.95633478494,NA,NA,1.5221968496005918,229.15474669361714
CanESM2,rcp45,NA,CanESM2,2091,229.65850635404865,NA,NA,1.253190593881374,235.06220027298014
CanESM2,rcp45,NA,CanESM2,2092,219.09429214199412,NA,NA,1.1955442471709017,230.91207128892069
CanESM2,rcp45,NA,CanESM2,2093,147.46712627214197,NA,NA,0.8046922297146049,233.82139221670664
CanESM2,rcp45,NA,CanESM2,2094,197.57202744993455,NA,NA,1.078102485055049,235.31154693834236
CanESM2,rcp45,NA,CanESM2,2095,281.465641986924,NA,NA,1.5358895284941716,231.32302931939995
CanESM2,rcp45,NA,CanESM2,2096,304.79712788830744,NA,NA,1.663203770570684,NA
CanESM2,rcp45,NA,CanESM2,2097,189.28608017211346,NA,NA,1.0328880867085133,NA
CanESM2,rcp45,NA,CanESM2,2098,278.9253017736297,NA,NA,1.522027510008119,NA
CanESM2,rcp45,NA,CanESM2,2099,225.8930305593897,NA,NA,1.2326433085999837,NA
CanESM2,rcp45,NA,CanESM2,2100,239.0711585955158,NA,NA,1.3045531470902598,NA
CanESM2,rcp85,NA,CanESM2,2006,196.00809569258098,NA,NA,0.9876611035692501,NA
CanESM2,rcp85,NA,CanESM2,2007,224.4435247266895,NA,NA,1.1309437936084439,NA
CanESM2,rcp85,NA,CanESM2,2008,164.74257083456015,NA,NA,0.8301179027344415,NA
CanESM2,rcp85,NA,CanESM2,2009,210.65956498324468,NA,NA,1.061488086467057,NA
CanESM2,rcp85,NA,CanESM2,2010,168.4723832680599,NA,NA,0.8489119767810274,198.45683401344743
CanESM2,rcp85,NA,CanESM2,2011,207.51138801373398,NA,NA,1.0456248032238236,196.30534347070366
CanESM2,rcp85,NA,CanESM2,2012,196.5040630474249,NA,NA,0.990160223124943,190.4576725897286
CanESM2,rcp85,NA,CanESM2,2013,196.97333357112507,NA,NA,0.9925248205752297,197.50047042557222
CanESM2,rcp85,NA,CanESM2,2014,266.7278464021053,NA,NA,1.3440093798132031,195.12825062878167
CanESM2,rcp85,NA,CanESM2,2015,152.5255695949499,NA,NA,0.7685579101025807,202.11456958042214
CanESM2,rcp85,NA,CanESM2,2016,174.49319026514317,NA,NA,0.8792500955312,200.83823664808364
CanESM2,rcp85,NA,CanESM2,2017,165.96681591693886,NA,NA,0.83628672573549645,196.78241635687195
CanESM2,rcp85,NA,CanESM2,2018,235.1705491929965,NA,NA,1.184995973366487,198.194882868923
CanESM2,rcp85,NA,CanESM2,2019,186.9373670153391,NA,NA,0.9419547981032098,190.23438782679767
CanESM2,rcp85,NA,CanESM2,2020,238.33557278446483,NA,NA,1.200944144701589,194.73273956031397
CanESM2,rcp85,NA,CanESM2,2021,194.74805869034884,NA,NA,0.9813119294100636,195.24597395217822
CanESM2,rcp85,NA,CanESM2,2022,155.94586013530792,NA,NA,0.7857923407401584,198.0309067672393
CanESM2,rcp85,NA,CanESM2,2023,211.09799869163555,NA,NA,1.0636973009321087,195.52722183214547
CanESM2,rcp85,NA,CanESM2,2024,187.12289598085212,NA,NA,0.9428896561363701,195.70701654832672
CanESM2,rcp85,NA,CanESM2,2025,197.509086930113,NA,NA,0.9952244169970472,194.09121063604817
