Timestep,StockGroup,LULC,Mean,Lower,Upper
2025,Live,Grassland,15.6,10.2,20
2025,Live,Shrubland,111.6,97.4,126.3
2025,Live,SnowIce,0,0,0
2025,Live,Water,0,0,0
2025,Live,Wetland,0.1,0.1,0.2
2025,Soil,Agriculture,373.2,364.1,387.1
2025,Soil,Barren,0,0,0
2025,Soil,Developed,19.1,16.8,21.4
2025,Soil,Forest,1501.4,1488.8,1520.5
2025,Soil,Grassland,339,328.1,350.3
2025,Soil,Shrubland,332.1,328,337.6
2025,Soil,SnowIce,0,0,0
2025,Soil,Water,0,0,0
2025,Soil,Wetland,2.9,2.3,3.8
2026,DOM,Agriculture,13.6,10.3,18.6
2026,DOM,Barren,0,0,0
2026,DOM,Developed,0,0,0
2026,DOM,Forest,526.4,386.9,735.5
2026,DOM,Grassland,13.6,9.8,18.4
2026,DOM,Shrubland,26.2,23,30.9
2026,DOM,SnowIce,0,0,0
2026,DOM,Water,0,0,0
2026,DOM,Wetland,0.1,0.1,0.1
2026,Live,Agriculture,68.1,56.3,76.3
2026,Live,Barren,0,0,0
2026,Live,Developed,0.5,0.4,0.6
2026,Live,Forest,1324.2,1033.6,1460.8
2026,Live,Grassland,15.2,13.3,18
2026,Live,Shrubland,114,105.4,126.3
2026,Live,SnowIce,0,0,0
2026,Live,Water,0,0,0
2026,Live,Wetland,0.2,0.1,0.2
2026,Soil,Agriculture,373,362.2,387.4
2026,Soil,Barren,0,0,0
2026,Soil,Developed,19.9,17.5,22.4
2026,Soil,Forest,1502.4,1487.2,1522.3
2026,Soil,Grassland,339.4,326.4,351.3
2026,Soil,Shrubland,331.6,327.1,338.1
2026,Soil,SnowIce,0,0,0
2026,Soil,Water,0,0,0
2026,Soil,Wetland,3,2.4,3.9
2027,DOM,Agriculture,14.5,11.6,17.3
2027,DOM,Barren,0,0,0
2027,DOM,Developed,0,0,0
2027,DOM,Forest,544.7,438.1,735.6
2027,DOM,Grassland,14.2,11.6,16.1
2027,DOM,Shrubland,27,23.8,31.4
2027,DOM,SnowIce,0,0,0
2027,DOM,Water,0,0,0
2027,DOM,Wetland,0.1,0.1,0.1
2027,Live,Agriculture,63.1,46.8,80.5
2027,Live,Barren,0,0,0
2027,Live,Developed,0.6,0.5,0.7
2027,Live,Forest,1296.6,1029.6,1452.1
2027,Live,Grassland,11.8,4.8,17.4
2027,Live,Shrubland,112.2,98,127.3
2027,Live,SnowIce,0,0,0
2027,Live,Water,0,0,0
2027,Live,Wetland,0.2,0.1,0.2
2027,Soil,Agriculture,372.6,360.3,387.8
2027,Soil,Barren,0,0,0
2027,Soil,Developed,20.8,18.1,23.5
2027,Soil,Forest,1503,1485.7,1523
2027,Soil,Grassland,339.8,325.6,352.1
2027,Soil,Shrubland,331.3,326,338.5
2027,Soil,SnowIce,0,0,0
2027,Soil,Water,0,0,0
2027,Soil,Wetland,3.1,2.4,4
2028,DOM,Agriculture,13.7,11.3,17.1
2028,DOM,Barren,0,0,0
2028,DOM,Developed,0,0,0
2028,DOM,Forest,553,442,729.5
2028,DOM,Grassland,12.8,9.8,16
2028,DOM,Shrubland,27.2,24.2,31.5
2028,DOM,SnowIce,0,0,0
2028,DOM,Water,0,0,0
2028,DOM,Wetland,0.1,0.1,0.1
2028,Live,Agriculture,61.7,48.6,81.5
2028,Live,Barren,0,0,0
2028,Live,Developed,0.6,0.5,0.7
2028,Live,Forest,1279.7,1014.8,1439.8
2028,Live,Grassland,11.7,9.5,18.1
2028,Live,Shrubland,110.4,95,129.8
2028,Live,SnowIce,0,0,0
2028,Live,Water,0,0,0
2028,Live,Wetland,0.2,0.1,0.2
2028,Soil,Agriculture,371.8,359.9,388.2
2028,Soil,Barren,0,0,0
2028,Soil,Developed,21.6,18.7,24.6
2028,Soil,Forest,1503.9,1484.9,1523.7
2028,Soil,Grassland,339.5,325.9,352.7
2028,Soil,Shrubland,331.1,325,339.2
2028,Soil,SnowIce,0,0,0
2028,Soil,Water,0,0,0
2028,Soil,Wetland,3.2,2.5,4.1
2029,DOM,Agriculture,13.1,10.8,17.9
2029,DOM,Barren,0,0,0
2029,DOM,Developed,0,0,0
2029,DOM,Forest,555.4,443,720.4
2029,DOM,Grassland,12,9.9,16.7
2029,DOM,Shrubland,27.2,24.1,32.2
2029,DOM,SnowIce,0,0,0
2029,DOM,Water,0,0,0
2029,DOM,Wetland,0.1,0.1,0.1
2029,Live,Agriculture,64.4,51.6,88.3
2029,Live,Barren,0,0,0
2029,Live,Developed,0.6,0.5,0.7
2029,Live,Forest,1273,996.5,1443.8
2029,Live,Grassland,13.6,8.5,19.8
2029,Live,Shrubland,110.7,97.9,132.8
2029,Live,SnowIce,0,0,0
2029,Live,Water,0,0,0
2029,Live,Wetland,0.2,0.1,0.2
2029,Soil,Agriculture,370.5,358,388.9
2029,Soil,Barren,0,0,0
2029,Soil,Developed,22.3,19.3,25.6
2029,Soil,Forest,1504.8,1485,1524.5
2029,Soil,Grassland,338.8,324.4,353.8
2029,Soil,Shrubland,330.9,324,340.1
2029,Soil,SnowIce,0,0,0
2029,Soil,Water,0,0,0
2029,Soil,Wetland,3.3,2.5,4.2
2030,DOM,Agriculture,12.9,9.7,17.9
2030,DOM,Barren,0,0,0
2030,DOM,Developed,0,0,0
2030,DOM,Forest,555.4,447.3,708
2030,DOM,Grassland,12.2,9.1,17.1
2030,DOM,Shrubland,26.8,23.9,32.2
2030,DOM,SnowIce,0,0,0
2030,DOM,Water,0,0,0
2030,DOM,Wetland,0.1,0.1,0.1
2030,Live,Agriculture,68.6,51.6,94.5
2030,Live,Barren,0,0,0
2030,Live,Developed,0.6,0.5,0.8
2030,Live,Forest,1274.3,999,1460.8
2030,Live,Grassland,14.6,8.2,20
2030,Live,Shrubland,113.1,99.5,136.3
2030,Live,SnowIce,0,0,0
2030,Live,Water,0,0,0
2030,Live,Wetland,0.2,0.1,0.2
2030,Soil,Agriculture,369.4,357.2,390.7
2030,Soil,Barren,0,0,0
2030,Soil,Developed,23.1,19.8,26.6
2030,Soil,Forest,1505.5,1484.2,1525.9
2030,Soil,Grassland,338.5,324.3,356.2
2030,Soil,Shrubland,330.7,323.1,341
2030,Soil,SnowIce,0,0,0
2030,Soil,Water,0,0,0
2030,Soil,Wetland,3.4,2.6,4.3
2031,DOM,Agriculture,13.4,8.6,18.9
2031,DOM,Barren,0,0,0
2031,DOM,Developed,0,0,0
2031,DOM,Forest,557.4,448.9,698.9
2031,DOM,Grassland,12.7,7.6,17.7
2031,DOM,Shrubland,26.7,23.7,32.9
2031,DOM,SnowIce,0,0,0
2031,DOM,Water,0,0,0
2031,DOM,Wetland,0.1,0.1,0.1
2031,Live,Agriculture,67.5,51.9,95.2
2031,Live,Barren,0,0,0
2031,Live,Developed,0.6,0.5,0.8
2031,Live,Forest,1267,991.2,1465.3
2031,Live,Grassland,13,9.7,18.7
2031,Live,Shrubland,113.1,100.3,138.1
2031,Live,SnowIce,0,0,0
2031,Live,Water,0,0,0
2031,Live,Wetland,0.2,0.1,0.2
2031,Soil,Agriculture,368.7,356.1,393
2031,Soil,Barren,0,0,0
2031,Soil,Developed,23.9,20.3,27.5
2031,Soil,Forest,1505.9,1484,1527
2031,Soil,Grassland,338.4,323.4,358.7
2031,Soil,Shrubland,330.4,322.2,342.1
2031,Soil,SnowIce,0,0,0
2031,Soil,Water,0,0,0
2031,Soil,Wetland,3.4,2.6,4.4
2032,DOM,Agriculture,13.5,9,20.6
2032,DOM,Barren,0,0,0
2032,DOM,Developed,0,0,0
2032,DOM,Forest,558.3,448.8,692.8
2032,DOM,Grassland,12.5,8.3,18.6
2032,DOM,Shrubland,27,23.8,34.6
2032,DOM,SnowIce,0,0,0
2032,DOM,Water,0,0,0
2032,DOM,Wetland,0.1,0.1,0.1
2032,Live,Agriculture,72.4,56.9,100.6
2032,Live,Barren,0,0,0
2032,Live,Developed,0.7,0.5,0.8
2032,Live,Forest,1271.2,997,1465.2
2032,Live,Grassland,15.3,7.8,19.6
2032,Live,Shrubland,114.7,100.7,139.1
2032,Live,SnowIce,0,0,0
2032,Live,Water,0,0,0
2032,Live,Wetland,0.2,0.1,0.2
2032,Soil,Agriculture,367.8,354.2,394.9
2032,Soil,Barren,0,0,0
2032,Soil,Developed,24.6,20.7,28.6
2032,Soil,Forest,1505.9,1484.2,1528.3
2032,Soil,Grassland,338,322.5,360.8
2032,Soil,Shrubland,330.2,321.2,343.2
2032,Soil,SnowIce,0,0,0
2032,Soil,Water,0,0,0
2032,Soil,Wetland,3.5,2.7,4.5
2033,DOM,Agriculture,14.2,11.4,19.6
2033,DOM,Barren,0,0,0
2033,DOM,Developed,0,0,0
2033,DOM,Forest,555.7,448.1,684.9
2033,DOM,Grassland,13.3,9.9,17.4
2033,DOM,Shrubland,27.2,24.8,33.8
2033,DOM,SnowIce,0,0,0
2033,DOM,Water,0,0,0
2033,DOM,Wetland,0.1,0.1,0.1
2033,Live,Agriculture,69.4,55.8,100.5
2033,Live,Barren,0,0,0
2033,Live,Developed,0.7,0.5,0.8
2033,Live,Forest,1267,1007.5,1463.5
2033,Live,Grassland,12.5,8.4,18.3
2033,Live,Shrubland,113.6,99.6,137.7
2033,Live,SnowIce,0,0,0
2033,Live,Water,0,0,0
2033,Live,Wetland,0.2,0.2,0.2
2033,Soil,Agriculture,367.5,353.4,398
2033,Soil,Barren,0,0,0
2033,Soil,Developed,25.4,21.2,29.6
2033,Soil,Forest,1506,1483.4,1531.4
2033,Soil,Grassland,338.3,322.4,363.5
2033,Soil,Shrubland,330.1,320.5,344.7
2033,Soil,SnowIce,0,0,0
2033,Soil,Water,0,0,0
2033,Soil,Wetland,3.6,2.7,4.6
2034,DOM,Agriculture,13.4,10.8,19.5
2034,DOM,Barren,0,0,0
2034,DOM,Developed,0,0,0
2034,DOM,Forest,550.8,444,674.6
2034,DOM,Grassland,12.1,9.5,16.6
2034,DOM,Shrubland,26.8,23.8,33.9
2034,DOM,SnowIce,0,0,0
2034,DOM,Water,0,0,0
2034,DOM,Wetland,0.1,0.1,0.1
2034,Live,Agriculture,67.2,54.3,83.8
2034,Live,Barren,0,0,0
2034,Live,Developed,0.7,0.5,0.9
2034,Live,Forest,1260.5,1012.2,1439.3
2034,Live,Grassland,11.6,8.7,15.5
2034,Live,Shrubland,111.9,96.8,131.7
2034,Live,SnowIce,0,0,0
2034,Live,Water,0,0,0
2034,Live,Wetland,0.2,0.2,0.3
2034,Soil,Agriculture,366.8,351.9,399.9
2034,Soil,Barren,0,0,0
2034,Soil,Developed,26.1,21.6,30.5
2034,Soil,Forest,1506,1483.3,1533.3
2034,Soil,Grassland,338,321.1,365.3
2034,Soil,Shrubland,329.9,319.8,346
2034,Soil,SnowIce,0,0,0
2034,Soil,Water,0,0,0
2034,Soil,Wetland,3.7,2.8,4.7
2035,DOM,Agriculture,12.7,11.1,16.6
2035,DOM,Barren,0,0,0
2035,DOM,Developed,0,0,0
2035,DOM,Forest,547,438,667.9
2035,DOM,Grassland,11.2,9.7,12.8
2035,DOM,Shrubland,26.6,23.9,33.9
2035,DOM,SnowIce,0,0,0
2035,DOM,Water,0,0,0
2035,DOM,Wetland,0.1,0.1,0.1
2035,Live,Agriculture,64.5,49.7,81.4
2035,Live,Barren,0,0,0
2035,Live,Developed,0.7,0.5,0.9
2035,Live,Forest,1251.9,1014.3,1427.6
2035,Live,Grassland,10.7,6.4,14
2035,Live,Shrubland,109.7,99.8,127
2035,Live,SnowIce,0,0,0
2035,Live,Water,0,0,0
2035,Live,Wetland,0.2,0.2,0.3
2035,Soil,Agriculture,365.6,350.2,399.6
2035,Soil,Barren,0,0,0
2035,Soil,Developed,26.8,22,31.5
2035,Soil,Forest,1505.5,1482,1534.9
2035,Soil,Grassland,337.1,319.3,364.5
2035,Soil,Shrubland,329.7,318.9,347.3
2035,Soil,SnowIce,0,0,0
2035,Soil,Water,0,0,0
2035,Soil,Wetland,3.8,2.8,4.8
2036,DOM,Agriculture,11.8,9.5,14.9
2036,DOM,Barren,0,0,0
2036,DOM,Developed,0,0,0
2036,DOM,Forest,541.7,436,662.4
2036,DOM,Grassland,10.3,8.1,11.6
2036,DOM,Shrubland,26.1,23.7,33.1
2036,DOM,SnowIce,0,0,0
2036,DOM,Water,0,0,0
2036,DOM,Wetland,0.1,0.1,0.1
2036,Live,Agriculture,70.1,59.7,87.1
2036,Live,Barren,0,0,0
2036,Live,Developed,0.7,0.6,0.9
2036,Live,Forest,1260,1022.7,1429
2036,Live,Grassland,14.2,8.9,18.5
2036,Live,Shrubland,111,102.7,126.2
2036,Live,SnowIce,0,0,0
2036,Live,Water,0,0,0
2036,Live,Wetland,0.2,0.2,0.3
2036,Soil,Agriculture,363.8,348.7,398.4
2036,Soil,Barren,0,0,0
2036,Soil,Developed,27.5,22.3,32.5
2036,Soil,Forest,1504.8,1480.8,1537
2036,Soil,Grassland,335.8,318.4,363.3
2036,Soil,Shrubland,329.4,318.2,348.2
2036,Soil,SnowIce,0,0,0
2036,Soil,Water,0,0,0
2036,Soil,Wetland,3.9,2.9,5
2037,DOM,Agriculture,12.6,10.4,15.5
2037,DOM,Barren,0,0,0
2037,DOM,Developed,0,0,0
2037,DOM,Forest,551.4,431.3,771.3
2037,DOM,Grassland,11.6,9.2,14.5
2037,DOM,Shrubland,26,23.9,32.3
2037,DOM,SnowIce,0,0,0
2037,DOM,Water,0,0,0
2037,DOM,Wetland,0.1,0.1,0.1
2037,Live,Agriculture,70,55.1,90.2
2037,Live,Barren,0,0,0
2037,Live,Developed,0.8,0.6,1
2037,Live,Forest,1247.5,937.9,1433.8
2037,Live,Grassland,12.9,6.2,20.7
2037,Live,Shrubland,111.7,102.2,125.6
2037,Live,SnowIce,0,0,0
2037,Live,Water,0,0,0
2037,Live,Wetland,0.2,0.2,0.3
2037,Soil,Agriculture,362.5,348.3,397.4
2037,Soil,Barren,0,0,0
2037,Soil,Developed,28.2,22.6,33.5
2037,Soil,Forest,1503.9,1479.8,1538.6
2037,Soil,Grassland,335.3,318.9,362.8
2037,Soil,Shrubland,329,317.5,349
2037,Soil,SnowIce,0,0,0
2037,Soil,Water,0,0,0
2037,Soil,Wetland,3.9,3,5.1
2038,DOM,Agriculture,12.8,9.9,16.8
2038,DOM,Barren,0,0,0
2038,DOM,Developed,0,0,0
2038,DOM,Forest,561.3,426.9,870.9
2038,DOM,Grassland,11.6,8.4,16.1
2038,DOM,Shrubland,26,23.1,32.2
2038,DOM,SnowIce,0,0,0
2038,DOM,Water,0,0,0
2038,DOM,Wetland,0.1,0.1,0.1
2038,Live,Agriculture,72,56.3,105.4
2038,Live,Barren,0,0,0
2038,Live,Developed,0.8,0.6,1
2038,Live,Forest,1237.5,835.5,1460.5
2038,Live,Grassland,13.6,8.9,24.7
2038,Live,Shrubland,112,98.9,135.8
2038,Live,SnowIce,0,0,0
2038,Live,Water,0,0,0
2038,Live,Wetland,0.2,0.2,0.3
2038,Soil,Agriculture,361.3,346.9,396
2038,Soil,Barren,0,0,0
2038,Soil,Developed,28.9,23,34.4
2038,Soil,Forest,1503.1,1479,1539.9
2038,Soil,Grassland,334.7,317.8,362
2038,Soil,Shrubland,328.7,317.2,349.7
2038,Soil,SnowIce,0,0,0
2038,Soil,Water,0,0,0
2038,Soil,Wetland,4,3,5.2
2039,DOM,Agriculture,12.9,10,19.2
2039,DOM,Barren,0,0,0
2039,DOM,Developed,0,0,0
2039,DOM,Forest,559.1,423.3,879.2
2039,DOM,Grassland,11.7,9.1,18.1
2039,DOM,Shrubland,25.9,22.7,33.2
2039,DOM,SnowIce,0,0,0
2039,DOM,Water,0,0,0
2039,DOM,Wetland,0.1,0.1,0.1
2039,Live,Agriculture,75.7,64.7,97.6
2039,Live,Barren,0,0,0
2039,Live,Developed,0.8,0.6,1
2039,Live,Forest,1244.4,823.7,1471.3
2039,Live,Grassland,15,10.7,19.6
2039,Live,Shrubland,115.1,106.3,136.7
2039,Live,SnowIce,0,0,0
2039,Live,Water,0,0,0
2039,Live,Wetland,0.2,0.2,0.3
2039,Soil,Agriculture,360.3,344.9,397.6
2039,Soil,Barren,0,0,0
2039,Soil,Developed,29.6,23.2,35.3
2039,Soil,Forest,1502.6,1477.9,1542
2039,Soil,Grassland,334.4,316.2,364.4
2039,Soil,Shrubland,328.4,317,350.7
2039,Soil,SnowIce,0,0,0
2039,Soil,Water,0,0,0
2039,Soil,Wetland,4.1,3.1,5.3
2040,DOM,Agriculture,13.8,10.4,18.5
2040,DOM,Barren,0,0,0
2040,DOM,Developed,0,0,0
2040,DOM,Forest,559.4,424.5,875.8
2040,DOM,Grassland,12.8,10,16.1
2040,DOM,Shrubland,26.5,22.4,33.5
2040,DOM,SnowIce,0,0,0
2040,DOM,Water,0,0,0
2040,DOM,Wetland,0.1,0.1,0.1
2040,Live,Agriculture,75.3,59.1,102.7
2040,Live,Barren,0,0,0
2040,Live,Developed,0.8,0.6,1
2040,Live,Forest,1243.4,826.7,1480.8
2040,Live,Grassland,13.3,6.1,20.3
2040,Live,Shrubland,114.5,103,138.4
2040,Live,SnowIce,0,0,0
2040,Live,Water,0,0,0
2040,Live,Wetland,0.2,0.2,0.3
2040,Soil,Agriculture,359.7,343.4,398.6
2040,Soil,Barren,0,0,0
2040,Soil,Developed,30.2,23.5,36.2
2040,Soil,Forest,1502.2,1475.8,1544.6
2040,Soil,Grassland,334.5,315.3,365.9
2040,Soil,Shrubland,328.1,316.9,351.9
2040,Soil,SnowIce,0,0,0
2040,Soil,Water,0,0,0
2040,Soil,Wetland,4.2,3.1,5.4
2041,DOM,Agriculture,13.7,11.2,20.5
2041,DOM,Barren,0,0,0
2041,DOM,Developed,0,0,0
2041,DOM,Forest,559.7,420.6,865.4
2041,DOM,Grassland,12.3,9.8,17.5
2041,DOM,Shrubland,26.4,22.7,34.9
2041,DOM,SnowIce,0,0,0
2041,DOM,Water,0,0,0
2041,DOM,Wetland,0.1,0.1,0.1
2041,Live,Agriculture,76.8,61.3,97.8
2041,Live,Barren,0,0,0
2041,Live,Developed,0.8,0.6,1.1
2041,Live,Forest,1247.5,828.4,1487
2041,Live,Grassland,14.3,8.4,19.9
2041,Live,Shrubland,115.1,103.7,133.2
2041,Live,SnowIce,0,0,0
2041,Live,Water,0,0,0
2041,Live,Wetland,0.2,0.2,0.3
2041,Soil,Agriculture,359.2,343.2,399.8
2041,Soil,Barren,0,0,0
2041,Soil,Developed,30.8,23.8,37.1
2041,Soil,Forest,1502.3,1474.8,1546.7
2041,Soil,Grassland,334.4,315.4,367.5
2041,Soil,Shrubland,328,317,353
2041,Soil,SnowIce,0,0,0
2041,Soil,Water,0,0,0
2041,Soil,Wetland,4.3,3.2,5.5
2042,DOM,Agriculture,13.7,10.6,18.4
2042,DOM,Barren,0,0,0
2042,DOM,Developed,0,0,0
2042,DOM,Forest,565.6,418.5,850.1
2042,DOM,Grassland,12.4,8.9,15.4
2042,DOM,Shrubland,26.5,23,33.9
2042,DOM,SnowIce,0,0,0
2042,DOM,Water,0,0,0
2042,DOM,Wetland,0.1,0.1,0.1
2042,Live,Agriculture,76.1,59,104.2
2042,Live,Barren,0,0,0
2042,Live,Developed,0.8,0.6,1.1
2042,Live,Forest,1240,827.1,1481.2
2042,Live,Grassland,13.3,8.5,19.3
2042,Live,Shrubland,115.9,101.3,137.5
2042,Live,SnowIce,0,0,0
2042,Live,Water,0,0,0
2042,Live,Wetland,0.2,0.2,0.3
2042,Soil,Agriculture,358.7,342.5,400.6
2042,Soil,Barren,0,0,0
2042,Soil,Developed,31.5,24,38
2042,Soil,Forest,1502.6,1473.8,1550
2042,Soil,Grassland,334.4,315.2,368.7
2042,Soil,Shrubland,327.8,316.8,354.5
2042,Soil,SnowIce,0,0,0
2042,Soil,Water,0,0,0
2042,Soil,Wetland,4.3,3.2,5.7
2043,DOM,Agriculture,13.2,10,17.9
2043,DOM,Barren,0,0,0
2043,DOM,Developed,0,0,0
2043,DOM,Forest,571.1,424.1,845.1
2043,DOM,Grassland,11.9,8.3,15.8
2043,DOM,Shrubland,26.5,23,33.3
2043,DOM,SnowIce,0,0,0
2043,DOM,Water,0,0,0
2043,DOM,Wetland,0.1,0.1,0.1
2043,Live,Agriculture,80.6,67.7,98.5
2043,Live,Barren,0,0,0
2043,Live,Developed,0.9,0.6,1.1
2043,Live,Forest,1242,846.1,1474.2
2043,Live,Grassland,15.8,9.4,21
2043,Live,Shrubland,119.2,109.6,136.9
2043,Live,SnowIce,0,0,0
2043,Live,Water,0,0,0
2043,Live,Wetland,0.2,0.2,0.3
2043,Soil,Agriculture,358,341.2,401.8
2043,Soil,Barren,0,0,0
2043,Soil,Developed,32.1,24.3,38.9
2043,Soil,Forest,1502.8,1473.1,1552.8
2043,Soil,Grassland,334.3,313.8,370.4
2043,Soil,Shrubland,327.7,316.5,355.5
2043,Soil,SnowIce,0,0,0
2043,Soil,Water,0,0,0
2043,Soil,Wetland,4.4,3.3,5.7
2044,DOM,Agriculture,13.9,10.7,17.5
2044,DOM,Barren,0,0,0
2044,DOM,Developed,0,0,0
2044,DOM,Forest,577.7,423.9,841.2
2044,DOM,Grassland,12.8,8.8,15.9
2044,DOM,Shrubland,26.9,23,33.8
2044,DOM,SnowIce,0,0,0
2044,DOM,Water,0,0,0
2044,DOM,Wetland,0.1,0.1,0.1
2044,Live,Agriculture,75,57.9,97.3
2044,Live,Barren,0,0,0
2044,Live,Developed,0.9,0.6,1.1
2044,Live,Forest,1227.3,841,1451
2044,Live,Grassland,11.6,6.5,16.1
2044,Live,Shrubland,117.2,104.9,136.3
2044,Live,SnowIce,0,0,0
2044,Live,Water,0,0,0
2044,Live,Wetland,0.2,0.2,0.3
2044,Soil,Agriculture,357.5,340.9,401.8
2044,Soil,Barren,0,0,0
2044,Soil,Developed,32.7,24.5,39.8
2044,Soil,Forest,1503.1,1472,1555.4
2044,Soil,Grassland,334.6,314.2,370.8
2044,Soil,Shrubland,327.7,316.1,356.5
2044,Soil,SnowIce,0,0,0
2044,Soil,Water,0,0,0
2044,Soil,Wetland,4.5,3.3,5.8
2045,DOM,Agriculture,13,10.2,17.6
2045,DOM,Barren,0,0,0
2045,DOM,Developed,0,0,0
2045,DOM,Forest,579.3,419.1,837.7
2045,DOM,Grassland,11.5,8.4,14.9
2045,DOM,Shrubland,27,23.2,34.4
2045,DOM,SnowIce,0,0,0
2045,DOM,Water,0,0,0
2045,DOM,Wetland,0.1,0.1,0.1
2045,Live,Agriculture,80.8,56.9,107.8
2045,Live,Barren,0,0,0
2045,Live,Developed,0.9,0.6,1.2
2045,Live,Forest,1231,854.1,1464.2
2045,Live,Grassland,15.2,8.9,20.4
2045,Live,Shrubland,118.6,102.1,140.3
2045,Live,SnowIce,0,0,0
2045,Live,Water,0,0,0
2045,Live,Wetland,0.3,0.2,0.3
2045,Soil,Agriculture,356.5,339,401.5
2045,Soil,Barren,0,0,0
2045,Soil,Developed,33.3,24.7,40.7
2045,Soil,Forest,1503.7,1471.3,1558.4
2045,Soil,Grassland,334.1,312.7,371.1
2045,Soil,Shrubland,327.7,315.7,357.5
2045,Soil,SnowIce,0,0,0
2045,Soil,Water,0,0,0
2045,Soil,Wetland,4.6,3.4,6
2046,DOM,Agriculture,13.4,8.8,19.5
2046,DOM,Barren,0,0,0
2046,DOM,Developed,0,0,0
2046,DOM,Forest,573.3,420.5,824.7
2046,DOM,Grassland,12.3,7.6,17.4
2046,DOM,Shrubland,26.9,22.3,34.9
2046,DOM,SnowIce,0,0,0
2046,DOM,Water,0,0,0
2046,DOM,Wetland,0.1,0.1,0.1
2046,Live,Agriculture,74.1,54.7,100
2046,Live,Barren,0,0,0
2046,Live,Developed,0.9,0.6,1.2
2046,Live,Forest,1225.2,853.6,1459.4
2046,Live,Grassland,10.7,5.4,17.7
2046,Live,Shrubland,115.5,99.9,138.5
2046,Live,SnowIce,0,0,0
2046,Live,Water,0,0,0
2046,Live,Wetland,0.3,0.2,0.3
2046,Soil,Agriculture,355.9,336.6,402.2
2046,Soil,Barren,0,0,0
2046,Soil,Developed,33.9,24.9,41.5
2046,Soil,Forest,1504.4,1470.2,1562.5
2046,Soil,Grassland,334.2,310.5,372.7
2046,Soil,Shrubland,327.8,315.1,358.7
2046,Soil,SnowIce,0,0,0
2046,Soil,Water,0,0,0
2046,Soil,Wetland,4.6,3.4,6
2047,DOM,Agriculture,12,9.1,17.2
2047,DOM,Barren,0,0,0
2047,DOM,Developed,0,0,0
2047,DOM,Forest,565.1,414.6,813.4
2047,DOM,Grassland,10.3,7,14.5
2047,DOM,Shrubland,26.2,22.3,33.8
2047,DOM,SnowIce,0,0,0
2047,DOM,Water,0,0,0
2047,DOM,Wetland,0.1,0.1,0.2
2047,Live,Agriculture,71.1,52.7,87.2
2047,Live,Barren,0,0,0
2047,Live,Developed,0.9,0.6,1.2
2047,Live,Forest,1219.6,856.3,1438.9
2047,Live,Grassland,10.8,7.3,16.5
2047,Live,Shrubland,114,97.8,131.3
2047,Live,SnowIce,0,0,0
2047,Live,Water,0,0,0
2047,Live,Wetland,0.3,0.2,0.3
2047,Soil,Agriculture,354.5,334,402.3
2047,Soil,Barren,0,0,0
2047,Soil,Developed,34.4,25,42.4
2047,Soil,Forest,1504.9,1469.8,1567.2
2047,Soil,Grassland,333.3,308.2,373.7
2047,Soil,Shrubland,327.7,314.2,360.2
2047,Soil,SnowIce,0,0,0
2047,Soil,Water,0,0,0
2047,Soil,Wetland,4.7,3.5,6.2
2048,DOM,Agriculture,11.3,8.7,14.4
2048,DOM,Barren,0,0,0
2048,DOM,Developed,0,0,0
2048,DOM,Forest,557.1,410.2,796.7
2048,DOM,Grassland,9.6,7,12.3
2048,DOM,Shrubland,26,21.8,32.6
2048,DOM,SnowIce,0,0,0
2048,DOM,Water,0,0,0
2048,DOM,Wetland,0.1,0.1,0.2
2048,Live,Agriculture,71.9,54.6,88.3
2048,Live,Barren,0,0,0
2048,Live,Developed,0.9,0.6,1.2
2048,Live,Forest,1221.9,863.6,1434
2048,Live,Grassland,12,10.2,16
2048,Live,Shrubland,112.8,98.9,127.5
2048,Live,SnowIce,0,0,0
2048,Live,Water,0,0,0
2048,Live,Wetland,0.3,0.2,0.3
2048,Soil,Agriculture,352.5,331.1,400
2048,Soil,Barren,0,0,0
2048,Soil,Developed,35,25.2,43.2
2048,Soil,Forest,1504.7,1468,1570
2048,Soil,Grassland,331.9,305.7,371.9
2048,Soil,Shrubland,327.5,313.1,360.9
2048,Soil,SnowIce,0,0,0
2048,Soil,Water,0,0,0
2048,Soil,Wetland,4.8,3.5,6.3
2049,DOM,Agriculture,11.4,9,14.4
2049,DOM,Barren,0,0,0
2049,DOM,Developed,0,0,0
2049,DOM,Forest,551,410.1,778
2049,DOM,Grassland,10,7.7,13.1
2049,DOM,Shrubland,25.7,21.4,31.9
2049,DOM,SnowIce,0,0,0
2049,DOM,Water,0,0,0
2049,DOM,Wetland,0.1,0.1,0.2
2049,Live,Agriculture,73.1,57.3,94.4
2049,Live,Barren,0,0,0
2049,Live,Developed,0.9,0.6,1.2
2049,Live,Forest,1224.2,865.8,1445.9
2049,Live,Grassland,12.3,7.1,19.9
2049,Live,Shrubland,113,97.8,132.7
2049,Live,SnowIce,0,0,0
2049,Live,Water,0,0,0
2049,Live,Wetland,0.3,0.2,0.3
2049,Soil,Agriculture,350.5,328.4,397.4
2049,Soil,Barren,0,0,0
2049,Soil,Developed,35.6,25.4,44
2049,Soil,Forest,1504.2,1465.2,1571.7
2049,Soil,Grassland,330.7,303.9,370.3
2049,Soil,Shrubland,327.3,312.2,361.5
2049,Soil,SnowIce,0,0,0
2049,Soil,Water,0,0,0
2049,Soil,Wetland,4.9,3.6,6.4
2050,DOM,Agriculture,11.4,8.3,14.7
2050,DOM,Barren,0,0,0
