Timestep,StockGroup,LULC,Mean,Lower,Upper
2050,DOM,Developed,0,0,0
2050,DOM,Forest,543.9,406.5,762
2050,DOM,Grassland,10.1,6.6,13.8
2050,DOM,Shrubland,25.4,20.9,31.6
2050,DOM,SnowIce,0,0,0
2050,DOM,Water,0,0,0
2050,DOM,Wetland,0.1,0.1,0.2
2050,Live,Agriculture,75.6,60.4,89.5
2050,Live,Barren,0,0,0
2050,Live,Developed,0.9,0.6,1.3
2050,Live,Forest,1228.8,891.3,1453
2050,Live,Grassland,13.7,7.8,20.2
2050,Live,Shrubland,113.6,97.8,125.7
2050,Live,SnowIce,0,0,0
2050,Live,Water,0,0,0
2050,Live,Wetland,0.3,0.2,0.3
2050,Soil,Agriculture,348.8,326.2,396.1
2050,Soil,Barren,0,0,0
2050,Soil,Developed,36.1,25.5,44.8
2050,Soil,Forest,1503.6,1462.2,1573.1
2050,Soil,Grassland,329.7,302.7,370.3
2050,Soil,Shrubland,326.9,311.2,362.1
2050,Soil,SnowIce,0,0,0
2050,Soil,Water,0,0,0
2050,Soil,Wetland,5,3.6,6.5
2051,DOM,Agriculture,11.7,9.8,15.2
2051,DOM,Barren,0,0,0
2051,DOM,Developed,0,0,0
2051,DOM,Forest,539.2,406.8,744.4
2051,DOM,Grassland,10.6,8.5,14.7
2051,DOM,Shrubland,25.2,21.1,31.2
2051,DOM,SnowIce,0,0,0
2051,DOM,Water,0,0,0
2051,DOM,Wetland,0.1,0.1,0.2
2051,Live,Agriculture,76.8,56.4,100.9
2051,Live,Barren,0,0,0
2051,Live,Developed,1,0.6,1.3
2051,Live,Forest,1235.1,913.6,1463
2051,Live,Grassland,13.6,9.3,21.4
2051,Live,Shrubland,114.3,97.1,131.9
2051,Live,SnowIce,0,0,0
2051,Live,Water,0,0,0
2051,Live,Wetland,0.3,0.2,0.4
2051,Soil,Agriculture,347.4,324.6,393.5
2051,Soil,Barren,0,0,0
2051,Soil,Developed,36.7,25.7,45.6
2051,Soil,Forest,1502.9,1459.5,1573.5
2051,Soil,Grassland,329.2,301.5,368.5
2051,Soil,Shrubland,326.6,310.1,362.4
2051,Soil,SnowIce,0,0,0
2051,Soil,Water,0,0,0
2051,Soil,Wetland,5,3.7,6.6
2052,DOM,Agriculture,12,9.7,15.9
2052,DOM,Barren,0,0,0
2052,DOM,Developed,0,0,0
2052,DOM,Forest,534.8,402.3,729.7
2052,DOM,Grassland,10.8,8.6,14.3
2052,DOM,Shrubland,25.2,20.5,30.7
2052,DOM,SnowIce,0,0,0
2052,DOM,Water,0,0,0
2052,DOM,Wetland,0.1,0.1,0.2
2052,Live,Agriculture,72.7,50.8,97.2
2052,Live,Barren,0,0,0
2052,Live,Developed,1,0.6,1.3
2052,Live,Forest,1227.6,907.8,1449.8
2052,Live,Grassland,11,6.9,18.2
2052,Live,Shrubland,112.2,93.7,129.9
2052,Live,SnowIce,0,0,0
2052,Live,Water,0,0,0
2052,Live,Wetland,0.3,0.2,0.4
2052,Soil,Agriculture,346.2,322.3,393.2
2052,Soil,Barren,0,0,0
2052,Soil,Developed,37.2,25.9,46.5
2052,Soil,Forest,1502.2,1457.1,1574.3
2052,Soil,Grassland,328.8,300,369.4
2052,Soil,Shrubland,326.3,309,362.8
2052,Soil,SnowIce,0,0,0
2052,Soil,Water,0,0,0
2052,Soil,Wetland,5.1,3.7,6.7
2053,DOM,Agriculture,11.3,7.7,16.3
2053,DOM,Barren,0,0,0
2053,DOM,Developed,0,0,0
2053,DOM,Forest,540.4,400.9,717.5
2053,DOM,Grassland,9.7,6.7,14.3
2053,DOM,Shrubland,24.8,20,31.3
2053,DOM,SnowIce,0,0,0
2053,DOM,Water,0,0,0
2053,DOM,Wetland,0.1,0.1,0.2
2053,Live,Agriculture,72.1,50.1,97.5
2053,Live,Barren,0,0,0
2053,Live,Developed,1,0.6,1.3
2053,Live,Forest,1213.3,926.7,1428.1
2053,Live,Grassland,11.6,7.2,17.6
2053,Live,Shrubland,111.6,92.1,128.7
2053,Live,SnowIce,0,0,0
2053,Live,Water,0,0,0
2053,Live,Wetland,0.3,0.2,0.4
2053,Soil,Agriculture,344.4,319.4,392.2
2053,Soil,Barren,0,0,0
2053,Soil,Developed,37.8,26,47.4
2053,Soil,Forest,1501.3,1453.6,1574.5
2053,Soil,Grassland,327.7,297.6,369.3
2053,Soil,Shrubland,325.9,307.8,363.2
2053,Soil,SnowIce,0,0,0
2053,Soil,Water,0,0,0
2053,Soil,Wetland,5.2,3.8,6.8
2054,DOM,Agriculture,10.8,8,14.9
2054,DOM,Barren,0,0,0
2054,DOM,Developed,0,0,0
2054,DOM,Forest,538.2,406.7,708.4
2054,DOM,Grassland,9.3,7,13.7
2054,DOM,Shrubland,24.3,19.9,30.3
2054,DOM,SnowIce,0,0,0
2054,DOM,Water,0,0,0
2054,DOM,Wetland,0.1,0.1,0.2
2054,Live,Agriculture,73.1,48.4,102.3
2054,Live,Barren,0,0,0
2054,Live,Developed,1,0.6,1.3
2054,Live,Forest,1211.6,941.8,1426.8
2054,Live,Grassland,12.1,6.5,19.1
2054,Live,Shrubland,110.2,90.5,131.2
2054,Live,SnowIce,0,0,0
2054,Live,Water,0,0,0
2054,Live,Wetland,0.3,0.2,0.4
2054,Soil,Agriculture,342.5,316.2,390.3
2054,Soil,Barren,0,0,0
2054,Soil,Developed,38.3,26.2,48.2
2054,Soil,Forest,1500.1,1449.8,1575.8
2054,Soil,Grassland,326.5,295.2,368.2
2054,Soil,Shrubland,325.4,306.4,363.3
2054,Soil,SnowIce,0,0,0
2054,Soil,Water,0,0,0
2054,Soil,Wetland,5.3,3.8,6.9
2055,DOM,Agriculture,10.7,7.2,15.4
2055,DOM,Barren,0,0,0
2055,DOM,Developed,0,0,0
2055,DOM,Forest,538.2,426.7,698.9
2055,DOM,Grassland,9.4,6.5,14.4
2055,DOM,Shrubland,24,19.1,29.6
2055,DOM,SnowIce,0,0,0
2055,DOM,Water,0,0,0
2055,DOM,Wetland,0.1,0.1,0.2
2055,Live,Agriculture,82.2,55.6,111.2
2055,Live,Barren,0,0,0
2055,Live,Developed,1,0.6,1.4
2055,Live,Forest,1224.3,969.8,1442.4
2055,Live,Grassland,16.8,7.4,21.5
2055,Live,Shrubland,114.7,95,135.8
2055,Live,SnowIce,0,0,0
2055,Live,Water,0,0,0
2055,Live,Wetland,0.3,0.2,0.4
2055,Soil,Agriculture,340.7,313,388.2
2055,Soil,Barren,0,0,0
2055,Soil,Developed,38.8,26.3,49
2055,Soil,Forest,1498.7,1446.2,1575.9
2055,Soil,Grassland,325.4,292.7,367.1
2055,Soil,Shrubland,324.8,304.9,363.1
2055,Soil,SnowIce,0,0,0
2055,Soil,Water,0,0,0
2055,Soil,Wetland,5.3,3.8,7
2056,DOM,Agriculture,12,8.4,17.4
2056,DOM,Barren,0,0,0
2056,DOM,Developed,0,0,0
2056,DOM,Forest,548.1,439.9,701.1
2056,DOM,Grassland,11.5,6.6,16.1
2056,DOM,Shrubland,24.2,19.9,30.4
2056,DOM,SnowIce,0,0,0
2056,DOM,Water,0,0,0
2056,DOM,Wetland,0.1,0.1,0.2
2056,Live,Agriculture,85.7,59.5,113.6
2056,Live,Barren,0,0,0
2056,Live,Developed,1,0.6,1.4
2056,Live,Forest,1225.9,996.7,1449.7
2056,Live,Grassland,15.9,9,21
2056,Live,Shrubland,117.1,98.8,139.8
2056,Live,SnowIce,0,0,0
2056,Live,Water,0,0,0
2056,Live,Wetland,0.3,0.2,0.4
2056,Soil,Agriculture,339.9,311.6,388.2
2056,Soil,Barren,0,0,0
2056,Soil,Developed,39.4,26.5,49.8
2056,Soil,Forest,1497.5,1442.7,1576.7
2056,Soil,Grassland,325.7,292.6,368.4
2056,Soil,Shrubland,324.3,303.6,363.2
2056,Soil,SnowIce,0,0,0
2056,Soil,Water,0,0,0
2056,Soil,Wetland,5.4,3.9,7.1
2057,DOM,Agriculture,12.4,8.2,19.9
2057,DOM,Barren,0,0,0
2057,DOM,Developed,0,0,0
2057,DOM,Forest,551.1,440.9,691.1
2057,DOM,Grassland,11.7,7.2,18.2
2057,DOM,Shrubland,24.2,20,31
2057,DOM,SnowIce,0,0,0
2057,DOM,Water,0,0,0
2057,DOM,Wetland,0.1,0.1,0.2
2057,Live,Agriculture,77.5,57,110.8
2057,Live,Barren,0,0,0
2057,Live,Developed,1,0.6,1.4
2057,Live,Forest,1207.9,987.6,1442.8
2057,Live,Grassland,10.3,6,17.9
2057,Live,Shrubland,114.5,95.8,142.4
2057,Live,SnowIce,0,0,0
2057,Live,Water,0,0,0
2057,Live,Wetland,0.3,0.2,0.4
2057,Soil,Agriculture,339.6,311.5,389.6
2057,Soil,Barren,0,0,0
2057,Soil,Developed,39.9,26.6,50.7
2057,Soil,Forest,1497,1438.7,1578.9
2057,Soil,Grassland,326.3,293.6,370.7
2057,Soil,Shrubland,324,302.6,363.5
2057,Soil,SnowIce,0,0,0
2057,Soil,Water,0,0,0
2057,Soil,Wetland,5.5,3.9,7.2
2058,DOM,Agriculture,11.1,6.3,17.1
2058,DOM,Barren,0,0,0
2058,DOM,Developed,0,0,0
2058,DOM,Forest,549.8,441.5,688.7
2058,DOM,Grassland,9.5,4.9,14.2
2058,DOM,Shrubland,23.9,18.6,30.7
2058,DOM,SnowIce,0,0,0
2058,DOM,Water,0,0,0
2058,DOM,Wetland,0.1,0.1,0.2
2058,Live,Agriculture,75.4,49.3,117.7
2058,Live,Barren,0,0,0
2058,Live,Developed,1,0.6,1.4
2058,Live,Forest,1194.4,977.7,1423.5
2058,Live,Grassland,10.7,4.8,21.1
2058,Live,Shrubland,110.9,91.7,145.9
2058,Live,SnowIce,0,0,0
2058,Live,Water,0,0,0
2058,Live,Wetland,0.3,0.2,0.4
2058,Soil,Agriculture,338.1,309.6,389.5
2058,Soil,Barren,0,0,0
2058,Soil,Developed,40.5,26.7,51.5
2058,Soil,Forest,1496.1,1435.9,1582.2
2058,Soil,Grassland,325.3,291.8,371.3
2058,Soil,Shrubland,323.5,301.6,364
2058,Soil,SnowIce,0,0,0
2058,Soil,Water,0,0,0
2058,Soil,Wetland,5.6,4,7.2
2059,DOM,Agriculture,10.1,6.4,15.5
2059,DOM,Barren,0,0,0
2059,DOM,Developed,0,0,0
2059,DOM,Forest,546.3,440.7,675.1
2059,DOM,Grassland,8.5,5,12.6
2059,DOM,Shrubland,23.3,18.2,30.3
2059,DOM,SnowIce,0,0,0
2059,DOM,Water,0,0,0
2059,DOM,Wetland,0.1,0.1,0.2
2059,Live,Agriculture,76.6,46.6,133.3
2059,Live,Barren,0,0,0
2059,Live,Developed,1.1,0.6,1.4
2059,Live,Forest,1190.4,957.9,1441.6
2059,Live,Grassland,12.1,5.3,26.4
2059,Live,Shrubland,110.7,86.6,157.4
2059,Live,SnowIce,0,0,0
2059,Live,Water,0,0,0
2059,Live,Wetland,0.3,0.2,0.4
2059,Soil,Agriculture,336.2,306.1,388.3
2059,Soil,Barren,0,0,0
2059,Soil,Developed,41,26.9,52.4
2059,Soil,Forest,1494.9,1432,1583.9
2059,Soil,Grassland,323.8,288.8,370.7
2059,Soil,Shrubland,322.9,300.5,364.1
2059,Soil,SnowIce,0,0,0
2059,Soil,Water,0,0,0
2059,Soil,Wetland,5.6,4,7.4
2060,DOM,Agriculture,10.1,5.5,14.9
2060,DOM,Barren,0,0,0
2060,DOM,Developed,0,0,0
2060,DOM,Forest,542.3,451.1,662.3
2060,DOM,Grassland,8.7,4.1,13.9
2060,DOM,Shrubland,23,17.1,29.4
2060,DOM,SnowIce,0,0,0
2060,DOM,Water,0,0,0
2060,DOM,Wetland,0.1,0.1,0.2
2060,Live,Agriculture,77.2,50.9,136
2060,Live,Barren,0,0,0
2060,Live,Developed,1.1,0.6,1.5
2060,Live,Forest,1190.4,964.9,1436.3
2060,Live,Grassland,12.3,7.4,22.7
2060,Live,Shrubland,110.3,86.7,162.7
2060,Live,SnowIce,0,0,0
2060,Live,Water,0,0,0
2060,Live,Wetland,0.3,0.2,0.4
2060,Soil,Agriculture,334.2,302.6,387.5
2060,Soil,Barren,0,0,0
2060,Soil,Developed,41.5,27,53.2
2060,Soil,Forest,1493.3,1428,1585.6
2060,Soil,Grassland,322.6,285.7,371.2
2060,Soil,Shrubland,322.3,299.1,364.4
2060,Soil,SnowIce,0,0,0
2060,Soil,Water,0,0,0
2060,Soil,Wetland,5.7,4,7.5
2061,DOM,Agriculture,10.4,7.1,14.9
2061,DOM,Barren,0,0,0
2061,DOM,Developed,0,0,0
2061,DOM,Forest,537.1,446.7,648.2
2061,DOM,Grassland,9,6.3,12.2
2061,DOM,Shrubland,22.9,17.3,29.7
2061,DOM,SnowIce,0,0,0
2061,DOM,Water,0,0,0
2061,DOM,Wetland,0.1,0.1,0.2
2061,Live,Agriculture,78.4,56.2,113.2
2061,Live,Barren,0,0,0
2061,Live,Developed,1.1,0.6,1.5
2061,Live,Forest,1192.1,971.3,1444.6
2061,Live,Grassland,12.8,8.9,18.5
2061,Live,Shrubland,111.3,89.4,154.4
2061,Live,SnowIce,0,0,0
2061,Live,Water,0,0,0
2061,Live,Wetland,0.3,0.2,0.4
2061,Soil,Agriculture,332.4,299.8,385.3
2061,Soil,Barren,0,0,0
2061,Soil,Developed,42.1,27.2,54.1
2061,Soil,Forest,1491.8,1423.4,1585.3
2061,Soil,Grassland,321.5,284.1,369.9
2061,Soil,Shrubland,321.6,297.6,364.4
2061,Soil,SnowIce,0,0,0
2061,Soil,Water,0,0,0
2061,Soil,Wetland,5.8,4.1,7.5
2062,DOM,Agriculture,10.2,5.8,15
2062,DOM,Barren,0,0,0
2062,DOM,Developed,0,0,0
2062,DOM,Forest,531,450.7,632.4
2062,DOM,Grassland,9,5.4,13
2062,DOM,Shrubland,22.5,15.9,29
2062,DOM,SnowIce,0,0,0
2062,DOM,Water,0,0,0
2062,DOM,Wetland,0.1,0.1,0.2
2062,Live,Agriculture,77.3,59.1,101
2062,Live,Barren,0,0,0
2062,Live,Developed,1.1,0.6,1.5
2062,Live,Forest,1190.2,982.4,1436.7
2062,Live,Grassland,12,7.5,17.8
2062,Live,Shrubland,109.5,90,143.1
2062,Live,SnowIce,0,0,0
2062,Live,Water,0,0,0
2062,Live,Wetland,0.3,0.2,0.4
2062,Soil,Agriculture,330.7,297.5,384.5
2062,Soil,Barren,0,0,0
2062,Soil,Developed,42.6,27.3,54.8
2062,Soil,Forest,1490.3,1419.4,1586.5
2062,Soil,Grassland,320.6,282.6,370.6
2062,Soil,Shrubland,320.9,296,364.6
2062,Soil,SnowIce,0,0,0
2062,Soil,Water,0,0,0
2062,Soil,Wetland,5.9,4.1,7.6
2063,DOM,Agriculture,10.4,6.8,13.9
2063,DOM,Barren,0,0,0
2063,DOM,Developed,0,0,0
2063,DOM,Forest,527.7,450.4,621.5
2063,DOM,Grassland,9.1,6.4,12.2
2063,DOM,Shrubland,22.4,16,29
2063,DOM,SnowIce,0,0,0
2063,DOM,Water,0,0,0
2063,DOM,Wetland,0.1,0.1,0.2
2063,Live,Agriculture,77.4,54.2,95
2063,Live,Barren,0,0,0
2063,Live,Developed,1.1,0.6,1.5
2063,Live,Forest,1186.6,996.4,1443.6
2063,Live,Grassland,11.9,6.6,18.1
2063,Live,Shrubland,108.8,88.1,136.5
2063,Live,SnowIce,0,0,0
2063,Live,Water,0,0,0
2063,Live,Wetland,0.3,0.2,0.4
2063,Soil,Agriculture,328.8,295.4,382.6
2063,Soil,Barren,0,0,0
2063,Soil,Developed,43.1,27.4,55.7
2063,Soil,Forest,1488.2,1413.4,1585.8
2063,Soil,Grassland,319.5,281.3,369.3
2063,Soil,Shrubland,320.1,294.2,364.3
2063,Soil,SnowIce,0,0,0
2063,Soil,Water,0,0,0
2063,Soil,Wetland,5.9,4.1,7.8
2064,DOM,Agriculture,10,5.4,13.2
2064,DOM,Barren,0,0,0
2064,DOM,Developed,0,0,0
2064,DOM,Forest,528.4,451.8,652.8
2064,DOM,Grassland,8.7,4.5,11.8
2064,DOM,Shrubland,21.9,14.9,27.9
2064,DOM,SnowIce,0,0,0
2064,DOM,Water,0,0,0
2064,DOM,Wetland,0.1,0.1,0.2
2064,Live,Agriculture,78,49.3,103.8
2064,Live,Barren,0,0,0
2064,Live,Developed,1.1,0.6,1.5
2064,Live,Forest,1180.4,942.7,1440.6
2064,Live,Grassland,12.4,6.1,19
2064,Live,Shrubland,109.6,83.8,138.2
2064,Live,SnowIce,0,0,0
2064,Live,Water,0,0,0
2064,Live,Wetland,0.3,0.2,0.4
2064,Soil,Agriculture,327,293.6,380.4
2064,Soil,Barren,0,0,0
2064,Soil,Developed,43.6,27.5,56.5
2064,Soil,Forest,1486.3,1407.9,1585.2
2064,Soil,Grassland,318.4,279.4,367.8
2064,Soil,Shrubland,319.3,292,364
2064,Soil,SnowIce,0,0,0
2064,Soil,Water,0,0,0
2064,Soil,Wetland,6,4.2,7.9
2065,DOM,Agriculture,10.5,5.2,14.1
2065,DOM,Barren,0,0,0
2065,DOM,Developed,0,0,0
2065,DOM,Forest,537.1,461.5,669.2
2065,DOM,Grassland,9.2,4.2,13
2065,DOM,Shrubland,22,14.5,27.9
2065,DOM,SnowIce,0,0,0
2065,DOM,Water,0,0,0
2065,DOM,Wetland,0.1,0.1,0.2
2065,Live,Agriculture,80,53.9,122.8
2065,Live,Barren,0,0,0
2065,Live,Developed,1.1,0.6,1.6
2065,Live,Forest,1173.2,913.5,1430.4
2065,Live,Grassland,12.9,9.3,25.1
2065,Live,Shrubland,109.6,83.1,147.5
2065,Live,SnowIce,0,0,0
2065,Live,Water,0,0,0
2065,Live,Wetland,0.3,0.3,0.4
2065,Soil,Agriculture,325.2,290.4,378.2
2065,Soil,Barren,0,0,0
2065,Soil,Developed,44.1,27.6,57.3
2065,Soil,Forest,1483.9,1402.6,1583.9
2065,Soil,Grassland,317.4,276,366.6
2065,Soil,Shrubland,318.4,289.7,363.5
2065,Soil,SnowIce,0,0,0
2065,Soil,Water,0,0,0
2065,Soil,Wetland,6.1,4.2,8
2066,DOM,Agriculture,10.4,5.2,13.9
2066,DOM,Barren,0,0,0
2066,DOM,Developed,0,0,0
2066,DOM,Forest,540.2,467,684.4
2066,DOM,Grassland,9.1,4.9,12.5
2066,DOM,Shrubland,21.8,13.4,27.5
2066,DOM,SnowIce,0,0,0
2066,DOM,Water,0,0,0
2066,DOM,Wetland,0.1,0.1,0.2
2066,Live,Agriculture,78.1,50.5,108.8
2066,Live,Barren,0,0,0
2066,Live,Developed,1.1,0.6,1.6
2066,Live,Forest,1162.3,882.7,1410
2066,Live,Grassland,11.5,3.9,18.6
2066,Live,Shrubland,108.8,83.8,140.6
2066,Live,SnowIce,0,0,0
2066,Live,Water,0,0,0
2066,Live,Wetland,0.3,0.3,0.4
2066,Soil,Agriculture,323.7,287.4,375.9
2066,Soil,Barren,0,0,0
2066,Soil,Developed,44.6,27.8,58.1
2066,Soil,Forest,1482,1397.7,1583.1
2066,Soil,Grassland,316.7,273.8,365.6
2066,Soil,Shrubland,317.6,287.2,363.3
2066,Soil,SnowIce,0,0,0
2066,Soil,Water,0,0,0
2066,Soil,Wetland,6.2,4.3,8
2067,DOM,Agriculture,9.9,5.5,14.6
2067,DOM,Barren,0,0,0
2067,DOM,Developed,0,0,0
2067,DOM,Forest,539,463.4,705.5
2067,DOM,Grassland,8.5,5.4,13.3
2067,DOM,Shrubland,21.5,13.1,27.3
2067,DOM,SnowIce,0,0,0
2067,DOM,Water,0,0,0
2067,DOM,Wetland,0.1,0.1,0.2
2067,Live,Agriculture,79.8,48.7,105
2067,Live,Barren,0,0,0
2067,Live,Developed,1.1,0.6,1.6
2067,Live,Forest,1161.4,843.6,1419.1
2067,Live,Grassland,12.9,6.4,19.8
2067,Live,Shrubland,109.7,81.2,135.9
2067,Live,SnowIce,0,0,0
2067,Live,Water,0,0,0
2067,Live,Wetland,0.3,0.3,0.5
2067,Soil,Agriculture,322,284.3,373.6
2067,Soil,Barren,0,0,0
2067,Soil,Developed,45.1,27.9,58.9
2067,Soil,Forest,1479.9,1392.8,1582.3
2067,Soil,Grassland,315.6,272,363.9
2067,Soil,Shrubland,316.8,284.6,362.7
2067,Soil,SnowIce,0,0,0
2067,Soil,Water,0,0,0
2067,Soil,Wetland,6.2,4.3,8.2
2068,DOM,Agriculture,10.1,4.8,14.6
2068,DOM,Barren,0,0,0
2068,DOM,Developed,0,0,0
2068,DOM,Forest,547.8,463.5,707.3
2068,DOM,Grassland,9,4.2,13.2
2068,DOM,Shrubland,21.6,12.8,26.8
2068,DOM,SnowIce,0,0,0
2068,DOM,Water,0,0,0
2068,DOM,Wetland,0.1,0.1,0.2
2068,Live,Agriculture,84.2,60.3,117.9
2068,Live,Barren,0,0,0
2068,Live,Developed,1.2,0.6,1.6
2068,Live,Forest,1155.9,838.7,1361.7
2068,Live,Grassland,14.6,7,22.9
2068,Live,Shrubland,112.9,87.8,145.1
2068,Live,SnowIce,0,0,0
2068,Live,Water,0,0,0
2068,Live,Wetland,0.3,0.3,0.5
2068,Soil,Agriculture,320.3,280.7,372.9
2068,Soil,Barren,0,0,0
2068,Soil,Developed,45.6,28,59.7
2068,Soil,Forest,1477.6,1388,1582.3
2068,Soil,Grassland,314.8,269,364.7
2068,Soil,Shrubland,315.9,282.1,362.3
2068,Soil,SnowIce,0,0,0
2068,Soil,Water,0,0,0
2068,Soil,Wetland,6.3,4.4,8.3
2069,DOM,Agriculture,10.4,5.1,14.2
2069,DOM,Barren,0,0,0
2069,DOM,Developed,0,0,0
2069,DOM,Forest,551.7,460,724.2
2069,DOM,Grassland,9.5,5.5,12.4
2069,DOM,Shrubland,21.7,12.6,26.1
2069,DOM,SnowIce,0,0,0
2069,DOM,Water,0,0,0
2069,DOM,Wetland,0.1,0.1,0.2
2069,Live,Agriculture,81.3,60.7,115.2
2069,Live,Barren,0,0,0
2069,Live,Developed,1.2,0.6,1.7
2069,Live,Forest,1142.8,815.7,1357.3
2069,Live,Grassland,11.7,5.7,17.2
2069,Live,Shrubland,111.5,89.3,144.2
2069,Live,SnowIce,0,0,0
2069,Live,Water,0,0,0
2069,Live,Wetland,0.4,0.3,0.5
2069,Soil,Agriculture,319.2,278.4,370.4
2069,Soil,Barren,0,0,0
2069,Soil,Developed,46.1,28.1,60.4
2069,Soil,Forest,1475.6,1382.3,1581.6
2069,Soil,Grassland,314.6,268.1,362.8
2069,Soil,Shrubland,315.2,279.6,361.7
2069,Soil,SnowIce,0,0,0
2069,Soil,Water,0,0,0
2069,Soil,Wetland,6.4,4.4,8.4
2070,DOM,Agriculture,10.1,5.6,13.1
2070,DOM,Barren,0,0,0
2070,DOM,Developed,0,0,0
2070,DOM,Forest,555.3,455.3,766.3
2070,DOM,Grassland,8.7,6,11.3
2070,DOM,Shrubland,21.6,12.7,25.9
2070,DOM,SnowIce,0,0,0
2070,DOM,Water,0,0,0
2070,DOM,Wetland,0.1,0.1,0.2
2070,Live,Agriculture,85.8,65.6,113.6
2070,Live,Barren,0,0,0
2070,Live,Developed,1.2,0.6,1.7
2070,Live,Forest,1141.3,786,1353.9
2070,Live,Grassland,14.4,10.5,17.4
2070,Live,Shrubland,113.2,93.5,140.7
2070,Live,SnowIce,0,0,0
2070,Live,Water,0,0,0
2070,Live,Wetland,0.4,0.3,0.5
2070,Soil,Agriculture,317.7,276.6,368.5
2070,Soil,Barren,0,0,0
2070,Soil,Developed,46.5,28.1,61.1
2070,Soil,Forest,1473.2,1376,1581.5
2070,Soil,Grassland,313.7,267.1,361.9
2070,Soil,Shrubland,314.4,277.2,361
2070,Soil,SnowIce,0,0,0
2070,Soil,Water,0,0,0
2070,Soil,Wetland,6.4,4.5,8.5
2071,DOM,Agriculture,10.4,7.2,14.5
2071,DOM,Barren,0,0,0
2071,DOM,Developed,0,0,0
2071,DOM,Forest,554.4,450.4,778.3
2071,DOM,Grassland,9.4,7.2,12.8
2071,DOM,Shrubland,21.9,13.9,27.1
2071,DOM,SnowIce,0,0,0
2071,DOM,Water,0,0,0
2071,DOM,Wetland,0.1,0.1,0.2
2071,Live,Agriculture,88.5,64.1,114.5
2071,Live,Barren,0,0,0
2071,Live,Developed,1.2,0.6,1.7
2071,Live,Forest,1145.3,758.7,1360.5
2071,Live,Grassland,14.5,8.6,20
2071,Live,Shrubland,115.1,92.3,139.9
2071,Live,SnowIce,0,0,0
2071,Live,Water,0,0,0
2071,Live,Wetland,0.4,0.3,0.5
2071,Soil,Agriculture,316.6,275.5,367.3
2071,Soil,Barren,0,0,0
2071,Soil,Developed,47,28.2,61.9
2071,Soil,Forest,1471.1,1370.5,1581.8
2071,Soil,Grassland,313.4,267.3,362
2071,Soil,Shrubland,313.8,275.2,360.6
2071,Soil,SnowIce,0,0,0
2071,Soil,Water,0,0,0
2071,Soil,Wetland,6.5,4.5,8.6
2072,DOM,Agriculture,10.5,5.7,15.1
2072,DOM,Barren,0,0,0
2072,DOM,Developed,0,0,0
2072,DOM,Forest,549.5,441.8,767.7
2072,DOM,Grassland,9.4,5.5,13.7
2072,DOM,Shrubland,21.8,13.3,27.6
2072,DOM,SnowIce,0,0,0
2072,DOM,Water,0,0,0
2072,DOM,Wetland,0.1,0.1,0.2
2072,Live,Agriculture,85.6,69.9,110.6
2072,Live,Barren,0,0,0
2072,Live,Developed,1.2,0.6,1.7
2072,Live,Forest,1139,752.8,1358.2
2072,Live,Grassland,12,6.6,17.4
2072,Live,Shrubland,113.2,93.8,136
2072,Live,SnowIce,0,0,0
2072,Live,Water,0,0,0
2072,Live,Wetland,0.4,0.3,0.5
2072,Soil,Agriculture,315.7,274.3,367.7
2072,Soil,Barren,0,0,0
2072,Soil,Developed,47.4,28.3,62.6
2072,Soil,Forest,1469.1,1366.2,1582.7
2072,Soil,Grassland,313.4,266.3,363.7
2072,Soil,Shrubland,313.2,273.3,360.5
2072,Soil,SnowIce,0,0,0
2072,Soil,Water,0,0,0
2072,Soil,Wetland,6.6,4.5,8.7
2073,DOM,Agriculture,10.5,6.4,14.1
2073,DOM,Barren,0,0,0
2073,DOM,Developed,0,0,0
2073,DOM,Forest,546.4,443.2,758.9
2073,DOM,Grassland,8.8,6,11.4
2073,DOM,Shrubland,22,13.5,28
2073,DOM,SnowIce,0,0,0
2073,DOM,Water,0,0,0
2073,DOM,Wetland,0.1,0.1,0.2
2073,Live,Agriculture,80.5,60.1,103.7
2073,Live,Barren,0,0,0
2073,Live,Developed,1.2,0.6,1.7
2073,Live,Forest,1131.7,730.8,1348.4
2073,Live,Grassland,10,5.4,14.8
2073,Live,Shrubland,110.7,88.6,132.8
2073,Live,SnowIce,0,0,0
2073,Live,Water,0,0,0
2073,Live,Wetland,0.4,0.3,0.5
2073,Soil,Agriculture,314.4,272.7,366.6
2073,Soil,Barren,0,0,0
2073,Soil,Developed,47.9,28.4,63.3
2073,Soil,Forest,1466.6,1360.9,1582.7
2073,Soil,Grassland,312.6,265.7,363.3
2073,Soil,Shrubland,312.6,271.5,360.4
2073,Soil,SnowIce,0,0,0
2073,Soil,Water,0,0,0
2073,Soil,Wetland,6.7,4.6,8.7
2074,DOM,Agriculture,9.7,5.9,13.5
2074,DOM,Barren,0,0,0
2074,DOM,Developed,0,0,0
2074,DOM,Forest,539.8,439.9,747.6
2074,DOM,Grassland,7.8,4.5,10.9
2074,DOM,Shrubland,21.8,13.8,27.8
2074,DOM,SnowIce,0,0,0
2074,DOM,Water,0,0,0
2074,DOM,Wetland,0.1,0.1,0.2
2074,Live,Agriculture,84.4,58,99.1
2074,Live,Barren,0,0,0
2074,Live,Developed,1.2,0.6,1.8
2074,Live,Forest,1138.1,754.6,1335.6
2074,Live,Grassland,13.1,6.4,22.4
2074,Live,Shrubland,111.7,92.6,129.1
2074,Live,SnowIce,0,0,0
