LUC,GCM,RCP,CFE,CFERate,Timestep,Mean,Lower,Upper
BAU,CanESM2,rcp45,High,0.001363884,2037,4685.553843824755,4663.549496774393,4706.028367934059
BAU,CanESM2,rcp45,High,0.001363884,2038,4689.089930605954,4667.221806915427,4711.7052243685675
BAU,CanESM2,rcp45,High,0.001363884,2039,4704.1591835488525,4676.863698218951,4726.020421133741
BAU,CanESM2,rcp45,High,0.001363884,2040,4732.588501588483,4703.661741728255,4755.007642400957
BAU,CanESM2,rcp45,High,0.001363884,2041,4794.066791575581,4766.340832432357,4816.962876938173
BAU,CanESM2,rcp45,High,0.001363884,2042,4815.178115689103,4785.484484418413,4838.728582763359
BAU,CanESM2,rcp45,High,0.001363884,2043,4843.482881085369,4816.186747774474,4868.728961508997
BAU,CanESM2,rcp45,High,0.001363884,2044,4833.268068672746,4808.645747022703,4856.101742128331
BAU,CanESM2,rcp45,High,0.001363884,2045,4822.2037282619585,4797.715822233549,4847.298511307127
BAU,CanESM2,rcp45,High,0.001363884,2046,4795.867788921399,4772.026734456588,4820.101703339019
BAU,CanESM2,rcp45,High,0.001363884,2047,4817.751020235334,4796.284486096899,4844.815562993959
BAU,CanESM2,rcp45,High,0.001363884,2048,4802.530546056124,4782.978525233965,4830.758408214316
BAU,CanESM2,rcp45,High,0.001363884,2049,4794.445214094889,4774.414426429329,4823.357842744606
BAU,CanESM2,rcp45,High,0.001363884,2050,4774.117054255956,4753.1811808420625,4802.894012048147
BAU,CanESM2,rcp45,High,0.001363884,2051,4755.86007712195,4733.650402424505,4782.707804115611
BAU,CanESM2,rcp45,High,0.001363884,2052,4766.3302468004595,4741.445518548972,4791.929230012372
BAU,CanESM2,rcp45,High,0.001363884,2053,4752.874781944512,4729.8804230024,4777.833152778384
BAU,CanESM2,rcp45,High,0.001363884,2054,4763.449703954872,4740.1150169443345,4789.324825395481
BAU,CanESM2,rcp45,High,0.001363884,2055,4821.178008917115,4795.124278198245,4850.650677367629
BAU,CanESM2,rcp45,High,0.001363884,2056,4879.935495755873,4854.236308609587,4911.333347723314
BAU,CanESM2,rcp45,High,0.001363884,2057,4844.977704143572,4819.166052380619,4875.657162511305
BAU,CanESM2,rcp45,High,0.001363884,2058,4860.847723548366,4827.5416685145865,4890.383569274897
BAU,CanESM2,rcp45,High,0.001363884,2059,4814.014816301917,4779.849898289802,4843.050147805904
BAU,CanESM2,rcp45,High,0.001363884,2060,4808.884832317663,4775.965762307097,4837.043451243784
BAU,CanESM2,rcp45,High,0.001363884,2061,4835.485736799103,4801.514752366261,4859.829310410981
BAU,CanESM2,rcp45,High,0.001363884,2062,4829.48867852061,4791.462070064376,4852.419554496244
BAU,CanESM2,rcp45,High,0.001363884,2063,4869.343589147592,4828.884884002729,4894.539297733688
BAU,CanESM2,rcp45,High,0.001363884,2064,4915.9494889618045,4880.0863403934845,4941.985317659492
BAU,CanESM2,rcp45,High,0.001363884,2065,4931.982843696205,4898.097632049344,4955.2761538307805
BAU,CanESM2,rcp45,High,0.001363884,2066,4977.5639998459965,4946.502227234627,5000.0927729172445
BAU,CanESM2,rcp45,High,0.001363884,2067,4985.349148668959,4954.900717191843,5007.699667734318
BAU,CanESM2,rcp45,High,0.001363884,2068,5014.022332126496,4983.076464727845,5033.8267363257
