LUC,GCM,RCP,Timestep,Mean,Lower,Upper
Low,HadGEM2-ES,rcp45,2038,-11.8,-15.6,-8.1
Low,HadGEM2-ES,rcp45,2039,17.3,13.2,21.2
Low,HadGEM2-ES,rcp45,2040,18.2,12.6,22.3
Low,HadGEM2-ES,rcp45,2041,25.7,22.1,29
Low,HadGEM2-ES,rcp45,2042,-29.3,-33.4,-26.2
Low,HadGEM2-ES,rcp45,2043,-36.8,-40.3,-32.4
Low,HadGEM2-ES,rcp45,2044,14.4,9.8,18.1
Low,HadGEM2-ES,rcp45,2045,42.3,37.1,45.8
Low,HadGEM2-ES,rcp45,2046,-30.7,-34.6,-27.3
Low,HadGEM2-ES,rcp45,2047,21.5,17.3,25.1
Low,HadGEM2-ES,rcp45,2048,11,7.4,15.3
Low,HadGEM2-ES,rcp45,2049,-21.4,-25.2,-18.1
Low,HadGEM2-ES,rcp45,2050,-36.3,-40.4,-32.9
Low,HadGEM2-ES,rcp45,2051,0.4,-3.8,3.4
Low,HadGEM2-ES,rcp45,2052,-28.1,-31.8,-25.3
Low,HadGEM2-ES,rcp45,2053,-8.7,-13.8,-4.8
Low,HadGEM2-ES,rcp45,2054,-50.6,-53.3,-47.8
Low,HadGEM2-ES,rcp45,2055,-35.6,-39.3,-32.3
Low,HadGEM2-ES,rcp45,2056,2.3,-1.4,5.7
Low,HadGEM2-ES,rcp45,2057,-25.6,-29.7,-21.3
Low,HadGEM2-ES,rcp45,2058,-13.3,-16.8,-10.6
Low,HadGEM2-ES,rcp45,2059,-27.5,-31.2,-23
Low,HadGEM2-ES,rcp45,2060,21.9,18.4,24.7
Low,HadGEM2-ES,rcp45,2061,22.4,18.6,25.3
Low,HadGEM2-ES,rcp45,2062,30.7,27.1,34.7
Low,HadGEM2-ES,rcp45,2063,-46.5,-49.8,-43.4
Low,HadGEM2-ES,rcp45,2064,2.4,-2,6.7
Low,HadGEM2-ES,rcp45,2065,-13.4,-17.4,-9.4
Low,HadGEM2-ES,rcp45,2066,1.1,-3.1,4.8
Low,HadGEM2-ES,rcp45,2067,-8,-11.9,-4.1
Low,HadGEM2-ES,rcp45,2068,-0.6,-4.5,2.6
Low,HadGEM2-ES,rcp45,2069,-56.3,-60.8,-52.2
Low,HadGEM2-ES,rcp45,2070,-0.5,-4.1,2.7
Low,HadGEM2-ES,rcp45,2071,33.3,28.7,38
Low,HadGEM2-ES,rcp45,2072,-20.1,-23.2,-17.3
Low,HadGEM2-ES,rcp45,2073,16.5,13.3,19.9
Low,HadGEM2-ES,rcp45,2074,25.1,21.3,29.1
Low,HadGEM2-ES,rcp45,2075,11.1,7.8,14.7
Low,HadGEM2-ES,rcp45,2076,-16.4,-19.4,-13
Low,HadGEM2-ES,rcp45,2077,-11.8,-15.3,-8.7
Low,HadGEM2-ES,rcp45,2078,3,-0.9,6.4
Low,HadGEM2-ES,rcp45,2079,-47.2,-51.2,-44
Low,HadGEM2-ES,rcp45,2080,-3,-7.2,0.4
Low,HadGEM2-ES,rcp45,2081,-70.9,-75.6,-65.9
Low,HadGEM2-ES,rcp45,2082,23.6,20.4,26.8
Low,HadGEM2-ES,rcp45,2083,4.3,0.3,7.8
Low,HadGEM2-ES,rcp45,2084,-52.5,-55.9,-49.3
Low,HadGEM2-ES,rcp45,2085,-37.2,-40.6,-33.6
Low,HadGEM2-ES,rcp45,2086,-0.5,-4.8,3.3
Low,HadGEM2-ES,rcp45,2087,66.5,61.9,71.1
Low,HadGEM2-ES,rcp45,2088,14.9,10.4,19.7
Low,HadGEM2-ES,rcp45,2089,29.6,24.8,34.9
Low,HadGEM2-ES,rcp45,2090,-19.5,-25.2,-15
Low,HadGEM2-ES,rcp45,2091,-41.5,-46,-37.7
Low,HadGEM2-ES,rcp45,2092,-32.4,-36.1,-29.3
Low,HadGEM2-ES,rcp45,2093,-30.4,-33.8,-27
Low,HadGEM2-ES,rcp45,2094,12.8,7.7,16.9
Low,HadGEM2-ES,rcp45,2095,-3.2,-8.9,1.2
Low,HadGEM2-ES,rcp45,2096,-31.2,-35.3,-28.1
Low,HadGEM2-ES,rcp45,2097,10.3,5.1,15.4
Low,HadGEM2-ES,rcp45,2098,-31.7,-34.9,-28.6
Low,HadGEM2-ES,rcp45,2099,51.7,46.1,55.9
Low,HadGEM2-ES,rcp45,2100,43.5,38.1,48.1
Low,HadGEM2-ES,rcp45,2101,39.9,33.8,45.6
Low,HadGEM2-ES,rcp85,2002,-27.3,-27.8,-26.9
Low,HadGEM2-ES,rcp85,2003,-6.3,-6.8,-5.7
Low,HadGEM2-ES,rcp85,2004,7.2,6.8,7.7
Low,HadGEM2-ES,rcp85,2005,38.6,38.1,39
Low,HadGEM2-ES,rcp85,2006,4.5,4.1,4.9
Low,HadGEM2-ES,rcp85,2007,-50.1,-50.7,-49.7
Low,HadGEM2-ES,rcp85,2008,-28.7,-29.4,-28.1
Low,HadGEM2-ES,rcp85,2009,-19.3,-20,-18.6
Low,HadGEM2-ES,rcp85,2010,60.1,59.5,60.7
Low,HadGEM2-ES,rcp85,2011,-4.1,-4.7,-3.6
Low,HadGEM2-ES,rcp85,2012,-6.1,-6.9,-5.5
Low,HadGEM2-ES,rcp85,2013,-88.3,-90.8,-86.8
Low,HadGEM2-ES,rcp85,2014,-21,-23.3,-19.3
Low,HadGEM2-ES,rcp85,2015,-43.2,-45.8,-41.3
Low,HadGEM2-ES,rcp85,2016,52.3,49.7,54.3
Low,HadGEM2-ES,rcp85,2017,-69.1,-72.1,-65.8
Low,HadGEM2-ES,rcp85,2018,-4.6,-7.4,-2.3
Low,HadGEM2-ES,rcp85,2019,2.9,-0.7,6
Low,HadGEM2-ES,rcp85,2020,-24.8,-28,-22.9
Low,HadGEM2-ES,rcp85,2021,22.9,19.9,25.3
Low,HadGEM2-ES,rcp85,2022,-14.4,-17.7,-11.8
Low,HadGEM2-ES,rcp85,2023,-4.3,-7.1,-2.2
Low,HadGEM2-ES,rcp85,2024,-13.5,-16.3,-10.7
Low,HadGEM2-ES,rcp85,2025,-15.3,-18.5,-12
Low,HadGEM2-ES,rcp85,2026,14.5,11.1,17.3
Low,HadGEM2-ES,rcp85,2027,30,26.7,33.9
Low,HadGEM2-ES,rcp85,2028,-31,-34.5,-27
Low,HadGEM2-ES,rcp85,2029,49.1,45.4,52.9
Low,HadGEM2-ES,rcp85,2030,41.8,38,46.1
Low,HadGEM2-ES,rcp85,2031,-25,-28.9,-21.5
Low,HadGEM2-ES,rcp85,2032,13.1,9,16.6
Low,HadGEM2-ES,rcp85,2033,40.7,37,44.9
Low,HadGEM2-ES,rcp85,2034,-21.3,-24.9,-18.6
Low,HadGEM2-ES,rcp85,2035,-22.1,-25.7,-19.6
Low,HadGEM2-ES,rcp85,2036,-24.1,-27.1,-21.4
Low,HadGEM2-ES,rcp85,2037,-8.4,-11.7,-5.3
Low,HadGEM2-ES,rcp85,2038,0.4,-3.3,2.9
Low,HadGEM2-ES,rcp85,2039,-0.4,-4.3,2.6
Low,HadGEM2-ES,rcp85,2040,14.3,11.2,17.5
Low,HadGEM2-ES,rcp85,2041,-34.9,-39.7,-31.4
Low,HadGEM2-ES,rcp85,2042,-24.6,-27.7,-22.2
Low,HadGEM2-ES,rcp85,2043,55.9,51.8,59.7
Low,HadGEM2-ES,rcp85,2044,-14.9,-18.3,-11.5
Low,HadGEM2-ES,rcp85,2045,31,27.1,34.8
Low,HadGEM2-ES,rcp85,2046,-24.7,-27.8,-21.5
Low,HadGEM2-ES,rcp85,2047,-45.4,-49.4,-42.6
Low,HadGEM2-ES,rcp85,2048,-15.8,-19.9,-12.8
Low,HadGEM2-ES,rcp85,2049,-43.7,-46.8,-41
Low,HadGEM2-ES,rcp85,2050,54.1,50.5,56.8
Low,HadGEM2-ES,rcp85,2051,-14.7,-18.4,-11.3
Low,HadGEM2-ES,rcp85,2052,-39.7,-43,-37.5
Low,HadGEM2-ES,rcp85,2053,-10.3,-13.9,-6.5
Low,HadGEM2-ES,rcp85,2054,11.1,7,14.9
Low,HadGEM2-ES,rcp85,2055,33.8,30.5,36.9
Low,HadGEM2-ES,rcp85,2056,-42,-45.6,-38.1
Low,HadGEM2-ES,rcp85,2057,-48,-52,-44.6
Low,HadGEM2-ES,rcp85,2058,-50.9,-54.7,-47.2
Low,HadGEM2-ES,rcp85,2059,-59.7,-63.4,-56.2
Low,HadGEM2-ES,rcp85,2060,-5.5,-10.9,-2.3
Low,HadGEM2-ES,rcp85,2061,-11.3,-15.6,-7.6
Low,HadGEM2-ES,rcp85,2062,-21.7,-25.9,-17.6
Low,HadGEM2-ES,rcp85,2063,-50.9,-55,-47.2
Low,HadGEM2-ES,rcp85,2064,-54.9,-58.1,-51.7
Low,HadGEM2-ES,rcp85,2065,-11.6,-14.8,-8.1
Low,HadGEM2-ES,rcp85,2066,-20.6,-24,-15.7
Low,HadGEM2-ES,rcp85,2067,-52,-54.6,-49.2
Low,HadGEM2-ES,rcp85,2068,14.9,10.9,20.4
Low,HadGEM2-ES,rcp85,2069,-12.9,-18.2,-9.2
Low,HadGEM2-ES,rcp85,2070,14.1,9,19.8
Low,HadGEM2-ES,rcp85,2071,-21.7,-26.2,-18.2
Low,HadGEM2-ES,rcp85,2072,-16.1,-21.3,-10.4
Low,HadGEM2-ES,rcp85,2073,-66,-69,-62.8
Low,HadGEM2-ES,rcp85,2074,41.5,35.7,46.4
Low,HadGEM2-ES,rcp85,2075,8.3,3.6,14.2
Low,HadGEM2-ES,rcp85,2076,-21.1,-25.3,-17
Low,HadGEM2-ES,rcp85,2077,11.5,6.5,16.1
Low,HadGEM2-ES,rcp85,2078,-7,-10.9,-2.9
Low,HadGEM2-ES,rcp85,2079,26.6,21.2,32
Low,HadGEM2-ES,rcp85,2080,-30.1,-33.7,-26.4
Low,HadGEM2-ES,rcp85,2081,-38.9,-42.8,-35.2
Low,HadGEM2-ES,rcp85,2082,-45.6,-48.7,-42.6
Low,HadGEM2-ES,rcp85,2083,-17.4,-21.2,-13.8
Low,HadGEM2-ES,rcp85,2084,-4.9,-7.8,-2.3
Low,HadGEM2-ES,rcp85,2085,34.4,31.2,37.8
Low,HadGEM2-ES,rcp85,2086,-4.2,-8.6,-0.8
Low,HadGEM2-ES,rcp85,2087,10.6,6.8,13.7
Low,HadGEM2-ES,rcp85,2088,-46.6,-50.9,-42.6
Low,HadGEM2-ES,rcp85,2089,33.3,29.8,36.7
Low,HadGEM2-ES,rcp85,2090,26.1,21,29.8
Low,HadGEM2-ES,rcp85,2091,-25.4,-29.2,-22
Low,HadGEM2-ES,rcp85,2092,-49.7,-53.5,-46.5
Low,HadGEM2-ES,rcp85,2093,-20.3,-24.2,-16.5
Low,HadGEM2-ES,rcp85,2094,-36.2,-40.3,-32.2
Low,HadGEM2-ES,rcp85,2095,-0.6,-4.3,3.3
Low,HadGEM2-ES,rcp85,2096,-0.3,-3.6,2.9
Low,HadGEM2-ES,rcp85,2097,17.1,13.6,20.5
Low,HadGEM2-ES,rcp85,2098,8.4,4.6,12.4
Low,HadGEM2-ES,rcp85,2099,1.3,-2.7,5.6
Low,HadGEM2-ES,rcp85,2100,1.9,-2.1,5.8
Low,HadGEM2-ES,rcp85,2101,1.9,-2.3,5.3
Low,MIROC5,rcp45,2002,-27.4,-27.9,-26.9
Low,MIROC5,rcp45,2003,-6.3,-6.8,-5.8
Low,MIROC5,rcp45,2004,7.2,6.8,7.6
Low,MIROC5,rcp45,2005,38.6,38.2,39
Low,MIROC5,rcp45,2006,4.5,4,4.9
Low,MIROC5,rcp45,2007,-50.1,-50.5,-49.7
Low,MIROC5,rcp45,2008,-28.7,-29.5,-28.1
Low,MIROC5,rcp45,2009,-19.3,-19.9,-18.6
Low,MIROC5,rcp45,2010,60.1,59.3,60.7
Low,MIROC5,rcp45,2011,-4.2,-4.8,-3.6
Low,MIROC5,rcp45,2012,-6.2,-6.9,-5.5
Low,MIROC5,rcp45,2013,-88.5,-90.8,-86.4
Low,MIROC5,rcp45,2014,-21.3,-23.7,-19.6
Low,MIROC5,rcp45,2015,-43.2,-45.7,-41.4
Low,MIROC5,rcp45,2016,-8.7,-11,-6.6
Low,MIROC5,rcp45,2017,-9.4,-13.4,-6.2
Low,MIROC5,rcp45,2018,32.1,28.8,35
Low,MIROC5,rcp45,2019,26,22,29.7
Low,MIROC5,rcp45,2020,20.6,17,23.3
Low,MIROC5,rcp45,2021,4.3,0.4,7.3
Low,MIROC5,rcp45,2022,-43.2,-45.9,-39.9
Low,MIROC5,rcp45,2023,-27.3,-31.4,-24
Low,MIROC5,rcp45,2024,28.9,25.7,31.5
Low,MIROC5,rcp45,2025,27.1,23.7,31.3
Low,MIROC5,rcp45,2026,10.8,6.6,14.2
Low,MIROC5,rcp45,2027,-15.8,-19,-12.7
Low,MIROC5,rcp45,2028,-20.3,-23.8,-17.2
Low,MIROC5,rcp45,2029,-30.6,-33.5,-27.7
Low,MIROC5,rcp45,2030,18.8,15.3,22.3
Low,MIROC5,rcp45,2031,0.5,-3.3,4
Low,MIROC5,rcp45,2032,47.6,44.2,51
Low,MIROC5,rcp45,2033,-35.5,-39,-32.8
Low,MIROC5,rcp45,2034,-25.2,-29.6,-22.2
Low,MIROC5,rcp45,2035,-51,-54.5,-47.7
Low,MIROC5,rcp45,2036,36.3,33,39.4
Low,MIROC5,rcp45,2037,38.2,35.1,41.8
Low,MIROC5,rcp45,2038,6.1,2.6,8.8
Low,MIROC5,rcp45,2039,44.5,40.4,47.4
Low,MIROC5,rcp45,2040,-59,-62.5,-54.9
Low,MIROC5,rcp45,2041,-20,-23.3,-17
Low,MIROC5,rcp45,2042,32.5,28.6,36.4
Low,MIROC5,rcp45,2043,53.8,50,56.8
Low,MIROC5,rcp45,2044,-45.4,-48.7,-42.3
Low,MIROC5,rcp45,2045,-19.8,-24.3,-15.8
Low,MIROC5,rcp45,2046,-57.2,-60.5,-53.7
Low,MIROC5,rcp45,2047,-22.8,-26.3,-19
Low,MIROC5,rcp45,2048,15.5,11.9,18.7
Low,MIROC5,rcp45,2049,65,61.7,68.3
Low,MIROC5,rcp45,2050,21.4,17.3,25.4
Low,MIROC5,rcp45,2051,6.4,2.7,9.6
Low,MIROC5,rcp45,2052,-43.7,-47.6,-40.1
Low,MIROC5,rcp45,2053,-46.8,-50.4,-43.2
Low,MIROC5,rcp45,2054,-39.5,-42.8,-36.6
Low,MIROC5,rcp45,2055,4.1,-0,7.7
Low,MIROC5,rcp45,2056,13.8,9.3,17.1
Low,MIROC5,rcp45,2057,-25.6,-30,-22.1
Low,MIROC5,rcp45,2058,-44.2,-49.8,-39.6
Low,MIROC5,rcp45,2059,-22.9,-26.3,-20
Low,MIROC5,rcp45,2060,-34.5,-37.4,-31.9
Low,MIROC5,rcp45,2061,-0.8,-4.4,2.3
Low,MIROC5,rcp45,2062,9.1,5.6,12.7
Low,MIROC5,rcp45,2063,25.7,21.3,29.4
Low,MIROC5,rcp45,2064,-8.4,-12.3,-4.8
Low,MIROC5,rcp45,2065,-16.9,-20.1,-13.7
Low,MIROC5,rcp45,2066,-4,-7.5,-1.2
Low,MIROC5,rcp45,2067,-2.6,-6.2,1.1
Low,MIROC5,rcp45,2068,29.9,26.4,33.6
Low,MIROC5,rcp45,2069,-18.3,-22.6,-14.3
Low,MIROC5,rcp45,2070,-5.9,-10.3,-2.9
Low,MIROC5,rcp45,2071,20.6,16.4,24.2
Low,MIROC5,rcp45,2072,-40,-44.4,-36
Low,MIROC5,rcp45,2073,-29.1,-32.7,-25.4
Low,MIROC5,rcp45,2074,-32,-36,-28.4
Low,MIROC5,rcp45,2075,-11.2,-14.8,-7.7
Low,MIROC5,rcp45,2076,-28.7,-32.1,-25.4
Low,MIROC5,rcp45,2077,-12.8,-16.1,-9.4
Low,MIROC5,rcp45,2078,-8.6,-11.6,-5.8
Low,MIROC5,rcp45,2079,-23.4,-26.3,-19.9
Low,MIROC5,rcp45,2080,-22.7,-26.6,-19.3
Low,MIROC5,rcp45,2081,-51.4,-55.7,-48.4
Low,MIROC5,rcp45,2082,53.8,48.9,58.2
Low,MIROC5,rcp45,2083,-19.8,-25.6,-14
Low,MIROC5,rcp45,2084,-30,-33.6,-26.7
Low,MIROC5,rcp45,2085,-50.6,-53.7,-47.5
Low,MIROC5,rcp45,2086,-9.2,-13.2,-5.6
Low,MIROC5,rcp45,2087,-17.8,-21.5,-14.2
Low,MIROC5,rcp45,2088,59,53.7,63
Low,MIROC5,rcp45,2089,-34.2,-37.5,-30.8
Low,MIROC5,rcp45,2090,-12.7,-17.3,-9
Low,MIROC5,rcp45,2091,2.5,-2.1,5.8
Low,MIROC5,rcp45,2092,-38.5,-42,-34.7
Low,MIROC5,rcp45,2093,-28.2,-32.2,-25.2
Low,MIROC5,rcp45,2094,20.4,16.3,23.9
Low,MIROC5,rcp45,2095,-34.8,-38.2,-32
Low,MIROC5,rcp45,2096,-4.3,-8,-0.7
Low,MIROC5,rcp45,2097,5.1,2.1,7.8
Low,MIROC5,rcp45,2098,5.6,1.6,9.1
Low,MIROC5,rcp45,2099,10.3,5.5,15.4
Low,MIROC5,rcp45,2100,9.1,4.3,14.7
Low,MIROC5,rcp45,2101,8.2,4,12.3
Low,MIROC5,rcp85,2002,-27.3,-27.8,-26.9
Low,MIROC5,rcp85,2003,-6.2,-6.7,-5.8
Low,MIROC5,rcp85,2004,7.2,6.8,7.7
Low,MIROC5,rcp85,2005,38.5,38,38.9
Low,MIROC5,rcp85,2006,4.5,4.1,5
Low,MIROC5,rcp85,2007,-50.1,-50.5,-49.6
Low,MIROC5,rcp85,2008,-28.8,-29.4,-28
Low,MIROC5,rcp85,2009,-19.2,-20,-18.6
Low,MIROC5,rcp85,2010,60.1,59.5,60.8
Low,MIROC5,rcp85,2011,-4.1,-4.7,-3.6
Low,MIROC5,rcp85,2012,-6.2,-6.9,-5.4
Low,MIROC5,rcp85,2013,-88.4,-90.6,-86.5
Low,MIROC5,rcp85,2014,-21.2,-23.6,-19.3
Low,MIROC5,rcp85,2015,-43.1,-45.5,-41
Low,MIROC5,rcp85,2016,42.6,40.2,44.6
Low,MIROC5,rcp85,2017,-45.1,-48.5,-42.1
Low,MIROC5,rcp85,2018,-11.1,-14.2,-8.7
Low,MIROC5,rcp85,2019,24.5,21.3,27.4
Low,MIROC5,rcp85,2020,-43.4,-46.5,-40.4
Low,MIROC5,rcp85,2021,-7.2,-12.1,-1.7
Low,MIROC5,rcp85,2022,63,54.8,70.8
Low,MIROC5,rcp85,2023,-35,-40.3,-28.9
Low,MIROC5,rcp85,2024,-27.4,-32.9,-22
Low,MIROC5,rcp85,2025,-3.4,-9.7,2.9
Low,MIROC5,rcp85,2026,26.5,20.5,32.6
Low,MIROC5,rcp85,2027,7.2,1.8,12.5
Low,MIROC5,rcp85,2028,-24.3,-27.7,-20.4
Low,MIROC5,rcp85,2029,-41,-44.5,-38.1
Low,MIROC5,rcp85,2030,-2.4,-8,1.5
Low,MIROC5,rcp85,2031,-25.3,-28.6,-21.9
Low,MIROC5,rcp85,2032,-7.4,-11.2,-4.1
Low,MIROC5,rcp85,2033,16.7,12.6,20.3
Low,MIROC5,rcp85,2034,-9.2,-12.9,-5.6
Low,MIROC5,rcp85,2035,-8.1,-11.4,-4.8
Low,MIROC5,rcp85,2036,-12.4,-16.4,-8.2
Low,MIROC5,rcp85,2037,1.1,-2.5,3.5
Low,MIROC5,rcp85,2038,-33.4,-38.2,-30.1
Low,MIROC5,rcp85,2039,50.9,46.7,54.2
Low,MIROC5,rcp85,2040,-31.2,-35,-27.4
Low,MIROC5,rcp85,2041,17.2,13.1,20.4
Low,MIROC5,rcp85,2042,1.1,-2.2,3.4
Low,MIROC5,rcp85,2043,33.9,30.9,36.4
Low,MIROC5,rcp85,2044,-57.9,-61.4,-54.6
Low,MIROC5,rcp85,2045,-21.2,-24.8,-18
Low,MIROC5,rcp85,2046,-24.2,-27.3,-20.9
Low,MIROC5,rcp85,2047,-18.1,-21.2,-15.3
Low,MIROC5,rcp85,2048,2.1,-0.8,5.3
Low,MIROC5,rcp85,2049,3.6,-0.3,6.6
Low,MIROC5,rcp85,2050,-5.5,-8.9,-2.7
Low,MIROC5,rcp85,2051,-15.6,-18.6,-12.3
Low,MIROC5,rcp85,2052,-34,-37.2,-31.2
Low,MIROC5,rcp85,2053,-30.5,-33.6,-27.8
Low,MIROC5,rcp85,2054,-25.1,-28.3,-22.4
Low,MIROC5,rcp85,2055,44,39.5,48.6
Low,MIROC5,rcp85,2056,39.6,36.1,43.4
Low,MIROC5,rcp85,2057,-61.2,-65.3,-56.3
Low,MIROC5,rcp85,2058,-47.8,-50.8,-45
Low,MIROC5,rcp85,2059,-44,-46.9,-41
Low,MIROC5,rcp85,2060,7.1,4.3,10.1
Low,MIROC5,rcp85,2061,-8.6,-11.2,-5.5
Low,MIROC5,rcp85,2062,-4.7,-8.6,-1.9
Low,MIROC5,rcp85,2063,44.2,40.5,48.3
Low,MIROC5,rcp85,2064,-30.9,-34,-28.3
Low,MIROC5,rcp85,2065,-7.2,-10.6,-3.6
Low,MIROC5,rcp85,2066,-73.2,-76,-70.8
Low,MIROC5,rcp85,2067,8.5,5.3,11.4
Low,MIROC5,rcp85,2068,45.7,41.3,49.9
Low,MIROC5,rcp85,2069,-7.4,-11,-4.1
Low,MIROC5,rcp85,2070,-6.5,-10.4,-3.3
Low,MIROC5,rcp85,2071,-21.9,-25.2,-19.1
Low,MIROC5,rcp85,2072,29.9,25.7,33.7
Low,MIROC5,rcp85,2073,-25.4,-28.9,-22.3
Low,MIROC5,rcp85,2074,73.8,70.2,76.8
Low,MIROC5,rcp85,2075,-3.8,-7,-0.4
Low,MIROC5,rcp85,2076,-48.4,-51.3,-45.5
Low,MIROC5,rcp85,2077,-6.7,-10.6,-3.3
Low,MIROC5,rcp85,2078,-5.7,-10.3,-2.2
Low,MIROC5,rcp85,2079,-7.6,-10.7,-4.2
Low,MIROC5,rcp85,2080,20.3,16.7,23.7
Low,MIROC5,rcp85,2081,18.3,14.6,21.8
Low,MIROC5,rcp85,2082,-45.1,-49.1,-41.8
Low,MIROC5,rcp85,2083,46.7,43.3,49.8
Low,MIROC5,rcp85,2084,-21.4,-25.2,-18
Low,MIROC5,rcp85,2085,-30.3,-34.8,-26.8
Low,MIROC5,rcp85,2086,-39.5,-43.3,-36.4
Low,MIROC5,rcp85,2087,16.6,13.3,20.2
Low,MIROC5,rcp85,2088,-26.7,-31,-22.7
Low,MIROC5,rcp85,2089,-9.3,-12.8,-6.2
Low,MIROC5,rcp85,2090,40.5,36.8,44
Low,MIROC5,rcp85,2091,-21.4,-24.9,-17.6
Low,MIROC5,rcp85,2092,-51.8,-55.5,-48.2
Low,MIROC5,rcp85,2093,-16.1,-19.7,-12.1
Low,MIROC5,rcp85,2094,-3,-7.2,1.7
Low,MIROC5,rcp85,2095,-26.6,-29.1,-23.5
Low,MIROC5,rcp85,2096,-15.8,-20.1,-12
Low,MIROC5,rcp85,2097,15.5,10.4,20.2
Low,MIROC5,rcp85,2098,-8.2,-12.4,-4.2
Low,MIROC5,rcp85,2099,-36.1,-40.1,-31.5
Low,MIROC5,rcp85,2100,-31.1,-35.1,-25.9
Low,MIROC5,rcp85,2101,-28.9,-33.7,-24.8
Medium,CanESM2,rcp45,2002,-27.4,-27.8,-26.9
Medium,CanESM2,rcp45,2003,-6.3,-6.7,-5.9
Medium,CanESM2,rcp45,2004,7.2,6.8,7.7
Medium,CanESM2,rcp45,2005,38.6,38.1,39.1
Medium,CanESM2,rcp45,2006,4.5,4,5
Medium,CanESM2,rcp45,2007,-50.1,-50.5,-49.6
Medium,CanESM2,rcp45,2008,-28.7,-29.3,-28.1
Medium,CanESM2,rcp45,2009,-19.2,-19.8,-18.6
Medium,CanESM2,rcp45,2010,60.1,59.4,60.8
Medium,CanESM2,rcp45,2011,-4.1,-4.7,-3.5
Medium,CanESM2,rcp45,2012,-6.2,-6.9,-5.5
Medium,CanESM2,rcp45,2013,-90.1,-92.6,-87.7
Medium,CanESM2,rcp45,2014,-22.8,-25.7,-19.6
Medium,CanESM2,rcp45,2015,-44.6,-46.9,-42.5
Medium,CanESM2,rcp45,2016,33,30.5,36
Medium,CanESM2,rcp45,2017,-50,-53.9,-46.5
Medium,CanESM2,rcp45,2018,-21.3,-24.3,-18.7
Medium,CanESM2,rcp45,2019,33.1,29.4,37.1
Medium,CanESM2,rcp45,2020,6.1,3.4,8.9
Medium,CanESM2,rcp45,2021,9,6.2,12.4
Medium,CanESM2,rcp45,2022,24.7,20.8,29.5
Medium,CanESM2,rcp45,2023,-8.3,-13.3,-3.2
Medium,CanESM2,rcp45,2024,-25.9,-29.4,-21.9
Medium,CanESM2,rcp45,2025,29.7,25.7,34.5
Medium,CanESM2,rcp45,2026,-8.2,-12.6,-4.2
Medium,CanESM2,rcp45,2027,-32.4,-35.9,-28.9
Medium,CanESM2,rcp45,2028,-7.9,-11.8,-4.4
Medium,CanESM2,rcp45,2029,10.4,6.3,14.4
Medium,CanESM2,rcp45,2030,9.5,4.9,13
Medium,CanESM2,rcp45,2031,24.3,20.2,28.2
Medium,CanESM2,rcp45,2032,-46.5,-49.5,-43.7
Medium,CanESM2,rcp45,2033,-24.1,-26.9,-21.4
Medium,CanESM2,rcp45,2034,14.6,10.8,18.7
Medium,CanESM2,rcp45,2035,-43.9,-47.1,-40.9
Medium,CanESM2,rcp45,2036,-0,-3.3,3.8
Medium,CanESM2,rcp45,2037,-40.7,-43.2,-37.8
Medium,CanESM2,rcp45,2038,-3.6,-6.6,-0.6
Medium,CanESM2,rcp45,2039,7.6,3.3,11.2
Medium,CanESM2,rcp45,2040,18.7,15.8,22.2
Medium,CanESM2,rcp45,2041,46.9,43.8,50.2
Medium,CanESM2,rcp45,2042,11.7,8,15.6
Medium,CanESM2,rcp45,2043,17,14,20.6
Medium,CanESM2,rcp45,2044,-17.7,-20.5,-14.2
Medium,CanESM2,rcp45,2045,-18,-22.2,-12.9
Medium,CanESM2,rcp45,2046,-31.5,-36.3,-27.1
Medium,CanESM2,rcp45,2047,9.8,6,14
Medium,CanESM2,rcp45,2048,-23,-28.4,-18.3
Medium,CanESM2,rcp45,2049,-16.4,-20.4,-11.4
Medium,CanESM2,rcp45,2050,-24.7,-28.8,-20.4
Medium,CanESM2,rcp45,2051,-22.8,-27.2,-18.2
Medium,CanESM2,rcp45,2052,1.6,-2.5,6.2
Medium,CanESM2,rcp45,2053,-20,-24.2,-16.1
Medium,CanESM2,rcp45,2054,-0.3,-3.6,3
Medium,CanESM2,rcp45,2055,40,35.3,43.7
Medium,CanESM2,rcp45,2056,40.9,37.2,44.7
Medium,CanESM2,rcp45,2057,-39.1,-43.7,-35.1
Medium,CanESM2,rcp45,2058,5.8,1,11.5
Medium,CanESM2,rcp45,2059,-50,-53.6,-46.9
Medium,CanESM2,rcp45,2060,-15.9,-19.8,-12.1
Medium,CanESM2,rcp45,2061,11.5,7.9,15.3
Medium,CanESM2,rcp45,2062,-13.1,-17.8,-9.6
Medium,CanESM2,rcp45,2063,24.9,20.6,29.1
Medium,CanESM2,rcp45,2064,31.5,27.1,36.4
Medium,CanESM2,rcp45,2065,5.2,1.5,8.8
Medium,CanESM2,rcp45,2066,29.4,24.8,33.3
Medium,CanESM2,rcp45,2067,0.1,-4.5,5.1
Medium,CanESM2,rcp45,2068,15.7,11.3,19.3
Medium,CanESM2,rcp45,2069,-71.6,-76.2,-66.3
Medium,CanESM2,rcp45,2070,26.5,22.5,30.5
Medium,CanESM2,rcp45,2071,1.6,-2.2,6.1
Medium,CanESM2,rcp45,2072,-56,-59.9,-52.3
Medium,CanESM2,rcp45,2073,-18.4,-22.4,-15.5
Medium,CanESM2,rcp45,2074,-8.2,-11.5,-4.8
