LUC,GCM,RCP,Timestep,Mean,Lower,Upper
Medium,CanESM2,rcp45,2075,33.7,29.5,37.4
Medium,CanESM2,rcp45,2076,0.2,-3.8,4
Medium,CanESM2,rcp45,2077,7,2.8,11.3
Medium,CanESM2,rcp45,2078,61,56.4,65.6
Medium,CanESM2,rcp45,2079,14.1,8.4,18.4
Medium,CanESM2,rcp45,2080,-56.4,-59.8,-52.3
Medium,CanESM2,rcp45,2081,5.9,2.4,9.7
Medium,CanESM2,rcp45,2082,39.4,34.7,43.8
Medium,CanESM2,rcp45,2083,-57.4,-63.3,-52
Medium,CanESM2,rcp45,2084,-12.8,-16.1,-9
Medium,CanESM2,rcp45,2085,30.1,26.1,34.7
Medium,CanESM2,rcp45,2086,-17.7,-21.8,-12.8
Medium,CanESM2,rcp45,2087,48.6,43.8,53.4
Medium,CanESM2,rcp45,2088,-2.7,-7.9,1.1
Medium,CanESM2,rcp45,2089,-15.4,-18.9,-11.6
Medium,CanESM2,rcp45,2090,-63.9,-68,-59.7
Medium,CanESM2,rcp45,2091,-25.7,-29.4,-21.1
Medium,CanESM2,rcp45,2092,23,19,27.8
Medium,CanESM2,rcp45,2093,20.5,16.1,24.4
Medium,CanESM2,rcp45,2094,-9.3,-12.6,-5.7
Medium,CanESM2,rcp45,2095,-47.4,-51.3,-43.1
Medium,CanESM2,rcp45,2096,-36.1,-39.3,-31.3
Medium,CanESM2,rcp45,2097,10,6,13.8
Medium,CanESM2,rcp45,2098,36.4,31.7,41.1
Medium,CanESM2,rcp45,2099,-26.5,-32,-22.1
Medium,CanESM2,rcp45,2100,-9.7,-14.2,-5.6
Medium,CanESM2,rcp45,2101,-7.9,-11.9,-3.6
Medium,CanESM2,rcp85,2002,-27.3,-27.8,-26.9
Medium,CanESM2,rcp85,2003,-6.3,-6.7,-5.9
Medium,CanESM2,rcp85,2004,7.2,6.8,7.6
Medium,CanESM2,rcp85,2005,38.6,38,39.1
Medium,CanESM2,rcp85,2006,4.5,4,5
Medium,CanESM2,rcp85,2007,-50.1,-50.4,-49.6
Medium,CanESM2,rcp85,2008,-28.7,-29.4,-28.1
Medium,CanESM2,rcp85,2009,-19.3,-20,-18.6
Medium,CanESM2,rcp85,2010,60.1,59.4,60.7
Medium,CanESM2,rcp85,2011,-4.2,-4.8,-3.5
Medium,CanESM2,rcp85,2012,-6.2,-7,-5.5
Medium,CanESM2,rcp85,2013,-90,-92.4,-87.4
Medium,CanESM2,rcp85,2014,-22.5,-24.9,-20.1
Medium,CanESM2,rcp85,2015,-44.7,-46.8,-42.4
Medium,CanESM2,rcp85,2016,-28.7,-31.6,-26.2
Medium,CanESM2,rcp85,2017,-39.8,-43.4,-36.1
Medium,CanESM2,rcp85,2018,20.3,18.2,23
Medium,CanESM2,rcp85,2019,44.7,41.2,47.9
Medium,CanESM2,rcp85,2020,57.7,54.6,60.9
Medium,CanESM2,rcp85,2021,-46.8,-49.3,-43.4
Medium,CanESM2,rcp85,2022,-58.2,-61,-54.4
Medium,CanESM2,rcp85,2023,14.6,11,18.4
Medium,CanESM2,rcp85,2024,60.3,56,64.8
Medium,CanESM2,rcp85,2025,18.9,12.8,25.9
Medium,CanESM2,rcp85,2026,-9.8,-14.9,-3.2
Medium,CanESM2,rcp85,2027,-57.5,-61.2,-53.7
Medium,CanESM2,rcp85,2028,-6.4,-11.3,-0.3
Medium,CanESM2,rcp85,2029,-25.2,-29.2,-20
Medium,CanESM2,rcp85,2030,-48.6,-52.2,-45.4
Medium,CanESM2,rcp85,2031,-30.4,-33.8,-27.2
Medium,CanESM2,rcp85,2032,31.9,27.9,37.4
Medium,CanESM2,rcp85,2033,-12.1,-16.2,-8.2
Medium,CanESM2,rcp85,2034,1.7,-2,6.5
Medium,CanESM2,rcp85,2035,-0.7,-4.5,3
Medium,CanESM2,rcp85,2036,12.5,9.1,15.8
Medium,CanESM2,rcp85,2037,-59.2,-63.1,-54.6
Medium,CanESM2,rcp85,2038,-4.8,-9.2,-0.1
Medium,CanESM2,rcp85,2039,-1,-9.2,5.5
Medium,CanESM2,rcp85,2040,33.7,24.3,43.7
Medium,CanESM2,rcp85,2041,-17.4,-25.2,-11
Medium,CanESM2,rcp85,2042,-20.7,-25.6,-14.6
Medium,CanESM2,rcp85,2043,49.5,40.6,57.4
Medium,CanESM2,rcp85,2044,-21.1,-26.7,-14.8
Medium,CanESM2,rcp85,2045,33.8,26.3,40.7
Medium,CanESM2,rcp85,2046,-36.8,-41.5,-32.6
Medium,CanESM2,rcp85,2047,-11.4,-15.5,-6.6
Medium,CanESM2,rcp85,2048,-20.4,-25.2,-15.5
Medium,CanESM2,rcp85,2049,-30.1,-34.4,-26.2
Medium,CanESM2,rcp85,2050,33.8,28.8,39
Medium,CanESM2,rcp85,2051,6.4,2.1,10.4
Medium,CanESM2,rcp85,2052,-35.1,-38,-31.5
Medium,CanESM2,rcp85,2053,11.9,7.9,16
Medium,CanESM2,rcp85,2054,29.8,25.7,33.5
Medium,CanESM2,rcp85,2055,34.3,30.8,38.9
Medium,CanESM2,rcp85,2056,51.9,47.5,55.5
Medium,CanESM2,rcp85,2057,-4.7,-9.7,1
Medium,CanESM2,rcp85,2058,41.5,37.4,45.8
Medium,CanESM2,rcp85,2059,66.1,60.6,70
Medium,CanESM2,rcp85,2060,44.5,39.8,48.3
Medium,CanESM2,rcp85,2061,-69.8,-74.2,-65.2
Medium,CanESM2,rcp85,2062,-58.6,-62.7,-54.2
Medium,CanESM2,rcp85,2063,-71.1,-74.8,-67.9
Medium,CanESM2,rcp85,2064,16.3,12,19.9
Medium,CanESM2,rcp85,2065,74.5,70.2,78.2
Medium,CanESM2,rcp85,2066,-33.9,-36.9,-30.2
Medium,CanESM2,rcp85,2067,-46.8,-50.7,-43.3
Medium,CanESM2,rcp85,2068,66.6,61.9,71.2
Medium,CanESM2,rcp85,2069,-3.9,-8.7,1.4
Medium,CanESM2,rcp85,2070,-8.2,-12.5,-3.5
Medium,CanESM2,rcp85,2071,-1,-4.9,3.1
Medium,CanESM2,rcp85,2072,-19.6,-24,-14.1
Medium,CanESM2,rcp85,2073,-48.4,-51.7,-44.4
Medium,CanESM2,rcp85,2074,-25.3,-28.9,-21.2
Medium,CanESM2,rcp85,2075,-29.7,-34,-26.1
Medium,CanESM2,rcp85,2076,1.9,-1.6,6
Medium,CanESM2,rcp85,2077,58.6,54.7,62.4
Medium,CanESM2,rcp85,2078,5.8,1.5,10.7
Medium,CanESM2,rcp85,2079,-50.6,-54.4,-47.1
Medium,CanESM2,rcp85,2080,61.3,56.5,67.1
Medium,CanESM2,rcp85,2081,58.3,52.8,62.9
Medium,CanESM2,rcp85,2082,20.7,17.2,25.1
Medium,CanESM2,rcp85,2083,-75.3,-79.3,-71
Medium,CanESM2,rcp85,2084,57.7,52.8,62.5
Medium,CanESM2,rcp85,2085,18.6,14,23.1
Medium,CanESM2,rcp85,2086,-38.5,-42.8,-33.4
Medium,CanESM2,rcp85,2087,-72.2,-76.9,-66.5
Medium,CanESM2,rcp85,2088,68.5,63,74.5
Medium,CanESM2,rcp85,2089,34.1,29.3,39.6
Medium,CanESM2,rcp85,2090,-36.1,-42.1,-31.4
Medium,CanESM2,rcp85,2091,-11.4,-17.3,-6.6
Medium,CanESM2,rcp85,2092,47.3,42.6,51.9
Medium,CanESM2,rcp85,2093,-46.8,-51.6,-41.9
Medium,CanESM2,rcp85,2094,-36.1,-41.2,-31.8
Medium,CanESM2,rcp85,2095,-4.7,-10,-0.4
Medium,CanESM2,rcp85,2096,-98.6,-103.6,-93.5
Medium,CanESM2,rcp85,2097,-14.6,-18.4,-10.3
Medium,CanESM2,rcp85,2098,12.9,7.5,17.9
Medium,CanESM2,rcp85,2099,22.6,16.6,29.5
Medium,CanESM2,rcp85,2100,14.4,8.4,22.1
Medium,CanESM2,rcp85,2101,15.9,10.4,21.5
Medium,CNRM-CM5,rcp45,2002,-27.4,-28,-26.9
Medium,CNRM-CM5,rcp45,2003,-6.3,-6.7,-5.9
Medium,CNRM-CM5,rcp45,2004,7.3,6.8,7.7
Medium,CNRM-CM5,rcp45,2005,38.6,38.2,39.1
Medium,CNRM-CM5,rcp45,2006,4.5,4,4.9
Medium,CNRM-CM5,rcp45,2007,-50.1,-50.5,-49.5
Medium,CNRM-CM5,rcp45,2008,-28.8,-29.4,-28.1
Medium,CNRM-CM5,rcp45,2009,-19.3,-19.9,-18.5
Medium,CNRM-CM5,rcp45,2010,60.1,59.5,60.7
Medium,CNRM-CM5,rcp45,2011,-4.1,-4.7,-3.6
Medium,CNRM-CM5,rcp45,2012,-6.1,-6.8,-5.5
Medium,CNRM-CM5,rcp45,2013,-90,-92.5,-87.9
Medium,CNRM-CM5,rcp45,2014,-22.7,-26,-20.2
Medium,CNRM-CM5,rcp45,2015,-44.9,-47.8,-42.2
Medium,CNRM-CM5,rcp45,2016,48.1,45.6,50.9
Medium,CNRM-CM5,rcp45,2017,4.1,0.8,8.1
Medium,CNRM-CM5,rcp45,2018,35.7,33.1,38.8
Medium,CNRM-CM5,rcp45,2019,25.6,22,29.4
Medium,CNRM-CM5,rcp45,2020,25,21.3,29.1
Medium,CNRM-CM5,rcp45,2021,-27.9,-31.3,-24.3
Medium,CNRM-CM5,rcp45,2022,-20.2,-23.6,-15.8
Medium,CNRM-CM5,rcp45,2023,23.7,19.4,27.6
Medium,CNRM-CM5,rcp45,2024,10.5,6.9,14.2
Medium,CNRM-CM5,rcp45,2025,14.8,10.4,19.1
Medium,CNRM-CM5,rcp45,2026,4.8,0.7,8
Medium,CNRM-CM5,rcp45,2027,-2.4,-6.9,1.7
Medium,CNRM-CM5,rcp45,2028,37.7,33.4,41.1
Medium,CNRM-CM5,rcp45,2029,35.3,31.2,40.4
Medium,CNRM-CM5,rcp45,2030,30.1,26.4,33.7
Medium,CNRM-CM5,rcp45,2031,22,18,26
Medium,CNRM-CM5,rcp45,2032,34.4,30.7,37.9
Medium,CNRM-CM5,rcp45,2033,0.5,-2.9,4.4
Medium,CNRM-CM5,rcp45,2034,-54.8,-58,-51
Medium,CNRM-CM5,rcp45,2035,-27.7,-31.1,-24.7
Medium,CNRM-CM5,rcp45,2036,6.8,3.3,10.8
Medium,CNRM-CM5,rcp45,2037,-21.5,-25.3,-17.8
Medium,CNRM-CM5,rcp45,2038,78.3,74.6,82.7
Medium,CNRM-CM5,rcp45,2039,3.3,-0.3,7.8
Medium,CNRM-CM5,rcp45,2040,18.9,14.9,23.9
Medium,CNRM-CM5,rcp45,2041,4,-0.7,8.3
Medium,CNRM-CM5,rcp45,2042,27,21.7,31.3
Medium,CNRM-CM5,rcp45,2043,-9.4,-13.6,-5.5
Medium,CNRM-CM5,rcp45,2044,3.3,-0.7,7.2
Medium,CNRM-CM5,rcp45,2045,40.9,36.7,46.1
Medium,CNRM-CM5,rcp45,2046,-9.1,-13.2,-4.7
Medium,CNRM-CM5,rcp45,2047,-63.9,-68.2,-59.5
Medium,CNRM-CM5,rcp45,2048,-29.5,-35.7,-24.6
Medium,CNRM-CM5,rcp45,2049,22.1,18.1,26.2
Medium,CNRM-CM5,rcp45,2050,-60.8,-65.1,-56.1
Medium,CNRM-CM5,rcp45,2051,51.5,47.3,56
Medium,CNRM-CM5,rcp45,2052,-20.1,-24.8,-16.1
Medium,CNRM-CM5,rcp45,2053,-32.3,-37.1,-28.6
Medium,CNRM-CM5,rcp45,2054,-21.7,-26.3,-16.4
Medium,CNRM-CM5,rcp45,2055,51.2,47.3,54.8
Medium,CNRM-CM5,rcp45,2056,49.5,44.5,54.1
Medium,CNRM-CM5,rcp45,2057,-26.3,-31.3,-22.4
Medium,CNRM-CM5,rcp45,2058,-31.8,-35.8,-27.4
Medium,CNRM-CM5,rcp45,2059,20.2,16.7,24.3
Medium,CNRM-CM5,rcp45,2060,-43.8,-47.4,-39.7
Medium,CNRM-CM5,rcp45,2061,34.2,30.4,38
Medium,CNRM-CM5,rcp45,2062,-51.7,-57.6,-46.5
Medium,CNRM-CM5,rcp45,2063,-19.5,-23.4,-15.3
Medium,CNRM-CM5,rcp45,2064,-14.8,-18.4,-11.2
Medium,CNRM-CM5,rcp45,2065,-14.5,-18.1,-9.4
Medium,CNRM-CM5,rcp45,2066,-27.9,-31.7,-23.7
Medium,CNRM-CM5,rcp45,2067,41.8,37,46.7
Medium,CNRM-CM5,rcp45,2068,-68.4,-72.7,-63.5
Medium,CNRM-CM5,rcp45,2069,7.7,3.7,11.5
Medium,CNRM-CM5,rcp45,2070,10.9,6,15.7
Medium,CNRM-CM5,rcp45,2071,34.1,28.2,40.5
Medium,CNRM-CM5,rcp45,2072,-35.6,-40.5,-31.5
Medium,CNRM-CM5,rcp45,2073,-20.4,-24.6,-14.8
Medium,CNRM-CM5,rcp45,2074,-26.4,-31.3,-22.4
Medium,CNRM-CM5,rcp45,2075,27.5,22.8,32
Medium,CNRM-CM5,rcp45,2076,5.1,0.1,9.5
Medium,CNRM-CM5,rcp45,2077,9.3,4.2,13.2
Medium,CNRM-CM5,rcp45,2078,-29,-33.7,-24.7
Medium,CNRM-CM5,rcp45,2079,-9.2,-14.1,-4.3
Medium,CNRM-CM5,rcp45,2080,3.6,0,7.3
Medium,CNRM-CM5,rcp45,2081,-4.3,-7.9,-0.4
Medium,CNRM-CM5,rcp45,2082,1.7,-3.2,5.4
Medium,CNRM-CM5,rcp45,2083,-3.9,-7.9,0.5
Medium,CNRM-CM5,rcp45,2084,14,9.5,18.2
Medium,CNRM-CM5,rcp45,2085,-45.8,-50.2,-41.2
Medium,CNRM-CM5,rcp45,2086,8.4,3.4,13.7
Medium,CNRM-CM5,rcp45,2087,38,33,41.8
Medium,CNRM-CM5,rcp45,2088,-43.6,-47.8,-40.4
Medium,CNRM-CM5,rcp45,2089,-2.1,-6.9,2.8
Medium,CNRM-CM5,rcp45,2090,0,-3.8,4.1
Medium,CNRM-CM5,rcp45,2091,-26.7,-30.1,-22.4
Medium,CNRM-CM5,rcp45,2092,-8.3,-13.1,-3.1
Medium,CNRM-CM5,rcp45,2093,-48,-52.9,-41.9
Medium,CNRM-CM5,rcp45,2094,50.8,45.1,55.9
Medium,CNRM-CM5,rcp45,2095,46.3,41.2,51.8
Medium,CNRM-CM5,rcp45,2096,-29.6,-33.8,-24.7
Medium,CNRM-CM5,rcp45,2097,-6,-11.2,-2
Medium,CNRM-CM5,rcp45,2098,42.2,36.2,47.6
Medium,CNRM-CM5,rcp45,2099,-53.2,-58,-48.8
Medium,CNRM-CM5,rcp45,2100,-17.2,-21.2,-12.6
Medium,CNRM-CM5,rcp45,2101,-16.8,-21.9,-12.8
Medium,CNRM-CM5,rcp85,2002,-27.4,-27.9,-26.9
Medium,CNRM-CM5,rcp85,2003,-6.3,-6.7,-5.8
Medium,CNRM-CM5,rcp85,2004,7.2,6.8,7.6
Medium,CNRM-CM5,rcp85,2005,38.6,38.1,39.2
Medium,CNRM-CM5,rcp85,2006,4.5,4,5
Medium,CNRM-CM5,rcp85,2007,-50.1,-50.5,-49.6
Medium,CNRM-CM5,rcp85,2008,-28.8,-29.4,-28.2
Medium,CNRM-CM5,rcp85,2009,-19.3,-19.9,-18.5
Medium,CNRM-CM5,rcp85,2010,60.1,59.3,60.7
Medium,CNRM-CM5,rcp85,2011,-4.1,-4.8,-3.6
Medium,CNRM-CM5,rcp85,2012,-6.1,-6.9,-5.4
Medium,CNRM-CM5,rcp85,2013,-90,-92,-87.6
Medium,CNRM-CM5,rcp85,2014,-22.7,-25.2,-20.4
Medium,CNRM-CM5,rcp85,2015,-44.8,-46.7,-42.5
Medium,CNRM-CM5,rcp85,2016,8.6,5.4,11.4
Medium,CNRM-CM5,rcp85,2017,-1.2,-4.1,1.4
Medium,CNRM-CM5,rcp85,2018,-2.1,-4.9,1.3
Medium,CNRM-CM5,rcp85,2019,28.8,25.7,31.7
Medium,CNRM-CM5,rcp85,2020,23.3,20.6,26.5
Medium,CNRM-CM5,rcp85,2021,15.7,12.7,19.1
Medium,CNRM-CM5,rcp85,2022,2.7,-0.4,5.9
Medium,CNRM-CM5,rcp85,2023,-12.8,-15.9,-9.4
Medium,CNRM-CM5,rcp85,2024,61.8,59.1,64.9
Medium,CNRM-CM5,rcp85,2025,42.7,39.6,46.7
Medium,CNRM-CM5,rcp85,2026,-1.3,-5,2.3
Medium,CNRM-CM5,rcp85,2027,20.9,17.3,25.1
Medium,CNRM-CM5,rcp85,2028,-35.9,-39.8,-31.5
Medium,CNRM-CM5,rcp85,2029,-14.9,-19,-11.1
Medium,CNRM-CM5,rcp85,2030,25.6,22.9,29.3
Medium,CNRM-CM5,rcp85,2031,-11.7,-15.4,-7.8
Medium,CNRM-CM5,rcp85,2032,23.4,19.6,27.3
Medium,CNRM-CM5,rcp85,2033,-34.8,-38.1,-31.6
Medium,CNRM-CM5,rcp85,2034,-14.5,-18.5,-10.9
Medium,CNRM-CM5,rcp85,2035,-24.4,-28.5,-20.5
Medium,CNRM-CM5,rcp85,2036,5.8,2.3,9.4
Medium,CNRM-CM5,rcp85,2037,49.7,45.9,53.4
Medium,CNRM-CM5,rcp85,2038,-18.4,-21.4,-14.9
Medium,CNRM-CM5,rcp85,2039,-23.6,-27.7,-20.1
Medium,CNRM-CM5,rcp85,2040,-19.6,-23.5,-16.2
Medium,CNRM-CM5,rcp85,2041,39,35.5,42.1
Medium,CNRM-CM5,rcp85,2042,-9.4,-12.9,-6
Medium,CNRM-CM5,rcp85,2043,-24.1,-27.8,-21.1
Medium,CNRM-CM5,rcp85,2044,7.6,4.5,10.8
Medium,CNRM-CM5,rcp85,2045,24.2,20.8,29
Medium,CNRM-CM5,rcp85,2046,25.7,22.5,30
Medium,CNRM-CM5,rcp85,2047,-53.3,-56.7,-48.9
Medium,CNRM-CM5,rcp85,2048,-11.4,-14.6,-7.8
Medium,CNRM-CM5,rcp85,2049,-19.8,-23.5,-16.8
Medium,CNRM-CM5,rcp85,2050,14.5,11.1,18.3
Medium,CNRM-CM5,rcp85,2051,5.5,2,10.1
Medium,CNRM-CM5,rcp85,2052,24.4,20.3,28.1
Medium,CNRM-CM5,rcp85,2053,19.9,16.7,24.1
Medium,CNRM-CM5,rcp85,2054,26.4,21.8,30.4
Medium,CNRM-CM5,rcp85,2055,43.5,39,47.5
Medium,CNRM-CM5,rcp85,2056,-3,-6.4,0.7
Medium,CNRM-CM5,rcp85,2057,-12.8,-17.2,-7.9
Medium,CNRM-CM5,rcp85,2058,-74.6,-78.4,-70.9
Medium,CNRM-CM5,rcp85,2059,21,17.5,24.7
Medium,CNRM-CM5,rcp85,2060,-37.3,-41.3,-33.3
Medium,CNRM-CM5,rcp85,2061,-14.2,-17.8,-10.5
Medium,CNRM-CM5,rcp85,2062,-19.9,-24.6,-15
Medium,CNRM-CM5,rcp85,2063,-5.1,-9.7,-0.8
Medium,CNRM-CM5,rcp85,2064,-20.1,-25.1,-15.1
Medium,CNRM-CM5,rcp85,2065,-15.6,-20.2,-10.7
Medium,CNRM-CM5,rcp85,2066,-0.7,-5.1,3
Medium,CNRM-CM5,rcp85,2067,21.5,17.1,26.1
Medium,CNRM-CM5,rcp85,2068,-32.1,-35.7,-28.4
Medium,CNRM-CM5,rcp85,2069,10.9,6.4,15.3
Medium,CNRM-CM5,rcp85,2070,10.6,5.9,15
Medium,CNRM-CM5,rcp85,2071,1.7,-3,8.1
Medium,CNRM-CM5,rcp85,2072,-11.6,-15.6,-6.7
Medium,CNRM-CM5,rcp85,2073,-7.6,-12.4,-3.1
Medium,CNRM-CM5,rcp85,2074,-43.5,-46.9,-39.6
Medium,CNRM-CM5,rcp85,2075,13.3,9.2,17.8
Medium,CNRM-CM5,rcp85,2076,-21.5,-26,-16.7
Medium,CNRM-CM5,rcp85,2077,56.2,51,61
Medium,CNRM-CM5,rcp85,2078,10,4.8,15
Medium,CNRM-CM5,rcp85,2079,-16.5,-21,-11.8
Medium,CNRM-CM5,rcp85,2080,-11,-16.1,-6.8
Medium,CNRM-CM5,rcp85,2081,-56,-60.6,-51.8
Medium,CNRM-CM5,rcp85,2082,-20.2,-24.7,-15.1
Medium,CNRM-CM5,rcp85,2083,-4.6,-8.6,-0.7
Medium,CNRM-CM5,rcp85,2084,-26.5,-29.8,-22.9
Medium,CNRM-CM5,rcp85,2085,34.9,30,39.2
Medium,CNRM-CM5,rcp85,2086,15.9,9.6,22
Medium,CNRM-CM5,rcp85,2087,-27.8,-32.5,-22.9
Medium,CNRM-CM5,rcp85,2088,40.3,33.6,46.1
Medium,CNRM-CM5,rcp85,2089,74,65.9,82
Medium,CNRM-CM5,rcp85,2090,-1.5,-7.8,5.1
Medium,CNRM-CM5,rcp85,2091,-8.2,-15.2,-2.2
Medium,CNRM-CM5,rcp85,2092,-64.8,-69.5,-60.3
Medium,CNRM-CM5,rcp85,2093,29.2,24.1,35.3
Medium,CNRM-CM5,rcp85,2094,-9,-13.5,-3.4
Medium,CNRM-CM5,rcp85,2095,27.4,21.9,33.3
Medium,CNRM-CM5,rcp85,2096,-72.4,-77.4,-66.9
Medium,CNRM-CM5,rcp85,2097,-4.4,-8.9,0.5
Medium,CNRM-CM5,rcp85,2098,-21.3,-25.1,-16.6
Medium,CNRM-CM5,rcp85,2099,3.4,-1.2,7.8
Medium,CNRM-CM5,rcp85,2100,-21.7,-26.4,-17.6
Medium,CNRM-CM5,rcp85,2101,-18,-22.1,-14.6
Medium,HadGEM2-ES,rcp45,2002,-27.3,-27.9,-26.8
Medium,HadGEM2-ES,rcp45,2003,-6.3,-6.7,-5.8
Medium,HadGEM2-ES,rcp45,2004,7.2,6.8,7.7
Medium,HadGEM2-ES,rcp45,2005,38.6,38.2,39
Medium,HadGEM2-ES,rcp45,2006,4.5,4.1,5
Medium,HadGEM2-ES,rcp45,2007,-50.1,-50.5,-49.6
Medium,HadGEM2-ES,rcp45,2008,-28.8,-29.6,-28
Medium,HadGEM2-ES,rcp45,2009,-19.2,-20,-18.6
Medium,HadGEM2-ES,rcp45,2010,60.1,59.5,60.7
Medium,HadGEM2-ES,rcp45,2011,-4.2,-4.7,-3.6
Medium,HadGEM2-ES,rcp45,2012,-6.2,-7,-5.4
Medium,HadGEM2-ES,rcp45,2013,-90.1,-92.6,-87.1
Medium,HadGEM2-ES,rcp45,2014,-22.6,-25.4,-19.7
Medium,HadGEM2-ES,rcp45,2015,-44.7,-47,-41.8
Medium,HadGEM2-ES,rcp45,2016,3.8,1.6,6.2
Medium,HadGEM2-ES,rcp45,2017,19.7,16.7,23.7
Medium,HadGEM2-ES,rcp45,2018,-34.2,-38.2,-31
Medium,HadGEM2-ES,rcp45,2019,-38,-40.7,-34.9
Medium,HadGEM2-ES,rcp45,2020,-39.4,-42.4,-36
Medium,HadGEM2-ES,rcp45,2021,23.8,20.6,27
Medium,HadGEM2-ES,rcp45,2022,-4.6,-7.8,-1.1
Medium,HadGEM2-ES,rcp45,2023,-16.3,-19.2,-13.6
Medium,HadGEM2-ES,rcp45,2024,12.9,9.8,16
Medium,HadGEM2-ES,rcp45,2025,15.2,12.4,18.1
Medium,HadGEM2-ES,rcp45,2026,20,16.3,24
Medium,HadGEM2-ES,rcp45,2027,-74.2,-79.3,-69.4
Medium,HadGEM2-ES,rcp45,2028,-17,-20.4,-13
Medium,HadGEM2-ES,rcp45,2029,9,4.1,13.9
Medium,HadGEM2-ES,rcp45,2030,-4,-9,1.5
Medium,HadGEM2-ES,rcp45,2031,-5.5,-10.8,0.2
Medium,HadGEM2-ES,rcp45,2032,13.5,8.7,18.5
Medium,HadGEM2-ES,rcp45,2033,-37.4,-41.5,-33.6
Medium,HadGEM2-ES,rcp45,2034,-40.6,-44.7,-35.6
Medium,HadGEM2-ES,rcp45,2035,5.2,2.1,8.8
Medium,HadGEM2-ES,rcp45,2036,37.5,33.3,41.7
Medium,HadGEM2-ES,rcp45,2037,11.8,8.2,15.8
Medium,HadGEM2-ES,rcp45,2038,-13.6,-17.7,-9.5
Medium,HadGEM2-ES,rcp45,2039,15.5,10.6,19.3
Medium,HadGEM2-ES,rcp45,2040,15.9,11.7,20.3
Medium,HadGEM2-ES,rcp45,2041,23.7,18.8,28
Medium,HadGEM2-ES,rcp45,2042,-30.2,-33.7,-26.9
Medium,HadGEM2-ES,rcp45,2043,-38.2,-41.5,-34.3
Medium,HadGEM2-ES,rcp45,2044,12.7,8.8,17.2
Medium,HadGEM2-ES,rcp45,2045,40.2,36.4,43.8
Medium,HadGEM2-ES,rcp45,2046,-32.5,-36.7,-28.8
Medium,HadGEM2-ES,rcp45,2047,19.6,15.8,23.9
Medium,HadGEM2-ES,rcp45,2048,9.7,5.9,14.3
Medium,HadGEM2-ES,rcp45,2049,-22.7,-27.2,-18.5
Medium,HadGEM2-ES,rcp45,2050,-37.5,-41.3,-32.8
Medium,HadGEM2-ES,rcp45,2051,-1.2,-5.1,2.9
Medium,HadGEM2-ES,rcp45,2052,-29.2,-32.3,-25.8
Medium,HadGEM2-ES,rcp45,2053,-10.5,-14.2,-7.3
Medium,HadGEM2-ES,rcp45,2054,-51.9,-55.4,-48.8
Medium,HadGEM2-ES,rcp45,2055,-36.7,-40.1,-33.7
Medium,HadGEM2-ES,rcp45,2056,1.2,-2,4.1
Medium,HadGEM2-ES,rcp45,2057,-26.7,-30.4,-23.2
Medium,HadGEM2-ES,rcp45,2058,-14.6,-18.2,-10.7
Medium,HadGEM2-ES,rcp45,2059,-28.5,-31.6,-24.9
Medium,HadGEM2-ES,rcp45,2060,20,16.5,23.6
Medium,HadGEM2-ES,rcp45,2061,20.8,16.6,24.8
Medium,HadGEM2-ES,rcp45,2062,28.9,24.7,32.3
Medium,HadGEM2-ES,rcp45,2063,-47.1,-49.9,-43.6
Medium,HadGEM2-ES,rcp45,2064,1,-3.4,4.8
Medium,HadGEM2-ES,rcp45,2065,-14.4,-17.6,-11.3
Medium,HadGEM2-ES,rcp45,2066,0.3,-3.7,3.7
Medium,HadGEM2-ES,rcp45,2067,-9,-13.2,-4.8
Medium,HadGEM2-ES,rcp45,2068,-1.8,-5.1,2
Medium,HadGEM2-ES,rcp45,2069,-56.7,-60.9,-51.6
Medium,HadGEM2-ES,rcp45,2070,-1.6,-5,1.1
Medium,HadGEM2-ES,rcp45,2071,32,27.3,36.5
Medium,HadGEM2-ES,rcp45,2072,-20.7,-23.7,-17.8
Medium,HadGEM2-ES,rcp45,2073,15.1,11.7,18.3
Medium,HadGEM2-ES,rcp45,2074,23.7,19.8,27.8
Medium,HadGEM2-ES,rcp45,2075,10.2,6.9,14.3
Medium,HadGEM2-ES,rcp45,2076,-16.9,-20.8,-13.7
Medium,HadGEM2-ES,rcp45,2077,-12.8,-16.9,-9.1
Medium,HadGEM2-ES,rcp45,2078,1.8,-3.5,5.7
Medium,HadGEM2-ES,rcp45,2079,-47.7,-51.5,-43.7
Medium,HadGEM2-ES,rcp45,2080,-3.6,-7,0.6
Medium,HadGEM2-ES,rcp45,2081,-71.1,-77.2,-65.7
Medium,HadGEM2-ES,rcp45,2082,22,18.4,25.5
Medium,HadGEM2-ES,rcp45,2083,3.9,0.4,8.2
Medium,HadGEM2-ES,rcp45,2084,-52,-55.5,-48.3
Medium,HadGEM2-ES,rcp45,2085,-38.2,-42.2,-33.9
Medium,HadGEM2-ES,rcp45,2086,-1.4,-5.6,3.2
Medium,HadGEM2-ES,rcp45,2087,64.7,60.1,69.8
Medium,HadGEM2-ES,rcp45,2088,13.4,9.5,17.8
Medium,HadGEM2-ES,rcp45,2089,28.5,23.7,33.2
Medium,HadGEM2-ES,rcp45,2090,-19.8,-24,-15.1
Medium,HadGEM2-ES,rcp45,2091,-41.6,-46.2,-37.6
Medium,HadGEM2-ES,rcp45,2092,-32.9,-37,-29.2
