LUC,GCM,RCP,Flux,Mean,Lower,Upper
High,HadGEM2-ES,rcp45,Harvest (Urban),6.60481804812473,6.2137073640831355,6.990857490448974
High,HadGEM2-ES,rcp45,Leaching,182.27102263674118,181.7465362016519,182.91826932595137
High,HadGEM2-ES,rcp45,LULCC,3177.814820715383,3121.6841150848213,3213.6452958852487
High,HadGEM2-ES,rcp45,Mortality,955.1277640167202,913.6375741547643,987.7094942910817
High,HadGEM2-ES,rcp45,Mortality (Fire),171.04459229985846,159.903560246511,180.82745225627076
High,HadGEM2-ES,rcp45,Mortality (Harvest),148.7619404083931,142.95206046283477,154.17885921787155
High,HadGEM2-ES,rcp45,Mortality (Insects),1015.9718650191348,918.8522248777465,1112.5611351920231
High,HadGEM2-ES,rcp45,NECB,-657.1537039218141,-704.5686868146179,-612.9375059423529
High,HadGEM2-ES,rcp45,NEP,2520.661116793569,2445.2386064520924,2598.5018458952213
High,HadGEM2-ES,rcp45,NPP,11819.083026482293,11716.283549770895,11927.147408953984
High,HadGEM2-ES,rcp45,Rh,9298.421909688725,9257.326821560851,9333.728993391442
High,HadGEM2-ES,rcp85,Emission (AgExpand),56.70597511163269,54.67180761378865,58.586312319352494
