GCM,RCP,Year,Mean,Mean5,Mean10,Variable
HadGEM2-ES,rcp45,2075,16.57096534594358,17.09757848740953,17.26887287886736,Mean Annual Temperature
HadGEM2-ES,rcp85,2075,19.176338231570583,18.978875178990425,19.05352376575186,Mean Annual Temperature
MIROC5,rcp45,2075,15.529147359904128,16.36524084538157,16.374503103856636,Mean Annual Temperature
MIROC5,rcp85,2075,16.277655305229597,17.304509750826846,17.279980538875503,Mean Annual Temperature
CanESM2-ES,rcp45,2076,16.545054698430597,16.819002551989247,16.812972968937316,Mean Annual Temperature
CanESM2-ES,rcp85,2076,19.41575524227258,18.810755174238782,18.935933932440605,Mean Annual Temperature
CNRM-CM5,rcp45,2076,15.92061401233808,16.32587410283549,16.278314295416227,Mean Annual Temperature
CNRM-CM5,rcp85,2076,18.36286788939,17.928610690429196,17.903366794541967,Mean Annual Temperature
HadGEM2-ES,rcp45,2076,17.72472680812219,17.205853771892613,17.22100919723607,Mean Annual Temperature
HadGEM2-ES,rcp85,2076,18.55988283829907,19.098579933357424,19.131340184082372,Mean Annual Temperature
MIROC5,rcp45,2076,17.133234738178302,16.45934041347598,16.420453995430023,Mean Annual Temperature
MIROC5,rcp85,2076,17.66571775730026,17.341169280535855,17.34036968607691,Mean Annual Temperature
CanESM2-ES,rcp45,2077,17.097734025761252,16.783158072598276,16.868546785629324,Mean Annual Temperature
CanESM2-ES,rcp85,2077,18.748650805864518,18.78057402530977,18.93849661646617,Mean Annual Temperature
CNRM-CM5,rcp45,2077,16.99731393530333,16.245431642962487,16.32117101554771,Mean Annual Temperature
CNRM-CM5,rcp85,2077,17.518610302704776,17.763511683297065,18.011809380107017,Mean Annual Temperature
HadGEM2-ES,rcp45,2077,16.924717868926564,17.2428329435838,17.29713922645802,Mean Annual Temperature
HadGEM2-ES,rcp85,2077,19.097985858547716,19.233523949121295,19.143672338912772,Mean Annual Temperature
MIROC5,rcp45,2077,16.416236634801418,16.306385969284218,16.354360095320377,Mean Annual Temperature
MIROC5,rcp85,2077,17.48611388977594,17.359996734319495,17.4392392560465,Mean Annual Temperature
CanESM2-ES,rcp45,2078,16.245028748571208,16.785320943875565,16.916957020350928,Mean Annual Temperature
CanESM2-ES,rcp85,2078,18.944372563492944,18.960549059995778,18.967682468289816,Mean Annual Temperature
CNRM-CM5,rcp45,2078,16.443598020953356,16.25873181983206,16.284539853274424,Mean Annual Temperature
CNRM-CM5,rcp85,2078,17.944410551759834,17.934249398327854,18.011584072257847,Mean Annual Temperature
HadGEM2-ES,rcp45,2078,17.56428733043548,17.5481788342871,17.21784937944941,Mean Annual Temperature
HadGEM2-ES,rcp85,2078,19.39941483458968,19.222539107615496,19.205344165128245,Mean Annual Temperature
MIROC5,rcp45,2078,16.53986754793045,16.537491090323098,16.411424045015966,Mean Annual Temperature
MIROC5,rcp85,2078,17.70317064704353,17.446113219771878,17.482546096599567,Mean Annual Temperature
CanESM2-ES,rcp45,2079,16.889145433915022,16.832198282509232,16.860978683822665,Mean Annual Temperature
CanESM2-ES,rcp85,2079,18.886055117448283,18.943854064704432,18.986123958482988,Mean Annual Temperature
CNRM-CM5,rcp45,2079,15.985561633694255,16.476158808596054,16.236381108616065,Mean Annual Temperature
CNRM-CM5,rcp85,2079,17.438984299106814,17.96299370867063,18.02242824722959,Mean Annual Temperature
HadGEM2-ES,rcp45,2079,17.42946736449118,17.396488518968752,17.152825182504994,Mean Annual Temperature
HadGEM2-ES,rcp85,2079,19.933997982599426,19.39012262462037,19.176679907301676,Mean Annual Temperature
MIROC5,rcp45,2079,15.913443565606798,16.50391131943027,16.398420033184017,Mean Annual Temperature
MIROC5,rcp85,2079,17.66732607224815,17.426881087924897,17.54479404125933,Mean Annual Temperature
CanESM2-ES,rcp45,2080,17.149641812699745,16.866103508536092,16.81014296820802,Mean Annual Temperature
CanESM2-ES,rcp85,2080,18.80791157090055,18.982237104962906,19.130393496742368,Mean Annual Temperature
CNRM-CM5,rcp45,2080,15.946571496871297,16.33338589889589,16.258368301144824,Mean Annual Temperature
CNRM-CM5,rcp85,2080,18.406373948677835,18.152211513026835,18.153004822297937,Mean Annual Temperature
HadGEM2-ES,rcp45,2080,18.097694799460093,17.496699965506515,17.19971344817617,Mean Annual Temperature
HadGEM2-ES,rcp85,2080,19.121414024041584,19.30846949883512,19.230462074172912,Mean Annual Temperature
MIROC5,rcp45,2080,16.68467296509852,16.34347934525918,16.437585953003314,Mean Annual Temperature
MIROC5,rcp85,2080,16.70823773249151,17.57396876126615,17.653280403391598,Mean Annual Temperature
CanESM2-ES,rcp45,2081,16.77944139159895,17.01491148871261,16.72938126557599,Mean Annual Temperature
CanESM2-ES,rcp85,2081,19.332280265815864,19.124609762340846,19.05131363882889,Mean Annual Temperature
CNRM-CM5,rcp45,2081,17.007748956158043,16.243205603713363,16.32513313258547,Mean Annual Temperature
CNRM-CM5,rcp85,2081,18.50658944110389,18.0945574540865,18.230915076423305,Mean Annual Temperature
HadGEM2-ES,rcp45,2081,16.96627523153045,17.229844987006206,17.154129826743002,Mean Annual Temperature
HadGEM2-ES,rcp85,2081,19.397800423323442,19.31210839689907,19.241436133135046,Mean Annual Temperature
MIROC5,rcp45,2081,16.96533588371416,16.363507676555948,16.32856770936102,Mean Annual Temperature
MIROC5,rcp85,2081,17.569557098065353,17.62392291266328,17.656059433516653,Mean Annual Temperature
CanESM2-ES,rcp45,2082,17.267260155895546,16.93879929504706,16.739767919570376,Mean Annual Temperature
CanESM2-ES,rcp85,2082,18.94056600715689,19.191673891656205,19.07499070654935,Mean Annual Temperature
CNRM-CM5,rcp45,2082,16.283449386802506,16.227330574269647,16.30191798931029,Mean Annual Temperature
CNRM-CM5,rcp85,2082,18.46469932448579,18.281344811162125,18.343079184084583,Mean Annual Temperature
HadGEM2-ES,rcp45,2082,17.42577510161538,17.06281742142619,17.149788515916896,Mean Annual Temperature
HadGEM2-ES,rcp85,2082,18.689720229621457,19.119835865482052,19.27679714029586,Mean Annual Temperature
MIROC5,rcp45,2082,15.614076763945972,16.490454097083816,16.327268217347555,Mean Annual Temperature
MIROC5,rcp85,2082,18.2215522564822,17.72959134819917,17.68228570650777,Mean Annual Temperature
CanESM2-ES,rcp45,2083,16.989068649453795,16.834964992540474,16.75414848402001,Mean Annual Temperature
