Timestep,Flux,Mean,Lower,Upper
2006,Emission (Fire),4.9,4.7,5.1
2006,Emission (Orchard Removal),0.1,0,0.1
2006,Emission (Urban),0.8,0.7,1
2006,Harvest (AgExpand),0.1,0,0.1
2006,Harvest (Clearcut),3.2,2.9,3.5
2006,Harvest (Grain),11.7,11.7,11.7
2006,Harvest (Straw),8.6,8.6,8.7
2006,Harvest (Thinning),0.9,0.8,1
2006,Harvest (Urban),0.1,0.1,0.2
2006,Leaching,2.3,2.3,2.3
2006,LULCC,43,42.5,43.5
2006,Mortality,15.8,15.6,16.1
2006,Mortality (Fire),3.2,3,3.5
2006,Mortality (Harvest),1.6,1.4,1.8
2006,Mortality (Insects),1.2,1.2,1.2
2006,NECB,4.5,4,5
2006,NEP,47.5,47.4,47.6
2006,NPP,168.6,168.5,168.8
2006,Rh,121.1,121,121.1
2007,Emission (AgExpand),0.6,0.5,0.7
2007,Emission (Biomass),9.3,9.3,9.3
2007,Emission (Clearcut),0.4,0.4,0.5
2007,Emission (Fire),5,4.8,5.1
2007,Emission (Orchard Removal),0.1,0,0.2
2007,Emission (Urban),0.6,0.5,0.7
2007,Harvest (AgExpand),0.1,0,0.1
2007,Harvest (Clearcut),3.4,3.1,3.8
2007,Harvest (Grain),8.2,8.1,8.2
2007,Harvest (Straw),5.5,5.5,5.5
2007,Harvest (Thinning),0.9,0.8,1
2007,Harvest (Urban),0.1,0,0.1
2007,Leaching,2.3,2.3,2.3
2007,LULCC,36.4,35.9,36.9
2007,Mortality,15.8,15.5,16
2007,Mortality (Fire),3.3,3.1,3.5
2007,Mortality (Harvest),1.7,1.5,1.9
2007,Mortality (Insects),1.5,1.4,1.5
2007,NECB,-50.1,-50.5,-49.5
2007,NEP,-13.7,-13.7,-13.6
2007,NPP,108.2,108.1,108.3
2007,Rh,121.9,121.9,121.9
2008,Emission (AgExpand),0.6,0.5,0.7
2008,Emission (Biomass),9.2,9.2,9.3
2008,Emission (Clearcut),0.6,0.6,0.7
2008,Emission (Fire),14.4,14,14.8
2008,Emission (Orchard Removal),0.2,0.1,0.4
2008,Emission (Urban),0.6,0.5,0.7
2008,Harvest (AgExpand),0.1,0,0.1
2008,Harvest (Clearcut),5,4.6,5.4
2008,Harvest (Grain),8.6,8.6,8.7
2008,Harvest (Straw),5.8,5.8,5.9
2008,Harvest (Thinning),1.1,1,1.2
2008,Harvest (Urban),0.1,0,0.1
2008,Leaching,2.3,2.3,2.3
2008,LULCC,48.7,48,49.3
2008,Mortality,23.3,22.8,23.8
2008,Mortality (Fire),10.1,9.7,10.6
2008,Mortality (Harvest),2.5,2.3,2.7
2008,Mortality (Insects),0.6,0.6,0.6
2008,NECB,-28.7,-29.4,-28.1
2008,NEP,19.9,19.8,20
2008,NPP,138.5,138.4,138.6
2008,Rh,118.6,118.6,118.6
2009,Emission (AgExpand),0.4,0.4,0.5
2009,Emission (Biomass),9.1,9.1,9.1
2009,Emission (Clearcut),0.5,0.4,0.5
2009,Emission (Fire),2.6,2.4,2.7
2009,Emission (Orchard Removal),0.7,0.3,1.2
2009,Emission (Urban),0.4,0.3,0.5
2009,Harvest (AgExpand),0.1,0,0.1
2009,Harvest (Clearcut),3.9,3.6,4.3
2009,Harvest (Grain),8.9,8.9,9
2009,Harvest (Straw),6,5.9,6
2009,Harvest (Thinning),0.7,0.6,0.8
2009,Harvest (Urban),0.1,0,0.1
2009,Leaching,2.3,2.3,2.3
2009,LULCC,35.7,35,36.4
2009,Mortality,14.1,13.9,14.4
2009,Mortality (Fire),1.7,1.6,1.9
2009,Mortality (Harvest),2,1.8,2.2
2009,Mortality (Insects),1.1,1,1.1
2009,NECB,-19.2,-19.9,-18.6
2009,NEP,16.4,16.3,16.6
2009,NPP,132.6,132.4,132.7
2009,Rh,116.1,116.1,116.2
2010,Emission (AgExpand),0.5,0.4,0.6
2010,Emission (Biomass),9.2,9.2,9.2
2010,Emission (Clearcut),0.3,0.2,0.3
2010,Emission (Fire),0.4,0.3,0.4
2010,Emission (Orchard Removal),0.8,0.3,1.3
2010,Emission (Urban),0.5,0.4,0.6
2010,Harvest (AgExpand),0.1,0,0.1
2010,Harvest (Clearcut),2.1,1.8,2.4
2010,Harvest (Grain),13.8,13.7,13.9
2010,Harvest (Straw),9.9,9.8,9.9
2010,Harvest (Thinning),0.3,0.3,0.4
2010,Harvest (Urban),0.1,0,0.1
2010,Leaching,2.3,2.3,2.3
2010,LULCC,40,39.4,40.7
2010,Mortality,11.9,11.7,12
2010,Mortality (Fire),0.2,0.2,0.3
2010,Mortality (Harvest),1,0.9,1.2
2010,Mortality (Insects),2.2,2.1,2.3
2010,NECB,60.1,59.5,60.8
2010,NEP,100.1,99.9,100.4
2010,NPP,209.4,209.1,209.6
2010,Rh,109.2,109.2,109.3
2011,Emission (AgExpand),0.3,0.3,0.4
2011,Emission (Biomass),9.2,9.2,9.2
2011,Emission (Clearcut),0.3,0.2,0.3
2011,Emission (Fire),0.6,0.5,0.6
2011,Emission (Orchard Removal),0.8,0.3,1.3
2011,Emission (Urban),0.3,0.2,0.4
2011,Harvest (AgExpand),0,0,0.1
2011,Harvest (Clearcut),2.1,1.8,2.4
2011,Harvest (Grain),11.2,11.1,11.3
2011,Harvest (Straw),7.7,7.6,7.7
2011,Harvest (Thinning),0.3,0.3,0.4
2011,Harvest (Urban),0,0,0.1
2011,Leaching,2.3,2.3,2.3
2011,LULCC,35.1,34.5,35.7
2011,Mortality,11.9,11.8,12.1
2011,Mortality (Fire),0.3,0.3,0.4
2011,Mortality (Harvest),1,0.9,1.2
2011,Mortality (Insects),1.5,1.4,1.5
2011,NECB,-4.1,-4.8,-3.5
2011,NEP,31,30.8,31.1
2011,NPP,144.4,144.2,144.6
2011,Rh,113.4,113.4,113.5
2012,Emission (AgExpand),0.3,0.3,0.4
2012,Emission (Biomass),9.2,9.2,9.2
2012,Emission (Clearcut),0.3,0.2,0.3
2012,Emission (Fire),4.2,4,4.4
2012,Emission (Orchard Removal),0.9,0.4,1.5
2012,Emission (Urban),0.3,0.2,0.4
2012,Harvest (AgExpand),0,0,0.1
2012,Harvest (Clearcut),2.1,1.8,2.4
2012,Harvest (Grain),10.9,10.8,11
2012,Harvest (Straw),7.4,7.4,7.5
2012,Harvest (Thinning),0.3,0.3,0.4
2012,Harvest (Urban),0,0,0.1
2012,Leaching,2.3,2.3,2.3
2012,LULCC,38.4,37.7,39.1
2012,Mortality,14.4,14.2,14.7
2012,Mortality (Fire),2.8,2.6,3
2012,Mortality (Harvest),1.1,0.9,1.2
2012,Mortality (Insects),1.8,1.7,1.8
2012,NECB,-6.2,-6.9,-5.4
2012,NEP,32.2,32.1,32.4
2012,NPP,155.9,155.7,156.1
2012,Rh,123.7,123.6,123.8
2013,Emission (AgExpand),0.4,0.1,0.8
2013,Emission (Biomass),8.9,8.9,8.9
2013,Emission (Clearcut),0.4,0.1,0.6
2013,Emission (Fire),3.7,3.5,3.8
2013,Emission (Orchard Removal),1,0.4,1.6
2013,Emission (Urban),0.7,0.4,1.4
2013,Harvest (AgExpand),0.1,0,0.2
2013,Harvest (Clearcut),3.1,1.1,5
2013,Harvest (Grain),6.5,6.4,6.5
2013,Harvest (Straw),3.8,3.8,3.8
2013,Harvest (Thinning),0.7,0.2,1.1
2013,Harvest (Urban),0.1,0,0.2
2013,Leaching,2.3,2.3,2.3
2013,LULCC,31.6,28.8,34.7
2013,Mortality,14.3,13.3,15.3
2013,Mortality (Fire),2.5,2.3,2.7
2013,Mortality (Harvest),1.5,0.6,2.5
2013,Mortality (Insects),1.2,1.1,1.2
2013,NECB,-89.8,-92.9,-87
2013,NEP,-58.2,-58.3,-58.2
2013,NPP,63.7,63.6,63.8
2013,Rh,121.9,121.8,122
2014,Emission (AgExpand),0.4,0.2,0.8
2014,Emission (Biomass),8.9,8.9,8.9
2014,Emission (Clearcut),0.4,0.1,0.6
2014,Emission (Fire),4.6,4.4,4.8
2014,Emission (Orchard Removal),1,0.4,1.6
2014,Emission (Urban),0.8,0.4,1.2
2014,Harvest (AgExpand),0.1,0,0.2
2014,Harvest (Clearcut),3.1,1.2,5
2014,Harvest (Grain),8.9,8.8,9
2014,Harvest (Straw),5.8,5.7,5.8
2014,Harvest (Thinning),0.7,0.2,1.1
2014,Harvest (Urban),0.1,0,0.2
2014,Leaching,2.3,2.3,2.3
2014,LULCC,37,34.1,39.9
2014,Mortality,14.9,14,15.9
2014,Mortality (Fire),3.2,3,3.5
2014,Mortality (Harvest),1.5,0.6,2.5
2014,Mortality (Insects),2.2,2.2,2.3
2014,NECB,-22.5,-25.5,-19.6
2014,NEP,14.5,14.3,14.7
2014,NPP,142.4,142.1,142.7
2014,Rh,127.9,127.8,128
2015,Emission (AgExpand),0.4,0.1,0.8
2015,Emission (Biomass),8.8,8.7,8.8
2015,Emission (Clearcut),0.4,0.1,0.6
2015,Emission (Fire),6.7,6.5,7
2015,Emission (Orchard Removal),1.1,0.5,1.8
2015,Emission (Urban),0.8,0.4,1.4
2015,Harvest (AgExpand),0.1,0,0.2
2015,Harvest (Clearcut),3.1,1.2,5.1
2015,Harvest (Grain),7.8,7.7,7.8
2015,Harvest (Straw),4.8,4.8,4.9
2015,Harvest (Thinning),0.7,0.2,1.1
2015,Harvest (Urban),0.1,0,0.2
2015,Leaching,2.3,2.3,2.3
2015,LULCC,37,34,39.9
2015,Mortality,16.3,15.3,17.3
2015,Mortality (Fire),4.8,4.4,5.1
2015,Mortality (Harvest),1.5,0.6,2.5
2015,Mortality (Insects),16.9,16.7,17.2
2015,NECB,-44.6,-47.5,-41.6
2015,NEP,-7.6,-7.7,-7.5
2015,NPP,113.1,112.9,113.4
2015,Rh,120.7,120.6,120.9
2016,Emission (AgExpand),0.4,0.1,0.8
2016,Emission (Biomass),8.7,8.5,8.8
2016,Emission (Clearcut),0.4,0.1,0.6
2016,Emission (Fire),2.3,2.2,2.5
2016,Emission (Orchard Removal),1.4,0.6,2.3
2016,Emission (Urban),0.8,0.4,1.5
2016,Harvest (AgExpand),0.1,0,0.2
2016,Harvest (Clearcut),3.1,1.1,5
2016,Harvest (Grain),10.5,7.4,12.6
2016,Harvest (Straw),7.1,4.6,8.8
2016,Harvest (Thinning),0.7,0.2,1.1
2016,Harvest (Urban),0.1,0,0.2
2016,Leaching,2.2,2.2,2.2
2016,LULCC,37.9,30.3,43.7
2016,Mortality,12.9,11.9,13.9
2016,Mortality (Fire),1.5,1.3,1.6
2016,Mortality (Harvest),1.5,0.6,2.5
2016,Mortality (Insects),29.4,28.8,29.8
2016,NECB,18.4,-29.7,52.4
2016,NEP,56.2,3.5,92.7
2016,NPP,159.6,105.8,198.2
2016,Rh,103.4,98.9,106.2
2017,Emission (AgExpand),0.4,0.2,0.8
2017,Emission (Biomass),8.4,8.2,8.6
2017,Emission (Clearcut),0.4,0.1,0.6
2017,Emission (Fire),3.3,1.1,6.5
2017,Emission (Orchard Removal),1.8,0.7,3
2017,Emission (Urban),0.8,0.4,1.5
2017,Harvest (AgExpand),0.1,0,0.2
2017,Harvest (Clearcut),3,1.1,5
2017,Harvest (Grain),9,7.1,11.6
2017,Harvest (Straw),5.9,4.3,8
2017,Harvest (Thinning),0.7,0.2,1.1
2017,Harvest (Urban),0.1,0,0.2
2017,Leaching,2.2,2.2,2.2
2017,LULCC,36.1,30,43
2017,Mortality,13.2,11.4,15.3
2017,Mortality (Fire),2.1,0.7,4.3
2017,Mortality (Harvest),1.5,0.6,2.5
2017,Mortality (Insects),8.5,0.6,39.2
2017,NECB,-24.4,-72.1,21.9
2017,NEP,11.7,-37.9,60.3
2017,NPP,122,75.2,169.3
2017,Rh,110.3,104.7,114
2018,Emission (AgExpand),0.4,0.2,0.8
2018,Emission (Biomass),8.4,8.2,8.6
2018,Emission (Clearcut),0.4,0.1,0.6
2018,Emission (Fire),2.3,0.7,4.7
2018,Emission (Orchard Removal),1.9,0.8,3
2018,Emission (Urban),0.8,0.4,1.3
2018,Harvest (AgExpand),0.1,0,0.2
2018,Harvest (Clearcut),3.1,1.2,5
2018,Harvest (Grain),9.8,8.2,13.1
2018,Harvest (Straw),6.5,5.3,9.3
2018,Harvest (Thinning),0.7,0.2,1.1
2018,Harvest (Urban),0.1,0,0.2
2018,Leaching,2.2,2.2,2.2
2018,LULCC,36.7,30.6,45.2
