LUC,GCM,RCP,Flux,Mean,Lower,Upper
Low,CanESM2,rcp85,Rh,129.1,128.6,129.7
Low,CNRM-CM5,rcp45,Emission (AgExpand),0.3,0.2,0.3
Low,CNRM-CM5,rcp45,Emission (Biomass),8,7.8,8.3
Low,CNRM-CM5,rcp45,Emission (Clearcut),0.3,0.3,0.3
Low,CNRM-CM5,rcp45,Emission (Fire),3.7,3.4,3.9
Low,CNRM-CM5,rcp45,Emission (Orchard Removal),3.4,3.3,3.6
Low,CNRM-CM5,rcp45,Emission (Urban),0.4,0.3,0.4
Low,CNRM-CM5,rcp45,Harvest (AgExpand),0,0,0
Low,CNRM-CM5,rcp45,Harvest (Clearcut),2.5,2.3,2.7
Low,CNRM-CM5,rcp45,Harvest (Grain),10.7,10.6,10.8
Low,CNRM-CM5,rcp45,Harvest (Straw),6.9,6.8,7
Low,CNRM-CM5,rcp45,Harvest (Thinning),0.4,0.4,0.4
Low,CNRM-CM5,rcp45,Harvest (Urban),0,0,0
Low,CNRM-CM5,rcp45,Leaching,2.3,2.3,2.3
Low,CNRM-CM5,rcp45,LULCC,38.9,38.5,39.3
Low,CNRM-CM5,rcp45,Mortality,12.5,12.1,12.9
Low,CNRM-CM5,rcp45,Mortality (Fire),2.1,1.9,2.2
Low,CNRM-CM5,rcp45,Mortality (Harvest),1.3,1.2,1.4
Low,CNRM-CM5,rcp45,Mortality (Insects),11.7,10.4,12.9
Low,CNRM-CM5,rcp45,NECB,1.4,0.9,1.9
Low,CNRM-CM5,rcp45,NEP,40.3,39.6,41.1
Low,CNRM-CM5,rcp45,NPP,163.7,162.6,165
Low,CNRM-CM5,rcp45,Rh,123.4,122.9,123.8
Low,CNRM-CM5,rcp85,Emission (AgExpand),0.2,0.2,0.2
Low,CNRM-CM5,rcp85,Emission (Biomass),8,7.7,8.3
Low,CNRM-CM5,rcp85,Emission (Clearcut),0.3,0.3,0.3
Low,CNRM-CM5,rcp85,Emission (Fire),3.4,3.3,3.6
Low,CNRM-CM5,rcp85,Emission (Orchard Removal),3.3,3.1,3.4
Low,CNRM-CM5,rcp85,Emission (Urban),0.3,0.3,0.3
Low,CNRM-CM5,rcp85,Harvest (AgExpand),0,0,0
Low,CNRM-CM5,rcp85,Harvest (Clearcut),2.5,2.3,2.8
Low,CNRM-CM5,rcp85,Harvest (Grain),10.5,10.4,10.6
Low,CNRM-CM5,rcp85,Harvest (Straw),6.7,6.6,6.8
Low,CNRM-CM5,rcp85,Harvest (Thinning),0.4,0.4,0.5
Low,CNRM-CM5,rcp85,Harvest (Urban),0,0,0
Low,CNRM-CM5,rcp85,Leaching,2.3,2.3,2.3
Low,CNRM-CM5,rcp85,LULCC,38.1,37.6,38.6
Low,CNRM-CM5,rcp85,Mortality,12.4,12.1,12.7
Low,CNRM-CM5,rcp85,Mortality (Fire),2,1.9,2.2
Low,CNRM-CM5,rcp85,Mortality (Harvest),1.3,1.2,1.4
Low,CNRM-CM5,rcp85,Mortality (Insects),12.1,10.9,13.5
Low,CNRM-CM5,rcp85,NECB,0.2,-0.4,0.8
Low,CNRM-CM5,rcp85,NEP,38.2,37.4,39
Low,CNRM-CM5,rcp85,NPP,164.5,163.3,165.7
Low,CNRM-CM5,rcp85,Rh,126.3,125.7,126.8
Low,HadGEM2-ES,rcp45,Emission (AgExpand),0.2,0.2,0.2
Low,HadGEM2-ES,rcp45,Emission (Biomass),7,6.6,7.3
Low,HadGEM2-ES,rcp45,Emission (Clearcut),0.3,0.3,0.3
Low,HadGEM2-ES,rcp45,Emission (Fire),3.8,3.6,4.1
Low,HadGEM2-ES,rcp45,Emission (Orchard Removal),2.6,2.5,2.7
Low,HadGEM2-ES,rcp45,Emission (Urban),0.3,0.3,0.3
Low,HadGEM2-ES,rcp45,Harvest (AgExpand),0,0,0
Low,HadGEM2-ES,rcp45,Harvest (Clearcut),2.3,2.1,2.5
Low,HadGEM2-ES,rcp45,Harvest (Grain),9.1,9.1,9.2
Low,HadGEM2-ES,rcp45,Harvest (Straw),5.6,5.5,5.7
Low,HadGEM2-ES,rcp45,Harvest (Thinning),0.4,0.3,0.4
Low,HadGEM2-ES,rcp45,Harvest (Urban),0,0,0
Low,HadGEM2-ES,rcp45,Leaching,2.2,2.2,2.2
Low,HadGEM2-ES,rcp45,LULCC,33.8,33.1,34.3
Low,HadGEM2-ES,rcp45,Mortality,11.2,10.8,11.6
Low,HadGEM2-ES,rcp45,Mortality (Fire),2.1,2,2.3
Low,HadGEM2-ES,rcp45,Mortality (Harvest),1.1,1.1,1.2
Low,HadGEM2-ES,rcp45,Mortality (Insects),12.3,11,13.5
Low,HadGEM2-ES,rcp45,NECB,-5.3,-5.8,-4.7
Low,HadGEM2-ES,rcp45,NEP,28.5,27.6,29.6
Low,HadGEM2-ES,rcp45,NPP,140.6,139.2,142.1
Low,HadGEM2-ES,rcp45,Rh,112.1,111.6,112.6
Low,HadGEM2-ES,rcp85,Emission (AgExpand),0.2,0.2,0.2
Low,HadGEM2-ES,rcp85,Emission (Biomass),7,6.7,7.3
Low,HadGEM2-ES,rcp85,Emission (Clearcut),0.3,0.3,0.3
Low,HadGEM2-ES,rcp85,Emission (Fire),3.5,3.3,3.7
Low,HadGEM2-ES,rcp85,Emission (Orchard Removal),2.5,2.4,2.7
Low,HadGEM2-ES,rcp85,Emission (Urban),0.3,0.3,0.3
Low,HadGEM2-ES,rcp85,Harvest (AgExpand),0,0,0
Low,HadGEM2-ES,rcp85,Harvest (Clearcut),2.4,2.2,2.5
Low,HadGEM2-ES,rcp85,Harvest (Grain),9.1,9,9.2
Low,HadGEM2-ES,rcp85,Harvest (Straw),5.5,5.5,5.6
Low,HadGEM2-ES,rcp85,Harvest (Thinning),0.4,0.3,0.4
Low,HadGEM2-ES,rcp85,Harvest (Urban),0,0,0
Low,HadGEM2-ES,rcp85,Leaching,2.1,2.1,2.1
Low,HadGEM2-ES,rcp85,LULCC,33.4,33,33.9
Low,HadGEM2-ES,rcp85,Mortality,11.1,10.7,11.5
Low,HadGEM2-ES,rcp85,Mortality (Fire),2,1.9,2.2
Low,HadGEM2-ES,rcp85,Mortality (Harvest),1.2,1.1,1.3
Low,HadGEM2-ES,rcp85,Mortality (Insects),12.3,11.3,13.5
Low,HadGEM2-ES,rcp85,NECB,-8.5,-9.1,-7.9
Low,HadGEM2-ES,rcp85,NEP,24.9,24,25.7
Low,HadGEM2-ES,rcp85,NPP,140.7,139.2,142
Low,HadGEM2-ES,rcp85,Rh,115.8,115.2,116.4
Low,MIROC5,rcp45,Emission (AgExpand),0.2,0.2,0.2
Low,MIROC5,rcp45,Emission (Biomass),7.4,7.2,7.6
Low,MIROC5,rcp45,Emission (Clearcut),0.3,0.3,0.3
Low,MIROC5,rcp45,Emission (Fire),3.8,3.6,4
Low,MIROC5,rcp45,Emission (Orchard Removal),2.4,2.3,2.5
Low,MIROC5,rcp45,Emission (Urban),0.3,0.3,0.3
Low,MIROC5,rcp45,Harvest (AgExpand),0,0,0
Low,MIROC5,rcp45,Harvest (Clearcut),2.3,2.1,2.6
Low,MIROC5,rcp45,Harvest (Grain),8.8,8.7,8.9
Low,MIROC5,rcp45,Harvest (Straw),5.3,5.2,5.4
Low,MIROC5,rcp45,Harvest (Thinning),0.4,0.3,0.4
Low,MIROC5,rcp45,Harvest (Urban),0,0,0
Low,MIROC5,rcp45,Leaching,2.2,2.2,2.2
Low,MIROC5,rcp45,LULCC,33.5,33.1,33.8
Low,MIROC5,rcp45,Mortality,11.6,11.3,11.8
Low,MIROC5,rcp45,Mortality (Fire),2.1,2,2.3
Low,MIROC5,rcp45,Mortality (Harvest),1.2,1.1,1.3
Low,MIROC5,rcp45,Mortality (Insects),12.2,11.1,13.1
Low,MIROC5,rcp45,NECB,-6.3,-6.8,-5.9
Low,MIROC5,rcp45,NEP,27.1,26.6,27.8
Low,MIROC5,rcp45,NPP,135.8,134.9,136.8
Low,MIROC5,rcp45,Rh,108.7,108.3,109.1
Low,MIROC5,rcp85,Emission (AgExpand),0.2,0.2,0.2
Low,MIROC5,rcp85,Emission (Biomass),6.7,6.1,7.2
Low,MIROC5,rcp85,Emission (Clearcut),0.3,0.3,0.3
Low,MIROC5,rcp85,Emission (Fire),3.1,2.9,3.3
Low,MIROC5,rcp85,Emission (Orchard Removal),2.4,2.3,2.5
Low,MIROC5,rcp85,Emission (Urban),0.3,0.3,0.3
Low,MIROC5,rcp85,Harvest (AgExpand),0,0,0
Low,MIROC5,rcp85,Harvest (Clearcut),2.2,2,2.4
Low,MIROC5,rcp85,Harvest (Grain),8.8,8.7,8.8
Low,MIROC5,rcp85,Harvest (Straw),5.3,5.2,5.4
Low,MIROC5,rcp85,Harvest (Thinning),0.4,0.3,0.4
Low,MIROC5,rcp85,Harvest (Urban),0,0,0
Low,MIROC5,rcp85,Leaching,2.2,2.2,2.2
Low,MIROC5,rcp85,LULCC,31.8,31,32.6
Low,MIROC5,rcp85,Mortality,10.5,9.8,11.1
Low,MIROC5,rcp85,Mortality (Fire),1.7,1.6,1.9
Low,MIROC5,rcp85,Mortality (Harvest),1.1,1,1.2
Low,MIROC5,rcp85,Mortality (Insects),13.4,11.8,15.2
Low,MIROC5,rcp85,NECB,-7.7,-8.3,-7
Low,MIROC5,rcp85,NEP,24.2,22.8,25.4
Low,MIROC5,rcp85,NPP,135.7,133.8,137.3
Low,MIROC5,rcp85,Rh,111.5,111,111.9
Medium,CanESM2,rcp45,Emission (AgExpand),0.5,0.4,0.5
Medium,CanESM2,rcp45,Emission (Biomass),7.1,6.8,7.4
Medium,CanESM2,rcp45,Emission (Clearcut),0.4,0.4,0.4
Medium,CanESM2,rcp45,Emission (Fire),3.6,3.4,3.8
Medium,CanESM2,rcp45,Emission (Orchard Removal),3.1,3,3.2
Medium,CanESM2,rcp45,Emission (Urban),0.7,0.6,0.7
Medium,CanESM2,rcp45,Harvest (AgExpand),0.1,0.1,0.1
Medium,CanESM2,rcp45,Harvest (Clearcut),3.2,3,3.4
Medium,CanESM2,rcp45,Harvest (Grain),9.6,9.5,9.8
Medium,CanESM2,rcp45,Harvest (Straw),5.9,5.7,6
Medium,CanESM2,rcp45,Harvest (Thinning),0.6,0.6,0.7
Medium,CanESM2,rcp45,Harvest (Urban),0.1,0.1,0.1
Medium,CanESM2,rcp45,Leaching,2.2,2.2,2.2
Medium,CanESM2,rcp45,LULCC,37,36.3,37.6
Medium,CanESM2,rcp45,Mortality,11.9,11.4,12.3
Medium,CanESM2,rcp45,Mortality (Fire),2,1.9,2.2
Medium,CanESM2,rcp45,Mortality (Harvest),1.6,1.5,1.7
Medium,CanESM2,rcp45,Mortality (Insects),11.6,10.7,12.7
Medium,CanESM2,rcp45,NECB,-3.2,-3.6,-2.7
Medium,CanESM2,rcp45,NEP,33.8,32.9,34.7
Medium,CanESM2,rcp45,NPP,150.5,149.2,151.6
Medium,CanESM2,rcp45,Rh,116.7,116.2,117.1
Medium,CanESM2,rcp85,Emission (AgExpand),0.5,0.5,0.5
Medium,CanESM2,rcp85,Emission (Biomass),7,6.4,7.6
Medium,CanESM2,rcp85,Emission (Clearcut),0.4,0.4,0.4
Medium,CanESM2,rcp85,Emission (Fire),4,3.8,4.2
Medium,CanESM2,rcp85,Emission (Orchard Removal),3.5,3.3,3.7
Medium,CanESM2,rcp85,Emission (Urban),0.7,0.7,0.7
Medium,CanESM2,rcp85,Harvest (AgExpand),0.1,0.1,0.1
Medium,CanESM2,rcp85,Harvest (Clearcut),3.2,3,3.4
Medium,CanESM2,rcp85,Harvest (Grain),10.5,10.2,10.6
Medium,CanESM2,rcp85,Harvest (Straw),6.5,6.4,6.7
Medium,CanESM2,rcp85,Harvest (Thinning),0.6,0.6,0.7
Medium,CanESM2,rcp85,Harvest (Urban),0.1,0,0.1
Medium,CanESM2,rcp85,Leaching,2.2,2.2,2.2
Medium,CanESM2,rcp85,LULCC,39.1,38.3,40.2
Medium,CanESM2,rcp85,Mortality,12.2,11.4,13
Medium,CanESM2,rcp85,Mortality (Fire),2.4,2.2,2.6
Medium,CanESM2,rcp85,Mortality (Harvest),1.6,1.5,1.7
Medium,CanESM2,rcp85,Mortality (Insects),12.6,11,14
Medium,CanESM2,rcp85,NECB,-2.2,-2.9,-1.3
Medium,CanESM2,rcp85,NEP,36.9,35.5,38.8
Medium,CanESM2,rcp85,NPP,164.2,162.4,166.8
Medium,CanESM2,rcp85,Rh,127.3,126.6,127.8
Medium,CNRM-CM5,rcp45,Emission (AgExpand),0.5,0.5,0.6
Medium,CNRM-CM5,rcp45,Emission (Biomass),7.7,7.5,8
Medium,CNRM-CM5,rcp45,Emission (Clearcut),0.4,0.4,0.4
Medium,CNRM-CM5,rcp45,Emission (Fire),3.6,3.4,3.8
Medium,CNRM-CM5,rcp45,Emission (Orchard Removal),3.6,3.4,3.8
Medium,CNRM-CM5,rcp45,Emission (Urban),0.7,0.7,0.8
Medium,CNRM-CM5,rcp45,Harvest (AgExpand),0.1,0.1,0.1
Medium,CNRM-CM5,rcp45,Harvest (Clearcut),3.3,3.2,3.5
Medium,CNRM-CM5,rcp45,Harvest (Grain),10.6,10.4,10.9
Medium,CNRM-CM5,rcp45,Harvest (Straw),6.7,6.5,6.9
Medium,CNRM-CM5,rcp45,Harvest (Thinning),0.7,0.6,0.7
Medium,CNRM-CM5,rcp45,Harvest (Urban),0.1,0.1,0.1
Medium,CNRM-CM5,rcp45,Leaching,2.3,2.3,2.3
Medium,CNRM-CM5,rcp45,LULCC,40.4,39.9,41
Medium,CNRM-CM5,rcp45,Mortality,12.5,12.2,12.8
Medium,CNRM-CM5,rcp45,Mortality (Fire),2,1.9,2.2
Medium,CNRM-CM5,rcp45,Mortality (Harvest),1.7,1.6,1.8
Medium,CNRM-CM5,rcp45,Mortality (Insects),11.4,10.3,12.4
Medium,CNRM-CM5,rcp45,NECB,-0.1,-0.6,0.5
Medium,CNRM-CM5,rcp45,NEP,40.3,39.6,41.2
Medium,CNRM-CM5,rcp45,NPP,161.9,160.8,163.2
Medium,CNRM-CM5,rcp45,Rh,121.6,121.1,122
Medium,CNRM-CM5,rcp85,Emission (AgExpand),0.5,0.5,0.5
Medium,CNRM-CM5,rcp85,Emission (Biomass),7.7,7.4,7.9
Medium,CNRM-CM5,rcp85,Emission (Clearcut),0.4,0.4,0.4
Medium,CNRM-CM5,rcp85,Emission (Fire),3.3,3.2,3.5
Medium,CNRM-CM5,rcp85,Emission (Orchard Removal),3.5,3.3,3.6
Medium,CNRM-CM5,rcp85,Emission (Urban),0.7,0.7,0.7
Medium,CNRM-CM5,rcp85,Harvest (AgExpand),0.1,0.1,0.1
Medium,CNRM-CM5,rcp85,Harvest (Clearcut),3.4,3.1,3.6
Medium,CNRM-CM5,rcp85,Harvest (Grain),10.5,10.3,10.6
Medium,CNRM-CM5,rcp85,Harvest (Straw),6.5,6.4,6.7
Medium,CNRM-CM5,rcp85,Harvest (Thinning),0.7,0.6,0.7
Medium,CNRM-CM5,rcp85,Harvest (Urban),0.1,0.1,0.1
Medium,CNRM-CM5,rcp85,Leaching,2.2,2.2,2.2
Medium,CNRM-CM5,rcp85,LULCC,39.6,39.1,40.1
Medium,CNRM-CM5,rcp85,Mortality,12.5,12.1,12.8
Medium,CNRM-CM5,rcp85,Mortality (Fire),2,1.9,2.1
Medium,CNRM-CM5,rcp85,Mortality (Harvest),1.7,1.6,1.8
Medium,CNRM-CM5,rcp85,Mortality (Insects),11.8,10.8,13.2
Medium,CNRM-CM5,rcp85,NECB,-1.3,-1.9,-0.8
Medium,CNRM-CM5,rcp85,NEP,38.3,37.4,39
Medium,CNRM-CM5,rcp85,NPP,162.8,161.6,163.9
Medium,CNRM-CM5,rcp85,Rh,124.5,123.9,125
Medium,HadGEM2-ES,rcp45,Emission (AgExpand),0.5,0.4,0.5
Medium,HadGEM2-ES,rcp45,Emission (Biomass),6.7,6.3,7
Medium,HadGEM2-ES,rcp45,Emission (Clearcut),0.4,0.4,0.4
Medium,HadGEM2-ES,rcp45,Emission (Fire),3.7,3.5,3.9
Medium,HadGEM2-ES,rcp45,Emission (Orchard Removal),2.8,2.7,2.9
Medium,HadGEM2-ES,rcp45,Emission (Urban),0.6,0.6,0.6
Medium,HadGEM2-ES,rcp45,Harvest (AgExpand),0.1,0.1,0.1
Medium,HadGEM2-ES,rcp45,Harvest (Clearcut),3,2.9,3.2
Medium,HadGEM2-ES,rcp45,Harvest (Grain),9.1,8.9,9.3
Medium,HadGEM2-ES,rcp45,Harvest (Straw),5.4,5.3,5.6
Medium,HadGEM2-ES,rcp45,Harvest (Thinning),0.6,0.6,0.7
Medium,HadGEM2-ES,rcp45,Harvest (Urban),0.1,0,0.1
Medium,HadGEM2-ES,rcp45,Leaching,2.2,2.2,2.2
Medium,HadGEM2-ES,rcp45,LULCC,35.1,34.5,35.8
Medium,HadGEM2-ES,rcp45,Mortality,11.2,10.8,11.7
Medium,HadGEM2-ES,rcp45,Mortality (Fire),2,1.9,2.2
Medium,HadGEM2-ES,rcp45,Mortality (Harvest),1.5,1.4,1.6
Medium,HadGEM2-ES,rcp45,Mortality (Insects),12.1,10.9,13
Medium,HadGEM2-ES,rcp45,NECB,-6.6,-7.1,-6
Medium,HadGEM2-ES,rcp45,NEP,28.5,27.5,29.4
Medium,HadGEM2-ES,rcp45,NPP,138.9,137.8,140.2
Medium,HadGEM2-ES,rcp45,Rh,110.5,110.1,110.9
Medium,HadGEM2-ES,rcp85,Emission (AgExpand),0.4,0.4,0.5
Medium,HadGEM2-ES,rcp85,Emission (Biomass),6.7,6.5,7
Medium,HadGEM2-ES,rcp85,Emission (Clearcut),0.4,0.4,0.4
Medium,HadGEM2-ES,rcp85,Emission (Fire),3.5,3.3,3.7
Medium,HadGEM2-ES,rcp85,Emission (Orchard Removal),2.7,2.6,2.8
Medium,HadGEM2-ES,rcp85,Emission (Urban),0.6,0.6,0.6
Medium,HadGEM2-ES,rcp85,Harvest (AgExpand),0.1,0.1,0.1
Medium,HadGEM2-ES,rcp85,Harvest (Clearcut),3.1,3,3.3
Medium,HadGEM2-ES,rcp85,Harvest (Grain),9.1,8.9,9.3
Medium,HadGEM2-ES,rcp85,Harvest (Straw),5.4,5.2,5.5
Medium,HadGEM2-ES,rcp85,Harvest (Thinning),0.6,0.6,0.6
Medium,HadGEM2-ES,rcp85,Harvest (Urban),0.1,0,0.1
Medium,HadGEM2-ES,rcp85,Leaching,2.1,2.1,2.1
Medium,HadGEM2-ES,rcp85,LULCC,34.7,34.2,35.4
Medium,HadGEM2-ES,rcp85,Mortality,11.2,10.8,11.6
Medium,HadGEM2-ES,rcp85,Mortality (Fire),2,1.8,2.1
Medium,HadGEM2-ES,rcp85,Mortality (Harvest),1.6,1.5,1.6
Medium,HadGEM2-ES,rcp85,Mortality (Insects),12,10.9,13.2
Medium,HadGEM2-ES,rcp85,NECB,-9.8,-10.3,-9.2
Medium,HadGEM2-ES,rcp85,NEP,25,24,25.8
Medium,HadGEM2-ES,rcp85,NPP,139,137.5,140.2
Medium,HadGEM2-ES,rcp85,Rh,114,113.4,114.5
Medium,MIROC5,rcp45,Emission (AgExpand),0.5,0.4,0.5
Medium,MIROC5,rcp45,Emission (Biomass),7.1,6.9,7.3
Medium,MIROC5,rcp45,Emission (Clearcut),0.4,0.4,0.4
Medium,MIROC5,rcp45,Emission (Fire),3.7,3.5,4
Medium,MIROC5,rcp45,Emission (Orchard Removal),2.5,2.4,2.6
Medium,MIROC5,rcp45,Emission (Urban),0.6,0.6,0.6
Medium,MIROC5,rcp45,Harvest (AgExpand),0.1,0.1,0.1
Medium,MIROC5,rcp45,Harvest (Clearcut),3.1,3,3.3
Medium,MIROC5,rcp45,Harvest (Grain),8.8,8.6,8.9
Medium,MIROC5,rcp45,Harvest (Straw),5.1,5,5.3
Medium,MIROC5,rcp45,Harvest (Thinning),0.6,0.6,0.7
Medium,MIROC5,rcp45,Harvest (Urban),0.1,0.1,0.1
Medium,MIROC5,rcp45,Leaching,2.2,2.2,2.2
Medium,MIROC5,rcp45,LULCC,34.8,34.3,35.2
Medium,MIROC5,rcp45,Mortality,11.7,11.4,11.9
Medium,MIROC5,rcp45,Mortality (Fire),2.1,1.9,2.2
Medium,MIROC5,rcp45,Mortality (Harvest),1.6,1.5,1.6
Medium,MIROC5,rcp45,Mortality (Insects),11.9,10.9,12.9
Medium,MIROC5,rcp45,NECB,-7.7,-8.2,-7.2
Medium,MIROC5,rcp45,NEP,27.1,26.4,27.8
Medium,MIROC5,rcp45,NPP,134.2,133.1,135.4
Medium,MIROC5,rcp45,Rh,107.1,106.6,107.5
Medium,MIROC5,rcp85,Emission (AgExpand),0.4,0.4,0.5
Medium,MIROC5,rcp85,Emission (Biomass),6.4,5.8,6.9
Medium,MIROC5,rcp85,Emission (Clearcut),0.4,0.3,0.4
Medium,MIROC5,rcp85,Emission (Fire),3,2.8,3.2
Medium,MIROC5,rcp85,Emission (Orchard Removal),2.6,2.5,2.7
Medium,MIROC5,rcp85,Emission (Urban),0.6,0.6,0.6
Medium,MIROC5,rcp85,Harvest (AgExpand),0.1,0.1,0.1
Medium,MIROC5,rcp85,Harvest (Clearcut),2.9,2.8,3.1
Medium,MIROC5,rcp85,Harvest (Grain),8.7,8.6,8.9
Medium,MIROC5,rcp85,Harvest (Straw),5.1,5,5.2
Medium,MIROC5,rcp85,Harvest (Thinning),0.6,0.5,0.6
Medium,MIROC5,rcp85,Harvest (Urban),0.1,0,0.1
Medium,MIROC5,rcp85,Leaching,2.2,2.2,2.2
Medium,MIROC5,rcp85,LULCC,33.1,32.3,33.9
Medium,MIROC5,rcp85,Mortality,10.6,9.9,11.2
Medium,MIROC5,rcp85,Mortality (Fire),1.7,1.5,1.8
Medium,MIROC5,rcp85,Mortality (Harvest),1.5,1.4,1.6
Medium,MIROC5,rcp85,Mortality (Insects),13.1,11.7,14.9
Medium,MIROC5,rcp85,NECB,-8.9,-9.6,-8.4
Medium,MIROC5,rcp85,NEP,24.2,22.8,25.3
Medium,MIROC5,rcp85,NPP,134.1,132.2,135.6
Medium,MIROC5,rcp85,Rh,109.9,109.4,110.4
