LUC,GCM,RCP,EcoregionName,Flux,Mean,Lower,Upper
High,CanESM2,rcp45,Sonoran B&R,Emission (Urban),0.1,0.1,0.1
High,CanESM2,rcp45,Sonoran B&R,Harvest (AgExpand),0,0,0
High,CanESM2,rcp45,Sonoran B&R,Harvest (Clearcut),0,0,0
High,CanESM2,rcp45,Sonoran B&R,Harvest (Grain),0.3,0.3,0.3
High,CanESM2,rcp45,Sonoran B&R,Harvest (Straw),0.3,0.3,0.3
High,CanESM2,rcp45,Sonoran B&R,Harvest (Thinning),0,0,0
High,CanESM2,rcp45,Sonoran B&R,Harvest (Urban),0,0,0
High,CanESM2,rcp45,Sonoran B&R,Leaching,0,0,0
High,CanESM2,rcp45,Sonoran B&R,LULCC,0.8,0.7,0.8
High,CanESM2,rcp45,Sonoran B&R,Mortality,0,0,0
High,CanESM2,rcp45,Sonoran B&R,Mortality (Fire),0,0,0
High,CanESM2,rcp45,Sonoran B&R,Mortality (Harvest),0,0,0
High,CanESM2,rcp45,Sonoran B&R,Mortality (Insects),0,0,0
High,CanESM2,rcp45,Sonoran B&R,NECB,-0.1,-0.1,-0.1
High,CanESM2,rcp45,Sonoran B&R,NEP,0.6,0.6,0.6
High,CanESM2,rcp45,Sonoran B&R,NPP,2.2,2.2,2.2
High,CanESM2,rcp45,Sonoran B&R,Rh,1.6,1.6,1.6
High,CanESM2,rcp85,Cascades,Emission (AgExpand),0,0,0
High,CanESM2,rcp85,Cascades,Emission (Biomass),0.1,0.1,0.1
High,CanESM2,rcp85,Cascades,Emission (Clearcut),0,0,0
High,CanESM2,rcp85,Cascades,Emission (Fire),0.1,0.1,0.1
High,CanESM2,rcp85,Cascades,Emission (Orchard Removal),0,0,0
High,CanESM2,rcp85,Cascades,Emission (Urban),0,0,0
High,CanESM2,rcp85,Cascades,Harvest (AgExpand),0,0,0
