LUC,Timestep,LULC,Mean,Lower,Upper
Low,2055,Developed,29578.40625,29414.925,29730.025
Low,2055,Forest,155116.6225,155020,155205.025
Low,2055,Grassland,45218.99123904881,45042.8,45409.049999999996
Low,2055,Shrubland,110547.2825,110417.95000000001,110674
Low,2055,SnowIce,28,28,28
Low,2055,Water,18655,18655,18655
Low,2055,Wetland,2822.31375,2750.975,2899
Low,2056,Agriculture,42664.9575,42451.850000000006,42888
Low,2056,Barren,19155,19155,19155
Low,2056,Developed,29615.52,29454.975000000002,29768.05
Low,2056,Forest,155107.00625,155012,155196.025
Low,2056,Grassland,45220.015,45044.775,45407.125
Low,2056,Shrubland,110540.45125,110413,110672.025
Low,2056,SnowIce,28,28,28
Low,2056,Water,18655,18655,18655
Low,2056,Wetland,2826.05,2754.9750000000004,2901
Low,2057,Agriculture,42638.3525,42424.95,42870.075
Low,2057,Barren,19155,19155,19155
Low,2057,Developed,29653.43625,29492.975000000002,29810
Low,2057,Forest,155097.28446115289,155004,155188
Low,2057,Grassland,45220.83375,45038.825000000004,45414
Low,2057,Shrubland,110534.62875,110405.92499999999,110670
Low,2057,SnowIce,28,28,28
Low,2057,Water,18655,18655,18655
Low,2057,Wetland,2829.7075,2759.9750000000004,2905
Low,2058,Agriculture,42613.14625,42404.95,42832.2
Low,2058,Barren,19155,19155,19155
Low,2058,Developed,29687.61875,29523.85,29841
Low,2058,Forest,155087.55319148937,154989,155176.25
Low,2058,Grassland,45222.9925,45040.95,45419
Low,2058,Shrubland,110529.28625,110397.925,110671
Low,2058,SnowIce,28,28,28
Low,2058,Water,18655,18655,18655
Low,2058,Wetland,2833.5125,2763,2912
Low,2059,Agriculture,42586.78875,42372.975,42814.075000000004
Low,2059,Barren,19155,19155,19155
Low,2059,Developed,29724.09625,29554.925000000003,29879.05
Low,2059,Forest,155077.39,154980.97499999998,155169.025
Low,2059,Grassland,45225.23125,45043,45416
Low,2059,Shrubland,110523.37125,110390,110665
Low,2059,SnowIce,28,28,28
Low,2059,Water,18655,18655,18655
Low,2059,Wetland,2837.1225,2766.95,2918.025
Low,2060,Agriculture,42560.73875,42338.775,42784.049999999996
Low,2060,Barren,19155,19155,19155
Low,2060,Developed,29760.36875,29591.774999999998,29920
Low,2060,Forest,155067.36135508155,154971,155159
Low,2060,Grassland,45227.215,45043.950000000004,45428.025
Low,2060,Shrubland,110517.60625,110382.925,110661
Low,2060,SnowIce,28,28,28
Low,2060,Water,18655,18655,18655
Low,2060,Wetland,2840.9625,2769,2925.0249999999996
Low,2061,Agriculture,42534.46375,42308.875,42757.05
Low,2061,Barren,19155,19155,19155
Low,2061,Developed,29796.035,29625.75,29955.075
Low,2061,Forest,155057.45363408522,154962.85,155151.15
Low,2061,Grassland,45228.92125,45036.975,45429.025
Low,2061,Shrubland,110512.4,110379.95,110659
Low,2061,SnowIce,28,28,28
Low,2061,Water,18655,18655,18655
Low,2061,Wetland,2844.87,2769,2930
Low,2062,Agriculture,42509.9925,42277.9,42729.024999999994
Low,2062,Barren,19155,19155,19155
Low,2062,Developed,29827.16375,29654,29990.074999999997
Low,2062,Forest,155047.76470588235,154949,155141
Low,2062,Grassland,45232.00625,45040.925,45424.1
Low,2062,Shrubland,110508.47,110374.975,110651.125
Low,2062,SnowIce,28,28,28
Low,2062,Water,18655,18655,18655
Low,2062,Wetland,2848.6625,2774.9500000000003,2933.0249999999996
Low,2063,Agriculture,42486.9075,42263.6,42711.025
Low,2063,Barren,19155,19155,19155
Low,2063,Developed,29856.94875,29682.975000000002,30021
Low,2063,Forest,155038.36809045225,154942.875,155132.25
Low,2063,Grassland,45234.72625,45038.975000000006,45435
Low,2063,Shrubland,110504.555,110371.95,110655.1
Low,2063,SnowIce,28,28,28
Low,2063,Water,18655,18655,18655
Low,2063,Wetland,2852.68625,2780.975,2936.025
Low,2064,Agriculture,42463.17875,42237.425,42687.025
Low,2064,Barren,19155,19155,19155
Low,2064,Developed,29886.118898623277,29710,30046.149999999998
Low,2064,Forest,155029.54981084488,154930,155127
Low,2064,Grassland,45238.51125,45042.975,45436.025
Low,2064,Shrubland,110500.31375,110366,110652.05
Low,2064,SnowIce,28,28,28
Low,2064,Water,18655,18655,18655
Low,2064,Wetland,2856.44375,2783.9750000000004,2943
Low,2065,Agriculture,42440.55375,42212.925,42669.025
Low,2065,Barren,19155,19155,19155
Low,2065,Developed,29914.51253132832,29741.774999999998,30076.075
Low,2065,Forest,155020.22853535353,154920.55,155115.45
Low,2065,Grassland,45242.01376720901,45051,45442.45
Low,2065,Shrubland,110496.70375,110361.925,110646.075
Low,2065,SnowIce,28,28,28
Low,2065,Water,18655,18655,18655
Low,2065,Wetland,2860.27875,2784,2945.0249999999996
Low,2066,Agriculture,42418.1475,42187.975,42652.075000000004
Low,2066,Barren,19155,19155,19155
Low,2066,Developed,29941.779171894606,29764,30101.3
Low,2066,Forest,155011.08050314465,154908.85,155109
Low,2066,Grassland,45246.25031289111,45050,45447.25
Low,2066,Shrubland,110493.0575,110360.97499999999,110645.05
Low,2066,SnowIce,28,28,28
Low,2066,Water,18655,18655,18655
Low,2066,Wetland,2863.84375,2788,2950.025
Low,2067,Agriculture,42396.165,42169,42629
Low,2067,Barren,19155,19155,19155
Low,2067,Developed,29967.832704402517,29790.1,30125.449999999997
Low,2067,Forest,155001.9349186483,154897.95,155099
Low,2067,Grassland,45250.07625,45048,45461.1
Low,2067,Shrubland,110489.85,110358.95,110646.025
Low,2067,SnowIce,28,28,28
Low,2067,Water,18655,18655,18655
Low,2067,Wetland,2867.9425,2789,2953
Low,2068,Agriculture,42375.70125,42147.950000000004,42620
Low,2068,Barren,19155,19155,19155
Low,2068,Developed,29992.279448621553,29814.850000000002,30151.075
Low,2068,Forest,154992.87878787878,154888.775,155091
Low,2068,Grassland,45253.87875,45059,45465
Low,2068,Shrubland,110487.23125,110352,110646.025
Low,2068,SnowIce,28,28,28
Low,2068,Water,18655,18655,18655
Low,2068,Wetland,2871.77972465582,2794,2957.0499999999997
Low,2069,Agriculture,42354.91875,42127.55,42594.125
Low,2069,Barren,19155,19155,19155
Low,2069,Developed,30015.21580928482,29841,30173.3
Low,2069,Forest,154984.02269861285,154878.4,155085
Low,2069,Grassland,45258.30875,45055,45465.025
Low,2069,Shrubland,110485.32875,110346.975,110644.025
Low,2069,SnowIce,28,28,28
Low,2069,Water,18655,18655,18655
Low,2069,Wetland,2876.1225,2797.975,2960.1499999999996
Low,2070,Agriculture,42334.91375,42102.875,42581.025
Low,2070,Barren,19155,19155,19155
Low,2070,Developed,30037.46608040201,29868.5,30198.25
Low,2070,Forest,154975.44332493702,154870.82499999998,155076.525
Low,2070,Grassland,45262.2475,45053.925,45473.05
Low,2070,Shrubland,110483.4675,110343.97499999999,110643.125
Low,2070,SnowIce,28,28,28
Low,2070,Water,18655,18655,18655
Low,2070,Wetland,2880.465,2801,2966.05
Low,2071,Agriculture,42314.365,42082,42553.175
Low,2071,Barren,19155,19155,19155
Low,2071,Developed,30057.60450563204,29884.85,30216.05
Low,2071,Forest,154966.58469259724,154861,155065
Low,2071,Grassland,45268.105,45061,45482
Low,2071,Shrubland,110482.40375,110349.975,110644.025
Low,2071,SnowIce,28,28,28
Low,2071,Water,18655,18655,18655
Low,2071,Wetland,2884.88375,2805,2973.075
Low,2072,Agriculture,42295.45875,42061.925,42537
Low,2072,Barren,19155,19155,19155
Low,2072,Developed,30076.916040100252,29903.475000000002,30236.075
Low,2072,Forest,154957.44792973652,154851.9,155058
Low,2072,Grassland,45273.33125,45063,45487
Low,2072,Shrubland,110481.69875,110341.975,110637.025
Low,2072,SnowIce,28,28,28
Low,2072,Water,18655,18655,18655
Low,2072,Wetland,2889.18,2809.925,2983.025
Low,2073,Agriculture,42276.7859824781,42047.75,42519.049999999996
Low,2073,Barren,19155,19155,19155
Low,2073,Developed,30095.128911138923,29920.649999999998,30256.05
Low,2073,Forest,154948.95984943537,154842.8,155049.1
Low,2073,Grassland,45277.97875,45068.9,45490.049999999996
Low,2073,Shrubland,110481.70125,110343.925,110640.05
Low,2073,SnowIce,28,28,28
Low,2073,Water,18655,18655,18655
Low,2073,Wetland,2893.71875,2814.9500000000003,2989.0249999999996
Low,2074,Agriculture,42258.1625,42018.9,42503
Low,2074,Barren,19155,19155,19155
Low,2074,Developed,30112.041301627032,29942.45,30277.05
Low,2074,Forest,154940.2065491184,154834,155041
Low,2074,Grassland,45283.91,45073,45501.049999999996
Low,2074,Shrubland,110481.29,110334,110640.05
Low,2074,SnowIce,28,28,28
Low,2074,Water,18655,18655,18655
Low,2074,Wetland,2897.953692115144,2819,2993.0499999999997
Low,2075,Agriculture,42240.51,42015.674999999996,42483.075
Low,2075,Barren,19155,19155,19155
Low,2075,Developed,30127.47375,29961.65,30291
Low,2075,Forest,154932.2493734336,154825,155033.075
Low,2075,Grassland,45290.14125,45078.925,45500.049999999996
Low,2075,Shrubland,110480.995,110332,110638
Low,2075,SnowIce,28,28,28
Low,2075,Water,18655,18655,18655
Low,2075,Wetland,2902.3391739674594,2822.9500000000003,2994.1499999999996
Low,2076,Agriculture,42224.043804755944,41996.65,42471
Low,2076,Barren,19155,19155,19155
Low,2076,Developed,30141.629072681706,29972.55,30306
Low,2076,Forest,154924.10012515646,154820.95,155027.05
Low,2076,Grassland,45296.99125,45087.975,45515
Low,2076,Shrubland,110481.24875,110338.97499999999,110640.15
Low,2076,SnowIce,28,28,28
Low,2076,Water,18655,18655,18655
Low,2076,Wetland,2906.2919799498745,2824,3001
Low,2077,Agriculture,42207.51375,41981.975000000006,42468
Low,2077,Barren,19155,19155,19155
Low,2077,Developed,30153.7725,29984.850000000002,30316.075
Low,2077,Forest,154916.06132665832,154812.85,155018.05
Low,2077,Grassland,45303.48625,45092,45522
Low,2077,Shrubland,110482.1,110343.95,110643.20000000001
Low,2077,SnowIce,28,28,28
Low,2077,Water,18655,18655,18655
Low,2077,Wetland,2910.96125,2826.975,3005.0499999999997
Low,2078,Agriculture,42192.54385964912,41968.625,42451.225000000006
Low,2078,Barren,19155,19155,19155
Low,2078,Developed,30165.97,29993.899999999998,30328.05
Low,2078,Forest,154907.60776942357,154798,155010.15
Low,2078,Grassland,45310.33375,45095.85,45521.35
Low,2078,Shrubland,110482.60125,110337.95000000001,110648.02500000001
Low,2078,SnowIce,28,28,28
Low,2078,Water,18655,18655,18655
Low,2078,Wetland,2914.9812030075186,2831,3011.2249999999995
Low,2079,Agriculture,42176.3675,41947,42443.049999999996
Low,2079,Barren,19155,19155,19155
Low,2079,Developed,30177.6925,30007,30341.1
Low,2079,Forest,154899.52321204517,154790.80000000002,155006.1
Low,2079,Grassland,45317.30625,45101.924999999996,45538.025
Low,2079,Shrubland,110483.22875,110335.97499999999,110650.075
Low,2079,SnowIce,28,28,28
Low,2079,Water,18655,18655,18655
Low,2079,Wetland,2919.404255319149,2831.95,3015.05
Low,2080,Agriculture,42161.52882205514,41924.85,42427.075
Low,2080,Barren,19155,19155,19155
Low,2080,Developed,30187.9775,30020.899999999998,30350.050000000003
Low,2080,Forest,154891.6332916145,154783,154994.05000000002
Low,2080,Grassland,45325.57822277847,45106.95,45544.25
Low,2080,Shrubland,110484.37375,110332,110655
Low,2080,SnowIce,28,28,28
Low,2080,Water,18655,18655,18655
Low,2080,Wetland,2923.2961104140527,2833.8999999999996,3020.1
Low,2081,Agriculture,42146.39572864322,41901.875,42415.125
Low,2081,Barren,19155,19155,19155
Low,2081,Developed,30197.7975,30027.95,30359.125
Low,2081,Forest,154883.00502512563,154776.75,154987
Low,2081,Grassland,45333.99625,45109.975,45552.025
Low,2081,Shrubland,110485.28375,110336.875,110661
Low,2081,SnowIce,28,28,28
Low,2081,Water,18655,18655,18655
Low,2081,Wetland,2927.578222778473,2838.8999999999996,3027
Low,2082,Agriculture,42130.35043804756,41889,42387.35
Low,2082,Barren,19155,19155,19155
Low,2082,Developed,30206.6425,30037.975,30369.074999999997
Low,2082,Forest,154875.2105263158,154760.85,154981.075
Low,2082,Grassland,45342.1425,45117.899999999994,45561
Low,2082,Shrubland,110487.20625,110341,110664.04999999999
Low,2082,SnowIce,28,28,28
Low,2082,Water,18655,18655,18655
Low,2082,Wetland,2931.958542713568,2840.875,3031.125
Low,2083,Agriculture,42115.60853199498,41868.799999999996,42383.1
Low,2083,Barren,19155,19155,19155
Low,2083,Developed,30214.37875,30046.875,30377.025
Low,2083,Forest,154867.77375,154753.975,154976
Low,2083,Grassland,45351.13375,45118.975000000006,45575.225
Low,2083,Shrubland,110488.925,110340,110668
Low,2083,SnowIce,28,28,28
Low,2083,Water,18655,18655,18655
Low,2083,Wetland,2936.4548872180453,2845,3036.225
Low,2084,Agriculture,42100.927409261574,41842,42370.1
Low,2084,Barren,19155,19155,19155
Low,2084,Developed,30223.25721455458,30057.899999999998,30382.3
Low,2084,Forest,154859.71,154744,154971.025
Low,2084,Grassland,45359.325,45125.95,45593.025
Low,2084,Shrubland,110490.79,110340.92499999999,110665.1
Low,2084,SnowIce,28,28,28
Low,2084,Water,18655,18655,18655
Low,2084,Wetland,2940.8057644110277,2849,3043.075
Low,2085,Agriculture,42086.41551939925,41828.6,42353.15
Low,2085,Barren,19155,19155,19155
Low,2085,Developed,30229.8175,30061.95,30390.075
Low,2085,Forest,154851.69712140175,154739.75,154959.2
Low,2085,Grassland,45367.47625,45125.975,45597.075
Low,2085,Shrubland,110493.0825,110344.975,110668.15000000001
Low,2085,SnowIce,28,28,28
Low,2085,Water,18655,18655,18655
Low,2085,Wetland,2945.228356336261,2852,3043.2
Low,2086,Agriculture,42072.75125628141,41817.375,42333.25
Low,2086,Barren,19155,19155,19155
Low,2086,Developed,30236.58875,30069.975000000002,30397.075
Low,2086,Forest,154844.07125,154729.92500000002,154956.025
Low,2086,Grassland,45376.43375,45144.85,45604
Low,2086,Shrubland,110494.7175,110342,110669.04999999999
Low,2086,SnowIce,28,28,28
Low,2086,Water,18655,18655,18655
Low,2086,Wetland,2949.485534591195,2858,3050.1499999999996
Low,2087,Agriculture,42058.45375,41806.825000000004,42319.025
Low,2087,Barren,19155,19155,19155
Low,2087,Developed,30244.165,30076.95,30404.100000000002
Low,2087,Forest,154835.5425,154722,154949
Low,2087,Grassland,45385.62625,45146.924999999996,45619.075
Low,2087,Shrubland,110496.0575,110348,110672.075
Low,2087,SnowIce,28,28,28
Low,2087,Water,18655,18655,18655
Low,2087,Wetland,2954.0976220275343,2863.9500000000003,3058
Low,2088,Agriculture,42044.88190954774,41786.875,42310.25
Low,2088,Barren,19155,19155,19155
Low,2088,Developed,30250.88625,30081.925000000003,30412.075
Low,2088,Forest,154827.4475,154717.975,154941
Low,2088,Grassland,45394.2425,45157.975,45632.075
Low,2088,Shrubland,110498.0225,110347.975,110678.1
Low,2088,SnowIce,28,28,28
Low,2088,Water,18655,18655,18655
Low,2088,Wetland,2958.536432160804,2868,3059.5
Low,2089,Agriculture,42031.28285356696,41768,42294.05
Low,2089,Barren,19155,19155,19155
Low,2089,Developed,30257.3625,30090.85,30421
Low,2089,Forest,154819.36625,154708,154934
Low,2089,Grassland,45402.20375,45165.95,45639.049999999996
Low,2089,Shrubland,110500.2825,110344,110681
Low,2089,SnowIce,28,28,28
Low,2089,Water,18655,18655,18655
Low,2089,Wetland,2963.358040201005,2872,3066.125
Low,2090,Agriculture,42016.780976220274,41752.9,42277
Low,2090,Barren,19155,19155,19155
Low,2090,Developed,30264.6325,30095.875,30430
Low,2090,Forest,154811.07,154698.95,154929
Low,2090,Grassland,45410.67875,45172,45653.025
Low,2090,Shrubland,110502.53875,110348.775,110688.02500000001
Low,2090,SnowIce,28,28,28
Low,2090,Water,18655,18655,18655
Low,2090,Wetland,2967.9595448798987,2876.5,3072
Low,2091,Agriculture,42003.01127819549,41736,42263.225
Low,2091,Barren,19155,19155,19155
Low,2091,Developed,30271.03875,30100.875,30437.05
Low,2091,Forest,154803.13375,154689,154922.02500000002
Low,2091,Grassland,45419.16125,45177.899999999994,45652.175
Low,2091,Shrubland,110504.41875,110348.97499999999,110684.09999999999
Low,2091,SnowIce,28,28,28
Low,2091,Water,18655,18655,18655
Low,2091,Wetland,2973.0754716981132,2879,3077
Low,2092,Agriculture,41988.25534591195,41719.7,42245
Low,2092,Barren,19155,19155,19155
Low,2092,Developed,30277.44625,30104.95,30443.024999999998
Low,2092,Forest,154794.97625,154680,154915
Low,2092,Grassland,45428.69375,45185.95,45663.075
Low,2092,Shrubland,110506.425,110347.95000000001,110690.025
Low,2092,SnowIce,28,28,28
Low,2092,Water,18655,18655,18655
Low,2092,Wetland,2977.881163084703,2883,3087
Low,2093,Agriculture,41974.36591478697,41719.925,42232.225
Low,2093,Barren,19155,19155,19155
Low,2093,Developed,30284.215,30112.975,30448.100000000002
Low,2093,Forest,154786.99125,154669.975,154909
Low,2093,Grassland,45437.72,45199.725,45678.1
Low,2093,Shrubland,110508.02125,110349,110689
Low,2093,SnowIce,28,28,28
Low,2093,Water,18655,18655,18655
Low,2093,Wetland,2982.4469696969695,2886,3092.225
Low,2094,Agriculture,41960.13767209011,41704.85,42216.2
Low,2094,Barren,19155,19155,19155
Low,2094,Developed,30290.73125,30117.975,30453.125
Low,2094,Forest,154778.7275,154660.97499999998,154899
Low,2094,Grassland,45446.8475,45201.875,45688.024999999994
Low,2094,Shrubland,110510.09,110348.95,110692.05
Low,2094,SnowIce,28,28,28
Low,2094,Water,18655,18655,18655
Low,2094,Wetland,2987.2891414141413,2887.775,3096.225
Low,2095,Agriculture,41946.18875,41689.825,42204.025
Low,2095,Barren,19155,19155,19155
Low,2095,Developed,30297.835,30125.95,30463.025
Low,2095,Forest,154770.45,154656,154891.05000000002
Low,2095,Grassland,45455.66875,45203,45693.024999999994
Low,2095,Shrubland,110511.98875,110339.975,110695
Low,2095,SnowIce,28,28,28
Low,2095,Water,18655,18655,18655
Low,2095,Wetland,2991.8073047858943,2892.825,3103.175
Low,2096,Agriculture,41932.29109159348,41665.8,42190.5
Low,2096,Barren,19155,19155,19155
Low,2096,Developed,30305.045,30132.95,30470.024999999998
Low,2096,Forest,154761.74625,154647.975,154884
Low,2096,Grassland,45464.525,45224,45708.024999999994
Low,2096,Shrubland,110513.65875,110340,110702.025
Low,2096,SnowIce,28,28,28
Low,2096,Water,18655,18655,18655
Low,2096,Wetland,2996.4173027989823,2899.625,3105.75
Low,2097,Agriculture,41917.380952380954,41653.399999999994,42172.15
Low,2097,Barren,19155,19155,19155
Low,2097,Developed,30312.88125,30140.925,30477.05
Low,2097,Forest,154753.105,154636.94999999998,154877
Low,2097,Grassland,45472.77,45222.95,45715.1
Low,2097,Shrubland,110516.22,110346,110708
Low,2097,SnowIce,28,28,28
Low,2097,Water,18655,18655,18655
Low,2097,Wetland,3001.447103274559,2902.6499999999996,3112.35
Low,2098,Agriculture,41904.58448060075,41622.95,42158.05
Low,2098,Barren,19155,19155,19155
Low,2098,Developed,30320.09125,30147.875,30486
Low,2098,Forest,154744.2075,154629,154867.02500000002
Low,2098,Grassland,45481.425,45226.924999999996,45727.2
Low,2098,Shrubland,110517.8225,110345,110712
Low,2098,SnowIce,28,28,28
Low,2098,Water,18655,18655,18655
Low,2098,Wetland,3005.793450881612,2907.825,3118
Low,2099,Agriculture,41890.664993726474,41608.399999999994,42153.5
Low,2099,Barren,19155,19155,19155
Low,2099,Developed,30327.3475,30154.9,30492
Low,2099,Forest,154735.47625,154621.975,154860.025
Low,2099,Grassland,45490.8475,45238.975000000006,45735.075
Low,2099,Shrubland,110519.34375,110347,110708
Low,2099,SnowIce,28,28,28
Low,2099,Water,18655,18655,18655
Low,2099,Wetland,3009.959798994975,2911.875,3121.125
Low,2100,Agriculture,41875.90852130326,41589.725000000006,42139.299999999996
Low,2100,Barren,19155,19155,19155
Low,2100,Developed,30334.96125,30161.925000000003,30498
Low,2100,Forest,154726.75375,154611.94999999998,154852.05000000002
Low,2100,Grassland,45499.515,45242.975,45748.15
Low,2100,Shrubland,110521.7925,110346.975,110704
Low,2100,SnowIce,28,28,28
Low,2100,Water,18655,18655,18655
Low,2100,Wetland,3014.8329145728644,2913.875,3124
Low,2101,Agriculture,41861.06658291457,41563.625,42128.75
Low,2101,Barren,19155,19155,19155
Low,2101,Developed,30342.37125,30169.850000000002,30503.05
Low,2101,Forest,154718.32625,154602,154849
Low,2101,Grassland,45507.99625,45249.9,45757.424999999996
Low,2101,Shrubland,110523.89,110347.975,110705.025
Low,2101,SnowIce,28,28,28
Low,2101,Water,18655,18655,18655
Low,2101,Wetland,3019.7042606516293,2918.775,3132
Medium,2001,Agriculture,45660,45660,45660
Medium,2001,Barren,19155,19155,19155
Medium,2001,Developed,23263,23263,23263
Medium,2001,Forest,156191,156191,156191
Medium,2001,Grassland,46293,46293,46293
Medium,2001,Shrubland,111792,111792,111792
Medium,2001,SnowIce,28,28,28
Medium,2001,Water,18655,18655,18655
Medium,2001,Wetland,2775,2775,2775
Medium,2002,Agriculture,45641.99375,45602,45684.075000000004
Medium,2002,Barren,19155,19155,19155
Medium,2002,Developed,23619.7225,23584,23654.024999999998
Medium,2002,Forest,156115.36125,156095,156135
Medium,2002,Grassland,46120.805,46086,46154
Medium,2002,Shrubland,111712.9775,111693,111732
Medium,2002,SnowIce,28,28,28
Medium,2002,Water,18655,18655,18655
Medium,2002,Wetland,2763.14,2753,2774
Medium,2003,Agriculture,45565.3575,45510.975,45618
Medium,2003,Barren,19155,19155,19155
Medium,2003,Developed,23838.50875,23791.95,23885
Medium,2003,Forest,156088.81625,156064,156112.02500000002
Medium,2003,Grassland,46054.305,46010.975,46097.024999999994
Medium,2003,Shrubland,111668.43375,111643.97499999999,111692
Medium,2003,SnowIce,28,28,28
Medium,2003,Water,18655,18655,18655
Medium,2003,Wetland,2758.57875,2746,2771.025
Medium,2004,Agriculture,45489.39625,45431,45548
Medium,2004,Barren,19155,19155,19155
Medium,2004,Developed,24056.37468671679,24002,24110
Medium,2004,Forest,156061.01875,156032.975,156089
Medium,2004,Grassland,45988.25505050505,45930.774999999994,46039.674999999996
Medium,2004,Shrubland,111624.4625,111592,111651
Medium,2004,SnowIce,28,28,28
Medium,2004,Water,18655,18655,18655
Medium,2004,Wetland,2754.51625,2738.975,2769
Medium,2005,Agriculture,45405.24875,45331,45475.075
Medium,2005,Barren,19155,19155,19155
Medium,2005,Developed,24283.655,24224,24345.075
Medium,2005,Forest,156039.54899497487,156008,156071.125
Medium,2005,Grassland,45908.3925,45841,45969
Medium,2005,Shrubland,111584.7175,111550,111615.025
Medium,2005,SnowIce,28,28,28
Medium,2005,Water,18655,18655,18655
Medium,2005,Wetland,2752.635,2735.975,2770
Medium,2006,Agriculture,45321.23375,45242.799999999996,45397.025
Medium,2006,Barren,19155,19155,19155
Medium,2006,Developed,24510.5275,24443,24575.050000000003
Medium,2006,Forest,156017.64040660736,155981,156052
Medium,2006,Grassland,45829.515,45758.975,45897.025
Medium,2006,Shrubland,111544.55625,111506.975,111581
Medium,2006,SnowIce,28,28,28
Medium,2006,Water,18655,18655,18655
Medium,2006,Wetland,2750.81375,2730,2771
Medium,2007,Agriculture,45188.305,45086,45280
Medium,2007,Barren,19155,19155,19155
Medium,2007,Developed,24672.98125,24601.975,24739
Medium,2007,Forest,156005.94871794872,155969.47499999998,156044.05
Medium,2007,Grassland,45851.55625,45774.975,45925
Medium,2007,Shrubland,111503.7375,111462,111548
Medium,2007,SnowIce,28,28,28
Medium,2007,Water,18655,18655,18655
Medium,2007,Wetland,2751.62,2729,2774
Medium,2008,Agriculture,45056.018867924526,44950.85,45156
Medium,2008,Barren,19155,19155,19155
Medium,2008,Developed,24836.4,24764.925000000003,24909
Medium,2008,Forest,155992.45652173914,155954,156035
Medium,2008,Grassland,45876.0525,45796.95,45958
Medium,2008,Shrubland,111460.7875,111414.95,111505.025
Medium,2008,SnowIce,28,28,28
Medium,2008,Water,18655,18655,18655
Medium,2008,Wetland,2752.465,2728,2777
Medium,2009,Agriculture,44958.425345043914,44845.9,45065.2
Medium,2009,Barren,19155,19155,19155
Medium,2009,Developed,24941.236842105263,24863,25011
Medium,2009,Forest,155978.98852040817,155938.575,156021
Medium,2009,Grassland,45892.94993742178,45802.9,45986.05
Medium,2009,Shrubland,111449.97875,111402.975,111498.05
Medium,2009,SnowIce,28,28,28
Medium,2009,Water,18655,18655,18655
Medium,2009,Wetland,2751.56375,2727,2779
Medium,2010,Agriculture,44864.06766917293,44749.85,44978
Medium,2010,Barren,19155,19155,19155
Medium,2010,Developed,25046.291979949874,24968,25123.075
Medium,2010,Forest,155964.0844892812,155924.80000000002,156009.19999999998
Medium,2010,Grassland,45910.06125,45816.95,46005
Medium,2010,Shrubland,111438.60625,111388.97499999999,111488.05
Medium,2010,SnowIce,28,28,28
Medium,2010,Water,18655,18655,18655
Medium,2010,Wetland,2750.35,2724,2777
Medium,2011,Agriculture,44793.9125,44674.925,44904.125
Medium,2011,Barren,19155,19155,19155
Medium,2011,Developed,25120.32,25038,25201.025
Medium,2011,Forest,155957.78375,155915.97499999998,156003.025
Medium,2011,Grassland,45925.149874055416,45842.65,46013.175
Medium,2011,Shrubland,111429.65875,111380,111482
Medium,2011,SnowIce,28,28,28
Medium,2011,Water,18655,18655,18655
Medium,2011,Wetland,2746.61375,2720,2774
Medium,2012,Agriculture,44719.06125,44600.925,44840.049999999996
Medium,2012,Barren,19155,19155,19155
Medium,2012,Developed,25194.02875,25114,25276
Medium,2012,Forest,155950.61055276383,155905.875,155996.125
Medium,2012,Grassland,45946.04385964912,45846,46043
Medium,2012,Shrubland,111420.04,111367,111470.025
Medium,2012,SnowIce,28,28,28
Medium,2012,Water,18655,18655,18655
Medium,2012,Wetland,2743.83375,2716.975,2773.0249999999996
Medium,2013,Agriculture,44686.9475,44524.9,44874.05
Medium,2013,Barren,19155,19155,19155
Medium,2013,Developed,25368.35125,25285.95,25448.05
Medium,2013,Forest,155911.24625,155856.975,155960.025
Medium,2013,Grassland,45890.22375,45739.95,46029
Medium,2013,Shrubland,111377.3875,111322,111432
Medium,2013,SnowIce,28,28,28
Medium,2013,Water,18655,18655,18655
Medium,2013,Wetland,2739.84375,2709,2772
Medium,2014,Agriculture,44653.2125,44454.975000000006,44870.025
Medium,2014,Barren,19155,19155,19155
Medium,2014,Developed,25560.87625,25471.975000000002,25645.125
Medium,2014,Forest,155870.07,155811,155929
Medium,2014,Grassland,45825.21375,45666,45970
Medium,2014,Shrubland,111329.82875,111266.975,111394
Medium,2014,SnowIce,28,28,28
Medium,2014,Water,18655,18655,18655
Medium,2014,Wetland,2734.79875,2701.975,2768.025
Medium,2015,Agriculture,44607.455,44369.925,44837.125
Medium,2015,Barren,19155,19155,19155
Medium,2015,Developed,25744.49375,25655.899999999998,25831
Medium,2015,Forest,155832.43625,155767.95,155897
Medium,2015,Grassland,45772.03625,45593.9,45954
Medium,2015,Shrubland,111286.7925,111223.95,111351.02500000001
Medium,2015,SnowIce,28,28,28
Medium,2015,Water,18655,18655,18655
Medium,2015,Wetland,2730.78625,2698,2767.025
Medium,2016,Agriculture,44568.4575,44309.825000000004,44855.025
Medium,2016,Barren,19155,19155,19155
Medium,2016,Developed,25922.115432873274,25825.9,26011.1
Medium,2016,Forest,155794.9325,155729,155861.02500000002
Medium,2016,Grassland,45716.80875,45514.925,45914
Medium,2016,Shrubland,111244.50625,111180.95,111313.02500000001
Medium,2016,SnowIce,28,28,28
Medium,2016,Water,18655,18655,18655
Medium,2016,Wetland,2726.8875,2691,2764
Medium,2017,Agriculture,44527.705,44240.975,44822.049999999996
Medium,2017,Barren,19155,19155,19155
Medium,2017,Developed,26108.3575,26016.675,26203.025
Medium,2017,Forest,155757.395,155682,155833
Medium,2017,Grassland,45657.67,45433.975000000006,45883.275
