LUC,GCM,RCP,Timestep,StockGroup,Ecosystem,Mean,Lower,Upper
Low,CNRM-CM5,rcp85,2043,Live,No,0.9,0.8,1
Low,CNRM-CM5,rcp85,2043,Live,Yes,1530.1,1461,1600.8
Low,CNRM-CM5,rcp85,2043,Soil,No,29.5,28.2,30.8
Low,CNRM-CM5,rcp85,2043,Soil,Yes,2597.2,2592.6,2600.5
Low,CNRM-CM5,rcp85,2044,DOM,No,0.1,0.1,0.1
Low,CNRM-CM5,rcp85,2044,DOM,Yes,647,602.6,688
Low,CNRM-CM5,rcp85,2044,Live,No,0.9,0.8,1
Low,CNRM-CM5,rcp85,2044,Live,Yes,1534.6,1458.6,1601.9
Low,CNRM-CM5,rcp85,2044,Soil,No,29.8,28.5,31.1
Low,CNRM-CM5,rcp85,2044,Soil,Yes,2596.8,2592.1,2600.2
Low,CNRM-CM5,rcp85,2045,DOM,No,0.1,0.1,0.1
Low,CNRM-CM5,rcp85,2045,DOM,Yes,638.6,597.4,679.2
Low,CNRM-CM5,rcp85,2045,Live,No,0.9,0.8,1
Low,CNRM-CM5,rcp85,2045,Live,Yes,1567.3,1490.5,1633.5
Low,CNRM-CM5,rcp85,2045,Soil,No,30.1,28.8,31.4
Low,CNRM-CM5,rcp85,2045,Soil,Yes,2598.3,2593.7,2601.9
Low,CNRM-CM5,rcp85,2046,DOM,No,0.1,0.1,0.1
Low,CNRM-CM5,rcp85,2046,DOM,Yes,634.3,592.4,673.9
Low,CNRM-CM5,rcp85,2046,Live,No,0.9,0.9,1
Low,CNRM-CM5,rcp85,2046,Live,Yes,1596.6,1520,1664
Low,CNRM-CM5,rcp85,2046,Soil,No,30.4,29,31.7
Low,CNRM-CM5,rcp85,2046,Soil,Yes,2600.9,2596.2,2604.6
Low,CNRM-CM5,rcp85,2047,DOM,No,0.1,0.1,0.1
Low,CNRM-CM5,rcp85,2047,DOM,Yes,626,586.2,664.3
Low,CNRM-CM5,rcp85,2047,Live,No,0.9,0.9,1
Low,CNRM-CM5,rcp85,2047,Live,Yes,1549.1,1476.9,1614.9
Low,CNRM-CM5,rcp85,2047,Soil,No,30.7,29.3,32.1
Low,CNRM-CM5,rcp85,2047,Soil,Yes,2604.5,2599.8,2608.3
Low,CNRM-CM5,rcp85,2048,DOM,No,0.1,0.1,0.1
Low,CNRM-CM5,rcp85,2048,DOM,Yes,625.6,587,660.8
Low,CNRM-CM5,rcp85,2048,Live,No,0.9,0.9,1
Low,CNRM-CM5,rcp85,2048,Live,Yes,1542.2,1467.5,1607.9
Low,CNRM-CM5,rcp85,2048,Soil,No,31,29.5,32.4
Low,CNRM-CM5,rcp85,2048,Soil,Yes,2602.2,2597.6,2606.1
Low,CNRM-CM5,rcp85,2049,DOM,No,0.1,0.1,0.1
Low,CNRM-CM5,rcp85,2049,DOM,Yes,624.5,582.7,657.2
Low,CNRM-CM5,rcp85,2049,Live,No,0.9,0.9,1
Low,CNRM-CM5,rcp85,2049,Live,Yes,1525.9,1457.8,1597.6
Low,CNRM-CM5,rcp85,2049,Soil,No,31.2,29.8,32.8
Low,CNRM-CM5,rcp85,2049,Soil,Yes,2601,2596.4,2604.9
Low,CNRM-CM5,rcp85,2050,DOM,No,0.1,0.1,0.1
Low,CNRM-CM5,rcp85,2050,DOM,Yes,629.9,590.6,666.6
Low,CNRM-CM5,rcp85,2050,Live,No,0.9,0.9,1
Low,CNRM-CM5,rcp85,2050,Live,Yes,1539.2,1473.2,1608
Low,CNRM-CM5,rcp85,2050,Soil,No,31.5,30,33
Low,CNRM-CM5,rcp85,2050,Soil,Yes,2598.5,2593.6,2602.5
Low,CNRM-CM5,rcp85,2051,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2051,DOM,Yes,619.2,581.9,655.5
Low,CNRM-CM5,rcp85,2051,Live,No,1,0.9,1
Low,CNRM-CM5,rcp85,2051,Live,Yes,1557.3,1490.7,1625
Low,CNRM-CM5,rcp85,2051,Soil,No,31.8,30.3,33.3
Low,CNRM-CM5,rcp85,2051,Soil,Yes,2598.5,2593.5,2602.6
Low,CNRM-CM5,rcp85,2052,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2052,DOM,Yes,615.5,580.4,649.1
Low,CNRM-CM5,rcp85,2052,Live,No,1,0.9,1
Low,CNRM-CM5,rcp85,2052,Live,Yes,1587.8,1524.6,1655.5
Low,CNRM-CM5,rcp85,2052,Soil,No,32,30.5,33.6
Low,CNRM-CM5,rcp85,2052,Soil,Yes,2598.4,2593.1,2602.4
Low,CNRM-CM5,rcp85,2053,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2053,DOM,Yes,614.6,579.2,646.7
Low,CNRM-CM5,rcp85,2053,Live,No,1,0.9,1
Low,CNRM-CM5,rcp85,2053,Live,Yes,1608.8,1544.6,1676.4
Low,CNRM-CM5,rcp85,2053,Soil,No,32.3,30.7,33.9
Low,CNRM-CM5,rcp85,2053,Soil,Yes,2600.4,2594.7,2604.2
Low,CNRM-CM5,rcp85,2054,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2054,DOM,Yes,607.7,572.6,639.7
Low,CNRM-CM5,rcp85,2054,Live,No,1,0.9,1
Low,CNRM-CM5,rcp85,2054,Live,Yes,1640.9,1575.9,1708.4
Low,CNRM-CM5,rcp85,2054,Soil,No,32.5,31,34.2
Low,CNRM-CM5,rcp85,2054,Soil,Yes,2603.4,2597.5,2607.5
Low,CNRM-CM5,rcp85,2055,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2055,DOM,Yes,603.4,571.3,636.2
Low,CNRM-CM5,rcp85,2055,Live,No,1,0.9,1.1
Low,CNRM-CM5,rcp85,2055,Live,Yes,1687.9,1622.4,1753.1
Low,CNRM-CM5,rcp85,2055,Soil,No,32.8,31.2,34.4
Low,CNRM-CM5,rcp85,2055,Soil,Yes,2605.9,2599.8,2610
Low,CNRM-CM5,rcp85,2056,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2056,DOM,Yes,612.3,579.9,640.9
Low,CNRM-CM5,rcp85,2056,Live,No,1,0.9,1.1
Low,CNRM-CM5,rcp85,2056,Live,Yes,1672.8,1608.6,1730
Low,CNRM-CM5,rcp85,2056,Soil,No,33,31.5,34.6
Low,CNRM-CM5,rcp85,2056,Soil,Yes,2610.8,2604.6,2615
Low,CNRM-CM5,rcp85,2057,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2057,DOM,Yes,604.7,573.4,631.4
Low,CNRM-CM5,rcp85,2057,Live,No,1,0.9,1.1
Low,CNRM-CM5,rcp85,2057,Live,Yes,1667.4,1601.7,1722.6
Low,CNRM-CM5,rcp85,2057,Soil,No,33.3,31.7,34.8
Low,CNRM-CM5,rcp85,2057,Soil,Yes,2612.4,2606.4,2616.9
Low,CNRM-CM5,rcp85,2058,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2058,DOM,Yes,587.5,555.6,611.6
Low,CNRM-CM5,rcp85,2058,Live,No,1,0.9,1.1
Low,CNRM-CM5,rcp85,2058,Live,Yes,1611,1546.5,1664.5
Low,CNRM-CM5,rcp85,2058,Soil,No,33.5,32,35.1
Low,CNRM-CM5,rcp85,2058,Soil,Yes,2612.1,2606,2617.1
Low,CNRM-CM5,rcp85,2059,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2059,DOM,Yes,570.1,538.3,592.8
Low,CNRM-CM5,rcp85,2059,Live,No,1,1,1.1
Low,CNRM-CM5,rcp85,2059,Live,Yes,1658.5,1595.5,1712.5
Low,CNRM-CM5,rcp85,2059,Soil,No,33.7,32.1,35.3
Low,CNRM-CM5,rcp85,2059,Soil,Yes,2605.2,2598.8,2610.3
Low,CNRM-CM5,rcp85,2060,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2060,DOM,Yes,560.7,529.3,582.1
Low,CNRM-CM5,rcp85,2060,Live,No,1,1,1.1
Low,CNRM-CM5,rcp85,2060,Live,Yes,1635.4,1571.3,1684.1
Low,CNRM-CM5,rcp85,2060,Soil,No,34,32.3,35.5
Low,CNRM-CM5,rcp85,2060,Soil,Yes,2601.6,2595.1,2606.8
Low,CNRM-CM5,rcp85,2061,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2061,DOM,Yes,559.4,529.2,581.1
Low,CNRM-CM5,rcp85,2061,Live,No,1,1,1.1
Low,CNRM-CM5,rcp85,2061,Live,Yes,1630.4,1566.3,1678.9
Low,CNRM-CM5,rcp85,2061,Soil,No,34.2,32.5,35.8
Low,CNRM-CM5,rcp85,2061,Soil,Yes,2595.6,2588.9,2600.7
Low,CNRM-CM5,rcp85,2062,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2062,DOM,Yes,548,519.8,569.1
Low,CNRM-CM5,rcp85,2062,Live,No,1,1,1.1
Low,CNRM-CM5,rcp85,2062,Live,Yes,1627.5,1563.5,1674.9
Low,CNRM-CM5,rcp85,2062,Soil,No,34.4,32.7,36.1
Low,CNRM-CM5,rcp85,2062,Soil,Yes,2591.6,2584.8,2597.1
Low,CNRM-CM5,rcp85,2063,DOM,No,0.1,0.1,0.2
Low,CNRM-CM5,rcp85,2063,DOM,Yes,535.4,508.4,555.2
Low,CNRM-CM5,rcp85,2063,Live,No,1,1,1.1
Low,CNRM-CM5,rcp85,2063,Live,Yes,1641.5,1578.4,1689.6
Low,CNRM-CM5,rcp85,2063,Soil,No,34.6,32.9,36.3
Low,CNRM-CM5,rcp85,2063,Soil,Yes,2586.6,2579.7,2592
Low,CNRM-CM5,rcp85,2064,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2064,DOM,Yes,530.3,507.2,550.6
Low,CNRM-CM5,rcp85,2064,Live,No,1.1,1,1.1
Low,CNRM-CM5,rcp85,2064,Live,Yes,1633.4,1571.4,1681.2
Low,CNRM-CM5,rcp85,2064,Soil,No,34.9,33.1,36.5
Low,CNRM-CM5,rcp85,2064,Soil,Yes,2580.8,2574,2586
Low,CNRM-CM5,rcp85,2065,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2065,DOM,Yes,534.9,509.1,556.5
Low,CNRM-CM5,rcp85,2065,Live,No,1.1,1,1.1
Low,CNRM-CM5,rcp85,2065,Live,Yes,1621.6,1560.6,1668.8
Low,CNRM-CM5,rcp85,2065,Soil,No,35.1,33.2,36.7
Low,CNRM-CM5,rcp85,2065,Soil,Yes,2573.9,2567.4,2579.2
Low,CNRM-CM5,rcp85,2066,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2066,DOM,Yes,551.5,522.9,586
Low,CNRM-CM5,rcp85,2066,Live,No,1.1,1,1.1
Low,CNRM-CM5,rcp85,2066,Live,Yes,1612.2,1555.5,1663.3
Low,CNRM-CM5,rcp85,2066,Soil,No,35.3,33.4,36.9
Low,CNRM-CM5,rcp85,2066,Soil,Yes,2566.9,2560.4,2572.5
Low,CNRM-CM5,rcp85,2067,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2067,DOM,Yes,555.5,520.9,589.6
Low,CNRM-CM5,rcp85,2067,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2067,Live,Yes,1637.4,1581.2,1692.3
Low,CNRM-CM5,rcp85,2067,Soil,No,35.5,33.6,37.1
Low,CNRM-CM5,rcp85,2067,Soil,Yes,2560.4,2554,2566.2
Low,CNRM-CM5,rcp85,2068,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2068,DOM,Yes,612.8,561.3,679.1
Low,CNRM-CM5,rcp85,2068,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2068,Live,Yes,1553.6,1488.5,1620.8
Low,CNRM-CM5,rcp85,2068,Soil,No,35.7,33.8,37.3
Low,CNRM-CM5,rcp85,2068,Soil,Yes,2555.7,2549.2,2561.5
Low,CNRM-CM5,rcp85,2069,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2069,DOM,Yes,610.2,557.6,677.1
Low,CNRM-CM5,rcp85,2069,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2069,Live,Yes,1575,1507.3,1642
Low,CNRM-CM5,rcp85,2069,Soil,No,35.9,34,37.5
Low,CNRM-CM5,rcp85,2069,Soil,Yes,2548.9,2542.2,2554.6
Low,CNRM-CM5,rcp85,2070,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2070,DOM,Yes,618.9,564.9,685.6
Low,CNRM-CM5,rcp85,2070,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2070,Live,Yes,1582.5,1511.5,1651.7
Low,CNRM-CM5,rcp85,2070,Soil,No,36,34.2,37.8
Low,CNRM-CM5,rcp85,2070,Soil,Yes,2545.1,2537.9,2551.1
Low,CNRM-CM5,rcp85,2071,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2071,DOM,Yes,615.2,564.5,680.2
Low,CNRM-CM5,rcp85,2071,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2071,Live,Yes,1589.8,1512.7,1656.6
Low,CNRM-CM5,rcp85,2071,Soil,No,36.2,34.3,38.1
Low,CNRM-CM5,rcp85,2071,Soil,Yes,2544.5,2537.1,2550.9
Low,CNRM-CM5,rcp85,2072,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2072,DOM,Yes,621.2,564.7,682.3
Low,CNRM-CM5,rcp85,2072,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2072,Live,Yes,1576.4,1496.5,1645
Low,CNRM-CM5,rcp85,2072,Soil,No,36.4,34.4,38.2
Low,CNRM-CM5,rcp85,2072,Soil,Yes,2541.9,2533.9,2548.2
Low,CNRM-CM5,rcp85,2073,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2073,DOM,Yes,616.7,562.3,676.9
Low,CNRM-CM5,rcp85,2073,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2073,Live,Yes,1577.8,1496.7,1644.9
Low,CNRM-CM5,rcp85,2073,Soil,No,36.5,34.6,38.4
Low,CNRM-CM5,rcp85,2073,Soil,Yes,2538.7,2530.7,2545.4
Low,CNRM-CM5,rcp85,2074,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2074,DOM,Yes,610.4,559.4,668.2
Low,CNRM-CM5,rcp85,2074,Live,No,1.1,1,1.2
Low,CNRM-CM5,rcp85,2074,Live,Yes,1544.5,1467.6,1611
Low,CNRM-CM5,rcp85,2074,Soil,No,36.7,34.8,38.5
Low,CNRM-CM5,rcp85,2074,Soil,Yes,2535,2527,2541.8
Low,CNRM-CM5,rcp85,2075,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2075,DOM,Yes,605.3,556,662.2
Low,CNRM-CM5,rcp85,2075,Live,No,1.1,1.1,1.2
Low,CNRM-CM5,rcp85,2075,Live,Yes,1572.1,1493,1640.2
Low,CNRM-CM5,rcp85,2075,Soil,No,36.8,34.9,38.6
Low,CNRM-CM5,rcp85,2075,Soil,Yes,2527.2,2519.5,2533.9
Low,CNRM-CM5,rcp85,2076,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2076,DOM,Yes,591.8,543.4,646.5
Low,CNRM-CM5,rcp85,2076,Live,No,1.1,1.1,1.2
Low,CNRM-CM5,rcp85,2076,Live,Yes,1569,1488,1640.3
Low,CNRM-CM5,rcp85,2076,Soil,No,37,35,38.7
Low,CNRM-CM5,rcp85,2076,Soil,Yes,2522.5,2515.1,2529
Low,CNRM-CM5,rcp85,2077,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2077,DOM,Yes,588.4,541.7,640.6
Low,CNRM-CM5,rcp85,2077,Live,No,1.1,1.1,1.2
Low,CNRM-CM5,rcp85,2077,Live,Yes,1637.2,1553.7,1706.7
Low,CNRM-CM5,rcp85,2077,Soil,No,37.1,35.2,38.8
Low,CNRM-CM5,rcp85,2077,Soil,Yes,2515.9,2508.5,2522.4
Low,CNRM-CM5,rcp85,2078,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2078,DOM,Yes,589.4,544.6,642.7
Low,CNRM-CM5,rcp85,2078,Live,No,1.1,1.1,1.2
Low,CNRM-CM5,rcp85,2078,Live,Yes,1647.2,1563.3,1715.3
Low,CNRM-CM5,rcp85,2078,Soil,No,37.3,35.4,39.1
Low,CNRM-CM5,rcp85,2078,Soil,Yes,2515.6,2508.1,2522.3
Low,CNRM-CM5,rcp85,2079,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2079,DOM,Yes,574.7,533.9,626.6
Low,CNRM-CM5,rcp85,2079,Live,No,1.2,1.1,1.2
Low,CNRM-CM5,rcp85,2079,Live,Yes,1647.5,1563,1712.5
Low,CNRM-CM5,rcp85,2079,Soil,No,37.4,35.4,39.2
Low,CNRM-CM5,rcp85,2079,Soil,Yes,2514.9,2507.1,2521.5
Low,CNRM-CM5,rcp85,2080,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2080,DOM,Yes,570.1,530.2,620.4
Low,CNRM-CM5,rcp85,2080,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2080,Live,Yes,1647,1564.6,1712.5
Low,CNRM-CM5,rcp85,2080,Soil,No,37.5,35.5,39.4
Low,CNRM-CM5,rcp85,2080,Soil,Yes,2510.1,2502.1,2516.8
Low,CNRM-CM5,rcp85,2081,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2081,DOM,Yes,554.5,515.7,602.2
Low,CNRM-CM5,rcp85,2081,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2081,Live,Yes,1611.4,1532.1,1677.2
Low,CNRM-CM5,rcp85,2081,Soil,No,37.7,35.6,39.6
Low,CNRM-CM5,rcp85,2081,Soil,Yes,2505.5,2497.4,2511.9
Low,CNRM-CM5,rcp85,2082,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2082,DOM,Yes,547.8,510.8,594.1
Low,CNRM-CM5,rcp85,2082,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2082,Live,Yes,1607.8,1530.5,1671.9
Low,CNRM-CM5,rcp85,2082,Soil,No,37.8,35.7,39.7
Low,CNRM-CM5,rcp85,2082,Soil,Yes,2496.3,2488.4,2502.6
Low,CNRM-CM5,rcp85,2083,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2083,DOM,Yes,537.7,501.1,583.3
Low,CNRM-CM5,rcp85,2083,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2083,Live,Yes,1622.6,1545.8,1684.2
Low,CNRM-CM5,rcp85,2083,Soil,No,37.9,35.9,39.8
Low,CNRM-CM5,rcp85,2083,Soil,Yes,2488.1,2480.4,2494.3
Low,CNRM-CM5,rcp85,2084,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2084,DOM,Yes,540.2,505,583.8
Low,CNRM-CM5,rcp85,2084,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2084,Live,Yes,1600.8,1525.3,1660.6
Low,CNRM-CM5,rcp85,2084,Soil,No,38,36,39.9
Low,CNRM-CM5,rcp85,2084,Soil,Yes,2481.4,2474,2487.7
Low,CNRM-CM5,rcp85,2085,DOM,No,0.2,0.1,0.2
Low,CNRM-CM5,rcp85,2085,DOM,Yes,618.3,538.6,710.6
Low,CNRM-CM5,rcp85,2085,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2085,Live,Yes,1566.7,1460.8,1671.6
Low,CNRM-CM5,rcp85,2085,Soil,No,38.2,36.1,40
Low,CNRM-CM5,rcp85,2085,Soil,Yes,2473.4,2466.4,2479.7
Low,CNRM-CM5,rcp85,2086,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2086,DOM,Yes,639,562.8,731.4
Low,CNRM-CM5,rcp85,2086,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2086,Live,Yes,1565.6,1458.2,1664.4
Low,CNRM-CM5,rcp85,2086,Soil,No,38.3,36.2,40.2
Low,CNRM-CM5,rcp85,2086,Soil,Yes,2469.7,2462.7,2475.5
Low,CNRM-CM5,rcp85,2087,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2087,DOM,Yes,638,562,730.9
Low,CNRM-CM5,rcp85,2087,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2087,Live,Yes,1542,1432.5,1642.3
Low,CNRM-CM5,rcp85,2087,Soil,No,38.4,36.3,40.4
Low,CNRM-CM5,rcp85,2087,Soil,Yes,2466.6,2459.7,2472.4
Low,CNRM-CM5,rcp85,2088,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2088,DOM,Yes,637,563.5,729
Low,CNRM-CM5,rcp85,2088,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2088,Live,Yes,1588.2,1477.8,1693.4
Low,CNRM-CM5,rcp85,2088,Soil,No,38.5,36.4,40.5
Low,CNRM-CM5,rcp85,2088,Soil,Yes,2462,2455.6,2468.4
Low,CNRM-CM5,rcp85,2089,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2089,DOM,Yes,626.9,554,716.4
Low,CNRM-CM5,rcp85,2089,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2089,Live,Yes,1672.7,1553.5,1784.4
Low,CNRM-CM5,rcp85,2089,Soil,No,38.6,36.6,40.6
Low,CNRM-CM5,rcp85,2089,Soil,Yes,2461.9,2455.6,2469
Low,CNRM-CM5,rcp85,2090,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2090,DOM,Yes,616.3,544.6,703.5
Low,CNRM-CM5,rcp85,2090,Live,No,1.2,1.1,1.3
Low,CNRM-CM5,rcp85,2090,Live,Yes,1677,1553.9,1790.6
Low,CNRM-CM5,rcp85,2090,Soil,No,38.7,36.7,40.7
Low,CNRM-CM5,rcp85,2090,Soil,Yes,2466.8,2460.3,2474.1
Low,CNRM-CM5,rcp85,2091,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2091,DOM,Yes,599.1,529.1,685.3
Low,CNRM-CM5,rcp85,2091,Live,No,1.2,1.2,1.3
Low,CNRM-CM5,rcp85,2091,Live,Yes,1686.3,1561.7,1800.6
Low,CNRM-CM5,rcp85,2091,Soil,No,38.9,36.8,40.9
Low,CNRM-CM5,rcp85,2091,Soil,Yes,2466.8,2459.8,2474.1
Low,CNRM-CM5,rcp85,2092,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2092,DOM,Yes,592.5,524,677.1
Low,CNRM-CM5,rcp85,2092,Live,No,1.2,1.2,1.3
Low,CNRM-CM5,rcp85,2092,Live,Yes,1631.9,1510.2,1742.8
Low,CNRM-CM5,rcp85,2092,Soil,No,39,36.9,40.9
Low,CNRM-CM5,rcp85,2092,Soil,Yes,2463.1,2456,2470.1
Low,CNRM-CM5,rcp85,2093,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2093,DOM,Yes,586.2,519.9,669.6
Low,CNRM-CM5,rcp85,2093,Live,No,1.2,1.2,1.3
Low,CNRM-CM5,rcp85,2093,Live,Yes,1676.2,1553.4,1790.2
Low,CNRM-CM5,rcp85,2093,Soil,No,39.1,37.1,41.1
Low,CNRM-CM5,rcp85,2093,Soil,Yes,2455.5,2448.6,2462.3
Low,CNRM-CM5,rcp85,2094,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2094,DOM,Yes,572.7,507.3,653.3
Low,CNRM-CM5,rcp85,2094,Live,No,1.2,1.2,1.4
Low,CNRM-CM5,rcp85,2094,Live,Yes,1683.6,1560.5,1799.4
Low,CNRM-CM5,rcp85,2094,Soil,No,39.2,37.1,41.1
Low,CNRM-CM5,rcp85,2094,Soil,Yes,2453.2,2446.1,2459.8
Low,CNRM-CM5,rcp85,2095,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2095,DOM,Yes,573.1,508.9,652.1
Low,CNRM-CM5,rcp85,2095,Live,No,1.3,1.2,1.4
Low,CNRM-CM5,rcp85,2095,Live,Yes,1714.9,1594.9,1829.5
Low,CNRM-CM5,rcp85,2095,Soil,No,39.3,37.3,41.2
Low,CNRM-CM5,rcp85,2095,Soil,Yes,2449.4,2442.3,2456.1
Low,CNRM-CM5,rcp85,2096,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2096,DOM,Yes,564.4,498.8,640.1
Low,CNRM-CM5,rcp85,2096,Live,No,1.3,1.2,1.4
Low,CNRM-CM5,rcp85,2096,Live,Yes,1650.6,1533,1765.7
Low,CNRM-CM5,rcp85,2096,Soil,No,39.5,37.4,41.5
Low,CNRM-CM5,rcp85,2096,Soil,Yes,2449.7,2442.8,2456.1
Low,CNRM-CM5,rcp85,2097,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2097,DOM,Yes,561.3,499.2,638.2
Low,CNRM-CM5,rcp85,2097,Live,No,1.3,1.2,1.4
Low,CNRM-CM5,rcp85,2097,Live,Yes,1657.6,1539.1,1773.7
Low,CNRM-CM5,rcp85,2097,Soil,No,39.6,37.5,41.5
Low,CNRM-CM5,rcp85,2097,Soil,Yes,2442.8,2435.9,2448.9
Low,CNRM-CM5,rcp85,2098,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2098,DOM,Yes,552.8,491.7,626
Low,CNRM-CM5,rcp85,2098,Live,No,1.3,1.2,1.4
Low,CNRM-CM5,rcp85,2098,Live,Yes,1651.4,1535.9,1765.5
Low,CNRM-CM5,rcp85,2098,Soil,No,39.7,37.7,41.7
Low,CNRM-CM5,rcp85,2098,Soil,Yes,2437,2430.2,2443.2
Low,CNRM-CM5,rcp85,2099,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2099,DOM,Yes,552.2,492.7,624
Low,CNRM-CM5,rcp85,2099,Live,No,1.3,1.2,1.4
Low,CNRM-CM5,rcp85,2099,Live,Yes,1664.1,1548.1,1780.5
Low,CNRM-CM5,rcp85,2099,Soil,No,39.8,37.7,41.8
Low,CNRM-CM5,rcp85,2099,Soil,Yes,2429,2422.1,2435.1
Low,CNRM-CM5,rcp85,2100,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2100,DOM,Yes,546.8,489.6,614
Low,CNRM-CM5,rcp85,2100,Live,No,1.3,1.2,1.4
Low,CNRM-CM5,rcp85,2100,Live,Yes,1653.8,1541.6,1764.8
Low,CNRM-CM5,rcp85,2100,Soil,No,40,37.9,42.2
Low,CNRM-CM5,rcp85,2100,Soil,Yes,2423,2416.1,2429.2
Low,CNRM-CM5,rcp85,2101,DOM,No,0.2,0.2,0.2
Low,CNRM-CM5,rcp85,2101,DOM,Yes,545.8,487.6,611
Low,CNRM-CM5,rcp85,2101,Live,No,1.3,1.2,1.4
Low,CNRM-CM5,rcp85,2101,Live,Yes,1645.1,1533.4,1754.2
Low,CNRM-CM5,rcp85,2101,Soil,No,40.1,38,42.4
Low,CNRM-CM5,rcp85,2101,Soil,Yes,2414.5,2407.8,2420.9
Low,HadGEM2-ES,rcp45,2001,DOM,No,0,0,0
Low,HadGEM2-ES,rcp45,2001,DOM,Yes,375.9,375.9,375.9
Low,HadGEM2-ES,rcp45,2001,Live,No,0,0,0
Low,HadGEM2-ES,rcp45,2001,Live,Yes,1804.3,1804.3,1804.3
Low,HadGEM2-ES,rcp45,2001,Soil,No,0,0,0
Low,HadGEM2-ES,rcp45,2001,Soil,Yes,2643,2643,2643
