LUC,GCM,RCP,Timestep,StockGroup,Ecosystem,Mean,Lower,Upper
BAU,MIROC5,rcp45,2062,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2062,DOM,Yes,504.3,471.9,536.5
BAU,MIROC5,rcp45,2062,Live,No,1.6,1.5,1.9
BAU,MIROC5,rcp45,2062,Live,Yes,1387.3,1339.3,1445.1
BAU,MIROC5,rcp45,2062,Soil,No,54.4,49.2,59.4
BAU,MIROC5,rcp45,2062,Soil,Yes,2422.1,2412.7,2432.3
BAU,MIROC5,rcp45,2063,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2063,DOM,Yes,505.7,474.8,536.6
BAU,MIROC5,rcp45,2063,Live,No,1.7,1.5,1.9
BAU,MIROC5,rcp45,2063,Live,Yes,1414.5,1363.9,1472.2
BAU,MIROC5,rcp45,2063,Soil,No,55.3,49.9,60.3
BAU,MIROC5,rcp45,2063,Soil,Yes,2416.2,2406.3,2425.6
BAU,MIROC5,rcp45,2064,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2064,DOM,Yes,509.2,475.9,541.5
BAU,MIROC5,rcp45,2064,Live,No,1.7,1.5,1.9
BAU,MIROC5,rcp45,2064,Live,Yes,1403.9,1352,1460.2
BAU,MIROC5,rcp45,2064,Soil,No,56.2,50.5,61.1
BAU,MIROC5,rcp45,2064,Soil,Yes,2412.6,2403,2421.4
BAU,MIROC5,rcp45,2065,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2065,DOM,Yes,517.2,478,548.6
BAU,MIROC5,rcp45,2065,Live,No,1.7,1.5,2
BAU,MIROC5,rcp45,2065,Live,Yes,1381.9,1329.2,1438.8
BAU,MIROC5,rcp45,2065,Soil,No,57,51.4,62.3
BAU,MIROC5,rcp45,2065,Soil,Yes,2407.5,2397.7,2416.6
BAU,MIROC5,rcp45,2066,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2066,DOM,Yes,522.3,483.8,554.4
BAU,MIROC5,rcp45,2066,Live,No,1.8,1.6,2
BAU,MIROC5,rcp45,2066,Live,Yes,1376.9,1328.8,1432.1
BAU,MIROC5,rcp45,2066,Soil,No,57.8,52,63.3
BAU,MIROC5,rcp45,2066,Soil,Yes,2401.3,2390.7,2410.5
BAU,MIROC5,rcp45,2067,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2067,DOM,Yes,517.5,481.3,549
BAU,MIROC5,rcp45,2067,Live,No,1.8,1.6,2
BAU,MIROC5,rcp45,2067,Live,Yes,1382.1,1328.8,1437.4
BAU,MIROC5,rcp45,2067,Soil,No,58.8,52.7,64.2
BAU,MIROC5,rcp45,2067,Soil,Yes,2395.5,2385.3,2405.4
BAU,MIROC5,rcp45,2068,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2068,DOM,Yes,520.5,486,551.8
BAU,MIROC5,rcp45,2068,Live,No,1.8,1.6,2.1
BAU,MIROC5,rcp45,2068,Live,Yes,1411.9,1358.5,1467.6
BAU,MIROC5,rcp45,2068,Soil,No,59.6,53.7,65.6
BAU,MIROC5,rcp45,2068,Soil,Yes,2389.6,2379.5,2400.4
BAU,MIROC5,rcp45,2069,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2069,DOM,Yes,519.1,485.5,549.1
BAU,MIROC5,rcp45,2069,Live,No,1.8,1.6,2.1
BAU,MIROC5,rcp45,2069,Live,Yes,1395.5,1340.4,1452.7
BAU,MIROC5,rcp45,2069,Soil,No,60.4,54.7,66.6
BAU,MIROC5,rcp45,2069,Soil,Yes,2387.1,2377.2,2397.2
BAU,MIROC5,rcp45,2070,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2070,DOM,Yes,506.3,476,535.2
BAU,MIROC5,rcp45,2070,Live,No,1.9,1.7,2.1
BAU,MIROC5,rcp45,2070,Live,Yes,1404.7,1349.8,1459.4
BAU,MIROC5,rcp45,2070,Soil,No,61.3,55.8,67.3
BAU,MIROC5,rcp45,2070,Soil,Yes,2382.8,2372.7,2392.8
BAU,MIROC5,rcp45,2071,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2071,DOM,Yes,502.2,471.8,530.7
BAU,MIROC5,rcp45,2071,Live,No,1.9,1.7,2.1
BAU,MIROC5,rcp45,2071,Live,Yes,1433,1380.1,1488.2
BAU,MIROC5,rcp45,2071,Soil,No,62.1,56.4,68.2
BAU,MIROC5,rcp45,2071,Soil,Yes,2377.1,2366.5,2387
BAU,MIROC5,rcp45,2072,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2072,DOM,Yes,492.8,462.7,521.6
BAU,MIROC5,rcp45,2072,Live,No,1.9,1.7,2.2
BAU,MIROC5,rcp45,2072,Live,Yes,1404.8,1347.8,1462
BAU,MIROC5,rcp45,2072,Soil,No,62.9,57.2,68.9
BAU,MIROC5,rcp45,2072,Soil,Yes,2373.1,2361.4,2382.6
BAU,MIROC5,rcp45,2073,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2073,DOM,Yes,495.4,466.2,522.8
BAU,MIROC5,rcp45,2073,Live,No,1.9,1.7,2.2
BAU,MIROC5,rcp45,2073,Live,Yes,1379,1321.5,1436.5
BAU,MIROC5,rcp45,2073,Soil,No,63.7,58.1,69.8
BAU,MIROC5,rcp45,2073,Soil,Yes,2365.8,2354.5,2375.2
BAU,MIROC5,rcp45,2074,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2074,DOM,Yes,490.8,462.8,516.4
BAU,MIROC5,rcp45,2074,Live,No,2,1.8,2.2
BAU,MIROC5,rcp45,2074,Live,Yes,1357.1,1300.8,1412.5
BAU,MIROC5,rcp45,2074,Soil,No,64.6,59.1,70.8
BAU,MIROC5,rcp45,2074,Soil,Yes,2358.9,2348.1,2368.5
BAU,MIROC5,rcp45,2075,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2075,DOM,Yes,478.2,451.4,503.3
BAU,MIROC5,rcp45,2075,Live,No,2,1.8,2.2
BAU,MIROC5,rcp45,2075,Live,Yes,1363.8,1309.6,1417
BAU,MIROC5,rcp45,2075,Soil,No,65.4,59.7,71.3
BAU,MIROC5,rcp45,2075,Soil,Yes,2351.6,2340.4,2361.5
BAU,MIROC5,rcp45,2076,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2076,DOM,Yes,474.6,442.8,499.1
BAU,MIROC5,rcp45,2076,Live,No,2,1.8,2.2
BAU,MIROC5,rcp45,2076,Live,Yes,1344.9,1289.6,1400.1
BAU,MIROC5,rcp45,2076,Soil,No,66.2,60.1,72.3
BAU,MIROC5,rcp45,2076,Soil,Yes,2344.1,2333,2354.1
BAU,MIROC5,rcp45,2077,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2077,DOM,Yes,485,451.1,512.5
BAU,MIROC5,rcp45,2077,Live,No,2,1.8,2.3
BAU,MIROC5,rcp45,2077,Live,Yes,1328.8,1273.6,1389.2
BAU,MIROC5,rcp45,2077,Soil,No,67,61.2,73.3
BAU,MIROC5,rcp45,2077,Soil,Yes,2334.9,2324.3,2344.8
BAU,MIROC5,rcp45,2078,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2078,DOM,Yes,511.2,476.1,546.9
BAU,MIROC5,rcp45,2078,Live,No,2,1.9,2.3
BAU,MIROC5,rcp45,2078,Live,Yes,1300.3,1247.3,1358
BAU,MIROC5,rcp45,2078,Soil,No,67.9,62,73.8
BAU,MIROC5,rcp45,2078,Soil,Yes,2326.4,2315.5,2336
BAU,MIROC5,rcp45,2079,DOM,No,0.2,0.1,0.2
BAU,MIROC5,rcp45,2079,DOM,Yes,534.8,489.6,580.3
BAU,MIROC5,rcp45,2079,Live,No,2.1,1.9,2.3
BAU,MIROC5,rcp45,2079,Live,Yes,1260.1,1199.7,1333.5
BAU,MIROC5,rcp45,2079,Soil,No,68.6,62.7,74.7
BAU,MIROC5,rcp45,2079,Soil,Yes,2318.7,2308.2,2328.1
BAU,MIROC5,rcp45,2080,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2080,DOM,Yes,553.4,505,598
BAU,MIROC5,rcp45,2080,Live,No,2.1,1.9,2.4
BAU,MIROC5,rcp45,2080,Live,Yes,1225.2,1161.3,1299.9
BAU,MIROC5,rcp45,2080,Soil,No,69.5,63.4,76
BAU,MIROC5,rcp45,2080,Soil,Yes,2310.5,2300,2320
BAU,MIROC5,rcp45,2081,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2081,DOM,Yes,554.8,504.2,591.5
BAU,MIROC5,rcp45,2081,Live,No,2.1,1.9,2.4
BAU,MIROC5,rcp45,2081,Live,Yes,1178.7,1119.7,1246.9
BAU,MIROC5,rcp45,2081,Soil,No,70.3,64.2,76.5
BAU,MIROC5,rcp45,2081,Soil,Yes,2302.9,2292.4,2312.9
BAU,MIROC5,rcp45,2082,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2082,DOM,Yes,558.3,509.3,596.5
BAU,MIROC5,rcp45,2082,Live,No,2.1,1.9,2.4
BAU,MIROC5,rcp45,2082,Live,Yes,1235.4,1179.4,1307.1
BAU,MIROC5,rcp45,2082,Soil,No,71.2,64.8,77.1
BAU,MIROC5,rcp45,2082,Soil,Yes,2292.4,2281.1,2302.8
BAU,MIROC5,rcp45,2083,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2083,DOM,Yes,586.5,535.6,633.6
BAU,MIROC5,rcp45,2083,Live,No,2.2,1.9,2.4
BAU,MIROC5,rcp45,2083,Live,Yes,1189.9,1130.8,1271.9
BAU,MIROC5,rcp45,2083,Soil,No,72,65.5,77.9
BAU,MIROC5,rcp45,2083,Soil,Yes,2287.8,2276.1,2298.4
BAU,MIROC5,rcp45,2084,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2084,DOM,Yes,592.9,544.3,635.2
BAU,MIROC5,rcp45,2084,Live,No,2.2,2,2.4
BAU,MIROC5,rcp45,2084,Live,Yes,1157.1,1098.2,1239.9
BAU,MIROC5,rcp45,2084,Soil,No,72.8,66,79
BAU,MIROC5,rcp45,2084,Soil,Yes,2282.5,2270.9,2292.9
BAU,MIROC5,rcp45,2085,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2085,DOM,Yes,586.1,538.5,629.2
BAU,MIROC5,rcp45,2085,Live,No,2.2,2,2.5
BAU,MIROC5,rcp45,2085,Live,Yes,1119.3,1058.8,1196.8
BAU,MIROC5,rcp45,2085,Soil,No,73.7,67.1,80.3
BAU,MIROC5,rcp45,2085,Soil,Yes,2276,2263.7,2287.2
BAU,MIROC5,rcp45,2086,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2086,DOM,Yes,583.9,539.8,631.3
BAU,MIROC5,rcp45,2086,Live,No,2.2,2,2.5
BAU,MIROC5,rcp45,2086,Live,Yes,1120.1,1054.8,1200.2
BAU,MIROC5,rcp45,2086,Soil,No,74.4,67.9,80.9
BAU,MIROC5,rcp45,2086,Soil,Yes,2266.6,2254.1,2278.2
BAU,MIROC5,rcp45,2087,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2087,DOM,Yes,618.9,567.5,672.1
BAU,MIROC5,rcp45,2087,Live,No,2.2,2,2.5
BAU,MIROC5,rcp45,2087,Live,Yes,1073.9,1005.1,1148.3
BAU,MIROC5,rcp45,2087,Soil,No,75.2,68.6,81.6
BAU,MIROC5,rcp45,2087,Soil,Yes,2258,2244.5,2269.8
BAU,MIROC5,rcp45,2088,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2088,DOM,Yes,614.2,563.2,664.3
BAU,MIROC5,rcp45,2088,Live,No,2.2,2,2.5
BAU,MIROC5,rcp45,2088,Live,Yes,1140.7,1070.6,1216.3
BAU,MIROC5,rcp45,2088,Soil,No,76,69.6,82.6
BAU,MIROC5,rcp45,2088,Soil,Yes,2250.6,2236.9,2262.6
BAU,MIROC5,rcp45,2089,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2089,DOM,Yes,612.7,563.4,660.4
BAU,MIROC5,rcp45,2089,Live,No,2.3,2,2.5
BAU,MIROC5,rcp45,2089,Live,Yes,1110.2,1040.9,1180.9
BAU,MIROC5,rcp45,2089,Soil,No,76.7,70.1,83.2
BAU,MIROC5,rcp45,2089,Soil,Yes,2248,2234.3,2260
BAU,MIROC5,rcp45,2090,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2090,DOM,Yes,612.8,565.8,656.7
BAU,MIROC5,rcp45,2090,Live,No,2.3,2.1,2.5
BAU,MIROC5,rcp45,2090,Live,Yes,1101.3,1030.4,1170.8
BAU,MIROC5,rcp45,2090,Soil,No,77.4,71,84.1
BAU,MIROC5,rcp45,2090,Soil,Yes,2242.4,2229.3,2253.8
BAU,MIROC5,rcp45,2091,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2091,DOM,Yes,604.5,559.2,647.2
BAU,MIROC5,rcp45,2091,Live,No,2.3,2.1,2.6
BAU,MIROC5,rcp45,2091,Live,Yes,1115.6,1045.4,1183.6
BAU,MIROC5,rcp45,2091,Soil,No,78.3,71.6,85.1
BAU,MIROC5,rcp45,2091,Soil,Yes,2236.7,2223.7,2247.9
BAU,MIROC5,rcp45,2092,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2092,DOM,Yes,594.2,549.7,637.6
BAU,MIROC5,rcp45,2092,Live,No,2.3,2.1,2.6
BAU,MIROC5,rcp45,2092,Live,Yes,1091,1019.8,1159.3
BAU,MIROC5,rcp45,2092,Soil,No,79.1,72.5,86
BAU,MIROC5,rcp45,2092,Soil,Yes,2231.8,2219.5,2243
BAU,MIROC5,rcp45,2093,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2093,DOM,Yes,580.7,536.6,622
BAU,MIROC5,rcp45,2093,Live,No,2.3,2.1,2.6
BAU,MIROC5,rcp45,2093,Live,Yes,1082.2,1011.7,1150.6
BAU,MIROC5,rcp45,2093,Soil,No,80,73.6,87
BAU,MIROC5,rcp45,2093,Soil,Yes,2224.5,2212.6,2235.7
BAU,MIROC5,rcp45,2094,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2094,DOM,Yes,583.7,541.2,626.8
BAU,MIROC5,rcp45,2094,Live,No,2.4,2.1,2.6
BAU,MIROC5,rcp45,2094,Live,Yes,1104.7,1032.3,1178.9
BAU,MIROC5,rcp45,2094,Soil,No,80.7,74,87.8
BAU,MIROC5,rcp45,2094,Soil,Yes,2216.2,2204.5,2227.7
BAU,MIROC5,rcp45,2095,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2095,DOM,Yes,595.3,549.1,639
BAU,MIROC5,rcp45,2095,Live,No,2.4,2.2,2.6
BAU,MIROC5,rcp45,2095,Live,Yes,1062.7,999.2,1139
BAU,MIROC5,rcp45,2095,Soil,No,81.6,75.1,88.8
BAU,MIROC5,rcp45,2095,Soil,Yes,2210.5,2199.2,2221.3
BAU,MIROC5,rcp45,2096,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2096,DOM,Yes,624.6,565.8,675.8
BAU,MIROC5,rcp45,2096,Live,No,2.4,2.2,2.7
BAU,MIROC5,rcp45,2096,Live,Yes,1034.8,960.7,1120.5
BAU,MIROC5,rcp45,2096,Soil,No,82.4,75.7,89.5
BAU,MIROC5,rcp45,2096,Soil,Yes,2202.4,2191.2,2213.4
BAU,MIROC5,rcp45,2097,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2097,DOM,Yes,654.5,591.5,708.6
BAU,MIROC5,rcp45,2097,Live,No,2.4,2.2,2.7
BAU,MIROC5,rcp45,2097,Live,Yes,1014.5,935.4,1103.9
BAU,MIROC5,rcp45,2097,Soil,No,83.2,76.1,90.4
BAU,MIROC5,rcp45,2097,Soil,Yes,2195.2,2183.7,2206.5
BAU,MIROC5,rcp45,2098,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2098,DOM,Yes,676.6,604,740.3
BAU,MIROC5,rcp45,2098,Live,No,2.4,2.2,2.7
BAU,MIROC5,rcp45,2098,Live,Yes,1001.3,911.5,1099.5
BAU,MIROC5,rcp45,2098,Soil,No,84,77.1,91.1
BAU,MIROC5,rcp45,2098,Soil,Yes,2189.6,2178.1,2201.3
BAU,MIROC5,rcp45,2099,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2099,DOM,Yes,680.9,610.8,736.6
BAU,MIROC5,rcp45,2099,Live,No,2.5,2.2,2.7
BAU,MIROC5,rcp45,2099,Live,Yes,1009.1,923.1,1109.8
BAU,MIROC5,rcp45,2099,Soil,No,84.8,77.9,91.9
BAU,MIROC5,rcp45,2099,Soil,Yes,2185.6,2172.8,2197.5
BAU,MIROC5,rcp45,2100,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2100,DOM,Yes,682.9,614.3,739.1
BAU,MIROC5,rcp45,2100,Live,No,2.5,2.3,2.7
BAU,MIROC5,rcp45,2100,Live,Yes,1016.6,932.7,1120.8
BAU,MIROC5,rcp45,2100,Soil,No,85.5,78.9,92.4
BAU,MIROC5,rcp45,2100,Soil,Yes,2182.9,2170,2195.5
BAU,MIROC5,rcp45,2101,DOM,No,0.2,0.2,0.2
BAU,MIROC5,rcp45,2101,DOM,Yes,684.8,613.2,744.2
BAU,MIROC5,rcp45,2101,Live,No,2.5,2.3,2.7
BAU,MIROC5,rcp45,2101,Live,Yes,1023,938.3,1131.2
BAU,MIROC5,rcp45,2101,Soil,No,86.3,79.6,93
BAU,MIROC5,rcp45,2101,Soil,Yes,2180.8,2167.1,2193.3
BAU,MIROC5,rcp85,2001,DOM,No,0,0,0
BAU,MIROC5,rcp85,2001,DOM,Yes,375.9,375.9,375.9
BAU,MIROC5,rcp85,2001,Live,No,0,0,0
BAU,MIROC5,rcp85,2001,Live,Yes,1804.3,1804.3,1804.3
BAU,MIROC5,rcp85,2001,Soil,No,0,0,0
BAU,MIROC5,rcp85,2001,Soil,Yes,2643,2643,2643
BAU,MIROC5,rcp85,2002,DOM,No,0,0,0
BAU,MIROC5,rcp85,2002,DOM,Yes,371.5,371.3,371.7
BAU,MIROC5,rcp85,2002,Live,No,0.1,0,0.1
BAU,MIROC5,rcp85,2002,Live,Yes,1782.5,1782,1783.2
BAU,MIROC5,rcp85,2002,Soil,No,1.8,1.6,2
BAU,MIROC5,rcp85,2002,Soil,Yes,2639.9,2639.6,2640.2
BAU,MIROC5,rcp85,2003,DOM,No,0,0,0
BAU,MIROC5,rcp85,2003,DOM,Yes,368.7,368.5,369
BAU,MIROC5,rcp85,2003,Live,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2003,Live,Yes,1783.1,1782.3,1783.9
BAU,MIROC5,rcp85,2003,Soil,No,2.8,2.6,3.1
BAU,MIROC5,rcp85,2003,Soil,Yes,2634.8,2634.4,2635.2
BAU,MIROC5,rcp85,2004,DOM,No,0,0,0
BAU,MIROC5,rcp85,2004,DOM,Yes,373.2,372.9,373.6
BAU,MIROC5,rcp85,2004,Live,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2004,Live,Yes,1791,1790,1791.9
BAU,MIROC5,rcp85,2004,Soil,No,3.8,3.5,4.2
BAU,MIROC5,rcp85,2004,Soil,Yes,2628.6,2628.1,2629
BAU,MIROC5,rcp85,2005,DOM,No,0,0,0
BAU,MIROC5,rcp85,2005,DOM,Yes,379.5,379.2,379.9
BAU,MIROC5,rcp85,2005,Live,No,0.2,0.1,0.2
BAU,MIROC5,rcp85,2005,Live,Yes,1827.5,1826.3,1828.8
BAU,MIROC5,rcp85,2005,Soil,No,4.9,4.6,5.3
BAU,MIROC5,rcp85,2005,Soil,Yes,2623.4,2622.9,2623.8
BAU,MIROC5,rcp85,2006,DOM,No,0,0,0
BAU,MIROC5,rcp85,2006,DOM,Yes,386.4,385.9,386.8
BAU,MIROC5,rcp85,2006,Live,No,0.2,0.2,0.2
BAU,MIROC5,rcp85,2006,Live,Yes,1826.3,1825,1827.6
BAU,MIROC5,rcp85,2006,Soil,No,6,5.7,6.4
BAU,MIROC5,rcp85,2006,Soil,Yes,2621.1,2620.5,2621.6
BAU,MIROC5,rcp85,2007,DOM,No,0,0,0
BAU,MIROC5,rcp85,2007,DOM,Yes,387.9,387.5,388.3
BAU,MIROC5,rcp85,2007,Live,No,0.2,0.2,0.2
BAU,MIROC5,rcp85,2007,Live,Yes,1775.3,1774.2,1776.8
BAU,MIROC5,rcp85,2007,Soil,No,6.9,6.5,7.5
BAU,MIROC5,rcp85,2007,Soil,Yes,2619.7,2619,2620.3
BAU,MIROC5,rcp85,2008,DOM,No,0,0,0
BAU,MIROC5,rcp85,2008,DOM,Yes,382.3,381.7,382.7
BAU,MIROC5,rcp85,2008,Live,No,0.2,0.2,0.3
BAU,MIROC5,rcp85,2008,Live,Yes,1756,1754.7,1757.7
BAU,MIROC5,rcp85,2008,Soil,No,7.8,7.4,8.4
BAU,MIROC5,rcp85,2008,Soil,Yes,2614.9,2614.1,2615.6
BAU,MIROC5,rcp85,2009,DOM,No,0,0,0
BAU,MIROC5,rcp85,2009,DOM,Yes,383,382.5,383.5
BAU,MIROC5,rcp85,2009,Live,No,0.2,0.2,0.3
BAU,MIROC5,rcp85,2009,Live,Yes,1740.8,1739,1742.7
BAU,MIROC5,rcp85,2009,Soil,No,8.4,7.9,9.1
BAU,MIROC5,rcp85,2009,Soil,Yes,2609.5,2608.6,2610.3
BAU,MIROC5,rcp85,2010,DOM,No,0,0,0
BAU,MIROC5,rcp85,2010,DOM,Yes,389.3,388.7,389.8
BAU,MIROC5,rcp85,2010,Live,No,0.3,0.2,0.3
BAU,MIROC5,rcp85,2010,Live,Yes,1799.3,1797.3,1801.4
BAU,MIROC5,rcp85,2010,Soil,No,9.1,8.5,9.7
BAU,MIROC5,rcp85,2010,Soil,Yes,2604.4,2603.6,2605.1
BAU,MIROC5,rcp85,2011,DOM,No,0,0,0.1
BAU,MIROC5,rcp85,2011,DOM,Yes,402.3,401.9,402.7
BAU,MIROC5,rcp85,2011,Live,No,0.3,0.3,0.3
BAU,MIROC5,rcp85,2011,Live,Yes,1780.6,1778.6,1783
BAU,MIROC5,rcp85,2011,Soil,No,9.5,9,10.1
BAU,MIROC5,rcp85,2011,Soil,Yes,2605.4,2604.6,2606.1
BAU,MIROC5,rcp85,2012,DOM,No,0,0,0.1
BAU,MIROC5,rcp85,2012,DOM,Yes,393.2,392.8,393.6
BAU,MIROC5,rcp85,2012,Live,No,0.3,0.3,0.3
BAU,MIROC5,rcp85,2012,Live,Yes,1781.6,1779.5,1784
BAU,MIROC5,rcp85,2012,Soil,No,9.9,9.3,10.6
BAU,MIROC5,rcp85,2012,Soil,Yes,2606.9,2606.1,2607.7
BAU,MIROC5,rcp85,2013,DOM,No,0,0,0.1
BAU,MIROC5,rcp85,2013,DOM,Yes,387.5,386.6,388.5
BAU,MIROC5,rcp85,2013,Live,No,0.3,0.3,0.4
BAU,MIROC5,rcp85,2013,Live,Yes,1698,1694,1702
BAU,MIROC5,rcp85,2013,Soil,No,10.9,10,12
BAU,MIROC5,rcp85,2013,Soil,Yes,2605.3,2603.5,2606.5
BAU,MIROC5,rcp85,2014,DOM,No,0.1,0,0.1
BAU,MIROC5,rcp85,2014,DOM,Yes,365.1,364,366.3
BAU,MIROC5,rcp85,2014,Live,No,0.3,0.3,0.4
BAU,MIROC5,rcp85,2014,Live,Yes,1705.1,1700.1,1711.1
BAU,MIROC5,rcp85,2014,Soil,No,11.8,10.8,13
BAU,MIROC5,rcp85,2014,Soil,Yes,2597.3,2595.6,2598.9
BAU,MIROC5,rcp85,2015,DOM,No,0.1,0,0.1
BAU,MIROC5,rcp85,2015,DOM,Yes,377.1,375.9,378.5
BAU,MIROC5,rcp85,2015,Live,No,0.4,0.3,0.4
BAU,MIROC5,rcp85,2015,Live,Yes,1657.9,1651.9,1664.1
BAU,MIROC5,rcp85,2015,Soil,No,12.7,11.3,14
BAU,MIROC5,rcp85,2015,Soil,Yes,2586.8,2584.7,2589.1
BAU,MIROC5,rcp85,2016,DOM,No,0.1,0,0.1
BAU,MIROC5,rcp85,2016,DOM,Yes,414.5,413.1,415.8
BAU,MIROC5,rcp85,2016,Live,No,0.4,0.3,0.5
BAU,MIROC5,rcp85,2016,Live,Yes,1672.4,1665.7,1680.3
BAU,MIROC5,rcp85,2016,Soil,No,13.6,11.9,15.3
BAU,MIROC5,rcp85,2016,Soil,Yes,2575.1,2572.3,2577.7
BAU,MIROC5,rcp85,2017,DOM,No,0.1,0,0.1
BAU,MIROC5,rcp85,2017,DOM,Yes,426.9,422.8,430.1
BAU,MIROC5,rcp85,2017,Live,No,0.4,0.4,0.5
BAU,MIROC5,rcp85,2017,Live,Yes,1617.2,1610.1,1626.3
BAU,MIROC5,rcp85,2017,Soil,No,14.4,12.6,16.4
BAU,MIROC5,rcp85,2017,Soil,Yes,2570.4,2567.3,2573.2
BAU,MIROC5,rcp85,2018,DOM,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2018,DOM,Yes,434.8,425.7,443.4
BAU,MIROC5,rcp85,2018,Live,No,0.4,0.4,0.5
BAU,MIROC5,rcp85,2018,Live,Yes,1602.9,1590.5,1615.8
BAU,MIROC5,rcp85,2018,Soil,No,15.4,13.3,17.4
BAU,MIROC5,rcp85,2018,Soil,Yes,2563.6,2560.5,2566.6
BAU,MIROC5,rcp85,2019,DOM,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2019,DOM,Yes,506.4,454.1,563.6
BAU,MIROC5,rcp85,2019,Live,No,0.5,0.4,0.5
BAU,MIROC5,rcp85,2019,Live,Yes,1559.1,1504.9,1608.8
BAU,MIROC5,rcp85,2019,Soil,No,16.2,14.2,18.4
BAU,MIROC5,rcp85,2019,Soil,Yes,2557.8,2554.7,2561
BAU,MIROC5,rcp85,2020,DOM,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2020,DOM,Yes,662.7,520.5,809.5
BAU,MIROC5,rcp85,2020,Live,No,0.5,0.4,0.6
BAU,MIROC5,rcp85,2020,Live,Yes,1359.9,1208.7,1504.1
BAU,MIROC5,rcp85,2020,Soil,No,17.2,15.2,19.5
BAU,MIROC5,rcp85,2020,Soil,Yes,2555.2,2551.3,2558.8
BAU,MIROC5,rcp85,2021,DOM,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2021,DOM,Yes,703.7,561.5,860.6
BAU,MIROC5,rcp85,2021,Live,No,0.5,0.4,0.6
BAU,MIROC5,rcp85,2021,Live,Yes,1313.5,1143.3,1460.2
BAU,MIROC5,rcp85,2021,Soil,No,18.2,15.8,20.2
BAU,MIROC5,rcp85,2021,Soil,Yes,2551.1,2547.3,2555.3
BAU,MIROC5,rcp85,2022,DOM,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2022,DOM,Yes,712.3,571.3,870.7
BAU,MIROC5,rcp85,2022,Live,No,0.6,0.5,0.6
BAU,MIROC5,rcp85,2022,Live,Yes,1367.3,1185.4,1522
BAU,MIROC5,rcp85,2022,Soil,No,19,16.7,21.1
BAU,MIROC5,rcp85,2022,Soil,Yes,2549.6,2543.9,2555.7
BAU,MIROC5,rcp85,2023,DOM,No,0.1,0.1,0.1
BAU,MIROC5,rcp85,2023,DOM,Yes,727.1,591.1,883.4
BAU,MIROC5,rcp85,2023,Live,No,0.6,0.5,0.7
BAU,MIROC5,rcp85,2023,Live,Yes,1309.7,1119.9,1468.1
BAU,MIROC5,rcp85,2023,Soil,No,19.9,17.5,22.2
BAU,MIROC5,rcp85,2023,Soil,Yes,2555.7,2547.6,2565.1
