LUC,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper,Min,Max
BAU,2007,URBANIZATION: Forest->Developed [Type],Type,17.98,10,27,6,30
BAU,2007,URBANIZATION: Grassland->Developed [Type],Type,47.335,34,60,28,70
BAU,2007,URBANIZATION: Perennial->Developed [Type],Type,20.61,13,29,8,35
BAU,2007,URBANIZATION: Shrubland->Developed [Type],Type,32.03625,21,41,16,54
BAU,2007,URBANIZATION: Wetland->Developed [Type],Type,2.6406460296096905,1,6,1,7
BAU,2008,AGRICULTURAL CHANGE,Group,103.4375,51,156.02999999999997,36,183
BAU,2008,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,102.8325,50,155.02999999999997,36,182
BAU,2008,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,1.4447761194029851,1,3,1,4
BAU,2008,AGRICULTURAL CONTRACTION,Group,257.81375,230,285,204,305
BAU,2008,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,29.555,19,40,16,49
BAU,2008,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,179.49625,154.97500000000002,204,147,211
BAU,2008,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,31.135,21,41,14,48
BAU,2008,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,17.14625,10,25,7,28
BAU,2008,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1,1,1
BAU,2008,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.2277580071174377,1,2,1,4
BAU,2008,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.0909090909090908,1,2.039999999999999,1,3
BAU,2008,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1,1,1
BAU,2008,AGRICULTURAL EXPANSION,Group,187.925,164,212,148,242
BAU,2008,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.60375,6,20.029999999999973,3,25
BAU,2008,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.29,6,20,3,25
BAU,2008,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,53.57,40,67.02999999999997,34,80
BAU,2008,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,53.97375,40.975,67,30,87
BAU,2008,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,21.015,13,30,8,34
BAU,2008,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,20.9175,13,30,9,33
BAU,2008,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,6.872340425531915,2,12,1,18
BAU,2008,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,6.716436637390213,2,12,1,19
BAU,2008,FIRE,Group,5352.175,5347,5357,5342,5360
BAU,2008,FIRE: Forest,Group,4888.04875,4884.975,4891,4882,4893
BAU,2008,FIRE: Forest High Severity [Type],Type,495.66125,457.97499999999997,536,439,564
BAU,2008,FIRE: Forest Low Severity [Type],Type,3274.0358974358974,3205.375,3342,3146,3366
BAU,2008,FIRE: Forest Medium Severity [Type],Type,1118.55125,1062,1174.03,1021,1212
BAU,2008,FIRE: Grassland,Group,229.745,227,232,224,233
BAU,2008,FIRE: Grassland High Severity [Type],Type,23.025,14,33,11,37
BAU,2008,FIRE: Grassland Low Severity [Type],Type,153.93375,138.97500000000002,166,127,172
BAU,2008,FIRE: Grassland Medium Severity [Type],Type,52.78625,41,66,37,80
BAU,2008,FIRE: High Severity,Group,542.415,504,585,476,617
BAU,2008,FIRE: Low Severity,Group,3584.6425,3516.975,3654,3461,3688
BAU,2008,FIRE: Medium Severity,Group,1225.1175,1166,1288.03,1118,1335
BAU,2008,FIRE: Shrubland,Group,234.38125,231,237,228,238
BAU,2008,FIRE: Shrubland High Severity [Type],Type,23.72875,15,33,10,38
BAU,2008,FIRE: Shrubland Low Severity [Type],Type,156.8725,142,171,135,179
BAU,2008,FIRE: Shrubland Medium Severity [Type],Type,53.78,42,66,36,75
BAU,2008,HARVEST,Group,1124.08875,1056,1185.03,1030,1225
BAU,2008,INSECTS,Group,708.26375,695,720,690,728
BAU,2008,INSECTS: High Severity [Type],Type,5.7675,5,6,4,6
BAU,2008,INSECTS: Low Severity [Type],Type,681.12625,667.975,693.03,663,701
BAU,2008,INSECTS: Medium Severity [Type],Type,21.37,19,23,17,23
BAU,2008,MANAGEMENT: Forest Clearcut [Type],Type,635.49625,590,682,571,705
BAU,2008,MANAGEMENT: Forest Thinning [Type],Type,488.5925,448.925,533,422,559
BAU,2008,MANAGEMENT: Orchard Removal [Type],Type,42.255,15,72,8,82
BAU,2008,URBANIZATION,Group,163.2075,140,187,125,204
BAU,2008,URBANIZATION: Annual->Developed [Type],Type,42.5525,30,56,27,59
BAU,2008,URBANIZATION: Forest->Developed [Type],Type,17.87,10,26,6,32
BAU,2008,URBANIZATION: Grassland->Developed [Type],Type,47.625,35,60,28,68
BAU,2008,URBANIZATION: Perennial->Developed [Type],Type,20.43,12,30,4,35
BAU,2008,URBANIZATION: Shrubland->Developed [Type],Type,32.19375,21,44,12,52
BAU,2008,URBANIZATION: Wetland->Developed [Type],Type,2.719839142091153,1,6,1,7
BAU,2009,AGRICULTURAL CHANGE,Group,100.735,51,154,34,173
BAU,2009,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.14875,49,152,33,171
BAU,2009,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,2.5278884462151394,1,6.96999999999997,1,9
BAU,2009,AGRICULTURAL CONTRACTION,Group,205.2675,180.975,231,160,252
BAU,2009,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,18.35125,11,27,8,34
BAU,2009,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,152.22375,129.975,174.02999999999997,113,192
BAU,2009,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,19.22,12,28,7,37
BAU,2009,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,14.41125,7,21.029999999999973,5,26
BAU,2009,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.0344827586206897,1,1.1600000000000001,1,2
BAU,2009,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.71712158808933,1,4,1,4
BAU,2009,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.0555555555555556,1,2,1,3
BAU,2009,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1,1,1
BAU,2009,AGRICULTURAL EXPANSION,Group,152.91375,130,176,106,202
BAU,2009,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,8.77125,3,14,1,20
BAU,2009,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,9.0275,4,15,2,19
BAU,2009,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,54.355,41,67,33,80
BAU,2009,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,54.00375,41,69,32,94
BAU,2009,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,6.415519399249061,2,12,1,15
BAU,2009,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,6.1675,2,11,1,14
BAU,2009,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,7.101631116687578,2,13,1,19
BAU,2009,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,7.11514392991239,2,13,1,16
BAU,2009,FIRE,Group,1579.96875,1577,1582,1576,1585
BAU,2009,FIRE: Forest,Group,1383.16375,1381,1385,1380,1385
BAU,2009,FIRE: Forest High Severity [Type],Type,140.54,119.975,160,98,176
BAU,2009,FIRE: Forest Low Severity [Type],Type,926.1525,889,960.03,873,978
BAU,2009,FIRE: Forest Medium Severity [Type],Type,316.47125,284,347,270,367
BAU,2009,FIRE: Grassland,Group,83.8975,82,85,81,88
BAU,2009,FIRE: Grassland High Severity [Type],Type,8.4,4,15,1,19
BAU,2009,FIRE: Grassland Low Severity [Type],Type,56.50875,48,64,43,69
BAU,2009,FIRE: Grassland Medium Severity [Type],Type,18.98875,11.975000000000001,27,8,31
BAU,2009,FIRE: High Severity,Group,160.4675,136,183,114,204
BAU,2009,FIRE: Low Severity,Group,1058.12375,1020,1093,999,1122
BAU,2009,FIRE: Medium Severity,Group,361.3775,327.975,394,307,416
BAU,2009,FIRE: Shrubland,Group,112.9075,112,113,112,113
BAU,2009,FIRE: Shrubland High Severity [Type],Type,11.5275,6,19,4,24
BAU,2009,FIRE: Shrubland Low Severity [Type],Type,75.4625,66,84.02999999999997,62,89
BAU,2009,FIRE: Shrubland Medium Severity [Type],Type,25.9175,18.975,34,16,39
BAU,2009,HARVEST,Group,827.28,774.95,885,737,920
BAU,2009,INSECTS,Group,1423.3578680203045,1405,1439,1398,1446
BAU,2009,INSECTS: High Severity [Type],Type,21.24375,20,22,18,22
BAU,2009,INSECTS: Low Severity [Type],Type,1353.12625,1336,1368.03,1328,1376
BAU,2009,INSECTS: Medium Severity [Type],Type,48.83875,46,51,43,51
BAU,2009,MANAGEMENT: Forest Clearcut [Type],Type,500.06,459.975,544.03,428,568
BAU,2009,MANAGEMENT: Forest Thinning [Type],Type,327.22,293,360,283,389
BAU,2009,MANAGEMENT: Orchard Removal [Type],Type,137.54125,53,223.02999999999997,40,245
BAU,2009,URBANIZATION,Group,104.81875,85,123,79,139
BAU,2009,URBANIZATION: Annual->Developed [Type],Type,30.56625,20.975,41,16,47
BAU,2009,URBANIZATION: Forest->Developed [Type],Type,13.87375,7,21,5,25
BAU,2009,URBANIZATION: Grassland->Developed [Type],Type,27.29875,18.975,37,11,46
BAU,2009,URBANIZATION: Perennial->Developed [Type],Type,13.73625,7,20,6,26
BAU,2009,URBANIZATION: Shrubland->Developed [Type],Type,17.71875,10,26,7,34
BAU,2009,URBANIZATION: Wetland->Developed [Type],Type,2,1,4,1,7
BAU,2010,AGRICULTURAL CHANGE,Group,103.91625,51,158,42,169
BAU,2010,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.86875,47.975,156,38,168
BAU,2010,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.4828571428571427,1,8,1,13
BAU,2010,AGRICULTURAL CONTRACTION,Group,202.7375,178,230.02999999999997,167,243
BAU,2010,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,17.11,10,25,5,31
BAU,2010,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,151.08,129,172,116,188
BAU,2010,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,18.525,11,26,6,31
BAU,2010,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,14.225,7,21,4,29
BAU,2010,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.0769230769230769,1,2,1,2
BAU,2010,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.9021922428330522,1,5,1,6
BAU,2010,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.0987654320987654,1,2,1,3
BAU,2010,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.0909090909090908,1,2,1,2
BAU,2010,AGRICULTURAL EXPANSION,Group,153.5875,130,178.02999999999997,115,190
BAU,2010,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,9.1725,4,15,2,20
BAU,2010,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,9.015,4,15,2,18
BAU,2010,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,54.43125,42,68,33,77
BAU,2010,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,54.7475,41,69,36,75
BAU,2010,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,6.2406015037593985,2,11,1,15
BAU,2010,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,6.127659574468085,2,11,1,14
BAU,2010,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,6.946047678795483,3,13,1,17
BAU,2010,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,6.95625,2,12.029999999999973,1,17
BAU,2010,FIRE,Group,351.375,348,354,346,355
BAU,2010,FIRE: Forest,Group,214.94,214,216,213,216
BAU,2010,FIRE: Forest High Severity [Type],Type,22.03875,14,31,11,42
BAU,2010,FIRE: Forest Low Severity [Type],Type,144.08625,131,158,125,163
BAU,2010,FIRE: Forest Medium Severity [Type],Type,48.815,36,60,31,71
BAU,2010,FIRE: Grassland,Group,62.34625,60,64,58,65
BAU,2010,FIRE: Grassland High Severity [Type],Type,6.1575,2,11,1,14
BAU,2010,FIRE: Grassland Low Severity [Type],Type,41.6625,34,49,27,52
BAU,2010,FIRE: Grassland Medium Severity [Type],Type,14.52625,8,21,6,27
BAU,2010,FIRE: High Severity,Group,35.82875,26,46,20,55
BAU,2010,FIRE: Low Severity,Group,235.37,217,252.02999999999997,209,261
BAU,2010,FIRE: Medium Severity,Group,80.17625,64,96,58,109
BAU,2010,FIRE: Shrubland,Group,74.08875,72,75,71,76
BAU,2010,FIRE: Shrubland High Severity [Type],Type,7.6325,3,12,1,16
BAU,2010,FIRE: Shrubland Low Severity [Type],Type,49.62125,42,57,39,63
BAU,2010,FIRE: Shrubland Medium Severity [Type],Type,16.835,10,24,7,27
BAU,2010,HARVEST,Group,416.88125,375,458,351,470
BAU,2010,INSECTS,Group,2619.4925,2596,2642,2584,2650
BAU,2010,INSECTS: High Severity [Type],Type,46.3975,42,50,41,51
BAU,2010,INSECTS: Low Severity [Type],Type,2416.12625,2395,2436.0299999999997,2384,2447
BAU,2010,INSECTS: Medium Severity [Type],Type,156.96875,150,163,145,168
BAU,2010,MANAGEMENT: Forest Clearcut [Type],Type,252.8425,223,283,208,295
BAU,2010,MANAGEMENT: Forest Thinning [Type],Type,164.03875,138,189.02999999999997,119,198
BAU,2010,MANAGEMENT: Orchard Removal [Type],Type,135.19625,54.975,225,35,247
BAU,2010,URBANIZATION,Group,105.2275,87,124.02999999999997,81,132
BAU,2010,URBANIZATION: Annual->Developed [Type],Type,30.7975,21,41,12,49
BAU,2010,URBANIZATION: Forest->Developed [Type],Type,14.34625,8,21,4,24
BAU,2010,URBANIZATION: Grassland->Developed [Type],Type,27.65375,17.975,37,13,44
BAU,2010,URBANIZATION: Perennial->Developed [Type],Type,13.5825,8,21,6,25
BAU,2010,URBANIZATION: Shrubland->Developed [Type],Type,17.355,9,25,7,34
BAU,2010,URBANIZATION: Wetland->Developed [Type],Type,1.922705314009662,1,4,1,6
BAU,2011,AGRICULTURAL CHANGE,Group,102.88875,53,156.02999999999997,45,180
BAU,2011,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.09875,52,153.02999999999997,38,174
BAU,2011,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.2775330396475773,1,8,1,14
BAU,2011,AGRICULTURAL CONTRACTION,Group,169.635,149,193,121,201
BAU,2011,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.66875,6,18,3,22
BAU,2011,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,133.64375,111,154,99,162
BAU,2011,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.9175,7,20,4,23
BAU,2011,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.31,4,15,2,20
BAU,2011,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.0188679245283019,1,1,1,2
BAU,2011,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.362619808306709,1,6,1,8
BAU,2011,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.032967032967033,1,1.2999999999999972,1,2
BAU,2011,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.0888888888888888,1,2,1,2
BAU,2011,AGRICULTURAL EXPANSION,Group,130.94125,110.97500000000001,152,101,163
BAU,2011,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,4.8650693568726355,1,9,1,15
BAU,2011,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,4.919597989949748,1,9,1,11
BAU,2011,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,49.8325,38,63,31,70
BAU,2011,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,49.5975,36,63,31,73
BAU,2011,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,4.938673341677096,1.9500000000000028,9,1,15
BAU,2011,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,4.905897114178168,1,9,1,14
BAU,2011,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.82875,2,10,1,16
BAU,2011,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,6.152690863579474,2,11,1,14
BAU,2011,FIRE,Group,695.36125,691,699,687,701
BAU,2011,FIRE: Forest,Group,265.0225,264,266,264,267
BAU,2011,FIRE: Forest High Severity [Type],Type,27.5875,19,38,15,42
BAU,2011,FIRE: Forest Low Severity [Type],Type,177.41875,163.975,192,155,197
BAU,2011,FIRE: Forest Medium Severity [Type],Type,60.01625,48,72,41,79
BAU,2011,FIRE: Grassland,Group,312.72625,308,316,305,318
BAU,2011,FIRE: Grassland High Severity [Type],Type,31.48875,20,42,17,44
BAU,2011,FIRE: Grassland Low Severity [Type],Type,209.7675,192,225,183,237
BAU,2011,FIRE: Grassland Medium Severity [Type],Type,71.47,58,86,50,93
BAU,2011,FIRE: High Severity,Group,70.81875,55,87,42,92
BAU,2011,FIRE: Low Severity,Group,465.86625,441,491.03,423,498
BAU,2011,FIRE: Medium Severity,Group,158.67625,138,180,131,189
BAU,2011,FIRE: Shrubland,Group,117.6125,117,119,115,120
BAU,2011,FIRE: Shrubland High Severity [Type],Type,11.7425,5,18,2,25
BAU,2011,FIRE: Shrubland Low Severity [Type],Type,78.68,68,89,63,95
BAU,2011,FIRE: Shrubland Medium Severity [Type],Type,27.19,18,36,14,39
BAU,2011,HARVEST,Group,415.925,377.97499999999997,458,357,483
BAU,2011,INSECTS,Group,1836.655,1814,1857,1795,1866
BAU,2011,INSECTS: High Severity [Type],Type,18.05625,16,19,14,19
BAU,2011,INSECTS: Low Severity [Type],Type,1758.28625,1736,1778,1717,1790
BAU,2011,INSECTS: Medium Severity [Type],Type,60.3125,55,65,54,66
BAU,2011,MANAGEMENT: Forest Clearcut [Type],Type,253.8925,224,287,204,301
BAU,2011,MANAGEMENT: Forest Thinning [Type],Type,162.0325,138.97500000000002,187,125,199
BAU,2011,MANAGEMENT: Orchard Removal [Type],Type,138.48625,53,221,39,252
BAU,2011,URBANIZATION,Group,73.62,57,90,50,97
BAU,2011,URBANIZATION: Annual->Developed [Type],Type,22.3125,14,33,9,37
BAU,2011,URBANIZATION: Forest->Developed [Type],Type,8.66625,4,14,1,18
BAU,2011,URBANIZATION: Grassland->Developed [Type],Type,19.87125,12,29,9,35
BAU,2011,URBANIZATION: Perennial->Developed [Type],Type,9.3275,4,16,3,24
BAU,2011,URBANIZATION: Shrubland->Developed [Type],Type,12.0925,6,18.029999999999973,2,22
BAU,2011,URBANIZATION: Wetland->Developed [Type],Type,1.8430034129692834,1,4,1,7
BAU,2012,AGRICULTURAL CHANGE,Group,101.01125,51,156.05999999999995,43,187
BAU,2012,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.26375,48,154,41,180
BAU,2012,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.1994177583697234,1,8,1,12
BAU,2012,AGRICULTURAL CONTRACTION,Group,174.7625,151.975,197,141,209
BAU,2012,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.32375,5,18,3,23
BAU,2012,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,140.585,121,159.02999999999997,114,168
BAU,2012,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.785,6,19,3,23
BAU,2012,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.6225,4,16,2,20
BAU,2012,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1,1,1
BAU,2012,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.9691119691119692,1,4,1,6
BAU,2012,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.0579710144927537,1,2,1,2
BAU,2012,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1,1,1
BAU,2012,AGRICULTURAL EXPANSION,Group,131.22875,108.975,154,102,167
BAU,2012,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,4.84125,1,10,1,14
BAU,2012,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,4.991172761664565,1,10,1,13
BAU,2012,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,50.6975,38,64,32,75
BAU,2012,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,50.41375,36,63.02999999999997,31,74
BAU,2012,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,4.693773824650572,1,9,1,13
BAU,2012,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,4.88295165394402,1,9,1,13
BAU,2012,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.383838383838384,1,10,1,13
BAU,2012,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,5.597744360902255,1,11,1,13
BAU,2012,FIRE,Group,2891.85375,2891,2893,2890,2893
BAU,2012,FIRE: Forest,Group,1749.925,1749,1750,1748,1751
BAU,2012,FIRE: Forest High Severity [Type],Type,177.49125,153,203,143,217
BAU,2012,FIRE: Forest Low Severity [Type],Type,1173.85,1136,1213.03,1114,1231
BAU,2012,FIRE: Forest Medium Severity [Type],Type,398.58375,363,431,342,451
BAU,2012,FIRE: Grassland,Group,124.01375,124,124,124,125
BAU,2012,FIRE: Grassland High Severity [Type],Type,12.6025,6,20,3,23
BAU,2012,FIRE: Grassland Low Severity [Type],Type,82.94,72,92,60,100
BAU,2012,FIRE: Grassland Medium Severity [Type],Type,28.47125,19,39,16,45
BAU,2012,FIRE: High Severity,Group,294.06125,265,326,247,342
BAU,2012,FIRE: Low Severity,Group,1937.36875,1888,1982.03,1853,1999
BAU,2012,FIRE: Medium Severity,Group,660.42375,615.9749999999999,700,586,722
BAU,2012,FIRE: Shrubland,Group,1017.915,1017,1018,1017,1019
BAU,2012,FIRE: Shrubland High Severity [Type],Type,103.9675,84.975,121,70,132
BAU,2012,FIRE: Shrubland Low Severity [Type],Type,680.57875,652,708,634,729
BAU,2012,FIRE: Shrubland Medium Severity [Type],Type,233.36875,208,259,194,276
BAU,2012,HARVEST,Group,418.15125,380,453,346,490
BAU,2012,INSECTS,Group,1802.02125,1784,1821,1775,1828
BAU,2012,INSECTS: High Severity [Type],Type,16.1325,14,17,13,17
BAU,2012,INSECTS: Low Severity [Type],Type,1687.2575,1669,1706,1658,1713
BAU,2012,INSECTS: Medium Severity [Type],Type,98.63125,94,102,92,104
BAU,2012,MANAGEMENT: Forest Clearcut [Type],Type,253.82375,223.975,282,204,293
BAU,2012,MANAGEMENT: Forest Thinning [Type],Type,164.3275,141,190,124,204
BAU,2012,MANAGEMENT: Orchard Removal [Type],Type,156.02625,62,247.05999999999995,39,274
BAU,2012,URBANIZATION,Group,74.0775,56.975,91,50,97
BAU,2012,URBANIZATION: Annual->Developed [Type],Type,22.00625,13,31,9,36
BAU,2012,URBANIZATION: Forest->Developed [Type],Type,8.6375,4,14,2,19
BAU,2012,URBANIZATION: Grassland->Developed [Type],Type,20.16875,12,29,8,35
BAU,2012,URBANIZATION: Perennial->Developed [Type],Type,9.6825,4,15,2,21
BAU,2012,URBANIZATION: Shrubland->Developed [Type],Type,12.285,6,19,1,22
BAU,2012,URBANIZATION: Wetland->Developed [Type],Type,1.7713310580204777,1,4,1,6
BAU,2013,AGRICULTURAL CHANGE,Group,103.12375,50,157,44,189
BAU,2013,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.8975,46,153,39,181
BAU,2013,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.5698478561549103,1,9,1,12
BAU,2013,AGRICULTURAL CONTRACTION,Group,143.53375,71,264.05999999999995,61,281
BAU,2013,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,14.075,3,29,1,39
BAU,2013,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,100.4425,35.95,188,29,201
BAU,2013,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,16.06625,3,32,2,40
BAU,2013,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.085,4,21,2,29
BAU,2013,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.1764705882352942,1,2,1,2
BAU,2013,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.3629032258064515,1,7,1,11
BAU,2013,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.2327044025157232,1,2,1,3
BAU,2013,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1,1,1
BAU,2013,AGRICULTURAL EXPANSION,Group,157.66875,53,231,42,245
BAU,2013,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,10.35687263556116,2,22,1,29
BAU,2013,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,10.556390977443609,2,23,1,35
BAU,2013,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,51.6525,13.975000000000001,75.02999999999997,8,86
BAU,2013,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,51.48375,14,77,9,85
BAU,2013,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,11.124215809284818,2,23,1,31
BAU,2013,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,11.229323308270677,2,25,1,31
BAU,2013,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.751269035532995,1,12,1,18
BAU,2013,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,5.905612244897959,1,12,1,17
BAU,2013,FIRE,Group,2044.1125,2040,2048,2035,2050
