Timestep,EcoregionID,EcoregionName,Ecosystem,Mean,Lower,Upper
2022,80,Northern B&R,Yes,55.2,54.3,56.3
2022,81,Sonoran B&R,No,0.7,0.5,1.1
2022,81,Sonoran B&R,Yes,83.6,81.2,85.8
2023,1,Coast Range,No,0.5,0.3,0.8
2023,1,Coast Range,Yes,409.8,399,420.3
2023,4,Cascades,No,0.1,0,0.2
2023,4,Cascades,Yes,37.9,36.7,38.9
2023,5,Sierra Nevada,No,0.3,0.2,0.5
2023,5,Sierra Nevada,Yes,861.3,849.5,877.6
2023,6,Oak Woodlands,No,11.6,9.9,12.9
2023,6,Oak Woodlands,Yes,1082.3,1052.3,1127.8
2023,7,Central Valley,No,6.1,5.2,7
2023,7,Central Valley,Yes,336.1,325.5,356.5
2023,8,SoCal Mtns.,No,0.6,0.5,0.7
2023,8,SoCal Mtns.,Yes,206.5,198.1,214.3
2023,9,East Cascades,No,0.2,0.1,0.4
2023,9,East Cascades,Yes,337.7,329,345.5
2023,13,Central B&R,No,0,0,0
2023,13,Central B&R,Yes,134.9,132.5,138.1
2023,14,Mojave B&R,No,0.5,0.4,0.6
2023,14,Mojave B&R,Yes,208.7,200.3,214.6
2023,78,Klamath Mtns.,No,0.1,0,0.1
2023,78,Klamath Mtns.,Yes,861.2,838.1,877.4
2023,80,Northern B&R,No,0.1,0,0.2
2023,80,Northern B&R,Yes,55.2,54,56.6
2023,81,Sonoran B&R,No,0.8,0.5,1.1
2023,81,Sonoran B&R,Yes,83.3,81.2,85.1
2024,1,Coast Range,No,0.6,0.3,0.8
2024,1,Coast Range,Yes,410.2,396.1,421.4
2024,4,Cascades,No,0.1,0,0.2
2024,4,Cascades,Yes,37.8,36.6,38.9
2024,5,Sierra Nevada,No,0.3,0.2,0.5
2024,5,Sierra Nevada,Yes,861,850.2,878.8
2024,6,Oak Woodlands,No,12.2,10.3,13.6
2024,6,Oak Woodlands,Yes,1087.9,1047.3,1134
2024,7,Central Valley,No,6.3,5.4,7.3
2024,7,Central Valley,Yes,340.2,322.7,359.4
2024,8,SoCal Mtns.,No,0.7,0.5,0.8
2024,8,SoCal Mtns.,Yes,207.5,196.8,218.7
2024,9,East Cascades,No,0.2,0.1,0.4
2024,9,East Cascades,Yes,337.6,328.3,345.3
2024,13,Central B&R,No,0,0,0
2024,13,Central B&R,Yes,135.5,132.5,138.7
2024,14,Mojave B&R,No,0.5,0.4,0.6
2024,14,Mojave B&R,Yes,209.4,199.5,220.4
2024,78,Klamath Mtns.,No,0.1,0,0.1
2024,78,Klamath Mtns.,Yes,861.7,833.3,879.3
2024,80,Northern B&R,No,0.1,0,0.2
2024,80,Northern B&R,Yes,55.2,53.8,56.7
2024,81,Sonoran B&R,No,0.8,0.5,1.2
2024,81,Sonoran B&R,Yes,83,81,85.7
2025,1,Coast Range,No,0.6,0.3,0.9
2025,1,Coast Range,Yes,410.6,393.5,422.4
2025,4,Cascades,No,0.1,0,0.2
2025,4,Cascades,Yes,37.8,36.5,38.9
2025,5,Sierra Nevada,No,0.3,0.2,0.5
2025,5,Sierra Nevada,Yes,861.1,849,880.3
2025,6,Oak Woodlands,No,12.7,10.8,14.3
2025,6,Oak Woodlands,Yes,1094.2,1039.2,1145.8
2025,7,Central Valley,No,6.6,5.6,7.6
2025,7,Central Valley,Yes,343,318.5,366.9
2025,8,SoCal Mtns.,No,0.7,0.5,0.8
2025,8,SoCal Mtns.,Yes,209.3,194.9,222
2025,9,East Cascades,No,0.2,0.1,0.4
2025,9,East Cascades,Yes,338.3,328,345.4
2025,13,Central B&R,No,0,0,0
2025,13,Central B&R,Yes,136,132.6,139.5
2025,14,Mojave B&R,No,0.6,0.4,0.7
2025,14,Mojave B&R,Yes,211,201.2,222.9
2025,78,Klamath Mtns.,No,0.1,0,0.1
2025,78,Klamath Mtns.,Yes,861.9,827.7,881.3
2025,80,Northern B&R,No,0.1,0,0.2
2025,80,Northern B&R,Yes,55.4,53.8,56.7
2025,81,Sonoran B&R,No,0.9,0.6,1.3
2025,81,Sonoran B&R,Yes,83.4,81.2,86.9
2026,1,Coast Range,No,0.6,0.3,0.9
2026,1,Coast Range,Yes,410.5,392.8,423.4
2026,4,Cascades,No,0.1,0,0.2
2026,4,Cascades,Yes,37.7,36.2,38.9
2026,5,Sierra Nevada,No,0.3,0.2,0.5
2026,5,Sierra Nevada,Yes,860.2,846.9,881.2
2026,6,Oak Woodlands,No,13.2,11.3,14.9
2026,6,Oak Woodlands,Yes,1098.1,1045.1,1145.7
2026,7,Central Valley,No,6.9,5.8,7.9
2026,7,Central Valley,Yes,343.9,321.2,362.5
2026,8,SoCal Mtns.,No,0.7,0.6,0.9
2026,8,SoCal Mtns.,Yes,211.1,199.7,222.7
2026,9,East Cascades,No,0.2,0.1,0.4
2026,9,East Cascades,Yes,337.7,326.6,346.1
2026,13,Central B&R,No,0,0,0
2026,13,Central B&R,Yes,136.5,133.1,140.4
2026,14,Mojave B&R,No,0.6,0.4,0.7
2026,14,Mojave B&R,Yes,212.3,204,224
2026,78,Klamath Mtns.,No,0.1,0,0.1
2026,78,Klamath Mtns.,Yes,861.1,823.9,882.5
2026,80,Northern B&R,No,0.1,0,0.2
2026,80,Northern B&R,Yes,55.3,53.7,56.9
2026,81,Sonoran B&R,No,0.9,0.6,1.3
2026,81,Sonoran B&R,Yes,83.3,81,86.8
2027,1,Coast Range,No,0.7,0.3,1
2027,1,Coast Range,Yes,409.6,391.6,424.6
2027,4,Cascades,No,0.1,0,0.2
2027,4,Cascades,Yes,37.5,35.8,39
2027,5,Sierra Nevada,No,0.3,0.2,0.5
2027,5,Sierra Nevada,Yes,857.2,836.7,881.4
2027,6,Oak Woodlands,No,13.7,11.7,15.6
2027,6,Oak Woodlands,Yes,1093.6,1051.1,1154.2
2027,7,Central Valley,No,7.1,5.9,8.2
2027,7,Central Valley,Yes,340,319.4,365.6
2027,8,SoCal Mtns.,No,0.8,0.6,0.9
2027,8,SoCal Mtns.,Yes,210.6,200.4,223.6
2027,9,East Cascades,No,0.2,0.1,0.4
2027,9,East Cascades,Yes,336.4,323.2,346
2027,13,Central B&R,No,0,0,0
2027,13,Central B&R,Yes,136.4,131.9,140.8
2027,14,Mojave B&R,No,0.6,0.4,0.7
2027,14,Mojave B&R,Yes,211.7,200.4,224.6
2027,78,Klamath Mtns.,No,0.1,0,0.2
2027,78,Klamath Mtns.,Yes,859.6,820.9,884.1
2027,80,Northern B&R,No,0.1,0,0.2
2027,80,Northern B&R,Yes,55.2,53.4,56.6
2027,81,Sonoran B&R,No,1,0.7,1.4
2027,81,Sonoran B&R,Yes,83,80.3,87
2028,1,Coast Range,No,0.7,0.4,1
2028,1,Coast Range,Yes,408.9,388.6,424.7
2028,4,Cascades,No,0.1,0,0.2
2028,4,Cascades,Yes,37.4,35.7,38.9
2028,5,Sierra Nevada,No,0.3,0.2,0.6
2028,5,Sierra Nevada,Yes,855.1,833.2,880.2
2028,6,Oak Woodlands,No,14.2,12.2,16.2
2028,6,Oak Woodlands,Yes,1089.1,1043.9,1156.5
2028,7,Central Valley,No,7.4,6.1,8.5
2028,7,Central Valley,Yes,337.3,317.2,367.5
2028,8,SoCal Mtns.,No,0.8,0.6,1
2028,8,SoCal Mtns.,Yes,209.6,199.1,222.2
2028,9,East Cascades,No,0.2,0.1,0.4
2028,9,East Cascades,Yes,335.8,322.4,345.2
2028,13,Central B&R,No,0,0,0
2028,13,Central B&R,Yes,136.2,131.4,141.9
2028,14,Mojave B&R,No,0.6,0.4,0.8
2028,14,Mojave B&R,Yes,210.6,198.3,226.3
2028,78,Klamath Mtns.,No,0.1,0,0.2
2028,78,Klamath Mtns.,Yes,858.7,815.8,883.8
2028,80,Northern B&R,No,0.1,0,0.2
2028,80,Northern B&R,Yes,55.1,53.3,56.9
2028,81,Sonoran B&R,No,1,0.7,1.5
2028,81,Sonoran B&R,Yes,82.8,79.4,88.3
2029,1,Coast Range,No,0.7,0.4,1.1
2029,1,Coast Range,Yes,408.3,385.6,426.6
2029,4,Cascades,No,0.1,0,0.2
2029,4,Cascades,Yes,37.3,35.5,38.9
2029,5,Sierra Nevada,No,0.3,0.2,0.6
2029,5,Sierra Nevada,Yes,853.3,832,880.2
2029,6,Oak Woodlands,No,14.7,12.6,16.8
2029,6,Oak Woodlands,Yes,1090.4,1049.7,1171.8
2029,7,Central Valley,No,7.6,6.3,8.8
2029,7,Central Valley,Yes,338.2,322.7,375.7
2029,8,SoCal Mtns.,No,0.8,0.6,1
2029,8,SoCal Mtns.,Yes,210.1,201.2,224.6
2029,9,East Cascades,No,0.2,0.1,0.4
2029,9,East Cascades,Yes,335.1,321.1,346.8
2029,13,Central B&R,No,0,0,0
2029,13,Central B&R,Yes,136.4,131.5,142.9
2029,14,Mojave B&R,No,0.7,0.5,0.8
2029,14,Mojave B&R,Yes,210.6,199.7,228.3
2029,78,Klamath Mtns.,No,0.1,0,0.2
2029,78,Klamath Mtns.,Yes,857.2,810.5,885.6
2029,80,Northern B&R,No,0.1,0,0.2
2029,80,Northern B&R,Yes,55.1,53.2,57.4
2029,81,Sonoran B&R,No,1.1,0.7,1.5
2029,81,Sonoran B&R,Yes,82.4,79.6,88.1
2030,1,Coast Range,No,0.8,0.4,1.1
2030,1,Coast Range,Yes,408.1,384.1,427.7
2030,4,Cascades,No,0.1,0,0.2
2030,4,Cascades,Yes,37.2,35.3,38.8
2030,5,Sierra Nevada,No,0.4,0.2,0.6
2030,5,Sierra Nevada,Yes,852.8,828.3,880.8
2030,6,Oak Woodlands,No,15.2,13,17.4
2030,6,Oak Woodlands,Yes,1092.9,1044.9,1184.4
2030,7,Central Valley,No,7.9,6.5,9.2
2030,7,Central Valley,Yes,340.8,317.4,383.2
2030,8,SoCal Mtns.,No,0.9,0.7,1.1
2030,8,SoCal Mtns.,Yes,211,200.1,227.2
2030,9,East Cascades,No,0.2,0.1,0.4
2030,9,East Cascades,Yes,335.4,321.7,348.3
2030,13,Central B&R,No,0,0,0
2030,13,Central B&R,Yes,136.9,132,143.4
2030,14,Mojave B&R,No,0.7,0.5,0.9
2030,14,Mojave B&R,Yes,212,200,230.6
2030,78,Klamath Mtns.,No,0.1,0,0.2
2030,78,Klamath Mtns.,Yes,857,808.6,886.2
2030,80,Northern B&R,No,0.1,0,0.2
2030,80,Northern B&R,Yes,55.2,53.4,57.7
2030,81,Sonoran B&R,No,1.1,0.8,1.6
2030,81,Sonoran B&R,Yes,82.5,79.7,88.4
2031,1,Coast Range,No,0.8,0.4,1.2
2031,1,Coast Range,Yes,407.3,382,428.9
2031,4,Cascades,No,0.1,0,0.2
2031,4,Cascades,Yes,37.1,35.2,38.8
2031,5,Sierra Nevada,No,0.4,0.2,0.6
2031,5,Sierra Nevada,Yes,851.2,824.6,880.9
2031,6,Oak Woodlands,No,15.6,13.3,17.9
2031,6,Oak Woodlands,Yes,1090.9,1038.8,1193.6
2031,7,Central Valley,No,8.2,6.6,9.5
2031,7,Central Valley,Yes,339.6,313.5,386.3
2031,8,SoCal Mtns.,No,0.9,0.7,1.1
2031,8,SoCal Mtns.,Yes,211,200.1,229.8
2031,9,East Cascades,No,0.3,0.1,0.5
2031,9,East Cascades,Yes,334.9,321.5,349.9
2031,13,Central B&R,No,0,0,0
2031,13,Central B&R,Yes,136.8,131.5,143.6
2031,14,Mojave B&R,No,0.7,0.5,0.9
2031,14,Mojave B&R,Yes,212,199.6,232.2
2031,78,Klamath Mtns.,No,0.1,0,0.2
2031,78,Klamath Mtns.,Yes,855.9,806.8,887.3
2031,80,Northern B&R,No,0.1,0,0.2
2031,80,Northern B&R,Yes,55.1,53.3,57.9
2031,81,Sonoran B&R,No,1.2,0.8,1.7
2031,81,Sonoran B&R,Yes,82.5,79.5,88.5
2032,1,Coast Range,No,0.8,0.4,1.2
2032,1,Coast Range,Yes,407.4,380.6,430.5
2032,4,Cascades,No,0.1,0,0.2
2032,4,Cascades,Yes,37.1,35,38.8
2032,5,Sierra Nevada,No,0.4,0.2,0.6
2032,5,Sierra Nevada,Yes,851.7,826.2,883.8
2032,6,Oak Woodlands,No,16.1,13.6,18.5
2032,6,Oak Woodlands,Yes,1096.4,1044.5,1207.2
2032,7,Central Valley,No,8.4,6.8,9.8
2032,7,Central Valley,Yes,343.5,322.5,394.9
2032,8,SoCal Mtns.,No,0.9,0.7,1.2
2032,8,SoCal Mtns.,Yes,212.1,203,231.9
2032,9,East Cascades,No,0.3,0.1,0.5
2032,9,East Cascades,Yes,335,320.1,351.3
2032,13,Central B&R,No,0,0,0
2032,13,Central B&R,Yes,137.4,131.8,144.6
2032,14,Mojave B&R,No,0.7,0.5,0.9
2032,14,Mojave B&R,Yes,212.5,202.8,233.3
2032,78,Klamath Mtns.,No,0.1,0,0.2
2032,78,Klamath Mtns.,Yes,856.1,806.1,889.2
2032,80,Northern B&R,No,0.1,0,0.2
2032,80,Northern B&R,Yes,55.3,53.2,58.2
2032,81,Sonoran B&R,No,1.3,0.9,1.7
2032,81,Sonoran B&R,Yes,82.5,79.5,88.9
2033,1,Coast Range,No,0.8,0.4,1.3
2033,1,Coast Range,Yes,406.3,379.9,430.4
2033,4,Cascades,No,0.1,0,0.2
2033,4,Cascades,Yes,37,34.9,38.6
2033,5,Sierra Nevada,No,0.4,0.2,0.7
2033,5,Sierra Nevada,Yes,850,824.6,883.2
2033,6,Oak Woodlands,No,16.5,13.9,19.1
2033,6,Oak Woodlands,Yes,1093.4,1037.9,1211.2
2033,7,Central Valley,No,8.7,7,10.1
2033,7,Central Valley,Yes,341.4,320.1,397.4
2033,8,SoCal Mtns.,No,1,0.7,1.2
2033,8,SoCal Mtns.,Yes,212,200.3,232.4
2033,9,East Cascades,No,0.3,0.1,0.5
2033,9,East Cascades,Yes,333.6,318.5,349.3
2033,13,Central B&R,No,0,0,0
2033,13,Central B&R,Yes,137.3,131.1,144.8
2033,14,Mojave B&R,No,0.8,0.5,1
2033,14,Mojave B&R,Yes,212.1,199.6,232.5
2033,78,Klamath Mtns.,No,0.1,0,0.2
2033,78,Klamath Mtns.,Yes,854.6,804.6,886.7
2033,80,Northern B&R,No,0.1,0,0.2
2033,80,Northern B&R,Yes,55.1,53,58
2033,81,Sonoran B&R,No,1.3,0.9,1.8
2033,81,Sonoran B&R,Yes,82,78.9,88.1
2034,1,Coast Range,No,0.9,0.5,1.3
2034,1,Coast Range,Yes,405,378,427.9
2034,4,Cascades,No,0.1,0,0.2
2034,4,Cascades,Yes,36.8,34.4,38.4
2034,5,Sierra Nevada,No,0.4,0.2,0.7
2034,5,Sierra Nevada,Yes,847.5,819.7,878.5
2034,6,Oak Woodlands,No,16.9,14.1,19.6
2034,6,Oak Woodlands,Yes,1087.3,1028.2,1193.5
2034,7,Central Valley,No,8.9,7.2,10.5
2034,7,Central Valley,Yes,338,316.1,383.8
2034,8,SoCal Mtns.,No,1,0.7,1.3
2034,8,SoCal Mtns.,Yes,211,198,230.3
2034,9,East Cascades,No,0.3,0.1,0.5
2034,9,East Cascades,Yes,332.3,315.9,346
2034,13,Central B&R,No,0,0,0
2034,13,Central B&R,Yes,137.2,130.4,144.1
2034,14,Mojave B&R,No,0.8,0.6,1
2034,14,Mojave B&R,Yes,211.2,197.6,231.6
2034,78,Klamath Mtns.,No,0.1,0,0.2
2034,78,Klamath Mtns.,Yes,852.2,801.9,883.2
2034,80,Northern B&R,No,0.1,0,0.2
2034,80,Northern B&R,Yes,54.9,52.6,57.5
2034,81,Sonoran B&R,No,1.4,1,1.9
2034,81,Sonoran B&R,Yes,81.6,78.5,87.2
2035,1,Coast Range,No,0.9,0.5,1.3
2035,1,Coast Range,Yes,403.5,377.4,426.4
2035,4,Cascades,No,0.1,0,0.2
2035,4,Cascades,Yes,36.7,34.2,38.2
2035,5,Sierra Nevada,No,0.4,0.2,0.7
2035,5,Sierra Nevada,Yes,844.5,818.5,875.6
2035,6,Oak Woodlands,No,17.3,14.4,20.2
2035,6,Oak Woodlands,Yes,1079.8,1033.3,1185.9
2035,7,Central Valley,No,9.2,7.3,10.8
2035,7,Central Valley,Yes,333.6,315.5,377.8
2035,8,SoCal Mtns.,No,1,0.8,1.3
2035,8,SoCal Mtns.,Yes,209.8,199.3,229.1
2035,9,East Cascades,No,0.3,0.1,0.5
2035,9,East Cascades,Yes,331.2,313.4,344.7
2035,13,Central B&R,No,0,0,0
2035,13,Central B&R,Yes,136.8,130.3,143.4
2035,14,Mojave B&R,No,0.8,0.6,1
2035,14,Mojave B&R,Yes,210,199.7,229.3
2035,78,Klamath Mtns.,No,0.1,0,0.2
2035,78,Klamath Mtns.,Yes,850.3,800.4,881.1
2035,80,Northern B&R,No,0.1,0,0.2
2035,80,Northern B&R,Yes,54.7,52.3,57.2
2035,81,Sonoran B&R,No,1.4,1,2
2035,81,Sonoran B&R,Yes,81.5,79,87.8
2036,1,Coast Range,No,0.9,0.5,1.4
2036,1,Coast Range,Yes,403.4,376.6,427.1
2036,4,Cascades,No,0.1,0,0.2
2036,4,Cascades,Yes,36.6,34.2,38.2
2036,5,Sierra Nevada,No,0.4,0.2,0.7
2036,5,Sierra Nevada,Yes,844.9,819.3,876.8
2036,6,Oak Woodlands,No,17.7,14.6,20.7
2036,6,Oak Woodlands,Yes,1082.7,1038.7,1188.2
2036,7,Central Valley,No,9.5,7.5,11.1
2036,7,Central Valley,Yes,336.2,320.4,380
2036,8,SoCal Mtns.,No,1,0.8,1.3
2036,8,SoCal Mtns.,Yes,210.6,202,229.3
2036,9,East Cascades,No,0.3,0.1,0.5
2036,9,East Cascades,Yes,331.3,314.3,345.5
2036,13,Central B&R,No,0,0,0
2036,13,Central B&R,Yes,137.1,131.5,143.5
2036,14,Mojave B&R,No,0.8,0.6,1.1
2036,14,Mojave B&R,Yes,210,202.7,228.1
2036,78,Klamath Mtns.,No,0.1,0,0.2
2036,78,Klamath Mtns.,Yes,850.2,799.5,882.1
2036,80,Northern B&R,No,0.1,0,0.2
2036,80,Northern B&R,Yes,54.7,52.5,57.3
2036,81,Sonoran B&R,No,1.5,1,2
2036,81,Sonoran B&R,Yes,81.3,77.9,88.3
2037,1,Coast Range,No,0.9,0.5,1.4
2037,1,Coast Range,Yes,402.9,376.1,427.4
2037,4,Cascades,No,0.1,0,0.2
2037,4,Cascades,Yes,36.5,34.2,38.1
2037,5,Sierra Nevada,No,0.4,0.2,0.7
2037,5,Sierra Nevada,Yes,843.5,817.8,876.4
2037,6,Oak Woodlands,No,18.1,14.7,21.2
2037,6,Oak Woodlands,Yes,1082.1,1024.4,1180.7
2037,7,Central Valley,No,9.7,7.6,11.4
2037,7,Central Valley,Yes,335.6,313.2,373.5
2037,8,SoCal Mtns.,No,1.1,0.8,1.4
2037,8,SoCal Mtns.,Yes,210.8,201.9,228.6
2037,9,East Cascades,No,0.3,0.1,0.5
2037,9,East Cascades,Yes,330.1,312.9,344
2037,13,Central B&R,No,0,0,0
2037,13,Central B&R,Yes,137.1,131.8,142.9
2037,14,Mojave B&R,No,0.9,0.6,1.1
2037,14,Mojave B&R,Yes,210.4,201.7,227.5
2037,78,Klamath Mtns.,No,0.1,0,0.2
2037,78,Klamath Mtns.,Yes,849,800,882.3
2037,80,Northern B&R,No,0.1,0,0.2
2037,80,Northern B&R,Yes,54.6,52.3,57
2037,81,Sonoran B&R,No,1.6,1.1,2.1
2037,81,Sonoran B&R,Yes,81.5,77.7,88.1
2038,1,Coast Range,No,1,0.5,1.5
2038,1,Coast Range,Yes,402.7,373.9,428.9
2038,4,Cascades,No,0.1,0,0.3
2038,4,Cascades,Yes,36.5,34.1,38.1
2038,5,Sierra Nevada,No,0.4,0.2,0.8
2038,5,Sierra Nevada,Yes,843.2,815.8,878.7
2038,6,Oak Woodlands,No,18.5,14.9,21.7
2038,6,Oak Woodlands,Yes,1083.3,1022.4,1213.9
2038,7,Central Valley,No,10,7.8,11.8
2038,7,Central Valley,Yes,336.6,313.6,393.7
2038,8,SoCal Mtns.,No,1.1,0.8,1.4
2038,8,SoCal Mtns.,Yes,210.8,201.2,234.9
2038,9,East Cascades,No,0.3,0.1,0.5
2038,9,East Cascades,Yes,329.6,311.7,344.3
2038,13,Central B&R,No,0,0,0
2038,13,Central B&R,Yes,137.3,131.5,144.8
2038,14,Mojave B&R,No,0.9,0.6,1.1
2038,14,Mojave B&R,Yes,210.3,198.9,234.9
2038,78,Klamath Mtns.,No,0.1,0,0.2
2038,78,Klamath Mtns.,Yes,848.3,797,883.5
2038,80,Northern B&R,No,0.1,0,0.2
2038,80,Northern B&R,Yes,54.6,52.2,57.1
2038,81,Sonoran B&R,No,1.6,1.1,2.2
2038,81,Sonoran B&R,Yes,81.4,77.2,90.3
2039,1,Coast Range,No,1,0.5,1.5
2039,1,Coast Range,Yes,402.6,374.5,429.4
2039,4,Cascades,No,0.1,0,0.3
2039,4,Cascades,Yes,36.4,34,38
2039,5,Sierra Nevada,No,0.4,0.2,0.8
2039,5,Sierra Nevada,Yes,843.1,814,879.6
2039,6,Oak Woodlands,No,18.8,15.1,22.2
2039,6,Oak Woodlands,Yes,1087.8,1022.8,1217.1
2039,7,Central Valley,No,10.2,7.9,12.1
2039,7,Central Valley,Yes,338.8,317.5,391.2
2039,8,SoCal Mtns.,No,1.1,0.8,1.5
2039,8,SoCal Mtns.,Yes,212.6,200.2,237.5
2039,9,East Cascades,No,0.3,0.1,0.6
2039,9,East Cascades,Yes,329.9,310.3,343.3
2039,13,Central B&R,No,0,0,0
2039,13,Central B&R,Yes,137.7,131.5,145.6
2039,14,Mojave B&R,No,0.9,0.7,1.2
2039,14,Mojave B&R,Yes,212.2,201.8,237.1
2039,78,Klamath Mtns.,No,0.1,0,0.2
2039,78,Klamath Mtns.,Yes,847.8,799,883.1
2039,80,Northern B&R,No,0.1,0,0.2
2039,80,Northern B&R,Yes,54.7,52,57
2039,81,Sonoran B&R,No,1.7,1.2,2.3
2039,81,Sonoran B&R,Yes,81.9,76.9,90.1
2040,1,Coast Range,No,1,0.6,1.5
2040,1,Coast Range,Yes,402.6,373.4,429.5
2040,4,Cascades,No,0.1,0,0.3
2040,4,Cascades,Yes,36.4,34.1,38.1
2040,5,Sierra Nevada,No,0.4,0.2,0.8
2040,5,Sierra Nevada,Yes,841.9,812.4,881
2040,6,Oak Woodlands,No,19.2,15.2,22.6
2040,6,Oak Woodlands,Yes,1087,1028.5,1225.4
2040,7,Central Valley,No,10.5,8.1,12.4
2040,7,Central Valley,Yes,339.1,314.6,396.1
2040,8,SoCal Mtns.,No,1.2,0.9,1.5
2040,8,SoCal Mtns.,Yes,212.6,202.1,239.9
2040,9,East Cascades,No,0.3,0.1,0.6
2040,9,East Cascades,Yes,329.8,311.4,342.7
2040,13,Central B&R,No,0,0,0
2040,13,Central B&R,Yes,137.6,131.6,145.7
2040,14,Mojave B&R,No,0.9,0.7,1.2
2040,14,Mojave B&R,Yes,211.9,200.2,238.8
2040,78,Klamath Mtns.,No,0.1,0,0.2
2040,78,Klamath Mtns.,Yes,848.4,801.8,883.8
2040,80,Northern B&R,No,0.1,0,0.3
2040,80,Northern B&R,Yes,54.7,52.1,57
2040,81,Sonoran B&R,No,1.7,1.2,2.4
2040,81,Sonoran B&R,Yes,81.5,77.4,91
2041,1,Coast Range,No,1,0.6,1.5
2041,1,Coast Range,Yes,403.1,373.6,431.6
2041,4,Cascades,No,0.1,0,0.3
2041,4,Cascades,Yes,36.4,34.2,38.1
2041,5,Sierra Nevada,No,0.4,0.2,0.8
2041,5,Sierra Nevada,Yes,842,811.2,883.2
2041,6,Oak Woodlands,No,19.5,15.3,23.1
2041,6,Oak Woodlands,Yes,1089.2,1026.4,1227.3
2041,7,Central Valley,No,10.7,8.2,12.7
2041,7,Central Valley,Yes,339.8,316.8,394.9
2041,8,SoCal Mtns.,No,1.2,0.9,1.6
2041,8,SoCal Mtns.,Yes,212.9,201.2,238.8
2041,9,East Cascades,No,0.3,0.1,0.6
2041,9,East Cascades,Yes,330.4,311.6,345.3
2041,13,Central B&R,No,0,0,0
2041,13,Central B&R,Yes,138,132.3,146.1
2041,14,Mojave B&R,No,0.9,0.7,1.2
2041,14,Mojave B&R,Yes,211.7,199.5,235.6
2041,78,Klamath Mtns.,No,0.1,0,0.2
2041,78,Klamath Mtns.,Yes,850.1,806.1,886.4
2041,80,Northern B&R,No,0.1,0,0.3
2041,80,Northern B&R,Yes,54.8,52.3,57.5
2041,81,Sonoran B&R,No,1.8,1.3,2.5
2041,81,Sonoran B&R,Yes,81.3,77.3,89.1
2042,1,Coast Range,No,1,0.6,1.6
2042,1,Coast Range,Yes,402.7,372,432.8
2042,4,Cascades,No,0.1,0,0.3
2042,4,Cascades,Yes,36.4,33.9,38
2042,5,Sierra Nevada,No,0.5,0.2,0.8
2042,5,Sierra Nevada,Yes,841.5,808.1,885.4
2042,6,Oak Woodlands,No,19.9,15.5,23.5
2042,6,Oak Woodlands,Yes,1088.9,1018.6,1239.4
2042,7,Central Valley,No,11,8.3,13.1
2042,7,Central Valley,Yes,338.3,314.8,398.5
2042,8,SoCal Mtns.,No,1.2,0.9,1.6
2042,8,SoCal Mtns.,Yes,213.2,198.5,241.2
2042,9,East Cascades,No,0.3,0.1,0.6
2042,9,East Cascades,Yes,329.7,309.9,345.3
2042,13,Central B&R,No,0,0,0
2042,13,Central B&R,Yes,138,131.9,146.8
2042,14,Mojave B&R,No,1,0.7,1.3
2042,14,Mojave B&R,Yes,212.5,199.8,238.7
2042,78,Klamath Mtns.,No,0.1,0,0.2
2042,78,Klamath Mtns.,Yes,849.5,804.6,887.4
2042,80,Northern B&R,No,0.1,0,0.3
2042,80,Northern B&R,Yes,54.7,52,57.6
2042,81,Sonoran B&R,No,1.9,1.3,2.6
2042,81,Sonoran B&R,Yes,81.6,77.6,89.4
2043,1,Coast Range,No,1,0.6,1.6
2043,1,Coast Range,Yes,403.3,372.4,433.5
2043,4,Cascades,No,0.1,0,0.3
2043,4,Cascades,Yes,36.4,33.8,38.1
2043,5,Sierra Nevada,No,0.5,0.2,0.8
2043,5,Sierra Nevada,Yes,841.7,804.5,885.7
2043,6,Oak Woodlands,No,20.2,15.6,24
2043,6,Oak Woodlands,Yes,1095.4,1036.2,1233.9
2043,7,Central Valley,No,11.2,8.5,13.4
2043,7,Central Valley,Yes,341,322.1,393.1
2043,8,SoCal Mtns.,No,1.3,0.9,1.7
2043,8,SoCal Mtns.,Yes,215.1,203.4,240.7
2043,9,East Cascades,No,0.3,0.1,0.6
2043,9,East Cascades,Yes,329.7,308.5,345.6
2043,13,Central B&R,No,0,0,0
2043,13,Central B&R,Yes,138.6,131.6,147
2043,14,Mojave B&R,No,1,0.7,1.3
2043,14,Mojave B&R,Yes,214.6,203.5,239.4
2043,78,Klamath Mtns.,No,0.1,0,0.2
2043,78,Klamath Mtns.,Yes,850.5,804.1,888.1
2043,80,Northern B&R,No,0.1,0,0.3
2043,80,Northern B&R,Yes,54.8,51.9,57.7
2043,81,Sonoran B&R,No,1.9,1.4,2.7
2043,81,Sonoran B&R,Yes,82,78.8,89.4
2044,1,Coast Range,No,1.1,0.6,1.6
2044,1,Coast Range,Yes,402.3,370.2,433.7
2044,4,Cascades,No,0.1,0,0.3
2044,4,Cascades,Yes,36.3,33.8,38.1
2044,5,Sierra Nevada,No,0.5,0.2,0.9
2044,5,Sierra Nevada,Yes,839.6,802.2,886
2044,6,Oak Woodlands,No,20.5,15.7,24.4
2044,6,Oak Woodlands,Yes,1089.4,1019.8,1236.1
2044,7,Central Valley,No,11.5,8.6,13.8
2044,7,Central Valley,Yes,336.1,308.4,390.7
2044,8,SoCal Mtns.,No,1.3,0.9,1.7
2044,8,SoCal Mtns.,Yes,214.5,201.9,242.4
2044,9,East Cascades,No,0.3,0.1,0.6
