Timestep,EcoregionID,EcoregionName,Ecosystem,Mean,Lower,Upper
2044,9,East Cascades,Yes,328.9,307.7,345.6
2044,13,Central B&R,No,0,0,0
2044,13,Central B&R,Yes,138.4,131.8,147
2044,14,Mojave B&R,No,1,0.7,1.3
2044,14,Mojave B&R,Yes,214,201,240.1
2044,78,Klamath Mtns.,No,0.1,0,0.2
2044,78,Klamath Mtns.,Yes,849.6,800.6,889.1
2044,80,Northern B&R,No,0.1,0,0.3
2044,80,Northern B&R,Yes,54.6,51.7,57.6
2044,81,Sonoran B&R,No,2,1.4,2.8
2044,81,Sonoran B&R,Yes,81.6,77.9,89.3
2045,1,Coast Range,No,1.1,0.6,1.7
2045,1,Coast Range,Yes,402.8,370,435.7
2045,4,Cascades,No,0.1,0,0.3
2045,4,Cascades,Yes,36.3,33.8,38.2
2045,5,Sierra Nevada,No,0.5,0.2,0.9
2045,5,Sierra Nevada,Yes,840.1,804.3,888.9
2045,6,Oak Woodlands,No,20.8,15.8,24.8
2045,6,Oak Woodlands,Yes,1094.2,1015,1253.1
2045,7,Central Valley,No,11.7,8.7,14.1
2045,7,Central Valley,Yes,339.9,304.4,399.3
2045,8,SoCal Mtns.,No,1.3,0.9,1.7
2045,8,SoCal Mtns.,Yes,215.1,201.9,245.6
2045,9,East Cascades,No,0.3,0.1,0.6
2045,9,East Cascades,Yes,329.4,308.6,347
2045,13,Central B&R,No,0,0,0
2045,13,Central B&R,Yes,139,133.7,147.9
2045,14,Mojave B&R,No,1,0.7,1.4
2045,14,Mojave B&R,Yes,214.4,199.3,242.8
2045,78,Klamath Mtns.,No,0.1,0,0.3
2045,78,Klamath Mtns.,Yes,850.8,801.1,891.6
2045,80,Northern B&R,No,0.1,0,0.3
2045,80,Northern B&R,Yes,54.8,52.2,57.9
2045,81,Sonoran B&R,No,2.1,1.5,2.9
2045,81,Sonoran B&R,Yes,81.6,77.8,90
2046,1,Coast Range,No,1.1,0.6,1.7
2046,1,Coast Range,Yes,401.6,368.3,435.6
2046,4,Cascades,No,0.1,0,0.3
2046,4,Cascades,Yes,36.3,33.8,38.2
2046,5,Sierra Nevada,No,0.5,0.2,0.9
2046,5,Sierra Nevada,Yes,837.5,799.8,889
2046,6,Oak Woodlands,No,21.1,15.8,25.3
2046,6,Oak Woodlands,Yes,1085.4,1004.5,1250.8
2046,7,Central Valley,No,11.9,8.9,14.4
2046,7,Central Valley,Yes,333.7,299.8,394.5
2046,8,SoCal Mtns.,No,1.3,0.9,1.8
2046,8,SoCal Mtns.,Yes,213.6,199.8,245.8
2046,9,East Cascades,No,0.3,0.1,0.6
2046,9,East Cascades,Yes,328.6,307.8,346.4
2046,13,Central B&R,No,0,0,0
2046,13,Central B&R,Yes,138.8,133.3,148.2
2046,14,Mojave B&R,No,1,0.8,1.4
2046,14,Mojave B&R,Yes,212.9,197.4,243.3
2046,78,Klamath Mtns.,No,0.1,0,0.3
2046,78,Klamath Mtns.,Yes,849.8,800.4,892.8
2046,80,Northern B&R,No,0.1,0,0.3
2046,80,Northern B&R,Yes,54.6,52,57.8
2046,81,Sonoran B&R,No,2.2,1.5,3
2046,81,Sonoran B&R,Yes,80.9,77.3,89.4
2047,1,Coast Range,No,1.1,0.6,1.7
2047,1,Coast Range,Yes,400.1,367.2,432.8
2047,4,Cascades,No,0.1,0,0.3
2047,4,Cascades,Yes,36.2,33.9,38.1
2047,5,Sierra Nevada,No,0.5,0.2,0.9
2047,5,Sierra Nevada,Yes,834.2,798,882.1
2047,6,Oak Woodlands,No,21.4,15.9,25.6
2047,6,Oak Woodlands,Yes,1076.8,993.9,1226.7
2047,7,Central Valley,No,12.2,9,14.8
2047,7,Central Valley,Yes,328.2,294.8,378.8
2047,8,SoCal Mtns.,No,1.4,0.9,1.8
2047,8,SoCal Mtns.,Yes,212.4,197.5,241.7
2047,9,East Cascades,No,0.3,0.1,0.7
2047,9,East Cascades,Yes,327.5,307.5,344.4
2047,13,Central B&R,No,0,0,0
2047,13,Central B&R,Yes,138.5,133.6,147.2
2047,14,Mojave B&R,No,1.1,0.8,1.4
2047,14,Mojave B&R,Yes,212.4,196.1,240.7
2047,78,Klamath Mtns.,No,0.1,0,0.3
2047,78,Klamath Mtns.,Yes,848.3,801.6,889.3
2047,80,Northern B&R,No,0.1,0,0.3
2047,80,Northern B&R,Yes,54.5,52,57.4
2047,81,Sonoran B&R,No,2.2,1.5,3.1
2047,81,Sonoran B&R,Yes,80.6,76.1,88.5
2048,1,Coast Range,No,1.1,0.6,1.7
2048,1,Coast Range,Yes,399.5,367,431.5
2048,4,Cascades,No,0.1,0,0.3
2048,4,Cascades,Yes,36.1,33.7,37.9
2048,5,Sierra Nevada,No,0.5,0.2,0.9
2048,5,Sierra Nevada,Yes,832.9,796.6,878.7
2048,6,Oak Woodlands,No,21.6,16,26
2048,6,Oak Woodlands,Yes,1073.4,990.8,1220.1
2048,7,Central Valley,No,12.4,9.1,15.1
2048,7,Central Valley,Yes,326.6,293.1,374.8
2048,8,SoCal Mtns.,No,1.4,0.9,1.9
2048,8,SoCal Mtns.,Yes,211.7,196.6,241
2048,9,East Cascades,No,0.4,0.1,0.7
2048,9,East Cascades,Yes,326.6,306,342.2
2048,13,Central B&R,No,0,0,0
2048,13,Central B&R,Yes,138.3,133.9,146.5
2048,14,Mojave B&R,No,1.1,0.8,1.4
2048,14,Mojave B&R,Yes,211.6,196.6,238.7
2048,78,Klamath Mtns.,No,0.1,0,0.3
2048,78,Klamath Mtns.,Yes,847.9,801.4,888.7
2048,80,Northern B&R,No,0.1,0,0.3
2048,80,Northern B&R,Yes,54.3,52,57
2048,81,Sonoran B&R,No,2.3,1.6,3.2
2048,81,Sonoran B&R,Yes,80.4,76.9,87.8
2049,1,Coast Range,No,1.1,0.6,1.7
2049,1,Coast Range,Yes,399.2,366.5,431.8
2049,4,Cascades,No,0.1,0,0.3
2049,4,Cascades,Yes,36.1,33.6,37.9
2049,5,Sierra Nevada,No,0.5,0.2,1
2049,5,Sierra Nevada,Yes,831.5,792.7,879.5
2049,6,Oak Woodlands,No,21.9,16.1,26.4
2049,6,Oak Woodlands,Yes,1071,988.5,1228.8
2049,7,Central Valley,No,12.7,9.2,15.5
2049,7,Central Valley,Yes,326,295.6,379.7
2049,8,SoCal Mtns.,No,1.4,1,1.9
2049,8,SoCal Mtns.,Yes,211.2,194.1,244.3
2049,9,East Cascades,No,0.4,0.1,0.7
2049,9,East Cascades,Yes,325.9,304.1,341
2049,13,Central B&R,No,0,0,0
2049,13,Central B&R,Yes,138.3,133.1,147.1
2049,14,Mojave B&R,No,1.1,0.8,1.5
2049,14,Mojave B&R,Yes,211.7,194.9,242.3
2049,78,Klamath Mtns.,No,0.1,0,0.3
2049,78,Klamath Mtns.,Yes,847.6,800,887.5
2049,80,Northern B&R,No,0.1,0,0.3
2049,80,Northern B&R,Yes,54.2,51.7,56.8
2049,81,Sonoran B&R,No,2.4,1.6,3.3
2049,81,Sonoran B&R,Yes,80.5,75.7,89.7
2050,1,Coast Range,No,1.1,0.6,1.8
2050,1,Coast Range,Yes,398.6,366.1,430.7
2050,4,Cascades,No,0.1,0,0.3
2050,4,Cascades,Yes,36,33.6,37.7
2050,5,Sierra Nevada,No,0.5,0.2,1
2050,5,Sierra Nevada,Yes,830,791.2,875.7
2050,6,Oak Woodlands,No,22.2,16.1,26.8
2050,6,Oak Woodlands,Yes,1072.4,988.5,1209.4
2050,7,Central Valley,No,12.9,9.3,15.8
2050,7,Central Valley,Yes,326.6,295.7,366.8
2050,8,SoCal Mtns.,No,1.4,1,2
2050,8,SoCal Mtns.,Yes,211.7,194.2,240.9
2050,9,East Cascades,No,0.4,0.1,0.7
2050,9,East Cascades,Yes,325.4,303,339.7
2050,13,Central B&R,No,0,0,0
2050,13,Central B&R,Yes,138.3,132.6,146.3
2050,14,Mojave B&R,No,1.1,0.8,1.5
2050,14,Mojave B&R,Yes,211.8,193.6,238.7
2050,78,Klamath Mtns.,No,0.1,0,0.3
2050,78,Klamath Mtns.,Yes,846,799.1,885.5
2050,80,Northern B&R,No,0.1,0,0.3
2050,80,Northern B&R,Yes,54.2,51.5,56.5
2050,81,Sonoran B&R,No,2.4,1.7,3.4
2050,81,Sonoran B&R,Yes,80.5,75.9,88.3
2051,1,Coast Range,No,1.2,0.6,1.8
2051,1,Coast Range,Yes,398.6,365.6,432.1
2051,4,Cascades,No,0.1,0,0.3
2051,4,Cascades,Yes,36,33.6,37.8
2051,5,Sierra Nevada,No,0.5,0.2,1
2051,5,Sierra Nevada,Yes,829.6,790.7,878.4
2051,6,Oak Woodlands,No,22.4,16.2,27.1
2051,6,Oak Woodlands,Yes,1072.5,982.4,1229.7
2051,7,Central Valley,No,13.1,9.4,16.1
2051,7,Central Valley,Yes,326.7,290,382.5
2051,8,SoCal Mtns.,No,1.5,1,2
2051,8,SoCal Mtns.,Yes,211.9,193.7,244.6
2051,9,East Cascades,No,0.4,0.1,0.7
2051,9,East Cascades,Yes,325.5,304.6,340.2
2051,13,Central B&R,No,0,0,0
2051,13,Central B&R,Yes,138.6,132.7,148.2
2051,14,Mojave B&R,No,1.1,0.8,1.5
2051,14,Mojave B&R,Yes,211.7,192.6,242.2
2051,78,Klamath Mtns.,No,0.1,0,0.3
2051,78,Klamath Mtns.,Yes,846.5,800.5,886.5
2051,80,Northern B&R,No,0.1,0,0.3
2051,80,Northern B&R,Yes,54.3,51.8,57
2051,81,Sonoran B&R,No,2.5,1.7,3.5
2051,81,Sonoran B&R,Yes,80.4,75.4,88.6
2052,1,Coast Range,No,1.2,0.6,1.8
2052,1,Coast Range,Yes,397.3,362.6,432.2
2052,4,Cascades,No,0.1,0,0.3
2052,4,Cascades,Yes,35.9,33.5,37.8
2052,5,Sierra Nevada,No,0.5,0.2,1
2052,5,Sierra Nevada,Yes,826.5,786.9,877.1
2052,6,Oak Woodlands,No,22.7,16.3,27.5
2052,6,Oak Woodlands,Yes,1065.3,968.4,1224.3
2052,7,Central Valley,No,13.4,9.5,16.4
2052,7,Central Valley,Yes,322.2,282.9,376.9
2052,8,SoCal Mtns.,No,1.5,1,2
2052,8,SoCal Mtns.,Yes,210.7,191,243.3
2052,9,East Cascades,No,0.4,0.1,0.7
2052,9,East Cascades,Yes,324.2,303,340.2
2052,13,Central B&R,No,0,0,0
2052,13,Central B&R,Yes,138.3,131.9,147.6
2052,14,Mojave B&R,No,1.1,0.8,1.6
2052,14,Mojave B&R,Yes,210.6,190.4,241.4
2052,78,Klamath Mtns.,No,0.1,0,0.3
2052,78,Klamath Mtns.,Yes,844.3,797.8,886.9
2052,80,Northern B&R,No,0.1,0,0.3
2052,80,Northern B&R,Yes,54.1,51.5,56.8
2052,81,Sonoran B&R,No,2.6,1.8,3.6
2052,81,Sonoran B&R,Yes,80,75.5,88.3
2053,1,Coast Range,No,1.2,0.6,1.8
2053,1,Coast Range,Yes,396.1,361.8,432.5
2053,4,Cascades,No,0.1,0,0.3
2053,4,Cascades,Yes,35.8,33.5,37.8
2053,5,Sierra Nevada,No,0.5,0.2,1
2053,5,Sierra Nevada,Yes,824.5,786.4,876.7
2053,6,Oak Woodlands,No,23,16.3,27.9
2053,6,Oak Woodlands,Yes,1060.4,956.5,1213.7
2053,7,Central Valley,No,13.6,9.6,16.8
2053,7,Central Valley,Yes,319.4,277.7,369.1
2053,8,SoCal Mtns.,No,1.5,1,2.1
2053,8,SoCal Mtns.,Yes,209.8,188,240.5
2053,9,East Cascades,No,0.4,0.1,0.7
2053,9,East Cascades,Yes,323.2,302.1,339.9
2053,13,Central B&R,No,0,0,0
2053,13,Central B&R,Yes,138.2,131.4,147.2
2053,14,Mojave B&R,No,1.2,0.8,1.6
2053,14,Mojave B&R,Yes,210.2,188.4,238.1
2053,78,Klamath Mtns.,No,0.1,0,0.3
2053,78,Klamath Mtns.,Yes,842.4,797.1,887.9
2053,80,Northern B&R,No,0.1,0,0.3
2053,80,Northern B&R,Yes,53.9,51.4,56.6
2053,81,Sonoran B&R,No,2.7,1.8,3.8
2053,81,Sonoran B&R,Yes,80,75.4,87.4
2054,1,Coast Range,No,1.2,0.6,1.8
2054,1,Coast Range,Yes,395.6,360.8,433.2
2054,4,Cascades,No,0.1,0,0.3
2054,4,Cascades,Yes,35.8,33.4,37.9
2054,5,Sierra Nevada,No,0.5,0.2,1.1
2054,5,Sierra Nevada,Yes,823.8,782.9,876.5
2054,6,Oak Woodlands,No,23.2,16.4,28.3
2054,6,Oak Woodlands,Yes,1056.5,946.4,1207
2054,7,Central Valley,No,13.9,9.8,17.1
2054,7,Central Valley,Yes,318.4,274,367.3
2054,8,SoCal Mtns.,No,1.5,1,2.1
2054,8,SoCal Mtns.,Yes,208.4,186.5,238.6
2054,9,East Cascades,No,0.4,0.1,0.7
2054,9,East Cascades,Yes,323.5,300.2,341.3
2054,13,Central B&R,No,0,0,0
2054,13,Central B&R,Yes,138.3,131,147.3
2054,14,Mojave B&R,No,1.2,0.8,1.6
2054,14,Mojave B&R,Yes,208.6,187.1,235
2054,78,Klamath Mtns.,No,0.1,0,0.3
2054,78,Klamath Mtns.,Yes,842.1,795.4,888.6
2054,80,Northern B&R,No,0.1,0,0.3
2054,80,Northern B&R,Yes,54,51.1,56.6
2054,81,Sonoran B&R,No,2.7,1.8,3.9
2054,81,Sonoran B&R,Yes,79.2,74.5,86.1
2055,1,Coast Range,No,1.2,0.6,1.8
2055,1,Coast Range,Yes,396.2,361.3,435.1
2055,4,Cascades,No,0.1,0,0.3
2055,4,Cascades,Yes,35.9,33.3,38
2055,5,Sierra Nevada,No,0.6,0.2,1.1
2055,5,Sierra Nevada,Yes,825.4,780.6,879.8
2055,6,Oak Woodlands,No,23.5,16.4,28.6
2055,6,Oak Woodlands,Yes,1066.9,961.4,1226.5
2055,7,Central Valley,No,14.1,9.9,17.5
2055,7,Central Valley,Yes,324.7,285.8,380.4
2055,8,SoCal Mtns.,No,1.6,1,2.2
2055,8,SoCal Mtns.,Yes,210.5,189.6,240.9
2055,9,East Cascades,No,0.4,0.1,0.7
2055,9,East Cascades,Yes,324.3,298.5,342.2
2055,13,Central B&R,No,0,0,0
2055,13,Central B&R,Yes,139,130.6,148.5
2055,14,Mojave B&R,No,1.2,0.8,1.6
2055,14,Mojave B&R,Yes,210.5,190.9,236.9
2055,78,Klamath Mtns.,No,0.1,0,0.3
2055,78,Klamath Mtns.,Yes,842.9,794,891.7
2055,80,Northern B&R,No,0.1,0,0.3
2055,80,Northern B&R,Yes,54.2,50.8,57.2
2055,81,Sonoran B&R,No,2.8,1.9,4
2055,81,Sonoran B&R,Yes,79.4,74.6,87.1
2056,1,Coast Range,No,1.2,0.6,1.8
2056,1,Coast Range,Yes,397.5,363.3,436.8
2056,4,Cascades,No,0.1,0,0.3
2056,4,Cascades,Yes,36,33.3,38.1
2056,5,Sierra Nevada,No,0.6,0.3,1.1
2056,5,Sierra Nevada,Yes,826.6,779.5,882.9
2056,6,Oak Woodlands,No,23.7,16.5,29.1
2056,6,Oak Woodlands,Yes,1073.3,975,1243.6
2056,7,Central Valley,No,14.3,10,17.8
2056,7,Central Valley,Yes,328.2,293,389.8
2056,8,SoCal Mtns.,No,1.6,1,2.2
2056,8,SoCal Mtns.,Yes,211.6,192.1,244.2
2056,9,East Cascades,No,0.4,0.1,0.8
2056,9,East Cascades,Yes,325.5,298.2,344.2
2056,13,Central B&R,No,0,0,0
2056,13,Central B&R,Yes,139.6,130.4,150.1
2056,14,Mojave B&R,No,1.2,0.8,1.7
2056,14,Mojave B&R,Yes,211.1,192.5,240.1
2056,78,Klamath Mtns.,No,0.1,0,0.3
2056,78,Klamath Mtns.,Yes,844.6,795.4,893.9
2056,80,Northern B&R,No,0.1,0,0.3
2056,80,Northern B&R,Yes,54.4,50.8,57.9
2056,81,Sonoran B&R,No,2.9,1.9,4.1
2056,81,Sonoran B&R,Yes,79.5,74.5,86.6
2057,1,Coast Range,No,1.2,0.6,1.8
2057,1,Coast Range,Yes,395.7,360.6,436.1
2057,4,Cascades,No,0.1,0,0.3
2057,4,Cascades,Yes,35.9,33.2,38.2
2057,5,Sierra Nevada,No,0.6,0.3,1.1
2057,5,Sierra Nevada,Yes,823.1,775.1,882.1
2057,6,Oak Woodlands,No,24,16.6,29.5
2057,6,Oak Woodlands,Yes,1062.1,953.5,1236.5
2057,7,Central Valley,No,14.6,10.1,18.1
2057,7,Central Valley,Yes,320.7,281.1,380.6
2057,8,SoCal Mtns.,No,1.6,1,2.2
2057,8,SoCal Mtns.,Yes,209.8,187.9,243.8
2057,9,East Cascades,No,0.4,0.1,0.8
2057,9,East Cascades,Yes,324.6,297.8,344.2
2057,13,Central B&R,No,0,0,0
2057,13,Central B&R,Yes,139.3,129.9,150.2
2057,14,Mojave B&R,No,1.2,0.8,1.7
2057,14,Mojave B&R,Yes,209.8,189.3,240
2057,78,Klamath Mtns.,No,0.1,0,0.3
2057,78,Klamath Mtns.,Yes,842,792.1,893
2057,80,Northern B&R,No,0.1,0,0.3
2057,80,Northern B&R,Yes,54.2,50.8,57.7
2057,81,Sonoran B&R,No,2.9,1.9,4.3
2057,81,Sonoran B&R,Yes,79.2,73.4,87.1
2058,1,Coast Range,No,1.2,0.6,1.8
2058,1,Coast Range,Yes,394.3,358.7,433.9
2058,4,Cascades,No,0.1,0,0.4
2058,4,Cascades,Yes,35.7,33.1,37.8
2058,5,Sierra Nevada,No,0.6,0.3,1.1
2058,5,Sierra Nevada,Yes,819.6,774.6,876.7
2058,6,Oak Woodlands,No,24.2,16.6,29.8
2058,6,Oak Woodlands,Yes,1053.3,933.4,1225.8
2058,7,Central Valley,No,14.8,10.2,18.5
2058,7,Central Valley,Yes,317,271.1,374.1
2058,8,SoCal Mtns.,No,1.6,1,2.3
2058,8,SoCal Mtns.,Yes,207.6,183.6,241.3
2058,9,East Cascades,No,0.4,0.1,0.8
2058,9,East Cascades,Yes,323.4,297.3,341.6
2058,13,Central B&R,No,0,0,0
2058,13,Central B&R,Yes,138.9,129.8,149.4
2058,14,Mojave B&R,No,1.2,0.8,1.7
2058,14,Mojave B&R,Yes,207.2,186.2,236.8
2058,78,Klamath Mtns.,No,0.1,0,0.3
2058,78,Klamath Mtns.,Yes,839.7,791.1,888.9
2058,80,Northern B&R,No,0.1,0,0.3
2058,80,Northern B&R,Yes,54.1,50.8,57.3
2058,81,Sonoran B&R,No,3,2,4.4
2058,81,Sonoran B&R,Yes,78.1,72.6,86.1
2059,1,Coast Range,No,1.2,0.6,1.9
2059,1,Coast Range,Yes,393.4,356.8,434.9
2059,4,Cascades,No,0.1,0,0.4
2059,4,Cascades,Yes,35.6,33,37.8
2059,5,Sierra Nevada,No,0.6,0.3,1.2
2059,5,Sierra Nevada,Yes,817.2,770.9,878.3
2059,6,Oak Woodlands,No,24.4,16.7,30.2
2059,6,Oak Woodlands,Yes,1049.4,917.7,1234.7
2059,7,Central Valley,No,15.1,10.3,18.8
2059,7,Central Valley,Yes,315.4,264.8,378.4
2059,8,SoCal Mtns.,No,1.7,1,2.3
2059,8,SoCal Mtns.,Yes,206.6,179.6,243.4
2059,9,East Cascades,No,0.4,0.1,0.8
2059,9,East Cascades,Yes,322.5,296.2,340.8
2059,13,Central B&R,No,0,0,0
2059,13,Central B&R,Yes,138.8,128.9,149.8
2059,14,Mojave B&R,No,1.3,0.8,1.8
2059,14,Mojave B&R,Yes,206.9,182.5,239.7
2059,78,Klamath Mtns.,No,0.1,0,0.3
2059,78,Klamath Mtns.,Yes,838.2,788.9,888.8
2059,80,Northern B&R,No,0.1,0,0.3
2059,80,Northern B&R,Yes,53.9,50.5,57.1
2059,81,Sonoran B&R,No,3.1,2,4.5
2059,81,Sonoran B&R,Yes,78,71.3,87.3
2060,1,Coast Range,No,1.2,0.7,1.9
2060,1,Coast Range,Yes,392.7,355.8,434
2060,4,Cascades,No,0.1,0,0.4
2060,4,Cascades,Yes,35.5,33,37.7
2060,5,Sierra Nevada,No,0.6,0.3,1.2
2060,5,Sierra Nevada,Yes,816.1,773.3,874.7
2060,6,Oak Woodlands,No,24.7,16.7,30.5
2060,6,Oak Woodlands,Yes,1046.7,919.9,1219.1
2060,7,Central Valley,No,15.3,10.4,19.2
2060,7,Central Valley,Yes,314.3,268.6,377.1
2060,8,SoCal Mtns.,No,1.7,1,2.3
2060,8,SoCal Mtns.,Yes,206.2,180.4,240.2
2060,9,East Cascades,No,0.4,0.1,0.8
2060,9,East Cascades,Yes,321.8,295.1,340.5
2060,13,Central B&R,No,0,0,0
2060,13,Central B&R,Yes,138.6,129.3,150.2
2060,14,Mojave B&R,No,1.3,0.9,1.8
2060,14,Mojave B&R,Yes,206.3,183.7,238.1
2060,78,Klamath Mtns.,No,0.1,0,0.3
2060,78,Klamath Mtns.,Yes,837.2,789.2,887.9
2060,80,Northern B&R,No,0.1,0,0.3
2060,80,Northern B&R,Yes,53.8,50.4,57.1
2060,81,Sonoran B&R,No,3.2,2,4.7
2060,81,Sonoran B&R,Yes,77.5,71.3,86
2061,1,Coast Range,No,1.3,0.7,1.9
2061,1,Coast Range,Yes,392.1,354.6,434.8
2061,4,Cascades,No,0.1,0,0.4
2061,4,Cascades,Yes,35.5,33.1,37.7
2061,5,Sierra Nevada,No,0.6,0.3,1.2
2061,5,Sierra Nevada,Yes,814.5,773.4,875.4
2061,6,Oak Woodlands,No,24.9,16.8,30.9
2061,6,Oak Woodlands,Yes,1045.7,917.8,1232.7
2061,7,Central Valley,No,15.5,10.5,19.5
2061,7,Central Valley,Yes,313.8,268.7,375.7
2061,8,SoCal Mtns.,No,1.7,1.1,2.4
2061,8,SoCal Mtns.,Yes,206.2,180.4,243.3
2061,9,East Cascades,No,0.4,0.1,0.8
2061,9,East Cascades,Yes,321.1,296.4,339.7
2061,13,Central B&R,No,0,0,0
2061,13,Central B&R,Yes,138.8,129.9,149.9
2061,14,Mojave B&R,No,1.3,0.9,1.8
2061,14,Mojave B&R,Yes,206.8,184.6,240.3
2061,78,Klamath Mtns.,No,0.1,0,0.3
2061,78,Klamath Mtns.,Yes,835.6,787.3,888.6
2061,80,Northern B&R,No,0.1,0,0.3
2061,80,Northern B&R,Yes,53.7,50.5,56.9
2061,81,Sonoran B&R,No,3.2,2.1,4.8
2061,81,Sonoran B&R,Yes,77.5,71.3,86.7
2062,1,Coast Range,No,1.3,0.7,1.9
2062,1,Coast Range,Yes,391.8,354,433.6
2062,4,Cascades,No,0.1,0,0.4
2062,4,Cascades,Yes,35.4,33,37.5
2062,5,Sierra Nevada,No,0.6,0.3,1.2
2062,5,Sierra Nevada,Yes,812.4,773.8,870.4
2062,6,Oak Woodlands,No,25.1,16.8,31.2
2062,6,Oak Woodlands,Yes,1040.5,915.5,1216.8
2062,7,Central Valley,No,15.8,10.6,19.9
2062,7,Central Valley,Yes,311.3,269.1,365.1
2062,8,SoCal Mtns.,No,1.7,1.1,2.4
2062,8,SoCal Mtns.,Yes,204.7,179.9,238.9
2062,9,East Cascades,No,0.4,0.1,0.8
2062,9,East Cascades,Yes,320.2,296.6,337.8
2062,13,Central B&R,No,0,0,0
2062,13,Central B&R,Yes,138.4,129.3,148.5
2062,14,Mojave B&R,No,1.3,0.9,1.8
2062,14,Mojave B&R,Yes,204.9,181.6,235.9
2062,78,Klamath Mtns.,No,0.1,0,0.3
2062,78,Klamath Mtns.,Yes,834.2,787.5,884.9
2062,80,Northern B&R,No,0.1,0,0.3
2062,80,Northern B&R,Yes,53.6,50.5,56.6
2062,81,Sonoran B&R,No,3.3,2.1,4.9
2062,81,Sonoran B&R,Yes,76.9,70.6,85.7
2063,1,Coast Range,No,1.3,0.7,1.9
2063,1,Coast Range,Yes,390.5,352.6,433.7
2063,4,Cascades,No,0.1,0,0.4
2063,4,Cascades,Yes,35.3,32.8,37.6
2063,5,Sierra Nevada,No,0.6,0.3,1.2
2063,5,Sierra Nevada,Yes,810.5,769.6,870.9
2063,6,Oak Woodlands,No,25.4,16.8,31.6
2063,6,Oak Woodlands,Yes,1036.5,926.5,1209.2
2063,7,Central Valley,No,16,10.7,20.3
2063,7,Central Valley,Yes,310.1,265.6,362.7
2063,8,SoCal Mtns.,No,1.8,1.1,2.5
2063,8,SoCal Mtns.,Yes,203.9,180,236.3
2063,9,East Cascades,No,0.4,0.1,0.8
2063,9,East Cascades,Yes,319.9,294.5,338.2
2063,13,Central B&R,No,0,0,0
2063,13,Central B&R,Yes,138.4,128.4,148.3
2063,14,Mojave B&R,No,1.3,0.9,1.9
2063,14,Mojave B&R,Yes,204.1,178.9,232.6
2063,78,Klamath Mtns.,No,0.1,0,0.4
2063,78,Klamath Mtns.,Yes,831.7,784.5,886.6
2063,80,Northern B&R,No,0.1,0,0.3
2063,80,Northern B&R,Yes,53.6,50.1,56.5
2063,81,Sonoran B&R,No,3.4,2.1,5
2063,81,Sonoran B&R,Yes,76.5,70.3,84.5
2064,1,Coast Range,No,1.3,0.7,1.9
2064,1,Coast Range,Yes,389.6,351.8,432.3
2064,4,Cascades,No,0.1,0,0.4
2064,4,Cascades,Yes,35.2,32.6,37.6
2064,5,Sierra Nevada,No,0.6,0.3,1.3
2064,5,Sierra Nevada,Yes,808.4,763.8,867.6
2064,6,Oak Woodlands,No,25.6,16.9,31.9
2064,6,Oak Woodlands,Yes,1033.4,910.3,1205.8
2064,7,Central Valley,No,16.3,10.8,20.6
2064,7,Central Valley,Yes,308.3,257.1,358.8
2064,8,SoCal Mtns.,No,1.8,1.1,2.5
2064,8,SoCal Mtns.,Yes,203.3,176,237.7
2064,9,East Cascades,No,0.4,0.1,0.9
2064,9,East Cascades,Yes,319.4,292.6,338.2
2064,13,Central B&R,No,0,0,0
2064,13,Central B&R,Yes,138.3,127.2,148.5
2064,14,Mojave B&R,No,1.4,0.9,1.9
2064,14,Mojave B&R,Yes,204,175.1,236.3
2064,78,Klamath Mtns.,No,0.1,0,0.4
2064,78,Klamath Mtns.,Yes,830.1,782.7,884.1
2064,80,Northern B&R,No,0.1,0,0.3
2064,80,Northern B&R,Yes,53.5,49.8,56.5
2064,81,Sonoran B&R,No,3.5,2.2,5.2
2064,81,Sonoran B&R,Yes,76.7,69.5,86.4
2065,1,Coast Range,No,1.3,0.7,1.9
2065,1,Coast Range,Yes,389.6,351.4,432.5
2065,4,Cascades,No,0.1,0,0.4
2065,4,Cascades,Yes,35.2,32.7,37.6
2065,5,Sierra Nevada,No,0.6,0.3,1.3
2065,5,Sierra Nevada,Yes,808.2,761.3,866.3
2065,6,Oak Woodlands,No,25.8,16.9,32.2
2065,6,Oak Woodlands,Yes,1032.7,907.2,1200.7
2065,7,Central Valley,No,16.5,10.9,21
2065,7,Central Valley,Yes,309.1,257.7,359.4
2065,8,SoCal Mtns.,No,1.8,1.1,2.5
2065,8,SoCal Mtns.,Yes,202.9,174.3,235.6
2065,9,East Cascades,No,0.5,0.1,0.9
2065,9,East Cascades,Yes,319.8,292.4,338.4
2065,13,Central B&R,No,0,0,0
2065,13,Central B&R,Yes,138.3,126.7,150.2
2065,14,Mojave B&R,No,1.4,0.9,1.9
2065,14,Mojave B&R,Yes,203.4,172.1,236
2065,78,Klamath Mtns.,No,0.1,0,0.4
2065,78,Klamath Mtns.,Yes,830.4,783.1,884.5
2065,80,Northern B&R,No,0.1,0,0.3
2065,80,Northern B&R,Yes,53.6,49.6,56.5
2065,81,Sonoran B&R,No,3.6,2.2,5.3
2065,81,Sonoran B&R,Yes,76.2,68.9,85.6
2066,1,Coast Range,No,1.3,0.7,1.9
2066,1,Coast Range,Yes,388.6,348.1,432.3
2066,4,Cascades,No,0.1,0,0.4
2066,4,Cascades,Yes,35.1,32.6,37.5
2066,5,Sierra Nevada,No,0.7,0.3,1.3
2066,5,Sierra Nevada,Yes,806.7,758.2,866.3
