LUC,GCM,RCP,Timestep,Ecosystem,Mean,Lower,Upper
High,CanESM2,rcp45,2054,Yes,4363.2,4330.7,4393.6
High,CanESM2,rcp45,2055,No,52.6,51,54.3
High,CanESM2,rcp45,2055,Yes,4401.3,4368,4433.1
High,CanESM2,rcp45,2056,No,53.4,51.8,55.1
High,CanESM2,rcp45,2056,Yes,4440.6,4407.2,4474.3
High,CanESM2,rcp45,2057,No,54.2,52.7,55.9
High,CanESM2,rcp45,2057,Yes,4399.8,4367.1,4434.3
High,CanESM2,rcp45,2058,No,55,53.5,56.7
High,CanESM2,rcp45,2058,Yes,4404.4,4371.7,4441.5
High,CanESM2,rcp45,2059,No,55.8,54.2,57.6
High,CanESM2,rcp45,2059,Yes,4353.5,4321.1,4389.7
High,CanESM2,rcp45,2060,No,56.6,54.9,58.4
High,CanESM2,rcp45,2060,Yes,4336.4,4302.6,4372.5
High,CanESM2,rcp45,2061,No,57.4,55.7,59.1
High,CanESM2,rcp45,2061,Yes,4347.1,4314,4383
High,CanESM2,rcp45,2062,No,58.1,56.5,59.8
High,CanESM2,rcp45,2062,Yes,4333,4297.4,4365.6
High,CanESM2,rcp45,2063,No,58.9,57.3,60.6
High,CanESM2,rcp45,2063,Yes,4356.7,4320.5,4390.3
High,CanESM2,rcp45,2064,No,59.7,58.1,61.3
High,CanESM2,rcp45,2064,Yes,4387,4349.3,4421.1
High,CanESM2,rcp45,2065,No,60.4,58.8,62.1
High,CanESM2,rcp45,2065,Yes,4391.2,4353.4,4422.7
High,CanESM2,rcp45,2066,No,61.1,59.5,62.9
High,CanESM2,rcp45,2066,Yes,4419.3,4380.5,4452
High,CanESM2,rcp45,2067,No,61.9,60.1,63.6
High,CanESM2,rcp45,2067,Yes,4417.9,4378,4451.1
High,CanESM2,rcp45,2068,No,62.6,60.8,64.4
High,CanESM2,rcp45,2068,Yes,4431.8,4391.2,4466.6
High,CanESM2,rcp45,2069,No,63.3,61.5,65.1
High,CanESM2,rcp45,2069,Yes,4358.7,4317.1,4393.9
High,CanESM2,rcp45,2070,No,64,62.2,65.8
High,CanESM2,rcp45,2070,Yes,4383.9,4341.9,4418.4
High,CanESM2,rcp45,2071,No,64.7,62.9,66.6
High,CanESM2,rcp45,2071,Yes,4384.3,4342.5,4420.3
High,CanESM2,rcp45,2072,No,65.3,63.6,67.2
High,CanESM2,rcp45,2072,Yes,4326.7,4286.1,4361.4
High,CanESM2,rcp45,2073,No,66,64.4,67.9
High,CanESM2,rcp45,2073,Yes,4307,4266.6,4339.9
High,CanESM2,rcp45,2074,No,66.7,65,68.5
High,CanESM2,rcp45,2074,Yes,4297.3,4257.8,4330.4
High,CanESM2,rcp45,2075,No,67.3,65.6,69.1
High,CanESM2,rcp45,2075,Yes,4329.5,4290.2,4363.1
High,CanESM2,rcp45,2076,No,67.9,66.2,69.7
High,CanESM2,rcp45,2076,Yes,4327.8,4290.9,4359.5
High,CanESM2,rcp45,2077,No,68.5,66.7,70.2
High,CanESM2,rcp45,2077,Yes,4333.4,4294.6,4367.3
High,CanESM2,rcp45,2078,No,69.1,67.3,70.9
High,CanESM2,rcp45,2078,Yes,4392.6,4352.9,4428.6
High,CanESM2,rcp45,2079,No,69.7,67.9,71.5
High,CanESM2,rcp45,2079,Yes,4404.6,4364.6,4440.4
High,CanESM2,rcp45,2080,No,70.2,68.4,72
High,CanESM2,rcp45,2080,Yes,4347.7,4307.3,4381.7
High,CanESM2,rcp45,2081,No,70.8,69,72.6
High,CanESM2,rcp45,2081,Yes,4352.1,4313,4384.3
High,CanESM2,rcp45,2082,No,71.3,69.6,73.2
High,CanESM2,rcp45,2082,Yes,4390.5,4351.3,4423.8
High,CanESM2,rcp45,2083,No,71.9,70.1,73.7
High,CanESM2,rcp45,2083,Yes,4332.5,4291.3,4363.1
High,CanESM2,rcp45,2084,No,72.4,70.6,74.2
High,CanESM2,rcp45,2084,Yes,4318.4,4277.6,4348.9
High,CanESM2,rcp45,2085,No,72.9,71.1,74.7
High,CanESM2,rcp45,2085,Yes,4347.3,4307.6,4374.9
High,CanESM2,rcp45,2086,No,73.4,71.7,75.2
High,CanESM2,rcp45,2086,Yes,4328.3,4287.4,4357.8
High,CanESM2,rcp45,2087,No,73.9,72.2,75.7
High,CanESM2,rcp45,2087,Yes,4376.4,4335.4,4405.3
High,CanESM2,rcp45,2088,No,74.4,72.8,76.1
High,CanESM2,rcp45,2088,Yes,4371.9,4330,4402.9
High,CanESM2,rcp45,2089,No,74.9,73.3,76.6
High,CanESM2,rcp45,2089,Yes,4355.4,4314.4,4385.3
High,CanESM2,rcp45,2090,No,75.4,73.7,77.2
High,CanESM2,rcp45,2090,Yes,4290.6,4250.8,4321.5
High,CanESM2,rcp45,2091,No,75.8,74.1,77.6
High,CanESM2,rcp45,2091,Yes,4263.6,4224.6,4295
High,CanESM2,rcp45,2092,No,76.3,74.6,78.1
High,CanESM2,rcp45,2092,Yes,4286,4248.1,4319.7
High,CanESM2,rcp45,2093,No,76.8,75.1,78.6
High,CanESM2,rcp45,2093,Yes,4305.2,4266.7,4339
High,CanESM2,rcp45,2094,No,77.2,75.5,79.2
High,CanESM2,rcp45,2094,Yes,4294.6,4257.9,4326
High,CanESM2,rcp45,2095,No,77.7,76,79.6
High,CanESM2,rcp45,2095,Yes,4246.3,4209.7,4278.8
High,CanESM2,rcp45,2096,No,78.1,76.4,80
High,CanESM2,rcp45,2096,Yes,4209.8,4172.1,4242.8
High,CanESM2,rcp45,2097,No,78.6,76.9,80.5
High,CanESM2,rcp45,2097,Yes,4219.4,4182.7,4250.7
High,CanESM2,rcp45,2098,No,79,77.3,81
High,CanESM2,rcp45,2098,Yes,4254.5,4219.6,4288.6
High,CanESM2,rcp45,2099,No,79.5,77.8,81.5
High,CanESM2,rcp45,2099,Yes,4227.5,4193.2,4262.6
High,CanESM2,rcp45,2100,No,79.9,78.2,81.8
High,CanESM2,rcp45,2100,Yes,4217.9,4182.1,4252.9
High,CanESM2,rcp45,2101,No,80.3,78.6,82.2
High,CanESM2,rcp45,2101,Yes,4209.2,4171.5,4245
High,CanESM2,rcp85,2001,No,0,0,0
High,CanESM2,rcp85,2001,Yes,4823.1,4823.1,4823.1
High,CanESM2,rcp85,2002,No,1.8,1.7,2
High,CanESM2,rcp85,2002,Yes,4794,4793.3,4794.4
High,CanESM2,rcp85,2003,No,2.9,2.6,3.2
High,CanESM2,rcp85,2003,Yes,4786.7,4785.9,4787.4
High,CanESM2,rcp85,2004,No,4,3.6,4.3
High,CanESM2,rcp85,2004,Yes,4792.9,4791.9,4793.8
High,CanESM2,rcp85,2005,No,5.1,4.8,5.5
High,CanESM2,rcp85,2005,Yes,4830.4,4829.2,4831.5
High,CanESM2,rcp85,2006,No,6.2,5.9,6.6
High,CanESM2,rcp85,2006,Yes,4833.8,4832.3,4835.3
High,CanESM2,rcp85,2007,No,7.2,6.7,7.6
High,CanESM2,rcp85,2007,Yes,4782.8,4781.4,4784.4
High,CanESM2,rcp85,2008,No,8.1,7.7,8.7
High,CanESM2,rcp85,2008,Yes,4753.3,4751.6,4754.8
High,CanESM2,rcp85,2009,No,8.7,8.3,9.4
High,CanESM2,rcp85,2009,Yes,4733.6,4731.4,4735.3
High,CanESM2,rcp85,2010,No,9.3,8.9,10
High,CanESM2,rcp85,2010,Yes,4793.1,4791,4795.2
High,CanESM2,rcp85,2011,No,9.8,9.2,10.5
High,CanESM2,rcp85,2011,Yes,4788.6,4786.6,4790.7
High,CanESM2,rcp85,2012,No,10.2,9.7,10.9
High,CanESM2,rcp85,2012,Yes,4782.1,4779.5,4784.6
High,CanESM2,rcp85,2013,No,11.1,10.6,11.7
High,CanESM2,rcp85,2013,Yes,4690.4,4686.9,4693.1
High,CanESM2,rcp85,2014,No,12.1,11.6,12.7
High,CanESM2,rcp85,2014,Yes,4666,4662.6,4669.2
High,CanESM2,rcp85,2015,No,13.1,12.5,13.6
High,CanESM2,rcp85,2015,Yes,4619.1,4614.4,4622.9
High,CanESM2,rcp85,2016,No,14.1,13.4,14.7
High,CanESM2,rcp85,2016,Yes,4588.5,4583.1,4592.5
High,CanESM2,rcp85,2017,No,15.1,14.4,15.8
High,CanESM2,rcp85,2017,Yes,4546.4,4539.9,4550.4
High,CanESM2,rcp85,2018,No,16.2,15.4,16.9
High,CanESM2,rcp85,2018,Yes,4564.3,4558.2,4569.8
High,CanESM2,rcp85,2019,No,17.3,16.5,18.2
High,CanESM2,rcp85,2019,Yes,4606.6,4599.8,4612.4
High,CanESM2,rcp85,2020,No,18.4,17.7,19.2
High,CanESM2,rcp85,2020,Yes,4662.2,4655.5,4669.8
High,CanESM2,rcp85,2021,No,19.6,18.8,20.4
High,CanESM2,rcp85,2021,Yes,4613.5,4606.4,4622.3
High,CanESM2,rcp85,2022,No,20.7,20,21.7
High,CanESM2,rcp85,2022,Yes,4553,4546.2,4561.9
High,CanESM2,rcp85,2023,No,21.9,21,22.9
High,CanESM2,rcp85,2023,Yes,4565.5,4558.2,4574.1
High,CanESM2,rcp85,2024,No,23,22.2,24.1
High,CanESM2,rcp85,2024,Yes,4623,4613.9,4633.9
High,CanESM2,rcp85,2025,No,24.2,23.4,25.1
High,CanESM2,rcp85,2025,Yes,4638.9,4626.2,4650.3
High,CanESM2,rcp85,2026,No,25.3,24.4,26.2
High,CanESM2,rcp85,2026,Yes,4626.1,4610,4640.8
High,CanESM2,rcp85,2027,No,26.5,25.5,27.3
High,CanESM2,rcp85,2027,Yes,4565.6,4549,4580.7
High,CanESM2,rcp85,2028,No,27.6,26.6,28.5
High,CanESM2,rcp85,2028,Yes,4556.3,4535.4,4576.6
High,CanESM2,rcp85,2029,No,28.7,27.7,29.7
High,CanESM2,rcp85,2029,Yes,4528.9,4505.2,4551.2
High,CanESM2,rcp85,2030,No,29.8,28.7,30.7
High,CanESM2,rcp85,2030,Yes,4478,4452.6,4502
High,CanESM2,rcp85,2031,No,30.8,29.8,31.7
High,CanESM2,rcp85,2031,Yes,4445.2,4417.2,4471.5
High,CanESM2,rcp85,2032,No,31.8,30.8,32.9
High,CanESM2,rcp85,2032,Yes,4474.1,4442.1,4504.2
High,CanESM2,rcp85,2033,No,32.9,31.7,33.9
High,CanESM2,rcp85,2033,Yes,4459.6,4425.7,4491.4
High,CanESM2,rcp85,2034,No,33.9,32.8,34.9
High,CanESM2,rcp85,2034,Yes,4459,4421.8,4494.1
High,CanESM2,rcp85,2035,No,34.9,33.8,36
High,CanESM2,rcp85,2035,Yes,4456.2,4416.5,4494.1
High,CanESM2,rcp85,2036,No,35.9,34.7,36.9
High,CanESM2,rcp85,2036,Yes,4465.9,4425.5,4506.2
High,CanESM2,rcp85,2037,No,36.9,35.7,38.1
High,CanESM2,rcp85,2037,Yes,4404.9,4365.2,4443.3
High,CanESM2,rcp85,2038,No,37.9,36.6,39
High,CanESM2,rcp85,2038,Yes,4398.5,4357.1,4438.3
High,CanESM2,rcp85,2039,No,38.8,37.5,39.9
High,CanESM2,rcp85,2039,Yes,4395.2,4352.3,4437.7
High,CanESM2,rcp85,2040,No,39.8,38.3,40.9
High,CanESM2,rcp85,2040,Yes,4426.3,4379.5,4474
High,CanESM2,rcp85,2041,No,40.7,39.3,41.8
High,CanESM2,rcp85,2041,Yes,4406.5,4354.7,4454.6
High,CanESM2,rcp85,2042,No,41.6,40.1,42.8
High,CanESM2,rcp85,2042,Yes,4383.9,4329.2,4430.7
High,CanESM2,rcp85,2043,No,42.5,40.9,43.6
High,CanESM2,rcp85,2043,Yes,4431.6,4373.5,4479.6
High,CanESM2,rcp85,2044,No,43.4,41.8,44.6
High,CanESM2,rcp85,2044,Yes,4408.5,4347.7,4459.4
High,CanESM2,rcp85,2045,No,44.2,42.7,45.5
High,CanESM2,rcp85,2045,Yes,4440.1,4376.6,4495.7
High,CanESM2,rcp85,2046,No,45.1,43.4,46.3
High,CanESM2,rcp85,2046,Yes,4401.5,4334.3,4458.1
High,CanESM2,rcp85,2047,No,45.9,44.1,47.3
High,CanESM2,rcp85,2047,Yes,4388.6,4320,4447.5
High,CanESM2,rcp85,2048,No,46.8,45,48.1
High,CanESM2,rcp85,2048,Yes,4366.8,4297.5,4430.1
High,CanESM2,rcp85,2049,No,47.6,45.8,48.9
High,CanESM2,rcp85,2049,Yes,4335.5,4266.2,4401.2
High,CanESM2,rcp85,2050,No,48.4,46.6,49.7
High,CanESM2,rcp85,2050,Yes,4367.8,4297.1,4437.5
High,CanESM2,rcp85,2051,No,49.2,47.4,50.6
High,CanESM2,rcp85,2051,Yes,4372.6,4302.5,4444.9
High,CanESM2,rcp85,2052,No,50,48.2,51.5
High,CanESM2,rcp85,2052,Yes,4335.6,4267.9,4408.9
High,CanESM2,rcp85,2053,No,50.8,49,52.3
High,CanESM2,rcp85,2053,Yes,4345.7,4277.9,4421.1
High,CanESM2,rcp85,2054,No,51.6,49.7,53.1
High,CanESM2,rcp85,2054,Yes,4374.2,4307.3,4449.9
High,CanESM2,rcp85,2055,No,52.4,50.6,53.9
High,CanESM2,rcp85,2055,Yes,4407,4342.7,4480.8
High,CanESM2,rcp85,2056,No,53.2,51.4,54.8
High,CanESM2,rcp85,2056,Yes,4456.9,4392.3,4530.3
High,CanESM2,rcp85,2057,No,54,52.1,55.6
High,CanESM2,rcp85,2057,Yes,4451.2,4387.7,4523.5
High,CanESM2,rcp85,2058,No,54.9,52.9,56.6
High,CanESM2,rcp85,2058,Yes,4491.2,4430.1,4563.1
High,CanESM2,rcp85,2059,No,55.7,53.8,57.5
High,CanESM2,rcp85,2059,Yes,4555.3,4497.1,4626.9
High,CanESM2,rcp85,2060,No,56.6,54.7,58.3
High,CanESM2,rcp85,2060,Yes,4597.6,4538.1,4667.8
High,CanESM2,rcp85,2061,No,57.4,55.6,59.2
High,CanESM2,rcp85,2061,Yes,4526,4466.5,4595.4
High,CanESM2,rcp85,2062,No,58.2,56.4,60
High,CanESM2,rcp85,2062,Yes,4466.1,4407.2,4536
High,CanESM2,rcp85,2063,No,59,57.2,60.9
High,CanESM2,rcp85,2063,Yes,4393.6,4334.7,4462.2
High,CanESM2,rcp85,2064,No,59.8,57.7,61.7
High,CanESM2,rcp85,2064,Yes,4408.3,4349.6,4476.2
High,CanESM2,rcp85,2065,No,60.6,58.6,62.5
High,CanESM2,rcp85,2065,Yes,4480.9,4420.2,4548.1
High,CanESM2,rcp85,2066,No,61.3,59.4,63.2
High,CanESM2,rcp85,2066,Yes,4445.6,4386.8,4511.8
High,CanESM2,rcp85,2067,No,62.1,60.2,64.1
High,CanESM2,rcp85,2067,Yes,4398,4336,4464
High,CanESM2,rcp85,2068,No,62.9,60.9,64.7
High,CanESM2,rcp85,2068,Yes,4463.1,4400.2,4528.7
High,CanESM2,rcp85,2069,No,63.6,61.6,65.5
High,CanESM2,rcp85,2069,Yes,4458.1,4396.1,4525.5
High,CanESM2,rcp85,2070,No,64.4,62.3,66.2
High,CanESM2,rcp85,2070,Yes,4448.6,4388,4513.5
High,CanESM2,rcp85,2071,No,65,62.8,66.8
High,CanESM2,rcp85,2071,Yes,4446.6,4384.8,4512.1
High,CanESM2,rcp85,2072,No,65.7,63.6,67.5
High,CanESM2,rcp85,2072,Yes,4425.8,4363.9,4494.5
High,CanESM2,rcp85,2073,No,66.4,64.2,68.2
High,CanESM2,rcp85,2073,Yes,4376.2,4316.8,4444.7
High,CanESM2,rcp85,2074,No,67.1,64.9,69
High,CanESM2,rcp85,2074,Yes,4349.9,4290.8,4417
High,CanESM2,rcp85,2075,No,67.7,65.4,69.7
High,CanESM2,rcp85,2075,Yes,4319,4260,4386.9
High,CanESM2,rcp85,2076,No,68.3,66.1,70.1
High,CanESM2,rcp85,2076,Yes,4320.2,4261.3,4387.1
High,CanESM2,rcp85,2077,No,69,66.6,70.7
High,CanESM2,rcp85,2077,Yes,4378.1,4319.9,4444.8
High,CanESM2,rcp85,2078,No,69.6,67.2,71.3
High,CanESM2,rcp85,2078,Yes,4383,4324.2,4448.2
High,CanESM2,rcp85,2079,No,70.2,67.7,71.9
High,CanESM2,rcp85,2079,Yes,4331.4,4273.5,4393.4
High,CanESM2,rcp85,2080,No,70.8,68.3,72.5
High,CanESM2,rcp85,2080,Yes,4391.5,4333.8,4452.8
High,CanESM2,rcp85,2081,No,71.3,68.7,73.1
High,CanESM2,rcp85,2081,Yes,4447.9,4390.2,4509.2
High,CanESM2,rcp85,2082,No,71.9,69.3,73.7
High,CanESM2,rcp85,2082,Yes,4466.7,4407.2,4526
High,CanESM2,rcp85,2083,No,72.4,70,74.3
High,CanESM2,rcp85,2083,Yes,4390,4330.7,4450.9
High,CanESM2,rcp85,2084,No,73,70.5,74.9
High,CanESM2,rcp85,2084,Yes,4447,4387.3,4507.7
High,CanESM2,rcp85,2085,No,73.5,70.9,75.4
High,CanESM2,rcp85,2085,Yes,4463.9,4404.8,4526.2
High,CanESM2,rcp85,2086,No,74,71.3,76
High,CanESM2,rcp85,2086,Yes,4424.5,4367.2,4486.4
High,CanESM2,rcp85,2087,No,74.6,72.1,76.5
High,CanESM2,rcp85,2087,Yes,4351.2,4292.5,4412.9
High,CanESM2,rcp85,2088,No,75.1,72.8,77
High,CanESM2,rcp85,2088,Yes,4419,4359.2,4480.4
High,CanESM2,rcp85,2089,No,75.6,73.2,77.6
High,CanESM2,rcp85,2089,Yes,4452.2,4394,4515.4
High,CanESM2,rcp85,2090,No,76.1,73.6,78.1
High,CanESM2,rcp85,2090,Yes,4414.8,4353.4,4478.5
High,CanESM2,rcp85,2091,No,76.5,74.1,78.6
High,CanESM2,rcp85,2091,Yes,4402.3,4342,4465.1
High,CanESM2,rcp85,2092,No,77,74.6,79.2
High,CanESM2,rcp85,2092,Yes,4449.7,4388.5,4514.5
High,CanESM2,rcp85,2093,No,77.5,75.2,79.6
High,CanESM2,rcp85,2093,Yes,4401,4340.9,4465.3
High,CanESM2,rcp85,2094,No,78,75.6,80.1
High,CanESM2,rcp85,2094,Yes,4364.5,4308.4,4427.2
High,CanESM2,rcp85,2095,No,78.5,76.2,80.6
High,CanESM2,rcp85,2095,Yes,4359.6,4304.3,4421
High,CanESM2,rcp85,2096,No,78.9,76.6,81
High,CanESM2,rcp85,2096,Yes,4260.9,4206.7,4321.4
High,CanESM2,rcp85,2097,No,79.3,77.1,81.4
High,CanESM2,rcp85,2097,Yes,4245.2,4190.4,4306.8
High,CanESM2,rcp85,2098,No,79.8,77.7,82
High,CanESM2,rcp85,2098,Yes,4257.4,4201,4316.9
High,CanESM2,rcp85,2099,No,80.2,78.1,82.3
High,CanESM2,rcp85,2099,Yes,4279.1,4222.8,4339.3
High,CanESM2,rcp85,2100,No,80.6,78.5,82.8
High,CanESM2,rcp85,2100,Yes,4292.4,4238.4,4349.2
High,CanESM2,rcp85,2101,No,81.1,78.9,83.2
High,CanESM2,rcp85,2101,Yes,4307,4251.9,4365.3
High,CNRM-CM5,rcp45,2001,No,0,0,0
High,CNRM-CM5,rcp45,2001,Yes,4823.1,4823.1,4823.1
High,CNRM-CM5,rcp45,2002,No,1.9,1.6,2.1
High,CNRM-CM5,rcp45,2002,Yes,4793.9,4793.3,4794.5
High,CNRM-CM5,rcp45,2003,No,2.9,2.7,3.3
High,CNRM-CM5,rcp45,2003,Yes,4786.6,4785.9,4787.3
High,CNRM-CM5,rcp45,2004,No,4,3.7,4.4
High,CNRM-CM5,rcp45,2004,Yes,4792.7,4791.8,4793.4
High,CNRM-CM5,rcp45,2005,No,5.1,4.8,5.6
High,CNRM-CM5,rcp45,2005,Yes,4830.2,4829.2,4831.2
High,CNRM-CM5,rcp45,2006,No,6.3,5.9,6.7
High,CNRM-CM5,rcp45,2006,Yes,4833.7,4832.4,4834.6
High,CNRM-CM5,rcp45,2007,No,7.2,6.7,7.7
High,CNRM-CM5,rcp45,2007,Yes,4782.7,4781.3,4783.9
High,CNRM-CM5,rcp45,2008,No,8.1,7.6,8.6
High,CNRM-CM5,rcp45,2008,Yes,4753.1,4751.4,4754.4
High,CNRM-CM5,rcp45,2009,No,8.7,8.2,9.3
High,CNRM-CM5,rcp45,2009,Yes,4733.3,4731.7,4734.9
High,CNRM-CM5,rcp45,2010,No,9.4,8.8,9.9
High,CNRM-CM5,rcp45,2010,Yes,4792.8,4790.9,4794.7
High,CNRM-CM5,rcp45,2011,No,9.8,9.2,10.5
High,CNRM-CM5,rcp45,2011,Yes,4788.2,4786.3,4790.3
High,CNRM-CM5,rcp45,2012,No,10.3,9.6,10.9
High,CNRM-CM5,rcp45,2012,Yes,4781.7,4779.5,4784.1
High,CNRM-CM5,rcp45,2013,No,11.2,10.6,11.9
High,CNRM-CM5,rcp45,2013,Yes,4689.9,4687.4,4692.6
High,CNRM-CM5,rcp45,2014,No,12.2,11.6,12.9
High,CNRM-CM5,rcp45,2014,Yes,4665.2,4662.4,4668.3
High,CNRM-CM5,rcp45,2015,No,13.1,12.4,13.8
High,CNRM-CM5,rcp45,2015,Yes,4618.4,4614.8,4621.9
High,CNRM-CM5,rcp45,2016,No,14.1,13.4,14.8
High,CNRM-CM5,rcp45,2016,Yes,4664.2,4659.9,4668.2
High,CNRM-CM5,rcp45,2017,No,15.2,14.4,15.9
High,CNRM-CM5,rcp45,2017,Yes,4666,4661.1,4670.4
High,CNRM-CM5,rcp45,2018,No,16.3,15.5,17
High,CNRM-CM5,rcp45,2018,Yes,4699.7,4693.8,4704.6
High,CNRM-CM5,rcp45,2019,No,17.4,16.6,18.1
High,CNRM-CM5,rcp45,2019,Yes,4722.9,4716.4,4729.4
High,CNRM-CM5,rcp45,2020,No,18.5,17.8,19.4
High,CNRM-CM5,rcp45,2020,Yes,4746.1,4739.1,4753.9
High,CNRM-CM5,rcp45,2021,No,19.7,18.9,20.6
High,CNRM-CM5,rcp45,2021,Yes,4716.1,4708,4724.2
High,CNRM-CM5,rcp45,2022,No,20.9,20.1,21.8
High,CNRM-CM5,rcp45,2022,Yes,4693.7,4684.9,4701.5
High,CNRM-CM5,rcp45,2023,No,22.1,21.2,23
High,CNRM-CM5,rcp45,2023,Yes,4714.8,4705.2,4724.9
High,CNRM-CM5,rcp45,2024,No,23.3,22.4,24.1
High,CNRM-CM5,rcp45,2024,Yes,4723.1,4711.3,4732
High,CNRM-CM5,rcp45,2025,No,24.5,23.6,25.4
High,CNRM-CM5,rcp45,2025,Yes,4735.7,4723.7,4747.3
High,CNRM-CM5,rcp45,2026,No,25.6,24.8,26.6
High,CNRM-CM5,rcp45,2026,Yes,4737.8,4723.9,4751.1
High,CNRM-CM5,rcp45,2027,No,26.8,25.9,27.8
High,CNRM-CM5,rcp45,2027,Yes,4733.4,4718.5,4748.6
High,CNRM-CM5,rcp45,2028,No,28,26.9,28.9
High,CNRM-CM5,rcp45,2028,Yes,4768.4,4753,4783
High,CNRM-CM5,rcp45,2029,No,29.1,28.2,30
High,CNRM-CM5,rcp45,2029,Yes,4802,4785.1,4817.7
High,CNRM-CM5,rcp45,2030,No,30.2,29.3,31.3
High,CNRM-CM5,rcp45,2030,Yes,4829.6,4810.1,4848.4
High,CNRM-CM5,rcp45,2031,No,31.4,30.4,32.5
High,CNRM-CM5,rcp45,2031,Yes,4849.3,4828.6,4870.6
High,CNRM-CM5,rcp45,2032,No,32.6,31.6,33.8
High,CNRM-CM5,rcp45,2032,Yes,4881.2,4859.6,4903.9
High,CNRM-CM5,rcp45,2033,No,33.7,32.7,35
High,CNRM-CM5,rcp45,2033,Yes,4879.7,4857.7,4902.7
High,CNRM-CM5,rcp45,2034,No,34.9,33.8,36.1
High,CNRM-CM5,rcp45,2034,Yes,4822.7,4799.7,4846.8
High,CNRM-CM5,rcp45,2035,No,36,34.7,37.2
High,CNRM-CM5,rcp45,2035,Yes,4792.8,4768.6,4816.4
High,CNRM-CM5,rcp45,2036,No,37.1,35.8,38.3
High,CNRM-CM5,rcp45,2036,Yes,4797.4,4773.1,4821.6
High,CNRM-CM5,rcp45,2037,No,38.2,36.9,39.4
High,CNRM-CM5,rcp45,2037,Yes,4773.6,4748.2,4798.3
High,CNRM-CM5,rcp45,2038,No,39.3,38,40.6
High,CNRM-CM5,rcp45,2038,Yes,4849.7,4822.4,4876.3
High,CNRM-CM5,rcp45,2039,No,40.3,39,41.6
High,CNRM-CM5,rcp45,2039,Yes,4851.1,4821.8,4877.6
High,CNRM-CM5,rcp45,2040,No,41.3,40,42.7
High,CNRM-CM5,rcp45,2040,Yes,4868.1,4838.7,4893.4
High,CNRM-CM5,rcp45,2041,No,42.3,40.9,43.6
High,CNRM-CM5,rcp45,2041,Yes,4869.6,4839.3,4895.7
High,CNRM-CM5,rcp45,2042,No,43.4,42,44.8
High,CNRM-CM5,rcp45,2042,Yes,4894.4,4865.6,4918.9
High,CNRM-CM5,rcp45,2043,No,44.4,43,45.8
High,CNRM-CM5,rcp45,2043,Yes,4883,4853.6,4910.6
High,CNRM-CM5,rcp45,2044,No,45.4,44.1,46.7
High,CNRM-CM5,rcp45,2044,Yes,4884.3,4854.5,4910.7
High,CNRM-CM5,rcp45,2045,No,46.4,45.1,47.8
High,CNRM-CM5,rcp45,2045,Yes,4922.9,4891.9,4948.7
High,CNRM-CM5,rcp45,2046,No,47.3,46.1,48.8
High,CNRM-CM5,rcp45,2046,Yes,4911.6,4881.1,4937.4
High,CNRM-CM5,rcp45,2047,No,48.3,47.1,49.8
High,CNRM-CM5,rcp45,2047,Yes,4845.3,4813.9,4872.2
High,CNRM-CM5,rcp45,2048,No,49.2,48,51
High,CNRM-CM5,rcp45,2048,Yes,4813.7,4781.8,4840.1
High,CNRM-CM5,rcp45,2049,No,50.1,48.9,51.8
High,CNRM-CM5,rcp45,2049,Yes,4833.8,4801.9,4859.5
High,CNRM-CM5,rcp45,2050,No,51.1,49.9,52.6
High,CNRM-CM5,rcp45,2050,Yes,4770.8,4739.2,4796
High,CNRM-CM5,rcp45,2051,No,51.9,50.7,53.5
High,CNRM-CM5,rcp45,2051,Yes,4819.8,4788.4,4845.5
High,CNRM-CM5,rcp45,2052,No,52.9,51.7,54.4
High,CNRM-CM5,rcp45,2052,Yes,4797.2,4766.6,4822.4
High,CNRM-CM5,rcp45,2053,No,53.8,52.5,55.4
High,CNRM-CM5,rcp45,2053,Yes,4762.8,4730.6,4787.5
High,CNRM-CM5,rcp45,2054,No,54.7,53.4,56.2
High,CNRM-CM5,rcp45,2054,Yes,4739.2,4708.7,4765.7
High,CNRM-CM5,rcp45,2055,No,55.6,54.3,57.1
High,CNRM-CM5,rcp45,2055,Yes,4788.4,4758.3,4815.4
High,CNRM-CM5,rcp45,2056,No,56.5,55.2,58
High,CNRM-CM5,rcp45,2056,Yes,4835.6,4804.7,4863.9
High,CNRM-CM5,rcp45,2057,No,57.4,56,59
High,CNRM-CM5,rcp45,2057,Yes,4807.4,4774.5,4837.1
High,CNRM-CM5,rcp45,2058,No,58.4,57,59.9
High,CNRM-CM5,rcp45,2058,Yes,4774,4740.6,4803.1
High,CNRM-CM5,rcp45,2059,No,59.3,58,60.8
High,CNRM-CM5,rcp45,2059,Yes,4792.4,4757.8,4823.6
High,CNRM-CM5,rcp45,2060,No,60.2,58.8,61.7
High,CNRM-CM5,rcp45,2060,Yes,4746.7,4711.5,4777.8
High,CNRM-CM5,rcp45,2061,No,61.1,59.6,62.7
High,CNRM-CM5,rcp45,2061,Yes,4779.4,4746,4810.5
High,CNRM-CM5,rcp45,2062,No,62,60.5,63.7
High,CNRM-CM5,rcp45,2062,Yes,4726.7,4692.3,4757.7
High,CNRM-CM5,rcp45,2063,No,62.9,61.3,64.5
High,CNRM-CM5,rcp45,2063,Yes,4706,4671.1,4737.1
High,CNRM-CM5,rcp45,2064,No,63.7,62.1,65.4
High,CNRM-CM5,rcp45,2064,Yes,4690.1,4656,4723
