LUC,GCM,RCP,Timestep,Ecosystem,Mean,Lower,Upper
Low,MIROC5,rcp85,2063,No,35,33.6,36.8
Low,MIROC5,rcp85,2063,Yes,4271.9,4210.8,4328.1
Low,MIROC5,rcp85,2064,No,35.2,33.8,37
Low,MIROC5,rcp85,2064,Yes,4240.9,4180.1,4297.1
Low,MIROC5,rcp85,2065,No,35.4,34,37.2
Low,MIROC5,rcp85,2065,Yes,4233.6,4172.8,4290.5
Low,MIROC5,rcp85,2066,No,35.6,34.2,37.4
Low,MIROC5,rcp85,2066,Yes,4160.3,4098.1,4217.9
Low,MIROC5,rcp85,2067,No,35.7,34.4,37.6
Low,MIROC5,rcp85,2067,Yes,4168.8,4104.4,4226.8
Low,MIROC5,rcp85,2068,No,35.9,34.5,37.7
Low,MIROC5,rcp85,2068,Yes,4214.5,4149.2,4271.5
Low,MIROC5,rcp85,2069,No,36.1,34.7,37.9
Low,MIROC5,rcp85,2069,Yes,4207,4140.9,4264.3
Low,MIROC5,rcp85,2070,No,36.3,35,38.1
Low,MIROC5,rcp85,2070,Yes,4200.4,4131.8,4258.4
Low,MIROC5,rcp85,2071,No,36.4,35.1,38.3
Low,MIROC5,rcp85,2071,Yes,4178.5,4109.5,4237.6
Low,MIROC5,rcp85,2072,No,36.6,35.3,38.4
Low,MIROC5,rcp85,2072,Yes,4208.3,4138.7,4268.3
Low,MIROC5,rcp85,2073,No,36.7,35.3,38.6
Low,MIROC5,rcp85,2073,Yes,4182.8,4114,4242.5
Low,MIROC5,rcp85,2074,No,36.9,35.6,38.7
Low,MIROC5,rcp85,2074,Yes,4256.5,4187,4315.6
Low,MIROC5,rcp85,2075,No,37,35.7,38.9
Low,MIROC5,rcp85,2075,Yes,4252.7,4181.7,4314.5
Low,MIROC5,rcp85,2076,No,37.2,35.8,39
Low,MIROC5,rcp85,2076,Yes,4204.2,4132.3,4266.4
Low,MIROC5,rcp85,2077,No,37.3,36.1,39.1
Low,MIROC5,rcp85,2077,Yes,4197.4,4125.8,4261.4
Low,MIROC5,rcp85,2078,No,37.4,36.1,39.3
Low,MIROC5,rcp85,2078,Yes,4191.6,4119.3,4256.5
Low,MIROC5,rcp85,2079,No,37.6,36.2,39.5
Low,MIROC5,rcp85,2079,Yes,4184,4112.4,4249.3
Low,MIROC5,rcp85,2080,No,37.7,36.3,39.6
Low,MIROC5,rcp85,2080,Yes,4204.2,4134.7,4269.1
Low,MIROC5,rcp85,2081,No,37.8,36.4,39.8
Low,MIROC5,rcp85,2081,Yes,4222.5,4153.3,4286.5
Low,MIROC5,rcp85,2082,No,37.9,36.5,39.8
Low,MIROC5,rcp85,2082,Yes,4177.3,4107.9,4242.3
Low,MIROC5,rcp85,2083,No,38,36.6,40
Low,MIROC5,rcp85,2083,Yes,4223.9,4153.2,4285.3
Low,MIROC5,rcp85,2084,No,38.1,36.7,40.1
Low,MIROC5,rcp85,2084,Yes,4202.5,4132.7,4265
Low,MIROC5,rcp85,2085,No,38.3,36.8,40.2
Low,MIROC5,rcp85,2085,Yes,4172.1,4102.7,4236.7
Low,MIROC5,rcp85,2086,No,38.4,36.9,40.4
Low,MIROC5,rcp85,2086,Yes,4132.6,4062.4,4193.1
Low,MIROC5,rcp85,2087,No,38.5,37,40.5
Low,MIROC5,rcp85,2087,Yes,4149.1,4079.8,4207.8
Low,MIROC5,rcp85,2088,No,38.6,37.1,40.5
Low,MIROC5,rcp85,2088,Yes,4122.4,4054.6,4179.9
Low,MIROC5,rcp85,2089,No,38.7,37.3,40.7
Low,MIROC5,rcp85,2089,Yes,4113,4046.6,4170.1
Low,MIROC5,rcp85,2090,No,38.8,37.4,40.8
Low,MIROC5,rcp85,2090,Yes,4153.5,4088.6,4210.4
Low,MIROC5,rcp85,2091,No,38.9,37.5,40.8
Low,MIROC5,rcp85,2091,Yes,4132,4069.4,4189.8
Low,MIROC5,rcp85,2092,No,39,37.6,41
Low,MIROC5,rcp85,2092,Yes,4080.1,4018.6,4137.2
Low,MIROC5,rcp85,2093,No,39.1,37.7,41.1
Low,MIROC5,rcp85,2093,Yes,4064,4006,4120.1
Low,MIROC5,rcp85,2094,No,39.2,37.7,41.3
Low,MIROC5,rcp85,2094,Yes,4060.9,4005.9,4115.4
Low,MIROC5,rcp85,2095,No,39.3,37.7,41.3
Low,MIROC5,rcp85,2095,Yes,4034.2,3981.5,4089.2
Low,MIROC5,rcp85,2096,No,39.4,37.8,41.4
Low,MIROC5,rcp85,2096,Yes,4018.4,3964.5,4073.3
Low,MIROC5,rcp85,2097,No,39.5,37.9,41.6
Low,MIROC5,rcp85,2097,Yes,4033.9,3982.4,4089.8
Low,MIROC5,rcp85,2098,No,39.6,38,41.7
Low,MIROC5,rcp85,2098,Yes,4025.7,3975.4,4082.5
Low,MIROC5,rcp85,2099,No,39.7,38.1,41.8
Low,MIROC5,rcp85,2099,Yes,3989.5,3937.8,4043.2
Low,MIROC5,rcp85,2100,No,39.8,38.1,41.8
Low,MIROC5,rcp85,2100,Yes,3958.4,3904.8,4012.9
Low,MIROC5,rcp85,2101,No,39.9,38.2,41.9
Low,MIROC5,rcp85,2101,Yes,3929.5,3876.8,3985
Medium,CanESM2,rcp45,2001,No,0,0,0
Medium,CanESM2,rcp45,2001,Yes,4823.1,4823.1,4823.1
Medium,CanESM2,rcp45,2002,No,1.9,1.6,2.1
Medium,CanESM2,rcp45,2002,Yes,4793.9,4793.4,4794.4
Medium,CanESM2,rcp45,2003,No,2.9,2.6,3.2
Medium,CanESM2,rcp45,2003,Yes,4786.6,4785.8,4787.3
Medium,CanESM2,rcp45,2004,No,4,3.7,4.3
Medium,CanESM2,rcp45,2004,Yes,4792.8,4791.7,4793.7
Medium,CanESM2,rcp45,2005,No,5.1,4.7,5.5
Medium,CanESM2,rcp45,2005,Yes,4830.3,4829,4831.3
Medium,CanESM2,rcp45,2006,No,6.3,5.8,6.6
Medium,CanESM2,rcp45,2006,Yes,4833.8,4832.3,4835
Medium,CanESM2,rcp45,2007,No,7.2,6.7,7.6
Medium,CanESM2,rcp45,2007,Yes,4782.8,4781.2,4784.1
Medium,CanESM2,rcp45,2008,No,8.1,7.5,8.6
Medium,CanESM2,rcp45,2008,Yes,4753.2,4751.3,4754.6
Medium,CanESM2,rcp45,2009,No,8.8,8.2,9.3
Medium,CanESM2,rcp45,2009,Yes,4733.4,4731.6,4735.1
Medium,CanESM2,rcp45,2010,No,9.4,8.9,10
Medium,CanESM2,rcp45,2010,Yes,4793,4791,4794.7
Medium,CanESM2,rcp45,2011,No,9.8,9.3,10.5
Medium,CanESM2,rcp45,2011,Yes,4788.4,4786.5,4790.1
Medium,CanESM2,rcp45,2012,No,10.3,9.7,11
Medium,CanESM2,rcp45,2012,Yes,4781.9,4779.9,4783.9
Medium,CanESM2,rcp45,2013,No,11.3,10.5,12
Medium,CanESM2,rcp45,2013,Yes,4690.9,4687.4,4693.8
Medium,CanESM2,rcp45,2014,No,12.3,11.5,13.1
Medium,CanESM2,rcp45,2014,Yes,4667.2,4663.4,4671.7
Medium,CanESM2,rcp45,2015,No,13.3,12.5,14
Medium,CanESM2,rcp45,2015,Yes,4621.7,4616.6,4626.2
Medium,CanESM2,rcp45,2016,No,14.2,13.5,15.1
Medium,CanESM2,rcp45,2016,Yes,4653.9,4648.3,4659.1
Medium,CanESM2,rcp45,2017,No,15.2,14.3,16.2
Medium,CanESM2,rcp45,2017,Yes,4603.1,4594.9,4609.1
Medium,CanESM2,rcp45,2018,No,16.2,15.2,17.1
Medium,CanESM2,rcp45,2018,Yes,4580.9,4573.7,4588.6
Medium,CanESM2,rcp45,2019,No,17.2,16.3,18.1
Medium,CanESM2,rcp45,2019,Yes,4613.2,4604.4,4621.9
Medium,CanESM2,rcp45,2020,No,18.2,17.3,19.2
Medium,CanESM2,rcp45,2020,Yes,4618.4,4610.1,4628.8
Medium,CanESM2,rcp45,2021,No,19.2,18.3,20.2
Medium,CanESM2,rcp45,2021,Yes,4626.6,4616.8,4637.9
Medium,CanESM2,rcp45,2022,No,20.2,19.4,21.1
Medium,CanESM2,rcp45,2022,Yes,4650.5,4639.4,4664.9
Medium,CanESM2,rcp45,2023,No,21.2,20.4,22.3
Medium,CanESM2,rcp45,2023,Yes,4641.4,4628.8,4657.7
Medium,CanESM2,rcp45,2024,No,22.2,21.4,23.3
Medium,CanESM2,rcp45,2024,Yes,4614.8,4601.7,4632.2
Medium,CanESM2,rcp45,2025,No,23.2,22.4,24.3
Medium,CanESM2,rcp45,2025,Yes,4643.7,4628.9,4663.2
Medium,CanESM2,rcp45,2026,No,24.2,23.4,25.2
Medium,CanESM2,rcp45,2026,Yes,4634.7,4619.2,4657.2
Medium,CanESM2,rcp45,2027,No,25.2,24.2,26.3
Medium,CanESM2,rcp45,2027,Yes,4601.6,4583.6,4623.8
Medium,CanESM2,rcp45,2028,No,26.1,25.1,27.2
Medium,CanESM2,rcp45,2028,Yes,4593,4571.9,4619.6
Medium,CanESM2,rcp45,2029,No,27.1,26.2,28.2
Medium,CanESM2,rcp45,2029,Yes,4602.6,4579.2,4629.6
Medium,CanESM2,rcp45,2030,No,28,27.1,29.3
Medium,CanESM2,rcp45,2030,Yes,4611.5,4585.6,4638.6
Medium,CanESM2,rcp45,2031,No,28.9,27.9,30.1
Medium,CanESM2,rcp45,2031,Yes,4635.2,4608.1,4663.3
Medium,CanESM2,rcp45,2032,No,29.8,28.8,31
Medium,CanESM2,rcp45,2032,Yes,4588,4559.4,4616.6
Medium,CanESM2,rcp45,2033,No,30.6,29.8,31.9
Medium,CanESM2,rcp45,2033,Yes,4563.3,4534.1,4593
Medium,CanESM2,rcp45,2034,No,31.5,30.5,32.9
Medium,CanESM2,rcp45,2034,Yes,4577.3,4545.5,4610
Medium,CanESM2,rcp45,2035,No,32.3,31.3,33.7
Medium,CanESM2,rcp45,2035,Yes,4532.9,4501.8,4566
Medium,CanESM2,rcp45,2036,No,33.1,32.1,34.6
Medium,CanESM2,rcp45,2036,Yes,4532.4,4499.7,4564.1
Medium,CanESM2,rcp45,2037,No,33.9,32.8,35.4
Medium,CanESM2,rcp45,2037,Yes,4491.1,4458.7,4524
Medium,CanESM2,rcp45,2038,No,34.7,33.7,36.4
Medium,CanESM2,rcp45,2038,Yes,4486.9,4455.2,4519.4
Medium,CanESM2,rcp45,2039,No,35.4,34.3,37
Medium,CanESM2,rcp45,2039,Yes,4494.1,4461.3,4523.3
Medium,CanESM2,rcp45,2040,No,36.2,35,37.7
Medium,CanESM2,rcp45,2040,Yes,4512.3,4478.9,4541.8
Medium,CanESM2,rcp45,2041,No,36.9,35.8,38.6
Medium,CanESM2,rcp45,2041,Yes,4558.7,4527.4,4587.4
Medium,CanESM2,rcp45,2042,No,37.6,36.4,39.3
Medium,CanESM2,rcp45,2042,Yes,4569.9,4538.9,4599.5
Medium,CanESM2,rcp45,2043,No,38.3,37,39.9
Medium,CanESM2,rcp45,2043,Yes,4586.6,4556.1,4616.2
Medium,CanESM2,rcp45,2044,No,38.9,37.7,40.5
Medium,CanESM2,rcp45,2044,Yes,4568.5,4538.6,4596.6
Medium,CanESM2,rcp45,2045,No,39.6,38.3,41.2
Medium,CanESM2,rcp45,2045,Yes,4550.1,4520.6,4578.7
Medium,CanESM2,rcp45,2046,No,40.2,38.8,41.8
Medium,CanESM2,rcp45,2046,Yes,4518.3,4487.7,4548.4
Medium,CanESM2,rcp45,2047,No,40.8,39.5,42.4
Medium,CanESM2,rcp45,2047,Yes,4527.8,4500.3,4556.9
Medium,CanESM2,rcp45,2048,No,41.4,40.1,43
Medium,CanESM2,rcp45,2048,Yes,4504.5,4476.5,4534
Medium,CanESM2,rcp45,2049,No,42,40.6,43.6
Medium,CanESM2,rcp45,2049,Yes,4487.8,4458.6,4517.7
Medium,CanESM2,rcp45,2050,No,42.6,41.1,44.2
Medium,CanESM2,rcp45,2050,Yes,4462.8,4432.6,4494
Medium,CanESM2,rcp45,2051,No,43.1,41.6,44.7
Medium,CanESM2,rcp45,2051,Yes,4439.7,4407.6,4471.4
Medium,CanESM2,rcp45,2052,No,43.7,42.3,45.3
Medium,CanESM2,rcp45,2052,Yes,4441.1,4407.3,4473.9
Medium,CanESM2,rcp45,2053,No,44.3,42.7,45.9
Medium,CanESM2,rcp45,2053,Yes,4420.8,4386.1,4455.4
Medium,CanESM2,rcp45,2054,No,44.8,43.2,46.6
Medium,CanESM2,rcp45,2054,Yes,4420.3,4385.5,4456.3
Medium,CanESM2,rcp45,2055,No,45.3,43.8,47.2
Medium,CanESM2,rcp45,2055,Yes,4460,4420.4,4496.6
Medium,CanESM2,rcp45,2056,No,45.9,44.4,47.6
Medium,CanESM2,rcp45,2056,Yes,4500.6,4459.2,4537.8
Medium,CanESM2,rcp45,2057,No,46.4,44.9,48.2
Medium,CanESM2,rcp45,2057,Yes,4461.3,4418.3,4498.2
Medium,CanESM2,rcp45,2058,No,46.9,45.5,48.7
Medium,CanESM2,rcp45,2058,Yes,4466.9,4424.6,4502.8
Medium,CanESM2,rcp45,2059,No,47.5,45.9,49.3
Medium,CanESM2,rcp45,2059,Yes,4416.7,4372.6,4453.3
Medium,CanESM2,rcp45,2060,No,48.1,46.5,49.8
Medium,CanESM2,rcp45,2060,Yes,4400.5,4356.6,4439.2
Medium,CanESM2,rcp45,2061,No,48.6,47.1,50.2
Medium,CanESM2,rcp45,2061,Yes,4411.8,4368.7,4453
Medium,CanESM2,rcp45,2062,No,49.1,47.6,50.8
Medium,CanESM2,rcp45,2062,Yes,4398.5,4355.3,4439.6
Medium,CanESM2,rcp45,2063,No,49.6,48.1,51.3
Medium,CanESM2,rcp45,2063,Yes,4423.2,4381.2,4464
Medium,CanESM2,rcp45,2064,No,50.2,48.6,51.9
Medium,CanESM2,rcp45,2064,Yes,4454.5,4413.5,4497.8
Medium,CanESM2,rcp45,2065,No,50.7,49.1,52.6
Medium,CanESM2,rcp45,2065,Yes,4459.6,4420.9,4502.5
Medium,CanESM2,rcp45,2066,No,51.2,49.7,53
Medium,CanESM2,rcp45,2066,Yes,4488.8,4451.9,4532.2
Medium,CanESM2,rcp45,2067,No,51.7,50.1,53.5
Medium,CanESM2,rcp45,2067,Yes,4488.7,4453.1,4533.2
Medium,CanESM2,rcp45,2068,No,52.2,50.6,53.9
Medium,CanESM2,rcp45,2068,Yes,4504.2,4467.2,4549.3
Medium,CanESM2,rcp45,2069,No,52.6,50.9,54.4
Medium,CanESM2,rcp45,2069,Yes,4432.4,4394.3,4475.4
Medium,CanESM2,rcp45,2070,No,53.1,51.5,54.8
Medium,CanESM2,rcp45,2070,Yes,4458.7,4421.4,4501.6
Medium,CanESM2,rcp45,2071,No,53.5,51.8,55.4
Medium,CanESM2,rcp45,2071,Yes,4460.2,4425.6,4503.9
Medium,CanESM2,rcp45,2072,No,53.9,52.3,55.7
Medium,CanESM2,rcp45,2072,Yes,4404,4370.1,4449.5
Medium,CanESM2,rcp45,2073,No,54.3,52.5,56.5
Medium,CanESM2,rcp45,2073,Yes,4385.5,4350.4,4430.1
Medium,CanESM2,rcp45,2074,No,54.7,52.9,56.9
Medium,CanESM2,rcp45,2074,Yes,4377.1,4342.9,4423.2
Medium,CanESM2,rcp45,2075,No,55.1,53.3,57.2
Medium,CanESM2,rcp45,2075,Yes,4410.7,4374.8,4457.4
Medium,CanESM2,rcp45,2076,No,55.5,53.5,57.5
Medium,CanESM2,rcp45,2076,Yes,4410.8,4372.6,4455.9
Medium,CanESM2,rcp45,2077,No,55.8,53.9,57.8
Medium,CanESM2,rcp45,2077,Yes,4417.7,4380.2,4461.2
Medium,CanESM2,rcp45,2078,No,56.2,54.2,58.2
Medium,CanESM2,rcp45,2078,Yes,4478.6,4439.3,4521.6
Medium,CanESM2,rcp45,2079,No,56.5,54.4,58.6
Medium,CanESM2,rcp45,2079,Yes,4492.5,4452.5,4533.7
Medium,CanESM2,rcp45,2080,No,56.9,54.7,59.1
Medium,CanESM2,rcp45,2080,Yes,4436,4397.4,4474.5
Medium,CanESM2,rcp45,2081,No,57.2,55,59.3
Medium,CanESM2,rcp45,2081,Yes,4441.8,4403.1,4480.6
Medium,CanESM2,rcp45,2082,No,57.6,55.4,59.7
Medium,CanESM2,rcp45,2082,Yes,4481.1,4443.2,4518.9
Medium,CanESM2,rcp45,2083,No,57.9,55.7,60
Medium,CanESM2,rcp45,2083,Yes,4423.6,4383.4,4462.6
Medium,CanESM2,rcp45,2084,No,58.2,55.9,60.3
Medium,CanESM2,rcp45,2084,Yes,4410.7,4370.5,4449.8
Medium,CanESM2,rcp45,2085,No,58.5,56.2,60.7
Medium,CanESM2,rcp45,2085,Yes,4440.7,4404.4,4480.5
Medium,CanESM2,rcp45,2086,No,58.8,56.5,61
Medium,CanESM2,rcp45,2086,Yes,4422.9,4387,4459.4
Medium,CanESM2,rcp45,2087,No,59.1,56.8,61.4
Medium,CanESM2,rcp45,2087,Yes,4471.4,4436.8,4507.6
Medium,CanESM2,rcp45,2088,No,59.4,57.1,61.7
Medium,CanESM2,rcp45,2088,Yes,4468.6,4431.2,4503.7
Medium,CanESM2,rcp45,2089,No,59.7,57.5,62
Medium,CanESM2,rcp45,2089,Yes,4453.1,4416.3,4488.5
Medium,CanESM2,rcp45,2090,No,59.9,57.7,62.4
Medium,CanESM2,rcp45,2090,Yes,4389.1,4352.9,4425.7
Medium,CanESM2,rcp45,2091,No,60.2,57.9,62.8
Medium,CanESM2,rcp45,2091,Yes,4363.3,4327.3,4397.8
Medium,CanESM2,rcp45,2092,No,60.5,58.3,63.4
Medium,CanESM2,rcp45,2092,Yes,4386.2,4348.8,4421.2
Medium,CanESM2,rcp45,2093,No,60.8,58.6,63.7
Medium,CanESM2,rcp45,2093,Yes,4406.6,4368.9,4443
Medium,CanESM2,rcp45,2094,No,61.1,59,63.9
Medium,CanESM2,rcp45,2094,Yes,4397.2,4360,4435.8
Medium,CanESM2,rcp45,2095,No,61.3,59.2,64.2
Medium,CanESM2,rcp45,2095,Yes,4349.8,4314.4,4388.9
Medium,CanESM2,rcp45,2096,No,61.6,59.5,64.3
Medium,CanESM2,rcp45,2096,Yes,4313.6,4278.1,4353
Medium,CanESM2,rcp45,2097,No,61.8,59.7,64.5
Medium,CanESM2,rcp45,2097,Yes,4323.6,4288.5,4364.7
Medium,CanESM2,rcp45,2098,No,62.1,60,64.8
Medium,CanESM2,rcp45,2098,Yes,4359.9,4324.7,4397.7
Medium,CanESM2,rcp45,2099,No,62.3,60.2,65
Medium,CanESM2,rcp45,2099,Yes,4333.4,4298.4,4370.6
Medium,CanESM2,rcp45,2100,No,62.6,60.4,65.2
Medium,CanESM2,rcp45,2100,Yes,4323.7,4288.6,4362.6
Medium,CanESM2,rcp45,2101,No,62.8,60.6,65.5
Medium,CanESM2,rcp45,2101,Yes,4315.7,4281.1,4353.9
Medium,CanESM2,rcp85,2001,No,0,0,0
Medium,CanESM2,rcp85,2001,Yes,4823.1,4823.1,4823.1
Medium,CanESM2,rcp85,2002,No,1.8,1.6,2.1
Medium,CanESM2,rcp85,2002,Yes,4794,4793.4,4794.6
Medium,CanESM2,rcp85,2003,No,2.9,2.6,3.3
Medium,CanESM2,rcp85,2003,Yes,4786.7,4785.9,4787.3
Medium,CanESM2,rcp85,2004,No,3.9,3.6,4.4
Medium,CanESM2,rcp85,2004,Yes,4792.9,4791.9,4793.7
Medium,CanESM2,rcp85,2005,No,5.1,4.7,5.5
Medium,CanESM2,rcp85,2005,Yes,4830.4,4829.3,4831.4
Medium,CanESM2,rcp85,2006,No,6.2,5.8,6.6
Medium,CanESM2,rcp85,2006,Yes,4833.9,4832.7,4835
Medium,CanESM2,rcp85,2007,No,7.1,6.7,7.6
Medium,CanESM2,rcp85,2007,Yes,4783,4781.7,4784.4
Medium,CanESM2,rcp85,2008,No,8.1,7.5,8.6
Medium,CanESM2,rcp85,2008,Yes,4753.4,4751.8,4755
Medium,CanESM2,rcp85,2009,No,8.7,8.2,9.3
Medium,CanESM2,rcp85,2009,Yes,4733.5,4731.9,4735.2
Medium,CanESM2,rcp85,2010,No,9.3,8.8,9.9
Medium,CanESM2,rcp85,2010,Yes,4793,4791.2,4795.2
Medium,CanESM2,rcp85,2011,No,9.8,9.3,10.4
Medium,CanESM2,rcp85,2011,Yes,4788.5,4786.8,4790.6
Medium,CanESM2,rcp85,2012,No,10.2,9.7,10.8
Medium,CanESM2,rcp85,2012,Yes,4782,4779.8,4784.2
Medium,CanESM2,rcp85,2013,No,11.1,10.7,11.7
Medium,CanESM2,rcp85,2013,Yes,4691.1,4688.1,4694.1
Medium,CanESM2,rcp85,2014,No,12.2,11.7,12.9
Medium,CanESM2,rcp85,2014,Yes,4667.6,4664.1,4671.2
Medium,CanESM2,rcp85,2015,No,13.2,12.6,13.9
Medium,CanESM2,rcp85,2015,Yes,4622,4618,4626.4
Medium,CanESM2,rcp85,2016,No,14.1,13.6,14.8
Medium,CanESM2,rcp85,2016,Yes,4592.5,4586.9,4596.9
Medium,CanESM2,rcp85,2017,No,15.1,14.4,15.9
Medium,CanESM2,rcp85,2017,Yes,4551.9,4546.6,4557.9
Medium,CanESM2,rcp85,2018,No,16.1,15.3,16.9
Medium,CanESM2,rcp85,2018,Yes,4571.3,4564.9,4578.4
Medium,CanESM2,rcp85,2019,No,17.1,16.4,17.8
Medium,CanESM2,rcp85,2019,Yes,4615.2,4607.2,4623.3
Medium,CanESM2,rcp85,2020,No,18,17.4,18.8
Medium,CanESM2,rcp85,2020,Yes,4672.1,4664.1,4681.3
Medium,CanESM2,rcp85,2021,No,19.1,18.4,19.9
Medium,CanESM2,rcp85,2021,Yes,4624.5,4615.6,4634.9
Medium,CanESM2,rcp85,2022,No,20.1,19.4,20.9
Medium,CanESM2,rcp85,2022,Yes,4565.5,4555.5,4575.3
Medium,CanESM2,rcp85,2023,No,21.1,20.4,22
Medium,CanESM2,rcp85,2023,Yes,4579.2,4569.8,4589.1
Medium,CanESM2,rcp85,2024,No,22.1,21.4,22.9
Medium,CanESM2,rcp85,2024,Yes,4638.7,4626.8,4650.4
Medium,CanESM2,rcp85,2025,No,23.1,22.4,23.9
Medium,CanESM2,rcp85,2025,Yes,4656.9,4643,4672.6
Medium,CanESM2,rcp85,2026,No,24.1,23.2,24.8
Medium,CanESM2,rcp85,2026,Yes,4646.4,4629.6,4667.5
Medium,CanESM2,rcp85,2027,No,25,24.1,25.9
Medium,CanESM2,rcp85,2027,Yes,4588.2,4570,4611.3
Medium,CanESM2,rcp85,2028,No,26,25,26.8
Medium,CanESM2,rcp85,2028,Yes,4581.1,4560.1,4607.9
Medium,CanESM2,rcp85,2029,No,26.9,26,27.8
Medium,CanESM2,rcp85,2029,Yes,4555.2,4531.2,4583
Medium,CanESM2,rcp85,2030,No,27.8,26.8,28.8
Medium,CanESM2,rcp85,2030,Yes,4505.9,4480.6,4535.5
Medium,CanESM2,rcp85,2031,No,28.7,27.7,29.6
Medium,CanESM2,rcp85,2031,Yes,4474.8,4448,4506
Medium,CanESM2,rcp85,2032,No,29.6,28.5,30.5
Medium,CanESM2,rcp85,2032,Yes,4506.1,4475.7,4540.8
Medium,CanESM2,rcp85,2033,No,30.5,29.4,31.3
Medium,CanESM2,rcp85,2033,Yes,4493.4,4460.9,4530.6
Medium,CanESM2,rcp85,2034,No,31.3,30.3,32.2
Medium,CanESM2,rcp85,2034,Yes,4494.5,4458.9,4533.2
Medium,CanESM2,rcp85,2035,No,32.1,31.1,32.9
Medium,CanESM2,rcp85,2035,Yes,4493.3,4455.5,4534.3
Medium,CanESM2,rcp85,2036,No,32.9,31.7,33.8
Medium,CanESM2,rcp85,2036,Yes,4505.3,4465.2,4549.5
Medium,CanESM2,rcp85,2037,No,33.7,32.5,34.5
Medium,CanESM2,rcp85,2037,Yes,4445.6,4404.5,4491.7
Medium,CanESM2,rcp85,2038,No,34.4,33.3,35.5
Medium,CanESM2,rcp85,2038,Yes,4440.3,4396.6,4487.2
Medium,CanESM2,rcp85,2039,No,35.1,34.1,36.2
Medium,CanESM2,rcp85,2039,Yes,4438.9,4395.2,4485.1
Medium,CanESM2,rcp85,2040,No,35.8,34.7,37
Medium,CanESM2,rcp85,2040,Yes,4472.1,4427.2,4525.9
Medium,CanESM2,rcp85,2041,No,36.5,35.4,37.6
Medium,CanESM2,rcp85,2041,Yes,4454.3,4407,4508.5
Medium,CanESM2,rcp85,2042,No,37.2,36.1,38.3
Medium,CanESM2,rcp85,2042,Yes,4433.2,4382.9,4488.1
Medium,CanESM2,rcp85,2043,No,37.9,36.7,38.9
Medium,CanESM2,rcp85,2043,Yes,4482.3,4428.2,4542.1
Medium,CanESM2,rcp85,2044,No,38.6,37.3,39.6
Medium,CanESM2,rcp85,2044,Yes,4460.9,4405.4,4521.9
Medium,CanESM2,rcp85,2045,No,39.2,38,40.3
Medium,CanESM2,rcp85,2045,Yes,4494.3,4436.3,4559.5
Medium,CanESM2,rcp85,2046,No,39.8,38.6,40.9
Medium,CanESM2,rcp85,2046,Yes,4457.1,4397.5,4522.1
Medium,CanESM2,rcp85,2047,No,40.5,39.2,41.6
Medium,CanESM2,rcp85,2047,Yes,4445.4,4383.3,4511.7
Medium,CanESM2,rcp85,2048,No,41,39.7,42.2
Medium,CanESM2,rcp85,2048,Yes,4424.7,4359.1,4492
Medium,CanESM2,rcp85,2049,No,41.6,40.3,42.7
Medium,CanESM2,rcp85,2049,Yes,4394.3,4326,4463.2
Medium,CanESM2,rcp85,2050,No,42.2,40.9,43.3
Medium,CanESM2,rcp85,2050,Yes,4427.8,4357.8,4498.7
Medium,CanESM2,rcp85,2051,No,42.7,41.3,44
Medium,CanESM2,rcp85,2051,Yes,4434,4361.3,4506.4
Medium,CanESM2,rcp85,2052,No,43.3,41.8,44.6
Medium,CanESM2,rcp85,2052,Yes,4398.6,4325.8,4471
Medium,CanESM2,rcp85,2053,No,43.9,42.4,45.2
Medium,CanESM2,rcp85,2053,Yes,4410.2,4335.8,4484
Medium,CanESM2,rcp85,2054,No,44.4,43,45.6
Medium,CanESM2,rcp85,2054,Yes,4439.8,4363.3,4514.3
Medium,CanESM2,rcp85,2055,No,44.9,43.5,46.2
Medium,CanESM2,rcp85,2055,Yes,4473.8,4396.6,4549.2
Medium,CanESM2,rcp85,2056,No,45.5,44,46.7
Medium,CanESM2,rcp85,2056,Yes,4525.5,4450.4,4600.7
Medium,CanESM2,rcp85,2057,No,46,44.5,47.3
Medium,CanESM2,rcp85,2057,Yes,4520.5,4450.5,4593.6
Medium,CanESM2,rcp85,2058,No,46.6,45.1,47.9
Medium,CanESM2,rcp85,2058,Yes,4561.8,4493.5,4634.9
Medium,CanESM2,rcp85,2059,No,47.2,45.7,48.5
Medium,CanESM2,rcp85,2059,Yes,4627.6,4561.4,4700.9
Medium,CanESM2,rcp85,2060,No,47.8,46.3,49.1
Medium,CanESM2,rcp85,2060,Yes,4671.9,4605.4,4745.5
Medium,CanESM2,rcp85,2061,No,48.4,46.8,49.7
Medium,CanESM2,rcp85,2061,Yes,4601.9,4536.3,4674.1
Medium,CanESM2,rcp85,2062,No,49,47.3,50.4
Medium,CanESM2,rcp85,2062,Yes,4543.1,4479.3,4614.6
Medium,CanESM2,rcp85,2063,No,49.5,47.9,50.9
Medium,CanESM2,rcp85,2063,Yes,4471.8,4407.8,4543
Medium,CanESM2,rcp85,2064,No,50,48.4,51.4
Medium,CanESM2,rcp85,2064,Yes,4487.9,4425.7,4559.4
Medium,CanESM2,rcp85,2065,No,50.6,48.9,52
Medium,CanESM2,rcp85,2065,Yes,4562.2,4500,4633.1
Medium,CanESM2,rcp85,2066,No,51.1,49.5,52.7
Medium,CanESM2,rcp85,2066,Yes,4528.2,4464.5,4600.8
Medium,CanESM2,rcp85,2067,No,51.6,49.9,53.2
