Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2052,DROUGHT: Medium Severity [Type],75.21421321,Normal,Iteration and Timestep,37.6071066
2053,DROUGHT: Medium Severity [Type],173.164605,Normal,Iteration and Timestep,86.58230251
2054,DROUGHT: Medium Severity [Type],556.6100412,Normal,Iteration and Timestep,278.3050206
2055,DROUGHT: Medium Severity [Type],1773.786186,Normal,Iteration and Timestep,886.893093
2056,DROUGHT: Medium Severity [Type],2287.260641,Normal,Iteration and Timestep,1143.63032
2057,DROUGHT: Medium Severity [Type],2356.795904,Normal,Iteration and Timestep,1178.397952
2058,DROUGHT: Medium Severity [Type],1099.284272,Normal,Iteration and Timestep,549.6421362
2059,DROUGHT: Medium Severity [Type],242.4167175,Normal,Iteration and Timestep,121.2083588
2060,DROUGHT: Medium Severity [Type],347.2663446,Normal,Iteration and Timestep,173.6331723
2061,DROUGHT: Medium Severity [Type],259.8946911,Normal,Iteration and Timestep,129.9473455
2062,DROUGHT: Medium Severity [Type],417.750998,Normal,Iteration and Timestep,208.875499
2063,DROUGHT: Medium Severity [Type],1641.128817,Normal,Iteration and Timestep,820.5644085
2064,DROUGHT: Medium Severity [Type],4487.943069,Normal,Iteration and Timestep,2243.971535
2065,DROUGHT: Medium Severity [Type],1668.364074,Normal,Iteration and Timestep,834.1820371
2066,DROUGHT: Medium Severity [Type],1602.123849,Normal,Iteration and Timestep,801.0619244
2067,DROUGHT: Medium Severity [Type],1987.746574,Normal,Iteration and Timestep,993.8732869
2068,DROUGHT: Medium Severity [Type],1147.316192,Normal,Iteration and Timestep,573.6580962
2069,DROUGHT: Medium Severity [Type],1836.308983,Normal,Iteration and Timestep,918.1544917
2070,DROUGHT: Medium Severity [Type],2937.24138,Normal,Iteration and Timestep,1468.62069
2071,DROUGHT: Medium Severity [Type],1615.038813,Normal,Iteration and Timestep,807.5194066
2072,DROUGHT: Medium Severity [Type],625.432936,Normal,Iteration and Timestep,312.716468
2073,DROUGHT: Medium Severity [Type],495.392063,Normal,Iteration and Timestep,247.6960315
2074,DROUGHT: Medium Severity [Type],137.1707608,Normal,Iteration and Timestep,68.58538039
2075,DROUGHT: Medium Severity [Type],147.7299499,Normal,Iteration and Timestep,73.86497495
2076,DROUGHT: Medium Severity [Type],157.4892326,Normal,Iteration and Timestep,78.74461631
2077,DROUGHT: Medium Severity [Type],64.63519531,Normal,Iteration and Timestep,32.31759766
2078,DROUGHT: Medium Severity [Type],50.50626102,Normal,Iteration and Timestep,25.25313051
2079,DROUGHT: Medium Severity [Type],88.55925873,Normal,Iteration and Timestep,44.27962936
2080,DROUGHT: Medium Severity [Type],23.93439267,Normal,Iteration and Timestep,11.96719634
2081,DROUGHT: Medium Severity [Type],38.68835868,Normal,Iteration and Timestep,19.34417934
2082,DROUGHT: Medium Severity [Type],68.61395079,Normal,Iteration and Timestep,34.3069754
2083,DROUGHT: Medium Severity [Type],112.2393099,Normal,Iteration and Timestep,56.11965494
2084,DROUGHT: Medium Severity [Type],257.6516985,Normal,Iteration and Timestep,128.8258492
